sw3162A-ms98-a-0002,0.094000,0.825500,okay,B,o,u-1-1
sw3162A-ms98-a-0003,1.385625,1.860500,um,B,sv,u-1-2
sw3162A-ms98-a-0003,1.860500,2.570500,[laughter],I,sv,u-1-2
sw3162A-ms98-a-0003,2.570500,2.660500,well,I,sv,u-1-2
sw3162A-ms98-a-0003,2.660500,2.760500,it's,I,sv,u-1-2
sw3162A-ms98-a-0003,2.760500,2.960500,not,I,sv,u-1-2
sw3162A-ms98-a-0003,2.960500,3.160500,such,I,sv,u-1-2
sw3162A-ms98-a-0003,3.160500,3.220500,a,I,sv,u-1-2
sw3162A-ms98-a-0003,3.220500,3.430500,bad,I,sv,u-1-2
sw3162A-ms98-a-0003,3.430500,3.990500,idea,I,sv,u-1-2
sw3162A-ms98-a-0003,3.990500,4.490500,to,I,sv,u-1-2
sw3162A-ms98-a-0003,4.490500,4.710500,think,I,sv,u-1-2
sw3162A-ms98-a-0003,4.710500,4.960500,about,I,sv,u-1-2
sw3162A-ms98-a-0003,4.960500,5.418750,judges,I,sv,u-1-2
sw3162A-ms98-a-0003,5.548250,5.844625,uh,I,sv,u-1-2
sw3162A-ms98-a-0004,6.473750,6.592500,you,I,sv,u-1-2
sw3162A-ms98-a-0004,6.592500,6.862500,know,I,sv,u-1-2
sw3162A-ms98-a-0004,6.862500,7.582500,taking,I,sv,u-1-2
sw3162A-ms98-a-0004,7.582500,7.652500,the,I,sv,u-1-2
sw3162A-ms98-a-0004,7.652500,8.022500,idea,I,sv,u-1-2
sw3162A-ms98-a-0004,8.022500,8.312500,of,I,sv,u-1-2
sw3162A-ms98-a-0004,8.312500,8.562500,uh,I,sv,u-1-2
sw3162A-ms98-a-0005,9.193250,9.363250,uh,I,sv,u-1-2
sw3162A-ms98-a-0005,9.363250,10.213250,sentencing,I,sv,u-1-2
sw3162A-ms98-a-0005,10.213250,10.583250,in,I,sv,u-1-2
sw3162A-ms98-a-0005,10.583250,10.893250,into,I,sv,u-1-2
sw3162A-ms98-a-0005,10.893250,11.093250,their,I,sv,u-1-2
sw3162A-ms98-a-0005,11.093250,11.553250,hands,I,sv,u-1-2
sw3162A-ms98-a-0005,11.553250,11.970250,versus,I,sv,u-1-2
sw3162A-ms98-a-0005,12.565375,12.653250,you,I,sv,u-1-2
sw3162A-ms98-a-0005,12.653250,12.863250,know,I,sv,u-1-2
sw3162A-ms98-a-0005,12.863250,12.973250,the,I,sv,u-1-2
sw3162A-ms98-a-0005,12.973250,13.373250,jury,I,sv,u-1-2
sw3162A-ms98-a-0005,13.373250,13.853250,especially,I,sv,u-1-2
sw3162A-ms98-a-0005,13.853250,13.963250,if,I,sv,u-1-2
sw3162A-ms98-a-0005,13.963250,14.143250,it's,I,sv,u-1-2
sw3162A-ms98-a-0005,14.143250,14.183250,a,I,sv,u-1-2
sw3162A-ms98-a-0005,14.183250,14.473250,highly,I,sv,u-1-2
sw3162A-ms98-a-0005,14.473250,15.438625,publicized,I,sv,u-1-2
sw3162A-ms98-a-0005,15.757875,16.303250,case,I,sv,u-1-2
sw3162A-ms98-a-0006,16.782500,16.981375,such,I,sv,u-1-2
sw3162A-ms98-a-0006,16.981375,17.271375,as,I,sv,u-1-2
sw3162A-ms98-a-0006,17.271375,17.481375,uh,I,sv,u-1-2
sw3162A-ms98-a-0006,17.481375,17.731375,you've,I,sv,u-1-2
sw3162A-ms98-a-0006,17.731375,17.911375,got,I,sv,u-1-2
sw3162A-ms98-a-0006,17.911375,18.311375,cases,I,sv,u-1-2
sw3162A-ms98-a-0006,18.311375,18.481375,right,I,sv,u-1-2
sw3162A-ms98-a-0006,18.481375,18.691375,now,I,sv,u-1-2
sw3162A-ms98-a-0006,18.691375,18.851375,that,I,sv,u-1-2
