sw4765B-ms98-a-0003,17.627625,17.887625,uh-huh,B,b,u-2-1
sw4765B-ms98-a-0005,27.312000,27.532000,uh-huh,B,b,u-4-1
sw4765B-ms98-a-0007,32.953750,34.399000,[laughter],O,,
sw4765B-ms98-a-0009,50.707125,51.037125,sure,B,b,u-8-1
sw4765B-ms98-a-0009,51.277125,51.567125,sure,B,b^r,u-8-2
sw4765B-ms98-a-0011,58.973375,59.269375,hm,B,b,u-12-1
sw4765B-ms98-a-0013,69.255000,69.515000,uh-huh,O,,
sw4765B-ms98-a-0015,87.152750,87.702750,yeah,B,b,u-14-1
sw4765B-ms98-a-0016,89.516750,89.848375,um,B,sd,u-16-1
sw4765B-ms98-a-0016,89.972625,90.191000,well,I,sd,u-16-1
sw4765B-ms98-a-0016,90.191000,90.285125,i,I,sd,u-16-1
sw4765B-ms98-a-0016,90.285125,90.666750,guess,I,sd,u-16-1
sw4765B-ms98-a-0016,91.306750,91.588000,i,I,sd,u-16-1
sw4765B-ms98-a-0016,91.840375,91.999500,i,I,sd,u-16-1
sw4765B-ms98-a-0016,91.999500,92.176750,guess,I,sd,u-16-1
sw4765B-ms98-a-0016,92.176750,92.266750,i'm,I,sd,u-16-1
sw4765B-ms98-a-0016,92.266750,92.526750,probably,I,sd,u-16-1
sw4765B-ms98-a-0016,92.526750,92.556750,a,I,sd,u-16-1
sw4765B-ms98-a-0016,92.556750,92.726750,little,I,sd,u-16-1
sw4765B-ms98-a-0016,92.726750,92.887000,more,I,sd,u-16-1
sw4765B-ms98-a-0016,92.887000,93.105375,t[oward]-,I,sd,u-16-1
sw4765B-ms98-a-0016,93.105375,93.316750,toward,I,sd,u-16-1
sw4765B-ms98-a-0016,93.316750,93.406750,the,I,sd,u-16-1
sw4765B-ms98-a-0016,93.406750,93.516750,other,I,sd,u-16-1
sw4765B-ms98-a-0016,93.516750,93.958375,direction,I,sd,u-16-1
sw4765B-ms98-a-0016,94.191875,94.599125,um,B,sd,u-18-1
sw4765B-ms98-a-0017,95.445750,95.685750,well,I,sd,u-18-1
sw4765B-ms98-a-0017,95.888625,96.024250,i,I,sd,u-18-1
sw4765B-ms98-a-0017,96.024250,96.255750,guess,I,sd,u-18-1
sw4765B-ms98-a-0017,96.345750,96.673625,mainly,I,sd,u-18-1
sw4765B-ms98-a-0017,96.673625,97.325250,because,I,sd,u-18-1
sw4765B-ms98-a-0017,97.325250,97.795750,um,I,sd,u-18-1
sw4765B-ms98-a-0018,98.978250,99.460125,it's,I,sd,u-18-1
