sw2469A-ms98-a-0001,0.560000,1.080000,okay,B,o,u-1-1
sw2469A-ms98-a-0001,1.080000,1.430000,[laughter],O,,
sw2469A-ms98-a-0001,1.430000,1.560000,what,B,qo,u-1-2
sw2469A-ms98-a-0001,1.560000,1.760000,kind,I,qo,u-1-2
sw2469A-ms98-a-0001,1.760000,1.870000,of,I,qo,u-1-2
sw2469A-ms98-a-0001,1.870000,2.230000,hobbies,I,qo,u-1-2
sw2469A-ms98-a-0001,2.230000,2.330000,do,I,qo,u-1-2
sw2469A-ms98-a-0001,2.330000,2.530000,you,I,qo,u-1-2
sw2469A-ms98-a-0001,2.530000,2.931875,have,I,qo,u-1-2
sw2469A-ms98-a-0003,8.038375,8.449375,um-hum,B,b,u-3-1
sw2469A-ms98-a-0003,8.762000,8.914875,i,B,sd,u-3-2
sw2469A-ms98-a-0003,8.914875,9.104875,like,I,sd,u-3-2
sw2469A-ms98-a-0003,9.104875,9.244875,to,I,sd,u-3-2
sw2469A-ms98-a-0003,9.244875,9.524875,read,I,sd,u-3-2
sw2469A-ms98-a-0003,9.524875,9.914875,too,I,sd,u-3-2
sw2469A-ms98-a-0003,9.914875,10.084875,[laughter],O,,
sw2469A-ms98-a-0003,10.084875,10.174875,i,B,sd,u-3-3
sw2469A-ms98-a-0003,10.174875,10.354875,was,I,sd,u-3-3
sw2469A-ms98-a-0003,10.354875,10.564875,trying,I,sd,u-3-3
sw2469A-ms98-a-0003,10.564875,10.644875,to,I,sd,u-3-3
sw2469A-ms98-a-0003,10.644875,10.874875,think,I,sd,u-3-3
sw2469A-ms98-a-0003,10.874875,10.944875,of,I,sd,u-3-3
sw2469A-ms98-a-0003,10.944875,11.194875,some,I,sd,u-3-3
sw2469A-ms98-a-0003,11.194875,11.463375,while,I,sd,u-3-3
sw2469A-ms98-a-0003,11.866375,12.024875,while,I,sd,u-3-3
sw2469A-ms98-a-0003,12.024875,12.204875,it,I,sd,u-3-3
sw2469A-ms98-a-0003,12.204875,12.464875,was,I,sd,u-3-3
sw2469A-ms98-a-0003,12.464875,12.624875,uh,I,sd,u-3-3
sw2469A-ms98-a-0003,12.624875,13.014875,talking,I,sd,u-3-3
sw2469A-ms98-a-0003,13.014875,13.224875,about,I,sd,u-3-3
sw2469A-ms98-a-0003,13.224875,13.284875,it,I,sd,u-3-3
sw2469A-ms98-a-0003,13.284875,13.424875,and,B,%,u-3-4
sw2469A-ms98-a-0003,13.424875,13.544875,then,I,%,u-3-4
sw2469A-ms98-a-0003,13.544875,13.886750,i,I,%,u-3-4
sw2469A-ms98-a-0003,13.886750,14.078875,it,B,sd,u-3-5
sw2469A-ms98-a-0003,14.078875,14.344875,took,I,sd,u-3-5
sw2469A-ms98-a-0003,14.344875,14.554875,so,I,sd,u-3-5
sw2469A-ms98-a-0003,14.554875,14.854875,long,I,sd,u-3-5
sw2469A-ms98-a-0003,14.854875,15.094875,for,I,sd,u-3-5
sw2469A-ms98-a-0003,15.094875,15.504875,someone,I,sd,u-3-5
sw2469A-ms98-a-0003,15.504875,15.574875,to,I,sd,u-3-5
sw2469A-ms98-a-0003,15.574875,15.954875,answer,I,sd,u-3-5
sw2469A-ms98-a-0003,15.954875,16.034875,i,B,sd,u-3-6
sw2469A-ms98-a-0003,16.034875,16.364875,started,I,sd,u-3-6
sw2469A-ms98-a-0003,16.364875,16.554875,reading,I,sd,u-3-6
sw2469A-ms98-a-0003,16.554875,16.624875,the,I,sd,u-3-6
sw2469A-ms98-a-0003,16.624875,17.204875,newspaper,B,+,u-5-1
sw2469A-ms98-a-0003,17.204875,17.294875,and,I,+,u-5-1
sw2469A-ms98-a-0003,17.294875,17.454875,kind,I,+,u-5-1
sw2469A-ms98-a-0003,17.454875,17.524875,of,I,+,u-5-1
sw2469A-ms98-a-0003,17.524875,17.834875,forgot,I,+,u-5-1
sw2469A-ms98-a-0003,17.834875,18.104875,about,I,+,u-5-1
sw2469A-ms98-a-0003,18.104875,18.244625,it,I,+,u-5-1
sw2469A-ms98-a-0003,18.244625,18.645750,[laughter-but],O,,
sw2469A-ms98-a-0003,18.645750,18.912625,uh,B,b,u-7-1
sw2469A-ms98-a-0004,19.429125,19.742000,yeah,I,b,u-7-1
sw2469A-ms98-a-0004,19.742000,19.892000,i,O,,
sw2469A-ms98-a-0004,19.892000,20.122000,i'd,B,sd,u-7-2
sw2469A-ms98-a-0004,20.122000,20.312000,say,I,sd,u-7-2
sw2469A-ms98-a-0004,20.312000,20.742000,reading's,I,sd,u-7-2
sw2469A-ms98-a-0004,20.742000,21.022000,probably,I,sd,u-7-2
sw2469A-ms98-a-0004,21.022000,21.172000,one,I,sd,u-7-2
sw2469A-ms98-a-0004,21.172000,21.242000,of,I,sd,u-7-2
sw2469A-ms98-a-0004,21.242000,21.372000,my,I,sd,u-7-2
sw2469A-ms98-a-0004,21.372000,21.792000,biggest,I,sd,u-7-2
sw2469A-ms98-a-0004,21.792000,22.262000,ones,I,sd,u-7-2
sw2469A-ms98-a-0004,22.262000,22.692000,because,I,sd,u-7-2
sw2469A-ms98-a-0004,22.692000,22.852000,it's,I,sd,u-7-2
sw2469A-ms98-a-0004,22.852000,22.932000,the,I,sd,u-7-2
