sw2661A-ms98-a-0002,2.248250,2.434875,[vocalized-noise],O,,
sw2661A-ms98-a-0003,5.017375,5.736125,right,B,b,u-2-1
sw2661A-ms98-a-0003,6.175750,6.675750,um,I,b,u-2-1
sw2661A-ms98-a-0004,8.087500,8.220750,we,B,"sd,o@",u-2-2
sw2661A-ms98-a-0004,8.220750,8.410750,eat,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,8.410750,8.620750,out,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,8.620750,8.830750,quite,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,8.830750,8.880750,a,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,8.880750,9.150750,bit,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,9.150750,9.270750,it's,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,9.270750,9.470750,just,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,9.470750,9.550750,my,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,9.550750,9.900750,husband,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,9.900750,10.030750,and,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,10.030750,10.140750,i,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,10.140750,10.260750,at,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,10.260750,10.518750,home,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,10.518750,10.890625,now,I,"sd,o@",u-2-2
sw2661A-ms98-a-0004,11.327625,11.820750,so,B,%,u-2-3
sw2661A-ms98-a-0006,15.522000,16.086250,oh,B,sd,u-4-1
sw2661A-ms98-a-0006,16.602250,16.782875,at,I,sd,u-4-1
sw2661A-ms98-a-0006,16.782875,17.132875,least,I,sd,u-4-1
sw2661A-ms98-a-0006,17.132875,17.372875,once,I,sd,u-4-1
sw2661A-ms98-a-0006,17.372875,17.464625,a,I,sd,u-4-1
sw2661A-ms98-a-0006,17.464625,17.975250,week,I,sd,u-4-1
sw2661A-ms98-a-0007,18.750125,18.913250,we're,B,sd,u-4-2
sw2661A-ms98-a-0007,19.048375,19.295625,we're,I,sd,u-4-2
sw2661A-ms98-a-0007,19.295625,19.875625,retired,I,sd,u-4-2
sw2661A-ms98-a-0007,19.875625,20.135625,now,I,sd,u-4-2
sw2661A-ms98-a-0007,20.135625,20.305625,when,B,sd,u-4-3
sw2661A-ms98-a-0007,20.305625,20.445625,we,I,sd,u-4-3
sw2661A-ms98-a-0007,20.445625,21.045625,working,I,sd,u-4-3
sw2661A-ms98-a-0007,21.045625,21.155625,out,I,sd,u-4-3
sw2661A-ms98-a-0007,21.155625,21.305625,we,I,sd,u-4-3
