sw3030B-ms98-a-0002,12.760000,13.100000,uh-huh,B,b,u-2-1
sw3030B-ms98-a-0004,18.428250,18.848250,great,B,ba,u-4-1
sw3030B-ms98-a-0006,30.001000,30.161000,oh,B,ba,u-8-1
sw3030B-ms98-a-0006,30.161000,30.434875,that's,I,ba,u-8-1
sw3030B-ms98-a-0006,30.434875,30.930375,nice,I,ba,u-8-1
sw3030B-ms98-a-0008,42.234125,42.872625,right,B,b,u-10-1
sw3030B-ms98-a-0008,42.872625,43.196500,right,B,b^r,u-10-2
sw3030B-ms98-a-0010,48.931125,49.466000,no,B,aa,u-12-1
sw3030B-ms98-a-0012,57.055500,58.078500,[laughter],O,,
sw3030B-ms98-a-0014,61.395375,61.538250,how,B,qw,u-16-1
sw3030B-ms98-a-0014,61.538250,61.906000,often,I,qw,u-16-1
sw3030B-ms98-a-0014,61.906000,62.034250,do,I,qw,u-16-1
sw3030B-ms98-a-0014,62.034250,62.183625,you,I,qw,u-16-1
sw3030B-ms98-a-0014,62.183625,62.563625,meet,I,qw,u-16-1
sw3030B-ms98-a-0016,70.688500,71.108375,oh,B,b,u-18-1
sw3030B-ms98-a-0016,71.108375,71.731000,yes,I,b,u-18-1
sw3030B-ms98-a-0016,71.731000,72.203250,yes,B,b^r,u-18-2
sw3030B-ms98-a-0018,76.433500,76.920875,uh-huh,B,b,u-20-1
sw3030B-ms98-a-0020,83.743500,84.223500,yeah,B,b,u-22-1
sw3030B-ms98-a-0022,87.273250,87.545750,oh,B,b,u-24-1
sw3030B-ms98-a-0022,87.756125,87.856125,well,B,sv,u-24-2
sw3030B-ms98-a-0022,87.856125,88.086125,that's,I,sv,u-24-2
sw3030B-ms98-a-0022,88.086125,88.306125,much,I,sv,u-24-2
sw3030B-ms98-a-0022,88.306125,88.486125,more,I,sv,u-24-2
sw3030B-ms98-a-0022,88.486125,89.056125,reasonable,I,sv,u-24-2
sw3030B-ms98-a-0022,89.056125,89.206125,i,B,sd,u-24-3
sw3030B-ms98-a-0022,89.206125,89.366125,was,I,sd,u-24-3
sw3030B-ms98-a-0022,89.366125,89.746125,involved,I,sd,u-24-3
sw3030B-ms98-a-0022,89.746125,89.838125,in,I,sd,u-24-3
sw3030B-ms98-a-0022,89.838125,89.911000,a,I,sd,u-24-3
sw3030B-ms98-a-0022,90.080500,90.257875,a,I,sd,u-24-3
sw3030B-ms98-a-0022,90.359625,90.576125,club,I,sd,u-24-3
sw3030B-ms98-a-0022,90.576125,90.796125,like,I,sd,u-24-3
sw3030B-ms98-a-0022,90.796125,91.036125,that,I,sd,u-24-3
sw3030B-ms98-a-0022,91.036125,91.356125,for,I,sd,u-24-3
sw3030B-ms98-a-0022,91.356125,91.706125,um,I,sd,u-24-3
sw3030B-ms98-a-0022,91.976125,92.106125,that,I,sd,u-24-3
sw3030B-ms98-a-0022,92.106125,92.236125,you,I,sd,u-24-3
sw3030B-ms98-a-0022,92.236125,92.376125,know,I,sd,u-24-3
sw3030B-ms98-a-0022,92.376125,92.466125,where,I,sd,u-24-3
sw3030B-ms98-a-0022,92.466125,92.566125,we,I,sd,u-24-3
sw3030B-ms98-a-0022,92.566125,92.816125,tried,I,sd,u-24-3
sw3030B-ms98-a-0022,92.816125,92.960250,to,I,sd,u-24-3
sw3030B-ms98-a-0022,93.088375,93.326125,really,I,sd,u-24-3
sw3030B-ms98-a-0022,93.326125,93.596125,do,I,sd,u-24-3
sw3030B-ms98-a-0022,93.596125,94.029000,gourmet,I,sd,u-24-3
sw3030B-ms98-a-0022,94.142000,94.306125,uh,I,sd,u-24-3
