sw2780A-ms98-a-0001,0.670000,0.869500,yeah,B,o,u-1-1
sw2780A-ms98-a-0001,0.948250,1.050000,i,B,sv^t,u-1-2
sw2780A-ms98-a-0001,1.050000,1.340000,think,I,sv^t,u-1-2
sw2780A-ms98-a-0001,1.340000,1.662375,um,I,sv^t,u-1-2
sw2780A-ms98-a-0001,1.975000,2.240000,this,I,sv^t,u-1-2
sw2780A-ms98-a-0001,2.240000,2.390000,is,I,sv^t,u-1-2
sw2780A-ms98-a-0001,2.390000,2.470000,a,I,sv^t,u-1-2
sw2780A-ms98-a-0001,2.470000,2.710000,tough,I,sv^t,u-1-2
sw2780A-ms98-a-0001,2.710000,3.590000,subject,I,sv^t,u-1-2
sw2780A-ms98-a-0001,3.590000,4.175375,because,I,sv^t,u-1-2
sw2780A-ms98-a-0001,4.307250,4.793125,uh,I,sv^t,u-1-2
sw2780A-ms98-a-0001,5.331750,5.600000,when,I,sv^t,u-1-2
sw2780A-ms98-a-0001,5.600000,5.670000,you,I,sv^t,u-1-2
sw2780A-ms98-a-0001,5.670000,5.880000,come,I,sv^t,u-1-2
sw2780A-ms98-a-0001,5.880000,6.080000,from,I,sv^t,u-1-2
sw2780A-ms98-a-0001,6.080000,6.323000,two,I,sv^t,u-1-2
sw2780A-ms98-a-0001,6.420000,6.760000,different,I,sv^t,u-1-2
sw2780A-ms98-a-0001,6.760000,7.030000,parts,I,sv^t,u-1-2
sw2780A-ms98-a-0001,7.030000,7.088000,of,I,sv^t,u-1-2
sw2780A-ms98-a-0001,7.088000,7.193500,the,I,sv^t,u-1-2
sw2780A-ms98-a-0001,7.193500,7.773250,country,I,sv^t,u-1-2
sw2780A-ms98-a-0001,8.274250,8.693625,uh,I,sv^t,u-1-2
sw2780A-ms98-a-0001,8.693625,8.810375,the,I,sv^t,u-1-2
sw2780A-ms98-a-0001,8.810375,9.220000,political,I,sv^t,u-1-2
sw2780A-ms98-a-0001,9.220000,9.570000,views,I,sv^t,u-1-2
sw2780A-ms98-a-0001,9.570000,9.720000,are,I,sv^t,u-1-2
