sw2844B-ms98-a-0002,1.085125,1.395125,okay,B,o,u-1-1
sw2844B-ms98-a-0002,1.395125,1.505125,well,B,sd,u-1-2
sw2844B-ms98-a-0002,1.505125,1.585125,i,I,sd,u-1-2
sw2844B-ms98-a-0002,1.585125,1.805125,heard,I,sd,u-1-2
sw2844B-ms98-a-0002,1.805125,2.175125,Dallas,I,sd,u-1-2
sw2844B-ms98-a-0002,2.175125,2.305125,is,I,sd,u-1-2
sw2844B-ms98-a-0002,2.305125,2.575125,pretty,I,sd,u-1-2
sw2844B-ms98-a-0002,2.575125,2.865125,bad,I,sd,u-1-2
sw2844B-ms98-a-0002,2.865125,3.035125,with,I,sd,u-1-2
sw2844B-ms98-a-0002,3.035125,3.105125,the,I,sd,u-1-2
sw2844B-ms98-a-0002,3.105125,3.575125,crime,I,sd,u-1-2
sw2844B-ms98-a-0003,7.230000,7.590000,uh-huh,B,b,u-3-1
sw2844B-ms98-a-0005,18.555875,19.074750,um-hum,B,aa,u-5-1
sw2844B-ms98-a-0005,19.768125,19.910750,the,B,sd,u-5-2
sw2844B-ms98-a-0005,19.910750,20.170750,same,I,sd,u-5-2
sw2844B-ms98-a-0005,20.170750,20.320750,way,I,sd,u-5-2
sw2844B-ms98-a-0005,20.320750,20.470750,here,I,sd,u-5-2
sw2844B-ms98-a-0005,20.470750,20.580750,in,I,sd,u-5-2
sw2844B-ms98-a-0005,20.580750,21.080750,Dennison,I,sd,u-5-2
sw2844B-ms98-a-0005,21.632375,21.749250,i,B,sd,u-7-1
sw2844B-ms98-a-0005,21.749250,21.980750,mean,I,sd,u-7-1
sw2844B-ms98-a-0005,21.980750,22.220750,uh,I,sd,u-7-1
sw2844B-ms98-a-0005,22.220750,22.660750,back,I,sd,u-7-1
sw2844B-ms98-a-0005,22.870750,22.960750,a,I,sd,u-7-1
sw2844B-ms98-a-0005,22.960750,23.230750,couple,I,sd,u-7-1
sw2844B-ms98-a-0005,23.230750,23.480750,weeks,I,sd,u-7-1
sw2844B-ms98-a-0005,23.480750,23.740750,ago,I,sd,u-7-1
sw2844B-ms98-a-0005,23.740750,23.860750,they,I,sd,u-7-1
sw2844B-ms98-a-0005,23.860750,24.260750,found,I,sd,u-7-1
sw2844B-ms98-a-0005,24.260750,24.559875,uh,I,sd,u-7-1
sw2844B-ms98-a-0006,25.716875,25.976875,some,I,sd,u-7-1
sw2844B-ms98-a-0006,25.976875,26.396875,people,I,sd,u-7-1
sw2844B-ms98-a-0006,26.396875,26.578250,i,I,sd,u-7-1
sw2844B-ms98-a-0006,26.578250,26.749250,don't,I,sd,u-7-1
sw2844B-ms98-a-0006,26.979000,27.256875,-[re]member,I,sd,u-7-1
sw2844B-ms98-a-0006,27.256875,27.476875,at,I,sd,u-7-1
sw2844B-ms98-a-0006,27.476875,27.666875,some,I,sd,u-7-1
sw2844B-ms98-a-0006,27.666875,27.986875,fast,I,sd,u-7-1
sw2844B-ms98-a-0006,27.986875,28.226875,food,I,sd,u-7-1
sw2844B-ms98-a-0006,28.226875,28.786875,restaurant,I,sd,u-7-1
sw2844B-ms98-a-0006,28.786875,28.886875,they,B,sd,u-7-2
sw2844B-ms98-a-0006,28.886875,29.016875,had,I,sd,u-7-2
sw2844B-ms98-a-0006,29.016875,29.326875,been,I,sd,u-7-2
sw2844B-ms98-a-0006,29.326875,29.436875,i,I,sd,u-7-2
sw2844B-ms98-a-0006,29.436875,29.676875,can't,I,sd,u-7-2
sw2844B-ms98-a-0006,29.676875,29.826875,-[re]member,I,sd,u-7-2
sw2844B-ms98-a-0006,29.826875,29.896875,if,I,sd,u-7-2
sw2844B-ms98-a-0006,29.896875,30.036875,they,I,sd,u-7-2
sw2844B-ms98-a-0006,30.036875,30.266875,been,I,sd,u-7-2
sw2844B-ms98-a-0006,30.266875,30.716875,shot,I,sd,u-7-2
sw2844B-ms98-a-0006,30.716875,30.806875,or,I,sd,u-7-2
sw2844B-ms98-a-0006,30.806875,30.906875,if,I,sd,u-7-2
sw2844B-ms98-a-0006,30.906875,31.066875,they,I,sd,u-7-2
sw2844B-ms98-a-0006,31.066875,31.306875,just,I,sd,u-7-2
sw2844B-ms98-a-0006,31.306875,31.496875,been,I,sd,u-7-2
sw2844B-ms98-a-0006,31.496875,31.826875,thrown,I,sd,u-7-2
sw2844B-ms98-a-0006,31.826875,31.936875,in,I,sd,u-7-2
sw2844B-ms98-a-0006,31.936875,31.996875,the,I,sd,u-7-2
sw2844B-ms98-a-0006,31.996875,32.426875,freezer,I,sd,u-7-2
sw2844B-ms98-a-0006,32.426875,32.576875,but,B,sd,u-7-3
sw2844B-ms98-a-0006,32.576875,32.676875,i'm,I,sd,u-7-3
sw2844B-ms98-a-0006,32.676875,32.886875,pretty,I,sd,u-7-3
sw2844B-ms98-a-0006,32.886875,33.056875,sure,I,sd,u-7-3
sw2844B-ms98-a-0006,33.056875,33.216875,they'd,I,sd,u-7-3
sw2844B-ms98-a-0006,33.216875,33.386875,been,I,sd,u-7-3
sw2844B-ms98-a-0006,33.386875,33.686875,shot,I,sd,u-7-3
sw2844B-ms98-a-0006,33.686875,33.796875,and,I,sd,u-7-3
sw2844B-ms98-a-0006,33.796875,33.966875,put,I,sd,u-7-3
sw2844B-ms98-a-0006,33.966875,34.126875,the,I,sd,u-7-3
sw2844B-ms98-a-0006,34.126875,34.516875,freezer,I,sd,u-7-3
sw2844B-ms98-a-0006,34.516875,34.596875,at,I,sd,u-7-3
sw2844B-ms98-a-0006,34.596875,34.656875,the,I,sd,u-7-3
sw2844B-ms98-a-0006,34.656875,34.996875,fast,I,sd,u-7-3
sw2844B-ms98-a-0006,34.996875,35.166875,food,B,+,u-9-1
sw2844B-ms98-a-0006,35.166875,35.806875,restaurant,I,+,u-9-1
sw2844B-ms98-a-0007,36.700250,36.860250,and,B,sd,u-11-1
sw2844B-ms98-a-0007,36.860250,36.980250,i've,I,sd,u-11-1
sw2844B-ms98-a-0007,36.980250,37.230250,worked,I,sd,u-11-1
sw2844B-ms98-a-0007,37.230250,37.330250,in,I,sd,u-11-1
sw2844B-ms98-a-0007,37.330250,37.610250,fast,I,sd,u-11-1
sw2844B-ms98-a-0007,37.610250,37.750250,food,I,sd,u-11-1
sw2844B-ms98-a-0007,37.750250,38.260250,restaurants,I,sd,u-11-1
sw2844B-ms98-a-0007,38.260250,38.360250,they,B,sv,u-11-2
sw2844B-ms98-a-0007,38.360250,38.540250,don't,I,sv,u-11-2
sw2844B-ms98-a-0007,38.540250,38.700250,have,I,sv,u-11-2
sw2844B-ms98-a-0007,38.700250,38.830250,that,I,sv,u-11-2
sw2844B-ms98-a-0007,38.830250,39.050250,much,I,sv,u-11-2
sw2844B-ms98-a-0007,39.050250,39.340250,money,I,sv,u-11-2
sw2844B-ms98-a-0007,39.340250,39.470250,on,I,sv,u-11-2
sw2844B-ms98-a-0007,39.470250,39.740250,hand,I,sv,u-11-2
sw2844B-ms98-a-0007,39.740250,39.810250,they,B,sv,u-13-1
sw2844B-ms98-a-0007,39.810250,40.090250,really,I,sv,u-13-1
sw2844B-ms98-a-0007,40.090250,40.440250,don't,I,sv,u-13-1
sw2844B-ms98-a-0009,44.702750,45.198125,uh-huh,B,b,u-15-1
sw2844B-ms98-a-0011,51.795125,52.195125,uh-huh,B,b,u-17-1
sw2844B-ms98-a-0014,59.202125,59.742125,yeah,B,b,u-19-1
sw2844B-ms98-a-0015,61.364125,61.714125,right,B,aa,u-21-1
sw2844B-ms98-a-0015,61.714125,61.864125,my,B,sd,u-21-2
sw2844B-ms98-a-0015,61.864125,62.244125,husband,I,sd,u-21-2
sw2844B-ms98-a-0015,62.244125,62.444125,worked,I,sd,u-21-2
sw2844B-ms98-a-0015,62.444125,62.534125,at,I,sd,u-21-2
sw2844B-ms98-a-0015,62.534125,62.594125,a,I,sd,u-21-2
sw2844B-ms98-a-0015,62.594125,62.854125,gas,I,sd,u-21-2
sw2844B-ms98-a-0015,62.854125,63.234125,station,I,sd,u-21-2
sw2844B-ms98-a-0015,63.234125,63.344125,when,I,sd,u-21-2
sw2844B-ms98-a-0015,63.344125,63.414125,he,I,sd,u-21-2
sw2844B-ms98-a-0015,63.414125,63.544125,was,I,sd,u-21-2
sw2844B-ms98-a-0015,63.544125,63.614125,a,I,sd,u-21-2
sw2844B-ms98-a-0015,63.614125,64.254125,teenager,I,sd,u-21-2
sw2844B-ms98-a-0016,64.959000,65.229000,and,B,sd,u-23-1
sw2844B-ms98-a-0016,65.229000,65.634875,he,I,sd,u-23-1
sw2844B-ms98-a-0016,66.135750,66.259000,well,I,sd,u-23-1
sw2844B-ms98-a-0016,66.259000,66.289000,i,I,sd,u-23-1
sw2844B-ms98-a-0016,66.289000,66.549000,don't,I,sd,u-23-1
sw2844B-ms98-a-0016,66.549000,66.719000,know,I,sd,u-23-1
sw2844B-ms98-a-0016,66.719000,66.919000,he,I,sd,u-23-1
sw2844B-ms98-a-0016,66.919000,67.399000,decided,I,sd,u-23-1
sw2844B-ms98-a-0016,67.399000,67.609000,not,I,sd,u-23-1
sw2844B-ms98-a-0016,67.609000,67.699000,to,I,sd,u-23-1
sw2844B-ms98-a-0016,67.699000,67.979000,work,I,sd,u-23-1
sw2844B-ms98-a-0016,67.979000,68.149000,one,I,sd,u-23-1
sw2844B-ms98-a-0016,68.149000,68.399000,night,I,sd,u-23-1
sw2844B-ms98-a-0016,68.399000,68.489000,or,I,sd,u-23-1
sw2844B-ms98-a-0016,68.489000,68.949000,something,I,sd,u-23-1
sw2844B-ms98-a-0016,68.949000,69.069000,and,B,sd,u-23-2
sw2844B-ms98-a-0016,69.069000,69.199000,one,I,sd,u-23-2
sw2844B-ms98-a-0016,69.199000,69.279000,of,I,sd,u-23-2
sw2844B-ms98-a-0016,69.279000,69.339000,the,I,sd,u-23-2
sw2844B-ms98-a-0016,69.339000,69.729000,guys,I,sd,u-23-2
sw2844B-ms98-a-0016,69.729000,69.849000,that,I,sd,u-23-2
sw2844B-ms98-a-0017,70.951875,71.371875,was,I,sd,u-23-2
sw2844B-ms98-a-0017,71.371875,71.831875,working,I,sd,u-23-2
sw2844B-ms98-a-0017,71.831875,71.971875,was,I,sd,u-23-2
sw2844B-ms98-a-0017,71.971875,72.371875,shot,I,sd,u-23-2
sw2844B-ms98-a-0017,72.551875,72.771875,and,B,sd,u-25-1
sw2844B-ms98-a-0017,72.771875,73.051875,Kenny,I,sd,u-25-1
sw2844B-ms98-a-0017,73.051875,73.321875,quit,I,sd,u-25-1
sw2844B-ms98-a-0017,73.321875,73.381875,the,I,sd,u-25-1
sw2844B-ms98-a-0017,73.381875,73.661875,next,I,sd,u-25-1
sw2844B-ms98-a-0017,73.661875,73.971875,day,I,sd,u-25-1
sw2844B-ms98-a-0017,74.401875,74.551875,he,B,sd,u-27-1
sw2844B-ms98-a-0017,74.551875,75.001875,just,I,sd,u-27-1
sw2844B-ms98-a-0017,75.001875,75.111875,he,I,sd,u-27-1
sw2844B-ms98-a-0017,75.111875,75.351875,couldn't,I,sd,u-27-1
sw2844B-ms98-a-0017,75.351875,75.551875,deal,I,sd,u-27-1
sw2844B-ms98-a-0017,75.551875,75.761875,with,I,sd,u-27-1
sw2844B-ms98-a-0017,75.761875,75.961875,it,I,sd,u-27-1
sw2844B-ms98-a-0019,84.465625,84.767875,uh-huh,B,b,u-29-1
sw2844B-ms98-a-0020,86.357125,87.044125,everywhere,B,aa,u-31-1
sw2844B-ms98-a-0022,90.504500,90.974500,um-hum,B,b,u-33-1
sw2844B-ms98-a-0024,95.390625,95.520625,it,B,sv,u-35-1
sw2844B-ms98-a-0024,95.520625,95.730625,just,I,sv,u-35-1
sw2844B-ms98-a-0024,95.730625,95.990625,seems,I,sv,u-35-1
sw2844B-ms98-a-0024,95.990625,96.230625,like,I,sv,u-35-1
sw2844B-ms98-a-0024,96.230625,96.270625,a,I,sv,u-35-1
sw2844B-ms98-a-0024,96.270625,96.460625,lot,I,sv,u-35-1
sw2844B-ms98-a-0024,96.460625,96.520625,of,I,sv,u-35-1
sw2844B-ms98-a-0024,96.520625,96.810625,people,I,sv,u-35-1
sw2844B-ms98-a-0024,96.810625,96.870625,are,I,sv,u-35-1
sw2844B-ms98-a-0024,96.870625,97.320625,attracted,I,sv,u-35-1
sw2844B-ms98-a-0024,97.320625,97.470625,to,I,sv,u-35-1
sw2844B-ms98-a-0024,97.470625,97.550625,the,I,sv,u-35-1
sw2844B-ms98-a-0024,97.550625,97.820625,bigger,I,sv,u-35-1
sw2844B-ms98-a-0024,97.820625,98.250625,cities,I,sv,u-35-1
sw2844B-ms98-a-0024,98.250625,98.500625,though,I,sv,u-35-1
sw2844B-ms98-a-0024,98.640625,98.730625,the,B,sv,u-37-1
sw2844B-ms98-a-0024,98.730625,99.060625,worst,I,sv,u-37-1
sw2844B-ms98-a-0024,99.060625,99.380625,part,I,sv,u-37-1
sw2844B-ms98-a-0024,99.380625,99.550625,of,I,sv,u-37-1
sw2844B-ms98-a-0024,99.550625,99.700625,it,I,sv,u-37-1
sw2844B-ms98-a-0025,100.379500,100.729500,um,B,sd,u-39-1
sw2844B-ms98-a-0025,100.729500,100.829500,i,I,sd,u-39-1
sw2844B-ms98-a-0025,100.829500,101.079500,lived,I,sd,u-39-1
sw2844B-ms98-a-0025,101.079500,101.219500,in,I,sd,u-39-1
sw2844B-ms98-a-0025,101.219500,101.549500,Louisville,I,sd,u-39-1
sw2844B-ms98-a-0025,101.549500,102.059500,Kentucky,I,sd,u-39-1
sw2844B-ms98-a-0025,102.059500,102.199500,for,I,sd,u-39-1
sw2844B-ms98-a-0025,102.199500,102.299500,a,I,sd,u-39-1
sw2844B-ms98-a-0025,102.299500,102.619500,while,I,sd,u-39-1
sw2844B-ms98-a-0025,102.829500,102.949500,i-,O,,
sw2844B-ms98-a-0025,102.949500,103.079500,i,B,sd,u-41-1
sw2844B-ms98-a-0025,103.079500,103.329500,lived,I,sd,u-41-1
sw2844B-ms98-a-0025,103.329500,103.439500,on,I,sd,u-41-1
sw2844B-ms98-a-0025,103.439500,103.569500,the,I,sd,u-41-1
sw2844B-ms98-a-0025,103.569500,104.199500,outskirts,I,sd,u-41-1
sw2844B-ms98-a-0025,104.199500,104.409500,too,I,sd,u-41-1
sw2844B-ms98-a-0025,104.409500,104.589500,but,B,sd,u-41-2
sw2844B-ms98-a-0025,104.589500,104.939500,Louisville,I,sd,u-41-2
sw2844B-ms98-a-0025,104.939500,105.099500,was,I,sd,u-41-2
sw2844B-ms98-a-0025,105.099500,105.319500,pretty,I,sd,u-41-2
sw2844B-ms98-a-0025,105.319500,105.499500,ba[d]-,I,sd,u-41-2
sw2844B-ms98-a-0025,105.499500,106.129500,especially,I,sd,u-41-2
sw2844B-ms98-a-0025,106.129500,106.509500,during,I,sd,u-41-2
sw2844B-ms98-a-0025,106.509500,106.709500,like,I,sd,u-41-2
sw2844B-ms98-a-0025,106.899500,107.040125,the,I,sd,u-41-2
sw2844B-ms98-a-0025,107.040125,107.303500,uh,I,sd,u-41-2
sw2844B-ms98-a-0026,108.251375,108.691375,Kentucky,I,sd,u-41-2
sw2844B-ms98-a-0026,108.691375,109.101375,Derby,I,sd,u-41-2
sw2844B-ms98-a-0026,109.691375,109.871375,at,B,sd,u-43-1
sw2844B-ms98-a-0026,109.871375,110.041375,this,I,sd,u-43-1
sw2844B-ms98-a-0026,110.041375,110.261375,time,I,sd,u-43-1
sw2844B-ms98-a-0026,110.261375,110.361375,of,I,sd,u-43-1
sw2844B-ms98-a-0026,110.361375,110.421375,the,I,sd,u-43-1
sw2844B-ms98-a-0026,110.421375,110.741375,year,I,sd,u-43-1
sw2844B-ms98-a-0026,110.741375,111.001375,it's,I,sd,u-43-1
sw2844B-ms98-a-0026,111.211375,111.691375,horrible,I,sd,u-43-1
sw2844B-ms98-a-0026,111.691375,111.821375,to,I,sd,u-43-1
sw2844B-ms98-a-0026,111.821375,111.981375,live,I,sd,u-43-1
sw2844B-ms98-a-0026,111.981375,112.091375,in,I,sd,u-43-1
sw2844B-ms98-a-0026,112.091375,112.591375,Louisville,I,sd,u-43-1
sw2844B-ms98-a-0027,113.806500,113.926500,but,B,%,u-45-1
sw2844B-ms98-a-0027,113.926500,114.178125,uh,I,%,u-45-1
sw2844B-ms98-a-0029,127.374375,127.754375,uh-huh,B,b,u-47-1
sw2844B-ms98-a-0031,132.342625,132.472375,the,B,qy^d,u-49-1
sw2844B-ms98-a-0031,132.472375,132.692625,ones,I,qy^d,u-49-1
sw2844B-ms98-a-0031,132.692625,132.822625,that,I,qy^d,u-49-1
sw2844B-ms98-a-0031,132.932625,133.242625,blink,I,qy^d,u-49-1
sw2844B-ms98-a-0031,133.242625,133.452625,off,I,qy^d,u-49-1
sw2844B-ms98-a-0031,133.452625,133.562625,and,I,qy^d,u-49-1
sw2844B-ms98-a-0031,133.562625,133.762625,on,I,qy^d,u-49-1
sw2844B-ms98-a-0031,134.502625,134.662625,for,O,,
sw2844B-ms98-a-0031,134.662625,134.762625,the,O,,
sw2844B-ms98-a-0031,134.762625,135.092625,self,O,,
sw2844B-ms98-a-0031,135.092625,135.171625,i,B,qy^d,u-51-1
sw2844B-ms98-a-0031,135.171625,135.432625,mean,I,qy^d,u-51-1
sw2844B-ms98-a-0033,138.428125,138.728125,right,B,b,u-53-1
sw2844B-ms98-a-0035,145.594250,146.027000,uh-huh,B,b,u-55-1
sw2844B-ms98-a-0036,146.959000,147.109000,how,B,qw,u-57-1
sw2844B-ms98-a-0036,147.109000,147.259000,many,I,qw,u-57-1
sw2844B-ms98-a-0036,147.259000,147.559000,kids,I,qw,u-57-1
sw2844B-ms98-a-0036,147.559000,147.669000,do,I,qw,u-57-1
sw2844B-ms98-a-0036,147.669000,147.799000,you,I,qw,u-57-1
sw2844B-ms98-a-0036,147.799000,148.282375,have,I,qw,u-57-1
sw2844B-ms98-a-0037,149.421250,149.611250,oh,B,bk,u-59-1
sw2844B-ms98-a-0037,149.611250,149.681250,a,B,qy,u-59-2
