sw3541A-ms98-a-0002,0.070375,0.381500,-[o]kay,O,,
sw3541A-ms98-a-0003,1.410750,1.483375,you,B,qy,u-1-2
sw3541A-ms98-a-0003,1.483375,1.623375,think,I,qy,u-1-2
sw3541A-ms98-a-0003,1.623375,1.733375,you're,I,qy,u-1-2
sw3541A-ms98-a-0003,1.733375,1.923375,getting,I,qy,u-1-2
sw3541A-ms98-a-0003,1.923375,2.013375,your,I,qy,u-1-2
sw3541A-ms98-a-0003,2.013375,2.263375,money's,I,qy,u-1-2
sw3541A-ms98-a-0003,2.263375,2.771125,worth,I,qy,u-1-2
sw3541A-ms98-a-0005,4.466250,8.715000,[laughter],O,,
sw3541A-ms98-a-0005,8.715000,8.891750,i,O,,
sw3541A-ms98-a-0007,14.538000,14.827875,well,B,sv,u-5-1
sw3541A-ms98-a-0007,14.827875,15.027875,that's,I,sv,u-5-1
sw3541A-ms98-a-0007,15.027875,15.597875,probably,I,sv,u-5-1
sw3541A-ms98-a-0007,15.597875,15.998750,the,I,sv,u-5-1
sw3541A-ms98-a-0007,16.168250,16.517875,next,I,sv,u-5-1
sw3541A-ms98-a-0007,16.517875,16.807875,year's,I,sv,u-5-1
sw3541A-ms98-a-0007,16.807875,17.445250,agenda,I,sv,u-5-1
sw3541A-ms98-a-0009,21.819375,22.050250,oh,B,aa,u-7-1
sw3541A-ms98-a-0009,22.050250,22.266500,ye[ah]-,O,,
sw3541A-ms98-a-0009,22.843375,22.988500,they're,B,sv,u-7-2
sw3541A-ms98-a-0009,22.988500,23.378500,finding,I,sv,u-7-2
sw3541A-ms98-a-0009,23.378500,23.438500,the,I,sv,u-7-2
sw3541A-ms98-a-0009,23.438500,23.648500,way,I,sv,u-7-2
sw3541A-ms98-a-0009,23.648500,23.899750,the,I,sv,u-7-2
sw3541A-ms98-a-0009,24.822500,25.178500,tax,I,sv,u-7-2
sw3541A-ms98-a-0009,25.178500,25.248500,you,I,sv,u-7-2
sw3541A-ms98-a-0009,25.248500,25.438500,every,I,sv,u-7-2
sw3541A-ms98-a-0009,25.438500,25.708500,time,I,sv,u-7-2
sw3541A-ms98-a-0009,25.708500,25.768500,you,I,sv,u-7-2
sw3541A-ms98-a-0009,25.768500,25.998500,turn,I,sv,u-7-2
sw3541A-ms98-a-0009,25.998500,26.468500,around,I,sv,u-7-2
sw3541A-ms98-a-0009,26.468500,26.648500,and,B,sv,u-7-3
sw3541A-ms98-a-0009,26.648500,26.852875,i-,I,sv,u-7-3
sw3541A-ms98-a-0009,26.852875,27.068500,i,I,sv,u-7-3
sw3541A-ms98-a-0009,27.068500,27.388500,think,I,sv,u-7-3
sw3541A-ms98-a-0009,27.388500,27.598500,one,I,sv,u-7-3
sw3541A-ms98-a-0009,27.598500,27.718500,way,I,sv,u-7-3
sw3541A-ms98-a-0009,27.718500,27.868500,or,I,sv,u-7-3
sw3541A-ms98-a-0009,27.868500,27.948500,the,I,sv,u-7-3
sw3541A-ms98-a-0009,27.948500,28.261375,other,I,sv,u-7-3
sw3541A-ms98-a-0009,28.404500,28.508500,we're,I,sv,u-7-3
sw3541A-ms98-a-0009,28.508500,28.859250,gonna,I,sv,u-7-3
sw3541A-ms98-a-0010,30.161750,30.441375,pay,I,sv,u-7-3
sw3541A-ms98-a-0010,30.441375,30.861375,for,I,sv,u-7-3
sw3541A-ms98-a-0010,30.861375,31.256125,the,I,sv,u-7-3
sw3541A-ms98-a-0010,32.177625,32.861375,bureaucracy,I,sv,u-7-3
sw3541A-ms98-a-0010,32.861375,32.981875,i,I,sv,u-7-3
sw3541A-ms98-a-0010,32.981875,33.368750,guess,I,sv,u-7-3
sw3541A-ms98-a-0011,34.494750,34.606250,and,O,,
sw3541A-ms98-a-0011,34.606250,34.964500,uh,B,sv,u-7-4
sw3541A-ms98-a-0012,36.168500,36.328500,it's,I,sv,u-7-4
sw3541A-ms98-a-0012,36.328500,36.518500,one,I,sv,u-7-4
sw3541A-ms98-a-0012,36.518500,36.878500,area,I,sv,u-7-4
sw3541A-ms98-a-0012,36.878500,37.218500,that's,I,sv,u-7-4
sw3541A-ms98-a-0012,37.218500,37.548500,uh,I,sv,u-7-4
sw3541A-ms98-a-0012,37.548500,37.894500,really,I,sv,u-7-4
sw3541A-ms98-a-0012,38.282500,38.428500,i-,I,sv,u-7-4
sw3541A-ms98-a-0012,38.428500,38.608500,i,I,sv,u-7-4
sw3541A-ms98-a-0012,38.608500,38.858500,think,I,sv,u-7-4
sw3541A-ms98-a-0012,38.858500,39.128500,hurting,I,sv,u-7-4
sw3541A-ms98-a-0012,39.128500,39.188500,the,I,sv,u-7-4
sw3541A-ms98-a-0012,39.188500,39.668500,economy,I,sv,u-7-4
sw3541A-ms98-a-0012,39.668500,39.848500,more,I,sv,u-7-4
sw3541A-ms98-a-0012,39.848500,39.948500,than,I,sv,u-7-4
sw3541A-ms98-a-0012,39.948500,40.388500,anything,I,sv,u-7-4
sw3541A-ms98-a-0012,40.388500,40.488500,i,B,sv,u-7-5
sw3541A-ms98-a-0012,40.488500,40.698500,think,I,sv,u-7-5
sw3541A-ms98-a-0012,40.698500,40.768500,the,I,sv,u-7-5
sw3541A-ms98-a-0012,40.768500,41.388500,taxes,I,sv,u-7-5
sw3541A-ms98-a-0012,41.388500,41.518500,have,I,sv,u-7-5
sw3541A-ms98-a-0012,41.518500,41.871125,just,I,sv,u-7-5
sw3541A-ms98-a-0013,43.082250,43.618750,every,I,sv,u-7-5
sw3541A-ms98-a-0013,43.810875,44.102250,time,I,sv,u-7-5
sw3541A-ms98-a-0013,44.102250,44.182250,you,I,sv,u-7-5
sw3541A-ms98-a-0013,44.182250,44.422250,turn,I,sv,u-7-5
sw3541A-ms98-a-0013,44.422250,44.952250,around,I,sv,u-7-5
sw3541A-ms98-a-0013,44.952250,45.225000,they,I,sv,u-7-5
sw3541A-ms98-a-0013,45.398250,45.492250,they,I,sv,u-7-5
sw3541A-ms98-a-0013,45.492250,45.662250,have,I,sv,u-7-5
sw3541A-ms98-a-0013,45.662250,46.032250,taking,I,sv,u-7-5
sw3541A-ms98-a-0013,46.032250,46.302250,more,I,sv,u-7-5
sw3541A-ms98-a-0013,46.302250,46.741500,bite,I,sv,u-7-5
sw3541A-ms98-a-0013,46.741500,46.982500,out,I,sv,u-7-5
sw3541A-ms98-a-0013,46.982500,47.314000,of,I,sv,u-7-5
sw3541A-ms98-a-0013,47.495875,47.928375,the,I,sv,u-7-5
sw3541A-ms98-a-0014,48.674625,49.112500,dollars,I,sv,u-7-5
sw3541A-ms98-a-0014,49.112500,49.232500,that,I,sv,u-7-5
sw3541A-ms98-a-0014,49.232500,49.302500,are,I,sv,u-7-5
sw3541A-ms98-a-0014,49.302500,49.752500,available,I,sv,u-7-5
sw3541A-ms98-a-0014,49.752500,49.912500,for,I,sv,u-7-5
sw3541A-ms98-a-0014,49.912500,50.452500,spending,I,sv,u-7-5
sw3541A-ms98-a-0014,50.452500,50.692500,for,I,sv,u-7-5
sw3541A-ms98-a-0014,50.692500,50.822500,any,I,sv,u-7-5
sw3541A-ms98-a-0014,50.822500,51.042500,kind,I,sv,u-7-5
sw3541A-ms98-a-0014,51.042500,51.112500,of,I,sv,u-7-5
sw3541A-ms98-a-0014,51.112500,51.722500,products,I,sv,u-7-5
sw3541A-ms98-a-0014,51.722500,52.005375,and,B,sv,u-7-6
sw3541A-ms98-a-0014,52.005375,52.242500,i-,I,sv,u-7-6
sw3541A-ms98-a-0014,52.242500,52.450625,i-,I,sv,u-7-6
sw3541A-ms98-a-0014,52.450625,52.562500,i,I,sv,u-7-6
sw3541A-ms98-a-0014,52.562500,52.812500,think,I,sv,u-7-6
sw3541A-ms98-a-0014,52.812500,52.972500,that,I,sv,u-7-6
sw3541A-ms98-a-0014,52.972500,53.213625,is,I,sv,u-7-6
sw3541A-ms98-a-0014,53.213625,53.763000,probably,I,sv,u-7-6
sw3541A-ms98-a-0015,54.469625,54.623500,as,I,sv,u-7-6
sw3541A-ms98-a-0015,54.623500,54.863500,big,I,sv,u-7-6
sw3541A-ms98-a-0015,54.863500,55.013500,a,I,sv,u-7-6
sw3541A-ms98-a-0015,55.013500,55.383500,item,I,sv,u-7-6
sw3541A-ms98-a-0015,55.383500,55.923500,fueling,I,sv,u-7-6
sw3541A-ms98-a-0015,55.923500,56.023500,the,I,sv,u-7-6
