sw4605A-ms98-a-0002,0.771500,1.598000,okay,B,o,u-2-1
sw4605A-ms98-a-0002,1.844625,1.950125,do,B,qy,u-2-2
sw4605A-ms98-a-0002,1.950125,2.025750,you,I,qy,u-2-2
sw4605A-ms98-a-0002,2.025750,2.215750,work,I,qy,u-2-2
sw4605A-ms98-a-0002,2.215750,2.355000,with,I,qy,u-2-2
sw4605A-ms98-a-0002,2.355000,2.465750,a,I,qy,u-2-2
sw4605A-ms98-a-0002,2.465750,2.915750,company,I,qy,u-2-2
sw4605A-ms98-a-0002,2.915750,3.237750,that,I,qy,u-2-2
sw4605A-ms98-a-0002,3.237750,3.425750,uh,I,qy,u-2-2
sw4605A-ms98-a-0002,3.425750,3.735750,gives,I,qy,u-2-2
sw4605A-ms98-a-0002,3.735750,4.025750,drug,I,qy,u-2-2
sw4605A-ms98-a-0002,4.025750,4.466250,testing,I,qy,u-2-2
sw4605A-ms98-a-0006,11.236125,11.377000,oh,B,bh,u-6-1
sw4605A-ms98-a-0006,11.377000,11.508625,they,I,bh,u-6-1
sw4605A-ms98-a-0006,11.508625,11.889375,do,I,bh,u-6-1
sw4605A-ms98-a-0006,12.450500,12.908625,uh-huh,B,b,u-8-1
sw4605A-ms98-a-0006,12.908625,13.193875,what,B,%,u-8-2
sw4605A-ms98-a-0006,13.265500,13.651875,uh,I,%,u-8-2
sw4605A-ms98-a-0006,14.179250,14.338625,did,B,qy,u-8-3
sw4605A-ms98-a-0006,14.338625,14.448625,they,I,qy,u-8-3
sw4605A-ms98-a-0006,14.448625,14.648625,do,I,qy,u-8-3
sw4605A-ms98-a-0006,14.648625,14.848625,that,I,qy,u-8-3
sw4605A-ms98-a-0006,14.848625,15.248625,before,I,qy,u-8-3
sw4605A-ms98-a-0006,15.248625,15.398625,you,I,qy,u-8-3
sw4605A-ms98-a-0006,15.398625,15.658625,went,I,qy,u-8-3
sw4605A-ms98-a-0006,15.658625,15.878625,in,I,qy,u-8-3
sw4605A-ms98-a-0006,15.878625,16.068625,or,I,qy,u-8-3
sw4605A-ms98-a-0006,16.068625,16.340000,what,I,qy,u-8-3
sw4605A-ms98-a-0008,22.983875,23.091375,oh,B,qy^g,u-10-1
sw4605A-ms98-a-0008,23.091375,23.221375,they,I,qy^g,u-10-1
sw4605A-ms98-a-0008,23.221375,23.601375,will,I,qy^g,u-10-1
sw4605A-ms98-a-0008,23.601375,23.891375,huh,I,qy^g,u-10-1
sw4605A-ms98-a-0010,27.932250,28.581500,oh,B,b,u-12-1
sw4605A-ms98-a-0011,29.699125,30.161875,okay,B,b,u-12-2
sw4605A-ms98-a-0011,30.161875,30.481875,well,B,%,u-12-3
sw4605A-ms98-a-0011,30.481875,30.730500,i've,I,%,u-12-3
sw4605A-ms98-a-0011,30.730500,31.001875,i,B,sd,u-12-4
sw4605A-ms98-a-0011,31.001875,31.331875,worked,I,sd,u-12-4
sw4605A-ms98-a-0011,31.331875,31.471875,i,B,sd,u-12-5
sw4605A-ms98-a-0011,31.471875,31.641875,don't,I,sd,u-12-5
sw4605A-ms98-a-0011,31.641875,31.831875,work,I,sd,u-12-5
sw4605A-ms98-a-0011,31.831875,32.031875,right,I,sd,u-12-5
sw4605A-ms98-a-0011,32.031875,32.221875,now,I,sd,u-12-5
sw4605A-ms98-a-0011,32.221875,32.501875,because_1,I,sd,u-12-5
sw4605A-ms98-a-0011,32.501875,32.641875,my,I,sd,u-12-5
sw4605A-ms98-a-0011,32.641875,33.011875,company,I,sd,u-12-5
sw4605A-ms98-a-0011,33.011875,33.051875,i,I,sd,u-12-5
sw4605A-ms98-a-0011,33.051875,33.271875,worked,I,sd,u-12-5
sw4605A-ms98-a-0011,33.271875,33.381875,for,I,sd,u-12-5
sw4605A-ms98-a-0011,33.381875,33.901875,PIE,I,sd,u-12-5
sw4605A-ms98-a-0011,33.901875,34.131875,went,I,sd,u-12-5
sw4605A-ms98-a-0011,34.131875,34.718375,bankrupt,I,sd,u-12-5
sw4605A-ms98-a-0012,35.270000,35.596750,but,B,sd,u-14-1
sw4605A-ms98-a-0012,35.596750,35.930250,um,I,sd,u-14-1
sw4605A-ms98-a-0012,36.322000,36.446750,they,I,sd,u-14-1
sw4605A-ms98-a-0012,36.446750,36.616750,was,I,sd,u-14-1
sw4605A-ms98-a-0012,36.616750,36.816750,getting,I,sd,u-14-1
sw4605A-ms98-a-0012,36.816750,36.876750,a,I,sd,u-14-1
sw4605A-ms98-a-0012,36.876750,37.416750,program,I,sd,u-14-1
sw4605A-ms98-a-0012,37.416750,37.676750,set,I,sd,u-14-1
sw4605A-ms98-a-0012,37.676750,37.896750,up,I,sd,u-14-1
sw4605A-ms98-a-0012,37.896750,38.076750,that,I,sd,u-14-1
sw4605A-ms98-a-0012,38.076750,38.286750,for,I,sd,u-14-1
sw4605A-ms98-a-0012,38.286750,38.526750,all,I,sd,u-14-1
sw4605A-ms98-a-0012,38.526750,38.846750,new,I,sd,u-14-1
sw4605A-ms98-a-0012,38.846750,39.503750,hires,I,sd,u-14-1
sw4605A-ms98-a-0013,40.453250,40.611750,they,I,sd,u-14-1
sw4605A-ms98-a-0013,40.611750,40.771750,was,I,sd,u-14-1
sw4605A-ms98-a-0013,40.771750,41.021750,gonna,I,sd,u-14-1
sw4605A-ms98-a-0013,41.021750,41.431750,drug,I,sd,u-14-1
sw4605A-ms98-a-0013,41.431750,41.661125,uh,I,sd,u-14-1
sw4605A-ms98-a-0013,41.661125,41.861750,give,I,sd,u-14-1
sw4605A-ms98-a-0013,41.861750,42.017125,them_1,I,sd,u-14-1
sw4605A-ms98-a-0013,42.197875,42.411750,drug,I,sd,u-14-1
sw4605A-ms98-a-0013,42.411750,42.881750,tests,I,sd,u-14-1
sw4605A-ms98-a-0014,44.026750,44.363875,but,B,sd,u-16-1
sw4605A-ms98-a-0014,44.363875,44.789375,um,I,sd,u-16-1
sw4605A-ms98-a-0014,45.369375,45.633875,they,I,sd,u-16-1
sw4605A-ms98-a-0014,45.633875,45.873875,didn't,I,sd,u-16-1
sw4605A-ms98-a-0014,45.873875,46.233875,hire,I,sd,u-16-1
sw4605A-ms98-a-0014,46.233875,46.463875,very,I,sd,u-16-1
sw4605A-ms98-a-0014,46.463875,46.643875,many,I,sd,u-16-1
sw4605A-ms98-a-0014,46.643875,46.883875,new,I,sd,u-16-1
sw4605A-ms98-a-0014,46.883875,47.233875,hires,I,sd,u-16-1
