sw4716B-ms98-a-0003,26.134250,26.435625,um-hum,B,b,u-6-1
sw4716B-ms98-a-0005,47.957125,48.230875,um,B,aa,u-8-1
sw4716B-ms98-a-0005,48.360875,48.530875,that's,I,aa,u-8-1
sw4716B-ms98-a-0005,48.530875,48.759875,pro[bably]-,I,aa,u-8-1
sw4716B-ms98-a-0005,48.921875,49.068750,i,I,aa,u-8-1
sw4716B-ms98-a-0005,49.068750,49.260875,probably,I,aa,u-8-1
sw4716B-ms98-a-0005,49.260875,49.350875,would,I,aa,u-8-1
sw4716B-ms98-a-0005,49.350875,49.440875,have,I,aa,u-8-1
sw4716B-ms98-a-0005,49.440875,49.500875,to,I,aa,u-8-1
sw4716B-ms98-a-0005,49.500875,49.730875,agree,I,aa,u-8-1
sw4716B-ms98-a-0005,49.730875,49.860875,with,I,aa,u-8-1
sw4716B-ms98-a-0005,49.860875,49.920875,you,I,aa,u-8-1
sw4716B-ms98-a-0005,49.920875,50.130875,pretty,I,aa,u-8-1
sw4716B-ms98-a-0005,50.130875,50.330875,much,I,aa,u-8-1
sw4716B-ms98-a-0005,50.330875,50.450875,all,I,aa,u-8-1
sw4716B-ms98-a-0005,50.450875,50.510875,the,I,aa,u-8-1
sw4716B-ms98-a-0005,50.510875,50.757750,way,I,aa,u-8-1
sw4716B-ms98-a-0005,50.757750,50.900375,i,I,aa,u-8-1
sw4716B-ms98-a-0005,50.900375,51.199875,think,I,aa,u-8-1
sw4716B-ms98-a-0005,51.844000,52.120625,um,B,sv,u-10-1
sw4716B-ms98-a-0006,52.848875,52.893375,i,I,sv,u-10-1
sw4716B-ms98-a-0006,52.893375,53.176750,definitely,I,sv,u-10-1
sw4716B-ms98-a-0006,53.176750,53.396750,think,I,sv,u-10-1
sw4716B-ms98-a-0006,53.396750,53.596750,that,I,sv,u-10-1
sw4716B-ms98-a-0006,53.596750,53.908625,there,I,sv,u-10-1
sw4716B-ms98-a-0006,54.213750,54.456750,some,I,sv,u-10-1
sw4716B-ms98-a-0006,54.456750,54.726750,things,I,sv,u-10-1
sw4716B-ms98-a-0006,54.726750,54.956750,shouldn't,I,sv,u-10-1
sw4716B-ms98-a-0006,54.956750,55.046750,be,I,sv,u-10-1
sw4716B-ms98-a-0006,55.046750,55.496750,limited,I,sv,u-10-1
sw4716B-ms98-a-0006,55.496750,55.787375,like,I,sv,u-10-1
sw4716B-ms98-a-0006,55.787375,56.006750,like,I,sv,u-10-1
sw4716B-ms98-a-0006,56.006750,56.066750,you,I,sv,u-10-1
sw4716B-ms98-a-0006,56.066750,56.286750,said,I,sv,u-10-1
sw4716B-ms98-a-0006,56.286750,56.786750,rifles,I,sv,u-10-1
sw4716B-ms98-a-0006,56.786750,56.947375,and,I,sv,u-10-1
sw4716B-ms98-a-0006,57.504750,57.786750,um,B,+,u-12-1
sw4716B-ms98-a-0006,57.786750,58.046750,hunting,I,+,u-12-1
sw4716B-ms98-a-0006,58.046750,58.416750,rifles,I,+,u-12-1
sw4716B-ms98-a-0006,58.416750,58.622125,and,I,+,u-12-1
sw4716B-ms98-a-0006,58.769000,59.116750,probably,I,+,u-12-1
sw4716B-ms98-a-0006,59.116750,59.846750,handguns,I,+,u-12-1
sw4716B-ms98-a-0006,59.846750,59.976750,for,I,+,u-12-1
sw4716B-ms98-a-0006,59.976750,60.335125,people,I,+,u-12-1
sw4716B-ms98-a-0006,60.335125,60.564875,who,I,+,u-12-1
sw4716B-ms98-a-0006,60.564875,60.836750,use,I,+,u-12-1
sw4716B-ms98-a-0006,60.836750,60.926750,them_1,I,+,u-12-1
sw4716B-ms98-a-0006,60.926750,61.119375,to,I,+,u-12-1
sw4716B-ms98-a-0007,62.669125,63.169125,right,B,aa,u-14-1
sw4716B-ms98-a-0007,63.169125,63.402000,and,B,sv,u-14-2
sw4716B-ms98-a-0007,63.503750,63.619125,but,I,sv,u-14-2
sw4716B-ms98-a-0007,63.619125,63.704375,i,I,sv,u-14-2
sw4716B-ms98-a-0007,63.704375,63.956000,think,I,sv,u-14-2
sw4716B-ms98-a-0007,63.956000,64.185375,the,I,sv,u-14-2
sw4716B-ms98-a-0007,64.808750,64.916750,i,I,sv,u-14-2
sw4716B-ms98-a-0007,64.916750,65.199125,think,I,sv,u-14-2
sw4716B-ms98-a-0007,65.199125,65.549125,[vocalized-noise],I,sv,u-14-2
sw4716B-ms98-a-0007,65.549125,66.159125,semiautomatic,I,sv,u-14-2
sw4716B-ms98-a-0007,66.159125,66.682250,weapons,I,sv,u-14-2
sw4716B-ms98-a-0007,66.682250,67.019125,people,I,sv,u-14-2
sw4716B-ms98-a-0007,67.019125,67.319125,say,I,sv,u-14-2
sw4716B-ms98-a-0007,67.319125,67.419125,they,I,sv,u-14-2
sw4716B-ms98-a-0007,67.419125,67.659125,use,I,sv,u-14-2
sw4716B-ms98-a-0007,67.659125,67.839125,them,I,sv,u-14-2
sw4716B-ms98-a-0007,67.839125,68.209125,because,I,sv,u-14-2
sw4716B-ms98-a-0007,68.209125,68.339125,it,I,sv,u-14-2
sw4716B-ms98-a-0007,68.339125,68.479125,for,I,sv,u-14-2
sw4716B-ms98-a-0007,68.479125,68.889125,sport,I,sv,u-14-2
sw4716B-ms98-a-0007,68.889125,69.019125,but,B,sv,u-14-3
sw4716B-ms98-a-0007,69.019125,69.177125,i-,I,sv,u-14-3
sw4716B-ms98-a-0007,69.299625,69.472625,i,I,sv,u-14-3
sw4716B-ms98-a-0008,69.832750,70.136125,personally,I,sv,u-14-3
sw4716B-ms98-a-0008,70.136125,70.466125,cannot,I,sv,u-14-3
sw4716B-ms98-a-0008,70.466125,70.626125,see,I,sv,u-14-3
sw4716B-ms98-a-0008,70.626125,70.816125,any,I,sv,u-14-3
sw4716B-ms98-a-0008,70.816125,71.165375,use,I,sv,u-14-3
sw4716B-ms98-a-0008,71.591000,71.696125,for,I,sv,u-14-3
sw4716B-ms98-a-0008,71.696125,71.946125,them,I,sv,u-14-3
sw4716B-ms98-a-0008,71.946125,72.156125,other,B,+,u-16-1
sw4716B-ms98-a-0008,72.156125,72.446125,than,I,+,u-16-1
