sw2774B-ms98-a-0002,12.918625,13.259250,um-hum,B,b,u-2-1
sw2774B-ms98-a-0004,22.832750,22.922750,oh,O,,
sw2774B-ms98-a-0004,22.922750,23.082750,we,B,sd,u-4-1
sw2774B-ms98-a-0004,23.082750,23.312750,just,I,sd,u-4-1
sw2774B-ms98-a-0004,23.312750,23.612750,barely,I,sd,u-4-1
sw2774B-ms98-a-0004,23.612750,23.852750,did,I,sd,u-4-1
sw2774B-ms98-a-0004,23.852750,24.142750,that,I,sd,u-4-1
sw2774B-ms98-a-0004,24.142750,24.502750,too,I,sd,u-4-1
sw2774B-ms98-a-0006,26.425375,26.832125,yes,B,ny,u-6-1
sw2774B-ms98-a-0008,28.660625,29.004500,oh,B,ny,u-8-1
sw2774B-ms98-a-0008,29.412125,29.737000,yes,I,ny,u-8-1
sw2774B-ms98-a-0008,29.767125,29.810000,we,B,sd^e,u-8-2
sw2774B-ms98-a-0008,29.810000,29.950000,have,I,sd^e,u-8-2
sw2774B-ms98-a-0008,29.950000,30.160000,brick,I,sd^e,u-8-2
sw2774B-ms98-a-0008,30.160000,30.270000,on,I,sd^e,u-8-2
sw2774B-ms98-a-0008,30.270000,30.330000,the,I,sd^e,u-8-2
sw2774B-ms98-a-0008,30.330000,31.010000,outside,I,sd^e,u-8-2
sw2774B-ms98-a-0008,31.010000,31.380000,and,B,sd,u-8-3
sw2774B-ms98-a-0008,31.380000,31.577375,uh,I,sd,u-8-3
sw2774B-ms98-a-0008,31.954000,32.166625,it,I,sd,u-8-3
sw2774B-ms98-a-0008,32.253375,32.378875,the,I,sd,u-8-3
sw2774B-ms98-a-0008,32.378875,32.766750,colors,I,sd,u-8-3
sw2774B-ms98-a-0008,32.838375,33.000000,that,I,sd,u-8-3
sw2774B-ms98-a-0008,33.000000,33.110000,were,I,sd,u-8-3
sw2774B-ms98-a-0008,33.110000,33.330000,there,I,sd,u-8-3
sw2774B-ms98-a-0008,33.330000,33.750000,changed,I,sd,u-8-3
sw2774B-ms98-a-0008,33.750000,34.015625,the,I,sd,u-8-3
sw2774B-ms98-a-0008,34.090875,34.330000,and,I,sd,u-8-3
sw2774B-ms98-a-0008,34.330000,34.500000,the,I,sd,u-8-3
sw2774B-ms98-a-0008,34.500000,34.870000,colors,I,sd,u-8-3
sw2774B-ms98-a-0008,34.870000,34.980000,we,I,sd,u-8-3
