sw4859B-ms98-a-0003,17.804750,18.261375,um-hum,B,b,u-2-1
sw4859B-ms98-a-0005,29.636625,29.716625,do,B,qy,u-4-1
sw4859B-ms98-a-0005,29.716625,29.786625,you,I,qy,u-4-1
sw4859B-ms98-a-0005,29.786625,30.006625,think,I,qy,u-4-1
sw4859B-ms98-a-0005,30.006625,30.196625,that,I,qy,u-4-1
sw4859B-ms98-a-0005,30.196625,30.406625,the,I,qy,u-4-1
sw4859B-ms98-a-0005,30.406625,30.886625,weekly,I,qy,u-4-1
sw4859B-ms98-a-0005,30.886625,31.733250,magazines,I,qy,u-4-1
sw4859B-ms98-a-0005,31.917875,32.336625,provide,I,qy,u-4-1
sw4859B-ms98-a-0005,32.336625,32.536625,you,I,qy,u-4-1
sw4859B-ms98-a-0005,32.536625,33.070625,with,I,qy,u-4-1
sw4859B-ms98-a-0005,33.315375,33.731625,as,I,qy,u-4-1
sw4859B-ms98-a-0005,33.731625,33.986625,much,I,qy,u-4-1
sw4859B-ms98-a-0005,33.986625,34.456625,detail,I,qy,u-4-1
sw4859B-ms98-a-0005,34.456625,34.996625,information,I,qy,u-4-1
sw4859B-ms98-a-0005,34.996625,35.096625,as,I,qy,u-4-1
sw4859B-ms98-a-0005,35.096625,35.236625,you'd,I,qy,u-4-1
sw4859B-ms98-a-0005,35.236625,35.562000,like,I,qy,u-4-1
sw4859B-ms98-a-0008,41.964000,42.318500,um-hum,B,b,u-6-1
sw4859B-ms98-a-0010,50.118375,50.718625,um-hum,B,b^r,u-8-1
sw4859B-ms98-a-0012,61.279750,62.561000,[laughter],O,,
sw4859B-ms98-a-0012,62.561000,62.731000,oh,B,ba,u-10-1
sw4859B-ms98-a-0012,62.731000,62.971000,that's,I,ba,u-10-1
sw4859B-ms98-a-0012,62.971000,63.121000,right,I,ba,u-10-1
sw4859B-ms98-a-0012,63.121000,63.241000,you're,B,sd,u-10-2
sw4859B-ms98-a-0012,63.241000,63.461000,very,I,sd,u-10-2
sw4859B-ms98-a-0012,63.461000,63.821000,close,I,sd,u-10-2
sw4859B-ms98-a-0012,63.821000,64.504625,actually,I,sd,u-10-2
sw4859B-ms98-a-0012,64.504625,64.691000,it's,B,bf,u-10-3
sw4859B-ms98-a-0012,64.691000,65.081000,almost,B,+,u-12-1
sw4859B-ms98-a-0012,65.081000,65.441000,a,I,+,u-12-1
sw4859B-ms98-a-0012,65.441000,65.521000,uh,I,+,u-12-1
sw4859B-ms98-a-0012,65.521000,65.971000,bedroom,I,+,u-12-1
sw4859B-ms98-a-0012,65.971000,66.636500,community,I,+,u-12-1
sw4859B-ms98-a-0012,66.794625,67.119750,for,I,+,u-12-1
sw4859B-ms98-a-0012,67.119750,67.219375,the,B,+,u-14-1
sw4859B-ms98-a-0012,67.219375,67.701000,capital,I,+,u-14-1
sw4859B-ms98-a-0014,76.572750,78.889875,[laughter],O,,
sw4859B-ms98-a-0016,83.914125,84.310875,um-hum,B,b,u-18-1
sw4859B-ms98-a-0018,99.650125,99.860125,yeah,B,b,u-22-1
sw4859B-ms98-a-0018,99.860125,99.960125,a,B,sd,u-22-2
sw4859B-ms98-a-0018,99.960125,100.163500,lot,I,sd,u-22-2
sw4859B-ms98-a-0018,100.163500,100.555250,of,I,sd,u-22-2
sw4859B-ms98-a-0018,100.555250,100.770125,my,I,sd,u-22-2
sw4859B-ms98-a-0018,100.770125,101.440125,information,I,sd,u-22-2
sw4859B-ms98-a-0018,101.440125,101.800125,comes,I,sd,u-22-2
sw4859B-ms98-a-0018,101.800125,102.255625,from,I,sd,u-22-2
sw4859B-ms98-a-0018,102.688750,103.080125,several,I,sd,u-22-2
sw4859B-ms98-a-0018,103.080125,103.520125,sources,I,sd,u-22-2
sw4859B-ms98-a-0018,103.520125,103.980125,probably,B,sd,u-22-3
sw4859B-ms98-a-0018,103.980125,104.250125,pretty,I,sd,u-22-3
sw4859B-ms98-a-0018,104.250125,104.430125,high,I,sd,u-22-3
sw4859B-ms98-a-0018,104.430125,104.570125,up,I,sd,u-22-3
sw4859B-ms98-a-0018,104.570125,104.640125,on,I,sd,u-22-3
sw4859B-ms98-a-0018,104.640125,104.700125,the,I,sd,u-22-3
sw4859B-ms98-a-0018,104.700125,105.000125,list,I,sd,u-22-3
sw4859B-ms98-a-0018,105.000125,105.210125,is,I,sd,u-22-3
sw4859B-ms98-a-0018,105.210125,105.610125,National,I,sd,u-22-3
sw4859B-ms98-a-0018,105.610125,105.980125,Public,I,sd,u-22-3
sw4859B-ms98-a-0018,105.980125,106.306125,Radio,I,sd,u-22-3
sw4859B-ms98-a-0019,107.161625,107.747375,um,B,+,u-24-1
sw4859B-ms98-a-0019,107.747375,108.238375,which,I,+,u-24-1
sw4859B-ms98-a-0019,108.238375,108.422875,i,I,+,u-24-1
sw4859B-ms98-a-0019,108.422875,108.875750,like,I,+,u-24-1
sw4859B-ms98-a-0019,109.037750,109.468625,um,B,sv,u-26-1
sw4859B-ms98-a-0019,109.950750,110.260500,i,I,sv,u-26-1
sw4859B-ms98-a-0019,110.546750,111.023750,i,I,sv,u-26-1
sw4859B-ms98-a-0019,111.664000,112.021625,think,I,sv,u-26-1
sw4859B-ms98-a-0019,112.021625,112.457250,it's,I,sv,u-26-1
sw4859B-ms98-a-0019,112.589125,113.081625,fairly,I,sv,u-26-1
sw4859B-ms98-a-0019,113.081625,113.661625,objective,I,sv,u-26-1
sw4859B-ms98-a-0019,113.661625,114.141625,and,B,sd,u-26-2
sw4859B-ms98-a-0019,114.141625,114.291625,i,I,sd,u-26-2
sw4859B-ms98-a-0019,114.291625,114.700375,always,I,sd,u-26-2
sw4859B-ms98-a-0019,115.069375,115.471625,like,I,sd,u-26-2
sw4859B-ms98-a-0019,115.471625,115.551625,the,I,sd,u-26-2
sw4859B-ms98-a-0019,115.551625,115.931625,letters,I,sd,u-26-2
sw4859B-ms98-a-0019,115.931625,116.091625,that,I,sd,u-26-2
sw4859B-ms98-a-0019,116.091625,116.191625,they,I,sd,u-26-2
sw4859B-ms98-a-0019,116.191625,116.685250,read,I,sd,u-26-2
sw4859B-ms98-a-0019,116.685250,116.961625,which,I,sd,u-26-2
sw4859B-ms98-a-0019,116.961625,117.211625,tend,I,sd,u-26-2
sw4859B-ms98-a-0019,117.211625,117.331625,to,I,sd,u-26-2
sw4859B-ms98-a-0019,117.331625,117.681625,accuse,I,sd,u-26-2
sw4859B-ms98-a-0019,117.681625,117.851625,them,I,sd,u-26-2
sw4859B-ms98-a-0019,117.851625,117.961625,of,I,sd,u-26-2
sw4859B-ms98-a-0019,117.961625,118.191625,being,I,sd,u-26-2
sw4859B-ms98-a-0019,118.191625,118.351625,too,I,sd,u-26-2
sw4859B-ms98-a-0019,118.351625,118.791625,liberal,I,sd,u-26-2
sw4859B-ms98-a-0019,118.791625,118.901625,and,I,sd,u-26-2
sw4859B-ms98-a-0019,118.901625,119.021625,too,I,sd,u-26-2
sw4859B-ms98-a-0019,119.021625,119.721625,conservative,I,sd,u-26-2
sw4859B-ms98-a-0020,120.287500,120.651625,and,B,sv,u-26-3
sw4859B-ms98-a-0020,120.782500,121.417500,while,I,sv,u-26-3
sw4859B-ms98-a-0020,121.417500,121.697500,there's,I,sv,u-26-3
sw4859B-ms98-a-0020,121.697500,121.817500,an,I,sv,u-26-3
sw4859B-ms98-a-0020,121.817500,122.477500,inherent,I,sv,u-26-3
sw4859B-ms98-a-0020,122.477500,122.809375,um,I,sv,u-26-3
sw4859B-ms98-a-0020,123.360625,123.817500,filtering,I,sv,u-26-3
sw4859B-ms98-a-0020,123.817500,124.247500,process,I,sv,u-26-3
sw4859B-ms98-a-0020,124.247500,124.557500,going,I,sv,u-26-3
sw4859B-ms98-a-0020,124.557500,124.707500,on,I,sv,u-26-3
sw4859B-ms98-a-0020,124.707500,124.867500,just,I,sv,u-26-3
sw4859B-ms98-a-0020,124.867500,125.028125,by,I,sv,u-26-3
sw4859B-ms98-a-0020,125.028125,125.107125,the,I,sv,u-26-3
sw4859B-ms98-a-0020,125.107125,125.407500,letters,I,sv,u-26-3
sw4859B-ms98-a-0020,125.407500,125.517500,they,I,sv,u-26-3
sw4859B-ms98-a-0020,125.517500,125.797500,choose,I,sv,u-26-3
sw4859B-ms98-a-0020,125.797500,125.937500,to,I,sv,u-26-3
sw4859B-ms98-a-0020,125.937500,126.310875,read,I,sv,u-26-3
sw4859B-ms98-a-0021,126.807750,127.323000,um,I,sv,u-26-3
sw4859B-ms98-a-0021,127.323000,127.437375,i,I,sv,u-26-3
sw4859B-ms98-a-0021,127.437375,127.607375,always,I,sv,u-26-3
sw4859B-ms98-a-0021,127.607375,127.867375,figure,I,sv,u-26-3
sw4859B-ms98-a-0021,127.867375,127.997375,it's,I,sv,u-26-3
sw4859B-ms98-a-0021,127.997375,128.065125,a,I,sv,u-26-3
sw4859B-ms98-a-0021,128.065125,128.249750,good,I,sv,u-26-3
sw4859B-ms98-a-0021,128.249750,128.517375,thing,I,sv,u-26-3
sw4859B-ms98-a-0021,128.517375,128.887375,when,I,sv,u-26-3
sw4859B-ms98-a-0021,128.887375,129.246125,any,I,sv,u-26-3
sw4859B-ms98-a-0021,129.619000,129.867375,given,I,sv,u-26-3
sw4859B-ms98-a-0021,129.867375,130.167375,group,I,sv,u-26-3
sw4859B-ms98-a-0021,130.167375,130.277375,is,I,sv,u-26-3
sw4859B-ms98-a-0021,130.277375,130.527375,being,I,sv,u-26-3
sw4859B-ms98-a-0021,130.527375,130.907375,accused,I,sv,u-26-3
sw4859B-ms98-a-0021,130.907375,131.094000,by,I,sv,u-26-3
sw4859B-ms98-a-0021,131.094000,131.337125,each,I,sv,u-26-3
sw4859B-ms98-a-0021,131.337125,131.691250,side,I,sv,u-26-3
sw4859B-ms98-a-0021,131.691250,132.027375,of,I,sv,u-26-3
sw4859B-ms98-a-0021,132.027375,132.427375,um,I,sv,u-26-3
sw4859B-ms98-a-0021,132.427375,132.917375,favoring,I,sv,u-26-3
sw4859B-ms98-a-0021,132.917375,132.997375,the,I,sv,u-26-3
sw4859B-ms98-a-0021,132.997375,133.147375,other,I,sv,u-26-3
sw4859B-ms98-a-0021,133.147375,133.453250,side,I,sv,u-26-3
sw4859B-ms98-a-0021,133.453250,133.845000,that's,B,sv,u-26-4
sw4859B-ms98-a-0021,133.845000,134.207375,that's,I,sv,u-26-4
sw4859B-ms98-a-0021,134.207375,134.727375,potential,I,sv,u-26-4
sw4859B-ms98-a-0021,134.727375,135.167375,indication,I,sv,u-26-4
sw4859B-ms98-a-0021,135.167375,135.247375,of,I,sv,u-26-4
sw4859B-ms98-a-0021,135.247375,135.619625,balance,I,sv,u-26-4
sw4859B-ms98-a-0021,135.954875,136.087375,and,B,sv,u-26-5
sw4859B-ms98-a-0021,136.087375,136.457375,generally,I,sv,u-26-5
sw4859B-ms98-a-0021,136.457375,136.517375,i,I,sv,u-26-5
sw4859B-ms98-a-0021,136.517375,136.767375,really,I,sv,u-26-5
sw4859B-ms98-a-0021,136.767375,136.917375,do,I,sv,u-26-5
sw4859B-ms98-a-0021,136.917375,137.197375,believe,I,sv,u-26-5
sw4859B-ms98-a-0021,137.197375,137.337375,they,I,sv,u-26-5
sw4859B-ms98-a-0021,137.337375,137.447375,are,I,sv,u-26-5
sw4859B-ms98-a-0021,137.447375,137.677375,pretty,I,sv,u-26-5
sw4859B-ms98-a-0021,137.677375,138.172000,balanced,I,sv,u-26-5
sw4859B-ms98-a-0021,138.335250,138.677375,um,B,sd,u-26-6
sw4859B-ms98-a-0022,139.311500,139.491500,i,I,sd,u-26-6
sw4859B-ms98-a-0022,139.491500,139.761500,also,I,sd,u-26-6
sw4859B-ms98-a-0022,139.761500,139.921500,read,I,sd,u-26-6
sw4859B-ms98-a-0022,139.921500,140.121500,Time,I,sd,u-26-6
sw4859B-ms98-a-0022,140.121500,140.531500,magazine,I,sd,u-26-6
sw4859B-ms98-a-0022,140.531500,140.651500,and,B,sd,u-26-7
sw4859B-ms98-a-0022,140.651500,140.760000,we,I,sd,u-26-7
sw4859B-ms98-a-0022,140.760000,140.989875,get,I,sd,u-26-7
sw4859B-ms98-a-0022,140.989875,141.241500,one,I,sd,u-26-7
sw4859B-ms98-a-0022,141.241500,141.331500,of,I,sd,u-26-7
