sw3693B-ms98-a-0002,1.358750,1.673750,yes,B,ny,u-2-1
sw3693B-ms98-a-0002,1.673750,1.723750,i,B,sd^e,u-2-2
sw3693B-ms98-a-0002,1.723750,1.953750,have,I,sd^e,u-2-2
sw3693B-ms98-a-0002,1.953750,2.013750,a,I,sd^e,u-2-2
sw3693B-ms98-a-0002,2.013750,2.353750,twelve,I,sd^e,u-2-2
sw3693B-ms98-a-0002,2.353750,2.583750,year,I,sd^e,u-2-2
sw3693B-ms98-a-0002,2.583750,2.907625,old,I,sd^e,u-2-2
sw3693B-ms98-a-0003,3.523875,3.813875,and,B,sd,u-2-3
sw3693B-ms98-a-0003,3.813875,3.903875,i've,I,sd,u-2-3
sw3693B-ms98-a-0003,3.903875,4.073875,been,I,sd,u-2-3
sw3693B-ms98-a-0003,4.073875,4.313875,very,I,sd,u-2-3
sw3693B-ms98-a-0003,4.313875,4.723875,lucky,I,sd,u-2-3
sw3693B-ms98-a-0003,4.723875,4.793875,i,B,sd,u-2-4
sw3693B-ms98-a-0003,4.793875,5.123875,haven't,I,sd,u-2-4
sw3693B-ms98-a-0003,5.123875,5.513000,needed,I,sd,u-2-4
sw3693B-ms98-a-0003,5.629750,5.923875,child,I,sd,u-2-4
sw3693B-ms98-a-0003,5.923875,6.353875,care,I,sd,u-2-4
sw3693B-ms98-a-0003,6.353875,6.753875,except,I,sd,u-2-4
sw3693B-ms98-a-0003,6.753875,6.813875,for,I,sd,u-2-4
sw3693B-ms98-a-0003,6.813875,7.043250,my,I,sd,u-2-4
sw3693B-ms98-a-0003,7.043250,7.480125,mom,I,sd,u-2-4
sw3693B-ms98-a-0003,7.480125,8.644250,[laughter-so],O,,
sw3693B-ms98-a-0003,8.644250,8.830750,i've,B,+,u-4-1
sw3693B-ms98-a-0003,8.830750,9.033875,been,I,+,u-4-1
sw3693B-ms98-a-0003,9.033875,9.293875,real,I,+,u-4-1
sw3693B-ms98-a-0003,9.293875,9.653875,lucky,I,+,u-4-1
sw3693B-ms98-a-0003,9.653875,9.813875,i'm,B,sd,u-4-2
sw3693B-ms98-a-0003,9.813875,9.863875,a,I,sd,u-4-2
sw3693B-ms98-a-0003,9.863875,10.163875,nurse,I,sd,u-4-2
sw3693B-ms98-a-0003,10.243875,10.323875,i,B,sd,u-4-3
sw3693B-ms98-a-0003,10.323875,10.473875,go,I,sd,u-4-3
sw3693B-ms98-a-0003,10.473875,10.623875,to,I,sd,u-4-3
sw3693B-ms98-a-0003,10.623875,11.042250,school,I,sd,u-4-3
sw3693B-ms98-a-0003,11.042250,11.189125,i,I,sd,u-4-3
sw3693B-ms98-a-0003,11.189125,11.303875,mean,I,sd,u-4-3
sw3693B-ms98-a-0003,11.303875,11.353875,i,I,sd,u-4-3
sw3693B-ms98-a-0003,11.353875,11.493875,go,I,sd,u-4-3
sw3693B-ms98-a-0003,11.493875,11.593875,to,I,sd,u-4-3
sw3693B-ms98-a-0003,11.593875,11.863875,work,I,sd,u-4-3
sw3693B-ms98-a-0003,11.863875,12.344000,early,I,sd,u-4-3
sw3693B-ms98-a-0004,12.809875,12.919875,so,B,sd,u-4-4
sw3693B-ms98-a-0004,12.919875,13.069875,my,I,sd,u-4-4
sw3693B-ms98-a-0004,13.069875,13.339875,mom,I,sd,u-4-4
sw3693B-ms98-a-0004,13.339875,13.579875,comes,I,sd,u-4-4
sw3693B-ms98-a-0004,13.579875,13.789875,over,I,sd,u-4-4
sw3693B-ms98-a-0004,13.789875,13.889875,in,I,sd,u-4-4
sw3693B-ms98-a-0004,13.889875,13.959875,the,I,sd,u-4-4
sw3693B-ms98-a-0004,13.959875,14.449875,morning,I,sd,u-4-4
sw3693B-ms98-a-0004,14.449875,14.679875,and,I,sd,u-4-4
sw3693B-ms98-a-0004,14.679875,14.879875,gets,I,sd,u-4-4
sw3693B-ms98-a-0004,14.879875,15.019875,her,I,sd,u-4-4
sw3693B-ms98-a-0004,15.019875,15.279875,ready,I,sd,u-4-4
sw3693B-ms98-a-0004,15.279875,15.419875,for,I,sd,u-4-4
sw3693B-ms98-a-0004,15.419875,15.614000,his,I,sd,u-4-4
sw3693B-ms98-a-0004,15.813625,16.089875,school,I,sd,u-4-4
sw3693B-ms98-a-0004,16.089875,16.259750,or,I,sd,u-4-4
sw3693B-ms98-a-0004,16.259750,16.549875,just,I,sd,u-4-4
sw3693B-ms98-a-0004,16.549875,16.909875,hangs,I,sd,u-4-4
sw3693B-ms98-a-0004,16.909875,17.178875,by,I,sd,u-4-4
sw3693B-ms98-a-0004,17.178875,17.348375,while,I,sd,u-4-4
sw3693B-ms98-a-0004,17.348375,17.509875,she,I,sd,u-4-4
sw3693B-ms98-a-0004,17.509875,17.769875,gets,I,sd,u-4-4
sw3693B-ms98-a-0004,17.769875,18.108000,ready,I,sd,u-4-4
sw3693B-ms98-a-0004,18.729500,19.029875,drives,B,sd,u-6-1
sw3693B-ms98-a-0004,19.029875,19.129875,her,I,sd,u-6-1
sw3693B-ms98-a-0004,19.129875,19.219875,to,I,sd,u-6-1
sw3693B-ms98-a-0004,19.219875,19.569875,school,I,sd,u-6-1
sw3693B-ms98-a-0004,19.569875,19.719875,then,B,sd,u-6-2
sw3693B-ms98-a-0004,19.719875,19.889875,i'm,I,sd,u-6-2
sw3693B-ms98-a-0004,19.889875,20.079875,home,I,sd,u-6-2
sw3693B-ms98-a-0004,20.079875,20.237500,to,I,sd,u-6-2
sw3693B-ms98-a-0004,20.237500,20.471000,pick,I,sd,u-6-2
sw3693B-ms98-a-0004,20.471000,20.589875,her,I,sd,u-6-2
sw3693B-ms98-a-0004,20.589875,20.769875,up,I,sd,u-6-2
sw3693B-ms98-a-0004,20.769875,20.979875,so,B,sd,u-6-3
sw3693B-ms98-a-0004,20.979875,21.129875,i'm,I,sd,u-6-3
sw3693B-ms98-a-0004,21.129875,21.409875,very,I,sd,u-6-3
sw3693B-ms98-a-0004,21.409875,21.699875,very,I,sd,u-6-3
sw3693B-ms98-a-0004,21.699875,22.309875,lucky,I,sd,u-6-3
sw3693B-ms98-a-0004,22.309875,22.452375,[laughter],O,,
sw3693B-ms98-a-0006,29.364375,29.682125,well,B,sd,u-8-1
sw3693B-ms98-a-0006,29.682125,29.772125,i,I,sd,u-8-1
sw3693B-ms98-a-0006,29.772125,29.992125,could,I,sd,u-8-1
sw3693B-ms98-a-0006,29.992125,30.142125,do,I,sd,u-8-1
sw3693B-ms98-a-0006,30.142125,30.292125,it,I,sd,u-8-1
sw3693B-ms98-a-0006,30.292125,30.882375,now,I,sd,u-8-1
sw3693B-ms98-a-0006,31.243875,31.372125,but,B,sd,u-10-1
sw3693B-ms98-a-0006,31.372125,31.492125,she,I,sd,u-10-1
sw3693B-ms98-a-0006,31.492125,31.752125,gets,I,sd,u-10-1
sw3693B-ms98-a-0006,31.752125,32.317375,lonely,I,sd,u-10-1
sw3693B-ms98-a-0006,32.535750,32.622125,in,B,+,u-12-1
sw3693B-ms98-a-0006,32.622125,32.682125,the,I,+,u-12-1
sw3693B-ms98-a-0006,32.682125,33.212125,morning,I,+,u-12-1
sw3693B-ms98-a-0006,33.212125,33.332125,and,B,sd,u-12-2
sw3693B-ms98-a-0006,33.332125,33.472125,i,I,sd,u-12-2
sw3693B-ms98-a-0006,33.472125,33.800375,feel,I,sd,u-12-2
sw3693B-ms98-a-0006,33.800375,34.252375,better,I,sd,u-12-2
sw3693B-ms98-a-0006,34.252375,34.575750,um,B,sd,u-12-3
sw3693B-ms98-a-0006,34.975000,35.152125,she,I,sd,u-12-3
sw3693B-ms98-a-0006,35.152125,35.272125,has,I,sd,u-12-3
sw3693B-ms98-a-0006,35.272125,35.312125,a,I,sd,u-12-3
sw3693B-ms98-a-0006,35.312125,35.702125,crazy,I,sd,u-12-3
sw3693B-ms98-a-0006,35.702125,36.122125,father,I,sd,u-12-3
sw3693B-ms98-a-0006,36.122125,36.302125,out,I,sd,u-12-3
sw3693B-ms98-a-0006,36.302125,36.482125,there,I,sd,u-12-3
sw3693B-ms98-a-0006,36.482125,37.032125,somewhere,I,sd,u-12-3
sw3693B-ms98-a-0006,37.032125,37.247125,that,I,sd,u-12-3
sw3693B-ms98-a-0006,37.435500,37.582125,i,I,sd,u-12-3
sw3693B-ms98-a-0006,37.582125,37.822125,just,I,sd,u-12-3
sw3693B-ms98-a-0006,37.822125,38.222125,don't,I,sd,u-12-3
sw3693B-ms98-a-0006,38.222125,38.342125,let,I,sd,u-12-3
sw3693B-ms98-a-0006,38.342125,38.442125,her,I,sd,u-12-3
sw3693B-ms98-a-0006,38.442125,38.582125,out,I,sd,u-12-3
sw3693B-ms98-a-0006,38.582125,38.642125,of,I,sd,u-12-3
