sw2889B-ms98-a-0002,1.394000,1.554000,okay,B,o,u-1-1
sw2889B-ms98-a-0002,1.554000,1.674000,what,B,qw,u-1-2
sw2889B-ms98-a-0002,1.674000,1.844000,kind,I,qw,u-1-2
sw2889B-ms98-a-0002,1.844000,1.974000,of,I,qw,u-1-2
sw2889B-ms98-a-0002,1.974000,2.454000,crafts,I,qw,u-1-2
sw2889B-ms98-a-0002,2.454000,2.664000,and,I,qw,u-1-2
sw2889B-ms98-a-0002,2.664000,3.064000,hobbies,I,qw,u-1-2
sw2889B-ms98-a-0002,3.064000,3.124000,do,I,qw,u-1-2
sw2889B-ms98-a-0002,3.124000,3.224000,you,I,qw,u-1-2
sw2889B-ms98-a-0002,3.224000,3.554000,have,I,qw,u-1-2
sw2889B-ms98-a-0004,12.674000,13.071875,uh-huh,B,b,u-3-1
sw2889B-ms98-a-0006,23.981000,24.321000,uh-huh,B,b,u-5-1
sw2889B-ms98-a-0008,27.410375,28.008500,um,O,,
sw2889B-ms98-a-0008,28.788250,28.970375,well,B,sd,u-7-2
sw2889B-ms98-a-0008,28.970375,29.020375,i,I,sd,u-7-2
sw2889B-ms98-a-0008,29.020375,29.240375,used,I,sd,u-7-2
sw2889B-ms98-a-0008,29.240375,29.320375,to,I,sd,u-7-2
sw2889B-ms98-a-0008,29.320375,29.440375,be,I,sd,u-7-2
sw2889B-ms98-a-0008,29.440375,29.680375,more,I,sd,u-7-2
sw2889B-ms98-a-0008,29.680375,29.810375,into,I,sd,u-7-2
sw2889B-ms98-a-0008,29.810375,30.260375,crafts,I,sd,u-7-2
sw2889B-ms98-a-0008,30.260375,30.350375,when,I,sd,u-7-2
sw2889B-ms98-a-0008,30.350375,30.380375,i,I,sd,u-7-2
sw2889B-ms98-a-0008,30.380375,30.520375,was,I,sd,u-7-2
sw2889B-ms98-a-0008,30.520375,30.962000,younger,I,sd,u-7-2
sw2889B-ms98-a-0008,31.048625,31.280375,like,I,sd,u-7-2
sw2889B-ms98-a-0008,32.120375,32.280375,high,I,sd,u-7-2
sw2889B-ms98-a-0008,32.280375,32.550375,school,I,sd,u-7-2
sw2889B-ms98-a-0008,32.550375,32.940375,stuff,I,sd,u-7-2
sw2889B-ms98-a-0008,32.940375,33.159500,i,B,sd,u-7-3
sw2889B-ms98-a-0008,33.672250,33.804000,was,I,sd,u-7-3
sw2889B-ms98-a-0008,33.804000,33.950375,in,I,sd,u-7-3
sw2889B-ms98-a-0008,33.950375,34.490375,4H,O,,
sw2889B-ms98-a-0008,34.490375,34.600375,and,B,sd,u-7-4
sw2889B-ms98-a-0008,34.600375,34.640375,i,I,sd,u-7-4
sw2889B-ms98-a-0008,34.640375,34.830375,did,I,sd,u-7-4
sw2889B-ms98-a-0008,34.830375,34.890375,a,I,sd,u-7-4
sw2889B-ms98-a-0008,34.890375,35.070375,lot,I,sd,u-7-4
sw2889B-ms98-a-0008,35.070375,35.160375,of,I,sd,u-7-4
sw2889B-ms98-a-0008,35.160375,35.470375,latch,I,sd,u-7-4
sw2889B-ms98-a-0008,35.470375,35.903625,hook,I,sd,u-7-4
sw2889B-ms98-a-0008,36.589125,36.850375,made,B,+,u-9-1
sw2889B-ms98-a-0008,36.850375,37.170375,rugs,I,+,u-9-1
sw2889B-ms98-a-0008,37.170375,37.290375,and,I,+,u-9-1
sw2889B-ms98-a-0008,37.290375,37.661250,stuff,I,+,u-9-1
sw2889B-ms98-a-0008,38.135875,38.570375,um,B,sd,u-9-2
sw2889B-ms98-a-0009,39.620000,40.110000,and,I,sd,u-9-2
sw2889B-ms98-a-0009,40.110000,40.548875,uh,I,sd,u-9-2
sw2889B-ms98-a-0009,41.395125,41.572125,i've,I,sd,u-9-2
sw2889B-ms98-a-0009,41.572125,41.820000,learned,I,sd,u-9-2
sw2889B-ms98-a-0009,41.820000,41.950000,how,I,sd,u-9-2
sw2889B-ms98-a-0009,41.950000,42.040000,to,I,sd,u-9-2
sw2889B-ms98-a-0009,42.040000,42.840000,crochet,I,sd,u-9-2
sw2889B-ms98-a-0009,42.840000,42.980000,but,B,h,u-9-3
sw2889B-ms98-a-0009,42.980000,43.030000,i,I,h,u-9-3
sw2889B-ms98-a-0009,43.030000,43.230000,don't,I,h,u-9-3
sw2889B-ms98-a-0009,43.230000,43.470000,really,I,h,u-9-3
sw2889B-ms98-a-0009,43.470000,43.835000,know,I,h,u-9-3
sw2889B-ms98-a-0009,44.110000,44.190000,i,B,sd,u-9-4
sw2889B-ms98-a-0009,44.190000,44.380000,mean,I,sd,u-9-4
sw2889B-ms98-a-0009,44.380000,44.440000,i,I,sd,u-9-4
sw2889B-ms98-a-0009,44.440000,44.680000,don't,I,sd,u-9-4
sw2889B-ms98-a-0009,44.680000,44.850000,do,I,sd,u-9-4
sw2889B-ms98-a-0009,44.850000,45.120000,it,I,sd,u-9-4
sw2889B-ms98-a-0009,45.120000,45.280000,that,I,sd,u-9-4
sw2889B-ms98-a-0009,45.280000,45.875750,much,I,sd,u-9-4
sw2889B-ms98-a-0009,46.455750,46.730000,not,B,sd,u-9-5
sw2889B-ms98-a-0009,46.730000,46.980000,really,I,sd,u-9-5
sw2889B-ms98-a-0009,46.980000,47.262625,an,I,sd,u-9-5
sw2889B-ms98-a-0009,47.545125,48.050000,indoor,I,sd,u-9-5
sw2889B-ms98-a-0009,48.050000,48.400000,hobby,I,sd,u-9-5
sw2889B-ms98-a-0009,48.400000,48.690000,type,I,sd,u-9-5
sw2889B-ms98-a-0009,48.690000,49.000000,person,I,sd,u-9-5
sw2889B-ms98-a-0009,49.000000,49.310000,unless,I,sd,u-9-5
sw2889B-ms98-a-0009,49.310000,49.390000,the,I,sd,u-9-5
sw2889B-ms98-a-0009,49.390000,49.770000,weather's,I,sd,u-9-5
sw2889B-ms98-a-0009,49.770000,49.990000,really,I,sd,u-9-5
sw2889B-ms98-a-0009,49.990000,50.360000,bad,I,sd,u-9-5
sw2889B-ms98-a-0009,50.620000,50.730000,i'd,B,sd,u-11-1
sw2889B-ms98-a-0009,50.730000,51.058125,rather,I,sd,u-11-1
sw2889B-ms98-a-0009,51.724750,51.970000,be,I,sd,u-11-1
sw2889B-ms98-a-0009,51.970000,52.630000,outside,I,sd,u-11-1
sw2889B-ms98-a-0010,53.970000,54.410000,um,B,sd,u-13-1
sw2889B-ms98-a-0011,55.851375,55.965125,i,I,sd,u-13-1
sw2889B-ms98-a-0011,55.965125,56.111375,used,I,sd,u-13-1
sw2889B-ms98-a-0011,56.111375,56.191375,to,I,sd,u-13-1
sw2889B-ms98-a-0011,56.191375,56.541375,play,I,sd,u-13-1
sw2889B-ms98-a-0011,56.541375,57.301375,trombone,I,sd,u-13-1
sw2889B-ms98-a-0011,57.301375,57.796000,[laughter],O,,
sw2889B-ms98-a-0012,58.401500,58.471250,i,B,sd,u-15-1
sw2889B-ms98-a-0012,58.471250,58.611500,don't,I,sd,u-15-1
sw2889B-ms98-a-0012,58.611500,58.711500,know,I,sd,u-15-1
sw2889B-ms98-a-0012,58.711500,58.881500,if,I,sd,u-15-1
sw2889B-ms98-a-0012,58.881500,59.011500,that,I,sd,u-15-1
sw2889B-ms98-a-0012,59.011500,59.221500,was,I,sd,u-15-1
sw2889B-ms98-a-0012,59.221500,59.441500,a,I,sd,u-15-1
sw2889B-ms98-a-0013,60.511375,60.781375,not,B,%,u-15-2
sw2889B-ms98-a-0013,60.781375,61.141375,really,I,%,u-15-2
sw2889B-ms98-a-0014,62.475250,62.555500,i,B,sd,u-15-3
sw2889B-ms98-a-0014,62.555500,62.665250,don't,I,sd,u-15-3
sw2889B-ms98-a-0014,62.665250,62.785250,play,I,sd,u-15-3
sw2889B-ms98-a-0014,62.785250,62.875250,it,I,sd,u-15-3
sw2889B-ms98-a-0014,62.875250,63.025250,that,I,sd,u-15-3
sw2889B-ms98-a-0014,63.025250,63.265250,much,I,sd,u-15-3
sw2889B-ms98-a-0014,63.265250,63.395250,any,I,sd,u-15-3
sw2889B-ms98-a-0014,63.395250,63.745250,more,I,sd,u-15-3
sw2889B-ms98-a-0014,63.745250,63.995250,but,B,%,u-15-4
sw2889B-ms98-a-0015,65.226625,65.466000,i'd,I,%,u-15-4
sw2889B-ms98-a-0015,66.030875,66.415000,um,I,%,u-15-4
sw2889B-ms98-a-0015,66.965000,67.065000,what,B,t1,u-15-5
sw2889B-ms98-a-0015,67.065000,67.265000,else,I,t1,u-15-5
sw2889B-ms98-a-0015,67.835000,67.955000,do,I,t1,u-15-5
sw2889B-ms98-a-0015,67.955000,68.059250,i,I,t1,u-15-5
sw2889B-ms98-a-0015,68.059250,68.428250,do,I,t1,u-15-5
sw2889B-ms98-a-0016,69.618250,69.948250,mainly,B,sd,u-15-6
sw2889B-ms98-a-0016,69.948250,70.108250,do,I,sd,u-15-6
sw2889B-ms98-a-0016,70.108250,70.508250,reading,I,sd,u-15-6
sw2889B-ms98-a-0016,70.508250,70.568250,i,B,sd,u-15-7
sw2889B-ms98-a-0016,70.568250,70.728250,don't,I,sd,u-15-7
sw2889B-ms98-a-0016,70.728250,70.838250,have,I,sd,u-15-7
sw2889B-ms98-a-0016,70.838250,70.888250,a,I,sd,u-15-7
sw2889B-ms98-a-0016,70.888250,71.078250,lot,I,sd,u-15-7
sw2889B-ms98-a-0016,71.078250,71.158250,of,I,sd,u-15-7
sw2889B-ms98-a-0016,71.158250,71.688250,crafty,I,sd,u-15-7
sw2889B-ms98-a-0016,71.688250,72.018250,type,I,sd,u-15-7
sw2889B-ms98-a-0016,72.018250,72.358250,things,I,sd,u-15-7
sw2889B-ms98-a-0016,72.358250,72.519125,i,I,sd,u-15-7
sw2889B-ms98-a-0016,72.519125,72.958250,do,I,sd,u-15-7
sw2889B-ms98-a-0018,75.641125,75.841125,but,B,qw,u-17-1
sw2889B-ms98-a-0018,75.841125,76.071125,uh,I,qw,u-17-1
sw2889B-ms98-a-0020,79.502750,79.702750,what,I,qw,u-17-1
sw2889B-ms98-a-0020,79.702750,79.762750,are,I,qw,u-17-1
sw2889B-ms98-a-0020,79.762750,79.892750,some,I,qw,u-17-1
sw2889B-ms98-a-0020,79.892750,80.132750,other,I,qw,u-17-1
sw2889B-ms98-a-0020,80.132750,80.853250,things,I,qw,u-17-1
sw2889B-ms98-a-0020,81.101750,81.252750,you,I,qw,u-17-1
sw2889B-ms98-a-0020,81.252750,81.382750,li[ke]-,I,qw,u-17-1
sw2889B-ms98-a-0020,81.382750,82.072875,enjoy,I,qw,u-17-1
sw2889B-ms98-a-0022,85.814500,86.130750,uh-huh,B,b,u-19-1
sw2889B-ms98-a-0024,94.930375,95.333250,uh-huh,B,b,u-21-1
sw2889B-ms98-a-0026,103.361750,103.721750,uh-huh,B,b,u-23-1
sw2889B-ms98-a-0028,111.627500,111.797500,oh,B,ba,u-27-1
sw2889B-ms98-a-0028,111.797500,112.237500,cool,I,ba,u-27-1
sw2889B-ms98-a-0030,125.002125,125.212125,oh,B,ba,u-29-1
sw2889B-ms98-a-0030,125.212125,125.592125,wow,I,ba,u-29-1
sw2889B-ms98-a-0032,136.903625,137.243625,uh-huh,B,b,u-31-1
sw2889B-ms98-a-0034,144.738750,145.148750,huh,I,b,u-31-1
sw2889B-ms98-a-0036,156.408000,156.708000,uh-huh,B,b,u-35-1
sw2889B-ms98-a-0038,159.556000,159.646000,do,B,qy,u-37-1
sw2889B-ms98-a-0038,159.646000,159.716000,you,I,qy,u-37-1
sw2889B-ms98-a-0038,159.716000,160.046000,ever,I,qy,u-37-1
sw2889B-ms98-a-0038,160.286000,160.587875,huh,B,br,u-39-1
sw2889B-ms98-a-0040,165.651750,166.091750,yeah,B,b,u-43-1
sw2889B-ms98-a-0042,169.896500,170.246500,yeah,B,b,u-45-1
sw2889B-ms98-a-0044,172.379500,172.599500,that's,B,sv,u-47-1
sw2889B-ms98-a-0044,172.599500,172.959500,great,I,sv,u-47-1
sw2889B-ms98-a-0044,172.959500,173.049500,that,I,sv,u-47-1
sw2889B-ms98-a-0044,173.049500,173.109500,he,I,sv,u-47-1
sw2889B-ms98-a-0044,173.109500,173.239500,has,I,sv,u-47-1
sw2889B-ms98-a-0044,173.239500,173.269500,a,I,sv,u-47-1
sw2889B-ms98-a-0044,173.269500,173.469500,lot,I,sv,u-47-1
sw2889B-ms98-a-0044,173.469500,173.559500,of,I,sv,u-47-1
sw2889B-ms98-a-0044,173.559500,174.089500,hobbies,I,sv,u-47-1
sw2889B-ms98-a-0044,174.089500,174.189500,and,I,sv,u-47-1
sw2889B-ms98-a-0044,174.189500,174.719500,stuff,I,sv,u-47-1
sw2889B-ms98-a-0046,184.058625,184.388625,oh,B,b,u-49-1
sw2889B-ms98-a-0048,195.772875,196.192875,yeah,B,b,u-51-1
sw2889B-ms98-a-0050,206.200375,206.590375,right,B,b,u-53-1
sw2889B-ms98-a-0051,207.355250,207.445250,that,B,ba,u-53-2
sw2889B-ms98-a-0051,207.445250,207.745250,sounds,I,ba,u-53-2
sw2889B-ms98-a-0051,207.745250,208.385250,interesting,I,ba,u-53-2
sw2889B-ms98-a-0052,209.047375,209.486125,um,B,qy,u-55-1
sw2889B-ms98-a-0053,210.383625,210.636750,[vocalized-noise],I,qy,u-55-1
sw2889B-ms98-a-0053,210.636750,210.792625,does,I,qy,u-55-1
sw2889B-ms98-a-0053,210.792625,210.861000,he,I,qy,u-55-1
sw2889B-ms98-a-0053,210.861000,211.191000,ever,I,qy,u-55-1
sw2889B-ms98-a-0053,211.191000,211.481000,uh,I,qy,u-55-1
sw2889B-ms98-a-0053,211.481000,211.931000,refinish,I,qy,u-55-1
sw2889B-ms98-a-0053,211.931000,212.321000,furniture,I,qy,u-55-1
sw2889B-ms98-a-0053,212.321000,212.391000,or,I,qy,u-55-1
sw2889B-ms98-a-0053,212.391000,212.661000,anything,I,qy,u-55-1
sw2889B-ms98-a-0053,212.661000,212.781000,like,I,qy,u-55-1
sw2889B-ms98-a-0053,212.821000,213.171000,that,I,qy,u-55-1
sw2889B-ms98-a-0055,228.647125,228.977125,uh-huh,B,b,u-57-1
sw2889B-ms98-a-0057,233.293875,233.403875,it's,O,,
sw2889B-ms98-a-0057,233.403875,233.573875,pretty,B,qy^g,u-59-1
sw2889B-ms98-a-0057,233.573875,233.823875,time,I,qy^g,u-59-1
sw2889B-ms98-a-0057,233.823875,234.283875,consuming,I,qy^g,u-59-1
sw2889B-ms98-a-0057,234.283875,234.553875,isn't,I,qy^g,u-59-1
sw2889B-ms98-a-0057,234.553875,234.703875,it,I,qy^g,u-59-1
sw2889B-ms98-a-0058,236.157875,236.527875,but,B,sv,u-61-1
sw2889B-ms98-a-0059,237.358875,237.458625,it's,I,sv,u-61-1
sw2889B-ms98-a-0059,237.458625,237.518625,g[ood]-,I,sv,u-61-1
sw2889B-ms98-a-0059,237.518625,237.768625,it's,I,sv,u-61-1
sw2889B-ms98-a-0059,237.768625,238.068625,nice,I,sv,u-61-1
sw2889B-ms98-a-0059,238.138625,238.218625,to,I,sv,u-61-1
sw2889B-ms98-a-0059,238.218625,238.398625,have,I,sv,u-61-1
sw2889B-ms98-a-0059,238.398625,238.598625,it,I,sv,u-61-1
sw2889B-ms98-a-0059,238.598625,238.748625,when,I,sv,u-61-1
sw2889B-ms98-a-0059,238.748625,238.878625,you're,I,sv,u-61-1
sw2889B-ms98-a-0059,238.878625,239.298625,done,I,sv,u-61-1
sw2889B-ms98-a-0059,239.298625,239.399875,i,B,sv,u-61-2
sw2889B-ms98-a-0059,239.399875,239.758625,mean,I,sv,u-61-2
sw2889B-ms98-a-0059,239.848625,240.108625,looks,I,sv,u-61-2
sw2889B-ms98-a-0059,240.188625,240.548625,pretty,I,sv,u-61-2
sw2889B-ms98-a-0059,240.678625,240.948625,so,B,sd,u-63-1
sw2889B-ms98-a-0060,241.571000,241.671000,i've,I,sd,u-63-1
sw2889B-ms98-a-0060,241.671000,241.831000,done,I,sd,u-63-1
sw2889B-ms98-a-0060,241.831000,241.981000,that,I,sd,u-63-1
sw2889B-ms98-a-0060,241.981000,242.471000,once,I,sd,u-63-1
sw2889B-ms98-a-0060,242.561000,242.721000,but,B,sd,u-63-2
sw2889B-ms98-a-0060,242.721000,242.831000,it,I,sd,u-63-2
sw2889B-ms98-a-0060,242.831000,243.041000,didn't,I,sd,u-63-2
sw2889B-ms98-a-0060,243.041000,243.201000,come,I,sd,u-63-2
sw2889B-ms98-a-0060,243.201000,243.361000,out,I,sd,u-63-2
sw2889B-ms98-a-0060,243.361000,243.591000,that,I,sd,u-63-2
sw2889B-ms98-a-0060,243.591000,243.951000,well,I,sd,u-63-2
sw2889B-ms98-a-0062,248.038500,248.608500,uh,B,no,u-65-1
sw2889B-ms98-a-0062,248.608500,248.718500,i,I,no,u-65-1
sw2889B-ms98-a-0062,248.718500,248.878500,don't,I,no,u-65-1
sw2889B-ms98-a-0062,248.878500,249.440000,remember,I,no,u-65-1
sw2889B-ms98-a-0062,249.647125,249.788500,it,B,%,u-65-2
sw2889B-ms98-a-0062,249.788500,250.029625,was,I,%,u-65-2
sw2889B-ms98-a-0062,250.413750,250.525125,i,B,sd,u-65-3
sw2889B-ms98-a-0062,250.525125,250.658500,had,I,sd,u-65-3
sw2889B-ms98-a-0062,250.658500,250.768500,my,I,sd,u-65-3
sw2889B-ms98-a-0062,250.768500,251.138500,parents,I,sd,u-65-3
sw2889B-ms98-a-0062,251.138500,251.318500,buy,I,sd,u-65-3
sw2889B-ms98-a-0062,251.318500,251.808500,everything,I,sd,u-65-3
sw2889B-ms98-a-0062,251.808500,251.948500,and,B,sd,u-65-4
sw2889B-ms98-a-0062,251.948500,252.018500,i,I,sd,u-65-4
sw2889B-ms98-a-0062,252.018500,252.278500,ended,I,sd,u-65-4
sw2889B-ms98-a-0062,252.278500,252.438500,up,I,sd,u-65-4
sw2889B-ms98-a-0062,253.038500,253.208500,it,B,sd,u-65-5
sw2889B-ms98-a-0062,253.208500,253.328500,was,I,sd,u-65-5
sw2889B-ms98-a-0062,253.328500,253.468500,their,I,sd,u-65-5
sw2889B-ms98-a-0062,253.468500,254.018500,table,I,sd,u-65-5
sw2889B-ms98-a-0062,254.018500,254.108500,their,I,sd,u-65-5
sw2889B-ms98-a-0062,254.108500,254.398500,kitchen,I,sd,u-65-5
sw2889B-ms98-a-0062,254.398500,254.668500,table,I,sd,u-65-5
sw2889B-ms98-a-0062,254.668500,254.728500,it,B,sd,u-65-6
sw2889B-ms98-a-0062,254.728500,254.948500,came,I,sd,u-65-6
sw2889B-ms98-a-0062,254.948500,255.138500,out,I,sd,u-65-6
sw2889B-ms98-a-0062,255.138500,255.468500,really,I,sd,u-65-6
sw2889B-ms98-a-0062,255.468500,256.018500,dark,I,sd,u-65-6
sw2889B-ms98-a-0064,269.013500,269.353500,uh-huh,B,b,u-69-1
sw2889B-ms98-a-0066,278.783000,279.343000,yeah,B,b,u-71-1
sw2889B-ms98-a-0068,290.561000,290.725500,i,B,sd,u-75-1
