sw2279A-ms98-a-0002,0.701500,0.929750,okay,B,o,u-1-1
sw2279A-ms98-a-0002,0.929750,1.139750,well,B,sd,u-1-2
sw2279A-ms98-a-0002,1.139750,1.629750,personally,I,sd,u-1-2
sw2279A-ms98-a-0002,1.629750,1.709750,i,I,sd,u-1-2
sw2279A-ms98-a-0002,1.709750,1.869750,don't,I,sd,u-1-2
sw2279A-ms98-a-0002,1.869750,1.999750,have,I,sd,u-1-2
sw2279A-ms98-a-0002,1.999750,2.149750,any,I,sd,u-1-2
sw2279A-ms98-a-0002,2.149750,2.769750,children,I,sd,u-1-2
sw2279A-ms98-a-0002,2.769750,2.949750,i'm,B,sd,u-1-3
sw2279A-ms98-a-0002,2.949750,3.229750,twenty,I,sd,u-1-3
sw2279A-ms98-a-0002,3.229750,3.489750,two,I,sd,u-1-3
sw2279A-ms98-a-0002,3.489750,3.609750,and,B,sd,u-1-4
sw2279A-ms98-a-0002,3.609750,3.719750,i'm,I,sd,u-1-4
sw2279A-ms98-a-0002,3.719750,3.909750,doing,I,sd,u-1-4
sw2279A-ms98-a-0002,3.909750,4.039750,my,I,sd,u-1-4
sw2279A-ms98-a-0002,4.039750,4.629750,Master's,I,sd,u-1-4
sw2279A-ms98-a-0002,4.629750,4.799750,at,I,sd,u-1-4
sw2279A-ms98-a-0002,4.799750,5.089750,NC,I,sd,u-1-4
sw2279A-ms98-a-0002,5.089750,5.640125,State,I,sd,u-1-4
sw2279A-ms98-a-0002,6.438625,6.769750,so,B,sd,u-3-1
sw2279A-ms98-a-0002,6.769750,7.038125,uh,I,sd,u-3-1
sw2279A-ms98-a-0002,7.038125,7.340250,uh,I,sd,u-3-1
sw2279A-ms98-a-0002,7.562500,7.939750,children,I,sd,u-3-1
sw2279A-ms98-a-0002,7.939750,8.109750,wouldn't,I,sd,u-3-1
sw2279A-ms98-a-0002,8.109750,8.239750,be,I,sd,u-3-1
sw2279A-ms98-a-0002,8.239750,8.459750,very,I,sd,u-3-1
sw2279A-ms98-a-0002,8.459750,9.049750,convenient,I,sd,u-3-1
sw2279A-ms98-a-0002,9.049750,9.289750,for,I,sd,u-3-1
sw2279A-ms98-a-0002,9.289750,9.589750,me,I,sd,u-3-1
sw2279A-ms98-a-0002,9.589750,9.799750,right,I,sd,u-3-1
sw2279A-ms98-a-0002,9.799750,10.307625,now,I,sd,u-3-1
sw2279A-ms98-a-0004,12.925875,13.290875,so,B,qw,u-5-1
sw2279A-ms98-a-0004,13.290875,13.630875,what,I,qw,u-5-1
sw2279A-ms98-a-0004,13.630875,13.856625,what,I,qw,u-5-1
sw2279A-ms98-a-0004,13.856625,14.000875,how,I,qw,u-5-1
