sw3696A-ms98-a-0002,0.971750,1.352625,hi,B,fp,u-2-1
sw3696A-ms98-a-0002,1.352625,1.582625,i'm,B,fp,u-2-2
sw3696A-ms98-a-0002,1.582625,1.992625,Carol,I,fp,u-2-2
sw3696A-ms98-a-0002,1.992625,2.122625,and,B,fp,u-2-3
sw3696A-ms98-a-0002,2.122625,2.222625,i'm,I,fp,u-2-3
sw3696A-ms98-a-0002,2.222625,2.602625,calling,I,fp,u-2-3
sw3696A-ms98-a-0002,2.602625,2.822625,from,I,fp,u-2-3
sw3696A-ms98-a-0002,2.822625,3.172625,Garland,I,fp,u-2-3
sw3696A-ms98-a-0002,3.172625,3.732625,Texas,I,fp,u-2-3
sw3696A-ms98-a-0004,6.733125,7.105625,oh,B,bk,u-4-1
sw3696A-ms98-a-0004,7.105625,7.569500,okay,I,bk,u-4-1
sw3696A-ms98-a-0004,7.833125,8.005500,because_1,O,,
sw3696A-ms98-a-0004,8.005500,8.355500,yesterday,B,sd^t,u-4-2
sw3696A-ms98-a-0004,8.355500,8.415500,i,I,sd^t,u-4-2
sw3696A-ms98-a-0004,8.415500,8.865500,talked,I,sd^t,u-4-2
sw3696A-ms98-a-0004,8.865500,9.045500,to,I,sd^t,u-4-2
sw3696A-ms98-a-0004,9.045500,9.483625,someone,I,sd^t,u-4-2
sw3696A-ms98-a-0004,9.980750,10.645500,upstate,I,sd^t,u-4-2
sw3696A-ms98-a-0004,10.645500,10.725500,i'm,I,sd^t,u-4-2
sw3696A-ms98-a-0004,10.725500,10.865500,not,I,sd^t,u-4-2
sw3696A-ms98-a-0004,10.865500,11.025500,even,I,sd^t,u-4-2
sw3696A-ms98-a-0004,11.025500,11.355500,sure,I,sd^t,u-4-2
sw3696A-ms98-a-0004,11.355500,11.730125,[laughter-where],O,,
sw3696A-ms98-a-0004,12.148125,12.272500,and,B,sd^t,u-4-3
sw3696A-ms98-a-0004,12.272500,12.395500,my,I,sd^t,u-4-3
sw3696A-ms98-a-0004,12.395500,12.695500,husband,I,sd^t,u-4-3
sw3696A-ms98-a-0004,12.695500,12.925500,talked,I,sd^t,u-4-3
sw3696A-ms98-a-0004,12.925500,12.985500,to,I,sd^t,u-4-3
sw3696A-ms98-a-0004,12.985500,13.235500,people,I,sd^t,u-4-3
sw3696A-ms98-a-0004,13.235500,13.365500,in,I,sd^t,u-4-3
sw3696A-ms98-a-0004,13.365500,13.781000,Utah,I,sd^t,u-4-3
sw3696A-ms98-a-0004,13.781000,14.134250,so,B,co^t,u-4-4
sw3696A-ms98-a-0005,15.117625,15.397625,um,I,co^t,u-4-4
sw3696A-ms98-a-0005,15.397625,15.677625,anyway,I,co^t,u-4-4
sw3696A-ms98-a-0005,15.677625,15.767625,let,I,co^t,u-4-4
sw3696A-ms98-a-0005,15.767625,15.887625,me,I,co^t,u-4-4
sw3696A-ms98-a-0005,15.887625,16.187625,press,I,co^t,u-4-4
sw3696A-ms98-a-0005,16.187625,16.477625,one,I,co^t,u-4-4
sw3696A-ms98-a-0007,19.030875,19.529625,okay,B,b,u-6-1
sw3696A-ms98-a-0007,20.139875,20.543125,um,I,b,u-6-1
sw3696A-ms98-a-0007,21.149375,21.239375,let,B,sd,u-6-2
sw3696A-ms98-a-0007,21.239375,21.349375,me,I,sd,u-6-2
sw3696A-ms98-a-0007,21.349375,21.801500,see,I,sd,u-6-2
sw3696A-ms98-a-0008,22.269875,22.375250,i,I,sd,u-6-2
sw3696A-ms98-a-0008,22.375250,22.481750,think,I,sd,u-6-2
sw3696A-ms98-a-0008,22.481750,22.601750,we've,I,sd,u-6-2
sw3696A-ms98-a-0008,22.601750,22.791750,only,I,sd,u-6-2
sw3696A-ms98-a-0008,22.791750,23.101750,planned,I,sd,u-6-2
sw3696A-ms98-a-0008,23.101750,23.298500,one,I,sd,u-6-2
sw3696A-ms98-a-0008,23.298500,23.681750,[laughter-family],I,sd,u-6-2
sw3696A-ms98-a-0008,23.681750,24.035625,[laughter-reunion],I,sd,u-6-2
sw3696A-ms98-a-0008,24.035625,24.099625,in,I,sd,u-6-2
sw3696A-ms98-a-0008,24.099625,24.231750,our,I,sd,u-6-2
sw3696A-ms98-a-0008,24.231750,24.745375,life,I,sd,u-6-2
sw3696A-ms98-a-0008,25.171000,25.592375,so,B,sd,u-6-3
sw3696A-ms98-a-0008,26.232250,26.331750,we,B,+,u-8-1
sw3696A-ms98-a-0008,26.331750,26.481750,don't,I,+,u-8-1
sw3696A-ms98-a-0008,26.481750,26.591750,do,I,+,u-8-1
sw3696A-ms98-a-0008,26.591750,26.781750,this,I,+,u-8-1
sw3696A-ms98-a-0008,26.781750,26.931750,too,I,+,u-8-1
sw3696A-ms98-a-0008,26.931750,27.431750,often,I,+,u-8-1
sw3696A-ms98-a-0009,28.434750,28.701625,um,B,sd,u-8-2
sw3696A-ms98-a-0009,29.029250,29.225250,most,I,sd,u-8-2
sw3696A-ms98-a-0009,29.225250,29.447375,of,I,sd,u-8-2
sw3696A-ms98-a-0009,29.447375,29.669625,my,I,sd,u-8-2
