sw2490A-ms98-a-0002,0.704625,1.084625,okay,B,o,u-1-1
sw2490A-ms98-a-0002,1.084625,1.304625,well,B,qo,u-1-2
sw2490A-ms98-a-0002,1.304625,1.454625,what,I,qo,u-1-2
sw2490A-ms98-a-0002,1.454625,1.524625,do,I,qo,u-1-2
sw2490A-ms98-a-0002,1.524625,1.734625,you,I,qo,u-1-2
sw2490A-ms98-a-0002,1.734625,2.163625,think,I,qo,u-1-2
sw2490A-ms98-a-0002,2.406000,2.484625,do,O,,
sw2490A-ms98-a-0002,2.484625,2.714625,you,O,,
sw2490A-ms98-a-0004,17.082000,17.438875,uh-huh,B,b,u-5-1
sw2490A-ms98-a-0006,23.414375,23.754375,yeah,B,b,u-7-1
sw2490A-ms98-a-0008,30.958250,31.478250,yeah,B,b,u-11-1
sw2490A-ms98-a-0010,40.074250,40.506375,um-hum,B,b,u-15-1
sw2490A-ms98-a-0012,42.362250,42.752250,right,B,aa,u-17-1
sw2490A-ms98-a-0012,42.752250,43.062250,that's,B,aa,u-17-2
sw2490A-ms98-a-0012,43.062250,43.262250,true,I,aa,u-17-2
sw2490A-ms98-a-0014,51.313750,51.743750,right,B,b,u-19-1
sw2490A-ms98-a-0016,53.672750,53.912750,that's,B,aa,u-21-1
sw2490A-ms98-a-0016,53.912750,54.287250,true,I,aa,u-21-1
sw2490A-ms98-a-0018,66.391500,66.881500,right,B,aa,u-23-1
sw2490A-ms98-a-0018,66.881500,67.073625,but,B,%,u-23-2
sw2490A-ms98-a-0020,68.980750,69.459750,um-hum,B,b,u-25-1
sw2490A-ms98-a-0020,69.682000,69.860750,yeah,B,aa,u-27-1
sw2490A-ms98-a-0020,69.860750,69.970750,but,B,sv,u-27-2
sw2490A-ms98-a-0020,69.970750,70.080750,he,I,sv,u-27-2
sw2490A-ms98-a-0020,70.080750,70.210750,has,I,sv,u-27-2
sw2490A-ms98-a-0020,70.210750,70.290750,to,I,sv,u-27-2
sw2490A-ms98-a-0020,70.290750,70.390750,go,I,sv,u-27-2
sw2490A-ms98-a-0020,70.390750,70.510750,out,I,sv,u-27-2
sw2490A-ms98-a-0020,70.510750,70.940750,and,I,sv,u-27-2
sw2490A-ms98-a-0020,70.940750,71.140750,do,I,sv,u-27-2
sw2490A-ms98-a-0020,71.140750,71.345375,it,I,sv,u-27-2
sw2490A-ms98-a-0020,71.345375,71.618875,that's,B,aa,u-27-3
sw2490A-ms98-a-0020,71.618875,71.973125,true,I,aa,u-27-3
sw2490A-ms98-a-0020,71.973125,72.113750,i,I,aa,u-27-3
sw2490A-ms98-a-0020,72.113750,72.360750,think,I,aa,u-27-3
sw2490A-ms98-a-0020,72.360750,72.436625,th[at]-,O,,
sw2490A-ms98-a-0022,75.176750,75.506750,right,B,aa,u-29-1
sw2490A-ms98-a-0022,75.506750,75.786750,and,B,sd,u-29-2
sw2490A-ms98-a-0022,75.786750,75.986750,see,I,sd,u-29-2
sw2490A-ms98-a-0022,75.986750,76.246750,that's,I,sd,u-29-2
sw2490A-ms98-a-0022,76.246750,76.346750,my,I,sd,u-29-2
sw2490A-ms98-a-0022,76.346750,76.536750,only,I,sd,u-29-2
sw2490A-ms98-a-0022,76.536750,76.936750,problem,I,sd,u-29-2
sw2490A-ms98-a-0022,76.936750,77.186750,with,I,sd,u-29-2
sw2490A-ms98-a-0022,77.186750,77.578000,uh,I,sd,u-29-2
sw2490A-ms98-a-0022,78.943125,79.396750,making,B,%,u-29-3
sw2490A-ms98-a-0022,79.396750,79.709000,you,I,%,u-29-3
sw2490A-ms98-a-0022,80.123375,80.696750,um,I,%,u-29-3
sw2490A-ms98-a-0023,81.998500,82.108500,you,B,sv,u-29-4
sw2490A-ms98-a-0023,82.108500,82.228500,know,I,sv,u-29-4
sw2490A-ms98-a-0023,82.228500,82.398500,get,I,sv,u-29-4
sw2490A-ms98-a-0023,82.398500,82.458500,the,I,sv,u-29-4
sw2490A-ms98-a-0023,82.458500,82.758500,check,I,sv,u-29-4
sw2490A-ms98-a-0023,82.758500,82.848500,and,I,sv,u-29-4
sw2490A-ms98-a-0023,82.848500,83.318500,everything,I,sv,u-29-4
sw2490A-ms98-a-0023,83.318500,83.648500,is,I,sv,u-29-4
sw2490A-ms98-a-0023,83.648500,83.985250,is,I,sv,u-29-4
sw2490A-ms98-a-0023,84.625500,84.758500,i,I,sv,u-29-4
sw2490A-ms98-a-0023,84.758500,85.038500,guess,I,sv,u-29-4
sw2490A-ms98-a-0023,85.038500,85.358500,bad,I,sv,u-29-4
sw2490A-ms98-a-0023,85.358500,85.658500,guys,I,sv,u-29-4
sw2490A-ms98-a-0023,85.658500,85.758500,if,I,sv,u-29-4
sw2490A-ms98-a-0023,85.758500,85.828500,you,I,sv,u-29-4
sw2490A-ms98-a-0023,85.828500,85.948500,want,I,sv,u-29-4
sw2490A-ms98-a-0023,85.948500,86.008500,to,I,sv,u-29-4
sw2490A-ms98-a-0023,86.008500,86.138500,call,I,sv,u-29-4
sw2490A-ms98-a-0023,86.138500,86.238500,them_1,I,sv,u-29-4
sw2490A-ms98-a-0023,86.238500,86.488500,bad,I,sv,u-29-4
sw2490A-ms98-a-0023,86.488500,86.828500,guys,I,sv,u-29-4
sw2490A-ms98-a-0023,86.828500,87.118500,they,B,sv,u-29-5
sw2490A-ms98-a-0023,87.118500,87.641500,are,I,sv,u-29-5
sw2490A-ms98-a-0023,87.833625,87.928500,going,I,sv,u-29-5
sw2490A-ms98-a-0023,87.928500,88.018500,to,I,sv,u-29-5
sw2490A-ms98-a-0023,88.018500,88.158500,get,I,sv,u-29-5
sw2490A-ms98-a-0023,88.158500,88.218500,a,I,sv,u-29-5
