sw2965A-ms98-a-0003,4.427250,4.757250,hi,B,fp,u-1-1
sw2965A-ms98-a-0003,4.757250,5.017250,my,B,sd,u-1-2
sw2965A-ms98-a-0003,5.017250,5.487250,last,I,sd,u-1-2
sw2965A-ms98-a-0003,5.487250,5.757250,uh,I,sd,u-1-2
sw2965A-ms98-a-0004,7.390875,7.800875,auto,I,sd,u-1-2
sw2965A-ms98-a-0004,7.800875,8.430875,repair,I,sd,u-1-2
sw2965A-ms98-a-0005,9.950875,10.310875,was,I,sd,u-1-2
sw2965A-ms98-a-0005,10.310875,10.670875,my,I,sd,u-1-2
sw2965A-ms98-a-0005,10.670875,11.080875,my,I,sd,u-1-2
sw2965A-ms98-a-0005,11.080875,11.270875,uh,I,sd,u-1-2
sw2965A-ms98-a-0005,11.570875,12.170875,alternator,I,sd,u-1-2
sw2965A-ms98-a-0005,12.170875,12.360875,went,I,sd,u-1-2
sw2965A-ms98-a-0005,12.360875,12.660875,out,I,sd,u-1-2
sw2965A-ms98-a-0005,12.960875,13.020875,i,B,sd,u-1-3
sw2965A-ms98-a-0005,13.020875,13.270875,have,I,sd,u-1-3
sw2965A-ms98-a-0005,13.270875,13.330875,a,I,sd,u-1-3
sw2965A-ms98-a-0005,13.330875,13.750875,nineteen,I,sd,u-1-3
sw2965A-ms98-a-0005,13.750875,13.960875,eighty,I,sd,u-1-3
sw2965A-ms98-a-0005,13.960875,14.280875,six,I,sd,u-1-3
sw2965A-ms98-a-0005,14.280875,14.890875,Toyota,I,sd,u-1-3
sw2965A-ms98-a-0006,15.744625,15.894625,uh,I,sd,u-1-3
sw2965A-ms98-a-0006,15.894625,16.404625,it's,B,sd,u-1-4
sw2965A-ms98-a-0006,16.404625,16.444625,a,I,sd,u-1-4
sw2965A-ms98-a-0006,16.444625,16.644625,little,I,sd,u-1-4
sw2965A-ms98-a-0006,16.644625,17.304625,Tercel,I,sd,u-1-4
sw2965A-ms98-a-0008,18.943375,19.323375,and,B,sd,u-3-1
sw2965A-ms98-a-0008,19.323375,19.563375,uh,I,sd,u-3-1
sw2965A-ms98-a-0008,20.534125,20.673500,i,I,sd,u-3-1
sw2965A-ms98-a-0008,20.673500,20.913375,have,I,sd,u-3-1
sw2965A-ms98-a-0008,20.913375,21.023375,a,I,sd,u-3-1
sw2965A-ms98-a-0008,21.023375,21.603375,fr[iend]-,I,sd,u-3-1
sw2965A-ms98-a-0008,21.603375,21.653375,a,I,sd,u-3-1
sw2965A-ms98-a-0008,21.653375,22.183375,friend,I,sd,u-3-1
sw2965A-ms98-a-0008,22.183375,22.633375,whose,I,sd,u-3-1
sw2965A-ms98-a-0008,22.633375,22.863375,real,I,sd,u-3-1
sw2965A-ms98-a-0008,22.863375,23.183375,good,I,sd,u-3-1
sw2965A-ms98-a-0008,23.183375,23.541375,with,I,sd,u-3-1
sw2965A-ms98-a-0008,23.673250,24.011000,uh,I,sd,u-3-1
sw2965A-ms98-a-0008,24.304875,24.803375,repairing,I,sd,u-3-1
sw2965A-ms98-a-0008,24.803375,25.413375,cars,I,sd,u-3-1
sw2965A-ms98-a-0009,26.529250,26.729250,so,B,sd,u-3-2
sw2965A-ms98-a-0009,26.729250,26.819250,i,I,sd,u-3-2
sw2965A-ms98-a-0009,26.819250,27.029250,got,I,sd,u-3-2
sw2965A-ms98-a-0009,27.029250,27.209250,him,I,sd,u-3-2
sw2965A-ms98-a-0009,27.209250,27.299250,to,I,sd,u-3-2
sw2965A-ms98-a-0009,27.299250,27.629250,take,I,sd,u-3-2
sw2965A-ms98-a-0009,27.629250,27.719250,the,I,sd,u-3-2
