sw2992B-ms98-a-0003,4.362125,4.786750,uh-huh,B,b,u-2-1
sw2992B-ms98-a-0005,10.073250,10.285125,oh,B,b,u-4-1
sw2992B-ms98-a-0005,10.356250,10.642750,yeah,I,b,u-4-1
sw2992B-ms98-a-0005,10.642750,11.078625,uh-huh,B,b,u-4-2
sw2992B-ms98-a-0007,14.005125,14.390000,yes,O,,
sw2992B-ms98-a-0008,15.909500,16.197375,yeah,B,b,u-6-1
sw2992B-ms98-a-0008,16.197375,16.357375,w[e]-,O,,
sw2992B-ms98-a-0008,16.357375,16.587375,we,B,sd,u-8-2
sw2992B-ms98-a-0008,16.587375,16.817375,really,I,sd,u-8-2
sw2992B-ms98-a-0008,16.817375,17.037375,enjoy,I,sd,u-8-2
sw2992B-ms98-a-0008,17.037375,17.237375,that,I,sd,u-8-2
sw2992B-ms98-a-0008,17.237375,17.589000,too,I,sd,u-8-2
sw2992B-ms98-a-0009,18.370000,18.744500,uh,B,sd,u-10-1
sw2992B-ms98-a-0009,19.272750,19.321750,i,I,sd,u-10-1
sw2992B-ms98-a-0009,19.321750,19.420000,don't,I,sd,u-10-1
sw2992B-ms98-a-0009,19.420000,19.530000,get,I,sd,u-10-1
sw2992B-ms98-a-0009,19.530000,19.570000,a,I,sd,u-10-1
sw2992B-ms98-a-0009,19.570000,19.884125,lot,I,sd,u-10-1
sw2992B-ms98-a-0009,20.061125,20.170000,to,I,sd,u-10-1
sw2992B-ms98-a-0009,20.170000,20.450000,watch,I,sd,u-10-1
sw2992B-ms98-a-0009,20.450000,20.550000,a,I,sd,u-10-1
sw2992B-ms98-a-0009,20.550000,20.710000,whole,I,sd,u-10-1
sw2992B-ms98-a-0009,20.710000,20.880000,lot,I,sd,u-10-1
sw2992B-ms98-a-0009,20.880000,20.980000,of,I,sd,u-10-1
sw2992B-ms98-a-0009,20.980000,21.300000,TV,O,,
sw2992B-ms98-a-0009,21.300000,21.390000,we,B,sd,u-10-2
sw2992B-ms98-a-0009,21.390000,21.620000,have,I,sd,u-10-2
sw2992B-ms98-a-0009,21.620000,21.690000,a,I,sd,u-10-2
sw2992B-ms98-a-0009,21.690000,21.920000,couple,I,sd,u-10-2
sw2992B-ms98-a-0009,21.920000,21.980000,of,I,sd,u-10-2
sw2992B-ms98-a-0009,21.980000,22.200000,young,I,sd,u-10-2
sw2992B-ms98-a-0009,22.200000,22.600000,children,I,sd,u-10-2
sw2992B-ms98-a-0009,22.600000,22.743875,and,B,sd,u-10-3
sw2992B-ms98-a-0009,22.743875,23.050000,so,I,sd,u-10-3
sw2992B-ms98-a-0010,23.735500,23.838250,we're,B,+,u-12-1
sw2992B-ms98-a-0010,23.838250,24.118375,usually,I,+,u-12-1
sw2992B-ms98-a-0010,24.118375,24.498375,outside,I,+,u-12-1
sw2992B-ms98-a-0010,24.498375,24.607625,and,B,sd,u-12-2
sw2992B-ms98-a-0010,24.607625,24.808375,so,I,sd,u-12-2
sw2992B-ms98-a-0010,24.808375,24.948375,it's,I,sd,u-12-2
sw2992B-ms98-a-0010,24.948375,25.318375,usually,I,sd,u-12-2
sw2992B-ms98-a-0010,25.318375,25.458375,the,I,sd,u-12-2
sw2992B-ms98-a-0010,25.458375,25.688375,nine,I,sd,u-12-2
sw2992B-ms98-a-0010,25.688375,26.037250,o'clock,I,sd,u-12-2
sw2992B-ms98-a-0010,26.037250,26.308375,sh[ows]-,I,sd,u-12-2
sw2992B-ms98-a-0010,26.308375,26.648375,shows,I,sd,u-12-2
sw2992B-ms98-a-0010,26.648375,26.848375,that,I,sd,u-12-2
sw2992B-ms98-a-0010,26.848375,26.978375,if,I,sd,u-12-2
sw2992B-ms98-a-0010,26.978375,27.068375,we,I,sd,u-12-2
sw2992B-ms98-a-0010,27.068375,27.188375,get,I,sd,u-12-2
sw2992B-ms98-a-0010,27.188375,27.278375,them,I,sd,u-12-2
sw2992B-ms98-a-0010,27.278375,27.398375,in,I,sd,u-12-2
sw2992B-ms98-a-0010,27.398375,27.598375,bed,I,sd,u-12-2
sw2992B-ms98-a-0010,27.598375,27.708375,we,I,sd,u-12-2
sw2992B-ms98-a-0010,27.708375,27.948375,usually,I,sd,u-12-2
sw2992B-ms98-a-0010,27.948375,28.238375,watch,I,sd,u-12-2
sw2992B-ms98-a-0010,28.238375,28.458375,that,I,sd,u-12-2
sw2992B-ms98-a-0010,28.458375,28.684375,and,B,sd,u-12-3
sw2992B-ms98-a-0010,28.778500,28.928375,L,I,sd,u-12-3
sw2992B-ms98-a-0010,28.928375,29.038375,A,I,sd,u-12-3
sw2992B-ms98-a-0010,29.038375,29.288375,Law,I,sd,u-12-3
sw2992B-ms98-a-0010,29.288375,29.398375,is,I,sd,u-12-3
sw2992B-ms98-a-0010,29.398375,29.508375,one,I,sd,u-12-3
sw2992B-ms98-a-0010,29.508375,29.568375,of,I,sd,u-12-3
sw2992B-ms98-a-0010,29.568375,29.698750,my,I,sd,u-12-3
sw2992B-ms98-a-0010,29.698750,30.377000,favorites,I,sd,u-12-3
sw2992B-ms98-a-0012,38.446125,38.791500,yeah,B,b,u-14-1
sw2992B-ms98-a-0014,43.274875,43.445625,yeah,B,b,u-16-1
sw2992B-ms98-a-0014,43.445625,43.806250,[laughter],O,,
sw2992B-ms98-a-0015,44.153500,44.738750,[laughter],O,,
sw2992B-ms98-a-0017,51.132375,51.423000,well,B,no,u-18-1
sw2992B-ms98-a-0017,51.423000,51.513000,we,I,no,u-18-1
sw2992B-ms98-a-0017,51.513000,51.673000,have,I,no,u-18-1
