sw3473A-ms98-a-0001,0.015250,0.290000,okay,B,o,u-1-1
sw3473A-ms98-a-0001,0.290000,0.459000,go,B,ad,u-1-2
sw3473A-ms98-a-0001,0.459000,0.710000,ahead,I,ad,u-1-2
sw3473A-ms98-a-0003,4.342375,4.594500,yeah,B,b,u-3-1
sw3473A-ms98-a-0005,6.848250,7.058250,don't,B,^2,u-5-1
sw3473A-ms98-a-0005,7.058250,7.191250,do,I,^2,u-5-1
sw3473A-ms98-a-0005,7.191250,7.443625,it,I,^2,u-5-1
sw3473A-ms98-a-0005,7.443625,8.298250,[laughter],O,,
sw3473A-ms98-a-0007,11.807125,11.967125,well,B,sd,u-7-1
sw3473A-ms98-a-0007,11.967125,12.086250,i,I,sd,u-7-1
sw3473A-ms98-a-0007,12.086250,12.267125,tell,I,sd,u-7-1
sw3473A-ms98-a-0007,12.267125,12.367125,you,I,sd,u-7-1
sw3473A-ms98-a-0007,12.367125,12.616000,i-,I,sd,u-7-1
sw3473A-ms98-a-0007,12.616000,12.883375,i,I,sd,u-7-1
sw3473A-ms98-a-0007,12.883375,13.267125,firmly,I,sd,u-7-1
sw3473A-ms98-a-0007,13.267125,13.487125,believe,I,sd,u-7-1
sw3473A-ms98-a-0007,13.487125,13.597125,in,I,sd,u-7-1
sw3473A-ms98-a-0007,13.597125,14.267125,exercising,I,sd,u-7-1
sw3473A-ms98-a-0007,14.267125,14.357125,i,B,sv,u-7-2
sw3473A-ms98-a-0007,14.357125,14.557125,think,I,sv,u-7-2
sw3473A-ms98-a-0007,14.557125,14.767125,it's,I,sv,u-7-2
sw3473A-ms98-a-0007,14.767125,15.053375,a,I,sv,u-7-2
sw3473A-ms98-a-0007,15.354750,15.457125,i,B,sd,u-7-3
sw3473A-ms98-a-0007,15.457125,15.647125,do,I,sd,u-7-3
sw3473A-ms98-a-0007,15.647125,15.717125,it,I,sd,u-7-3
sw3473A-ms98-a-0007,15.717125,16.200250,everyday,I,sd,u-7-3
sw3473A-ms98-a-0007,16.200250,16.302000,on,I,sd,u-7-3
sw3473A-ms98-a-0007,16.302000,16.489625,a,I,sd,u-7-3
sw3473A-ms98-a-0007,16.783375,17.437250,regular,I,sd,u-7-3
sw3473A-ms98-a-0007,17.437250,17.937125,basis,I,sd,u-7-3
sw3473A-ms98-a-0007,17.937125,18.165375,i,B,%,u-7-4
sw3473A-ms98-a-0009,20.648125,20.931125,well,B,sd,u-9-1
sw3473A-ms98-a-0009,21.181000,21.312125,i,I,sd,u-9-1
sw3473A-ms98-a-0009,21.312125,21.498125,just,I,sd,u-9-1
sw3473A-ms98-a-0009,21.498125,21.708125,got,I,sd,u-9-1
sw3473A-ms98-a-0009,21.708125,21.978125,back,I,sd,u-9-1
sw3473A-ms98-a-0009,21.978125,22.128125,from,I,sd,u-9-1
sw3473A-ms98-a-0009,22.128125,22.458125,biking,I,sd,u-9-1
sw3473A-ms98-a-0009,22.458125,22.718125,twelve,I,sd,u-9-1
sw3473A-ms98-a-0009,22.718125,22.808125,and,I,sd,u-9-1
sw3473A-ms98-a-0009,22.808125,22.838125,a,I,sd,u-9-1
sw3473A-ms98-a-0009,22.838125,23.098125,half,I,sd,u-9-1
sw3473A-ms98-a-0009,23.098125,23.518125,miles,I,sd,u-9-1
sw3473A-ms98-a-0009,23.518125,23.738125,but,B,sd,u-9-2
sw3473A-ms98-a-0009,23.738125,23.918125,this,I,sd,u-9-2
sw3473A-ms98-a-0009,23.918125,24.198125,time,I,sd,u-9-2
sw3473A-ms98-a-0009,24.198125,24.258125,of,I,sd,u-9-2
sw3473A-ms98-a-0009,24.258125,24.438125,year,I,sd,u-9-2
sw3473A-ms98-a-0009,24.438125,24.548125,you,I,sd,u-9-2
sw3473A-ms98-a-0009,24.548125,24.858125,can't,I,sd,u-9-2
sw3473A-ms98-a-0009,24.858125,25.058125,get,I,sd,u-9-2
sw3473A-ms98-a-0009,25.058125,25.268125,much,I,sd,u-9-2
sw3473A-ms98-a-0009,25.268125,25.628125,biking,I,sd,u-9-2
sw3473A-ms98-a-0009,25.628125,25.868125,in,I,sd,u-9-2
sw3473A-ms98-a-0009,25.868125,26.157250,uh,I,sd,u-9-2
sw3473A-ms98-a-0010,26.836500,27.037125,but,B,sd,u-9-3
sw3473A-ms98-a-0010,27.037125,27.296500,every,I,sd,u-9-3
sw3473A-ms98-a-0010,27.296500,27.704125,morning,I,sd,u-9-3
sw3473A-ms98-a-0010,27.911250,28.404250,i,I,sd,u-9-3
sw3473A-ms98-a-0010,28.856500,29.206500,use,I,sd,u-9-3
sw3473A-ms98-a-0010,29.206500,29.426500,this,I,sd,u-9-3
sw3473A-ms98-a-0010,29.426500,30.176500,President's,I,sd,u-9-3
sw3473A-ms98-a-0010,30.176500,30.402125,uh,I,sd,u-9-3
sw3473A-ms98-a-0010,30.402125,30.833000,council,I,sd,u-9-3
sw3473A-ms98-a-0010,30.833000,30.983625,of,I,sd,u-9-3
sw3473A-ms98-a-0010,30.983625,31.356500,physical,I,sd,u-9-3
sw3473A-ms98-a-0010,31.356500,31.786500,fitness,I,sd,u-9-3
sw3473A-ms98-a-0010,31.786500,31.936500,and,B,sv,u-9-4
sw3473A-ms98-a-0010,31.936500,32.021000,it,I,sv,u-9-4
sw3473A-ms98-a-0010,32.190500,32.536500,really,I,sv,u-9-4
sw3473A-ms98-a-0010,32.536500,32.836500,is,I,sv,u-9-4
sw3473A-ms98-a-0011,33.545000,33.978625,uh,I,sv,u-9-4
sw3473A-ms98-a-0011,33.978625,34.518625,uh,I,sv,u-9-4
sw3473A-ms98-a-0011,34.853750,35.128000,it's,I,sv,u-9-4
sw3473A-ms98-a-0011,35.128000,35.438000,worth,I,sv,u-9-4
sw3473A-ms98-a-0011,35.438000,35.718000,doing,I,sv,u-9-4
sw3473A-ms98-a-0011,35.718000,35.848000,and,B,sv,u-9-5
sw3473A-ms98-a-0011,35.848000,35.918000,you,I,sv,u-9-5
sw3473A-ms98-a-0011,35.918000,36.098000,can,I,sv,u-9-5
sw3473A-ms98-a-0011,36.098000,36.228000,do,I,sv,u-9-5
sw3473A-ms98-a-0011,36.228000,36.378000,it,I,sv,u-9-5
sw3473A-ms98-a-0011,36.378000,36.798000,anywhere,I,sv,u-9-5
sw3473A-ms98-a-0011,36.798000,36.978000,i-,O,,
sw3473A-ms98-a-0011,36.978000,37.180250,i,B,sd,u-9-6
sw3473A-ms98-a-0011,37.180250,37.658000,travel,I,sd,u-9-6
sw3473A-ms98-a-0011,37.658000,37.918000,quite,I,sd,u-9-6
sw3473A-ms98-a-0011,37.918000,38.008250,a,I,sd,u-9-6
sw3473A-ms98-a-0011,38.008250,38.248000,bit,I,sd,u-9-6
sw3473A-ms98-a-0011,38.248000,38.328000,in,I,sd,u-9-6
sw3473A-ms98-a-0011,38.328000,38.458000,my,I,sd,u-9-6
sw3473A-ms98-a-0011,38.458000,38.638000,in,B,+,u-11-1
sw3473A-ms98-a-0011,38.838000,38.978000,my,I,+,u-11-1
sw3473A-ms98-a-0011,38.978000,39.418000,business,I,+,u-11-1
sw3473A-ms98-a-0011,39.418000,39.528000,and,B,sv,u-11-2
sw3473A-ms98-a-0011,39.528000,39.598000,you,I,sv,u-11-2
sw3473A-ms98-a-0011,39.598000,39.758000,can,I,sv,u-11-2
sw3473A-ms98-a-0011,39.758000,39.928000,do,I,sv,u-11-2
sw3473A-ms98-a-0011,39.928000,40.118000,it,I,sv,u-11-2
sw3473A-ms98-a-0012,40.672500,40.748000,you,I,sv,u-11-2
sw3473A-ms98-a-0012,40.748000,40.852500,know,I,sv,u-11-2
sw3473A-ms98-a-0012,40.852500,41.252500,wherever,I,sv,u-11-2
sw3473A-ms98-a-0012,41.252500,41.492500,you're,I,sv,u-11-2
sw3473A-ms98-a-0012,41.492500,41.832500,at,I,sv,u-11-2
sw3473A-ms98-a-0012,41.832500,42.002500,and,B,sd,u-11-3
sw3473A-ms98-a-0012,42.002500,42.092500,if,I,sd,u-11-3
