sw2851B-ms98-a-0002,10.796625,11.117125,uh-huh,B,b,u-2-1
sw2851B-ms98-a-0004,20.593625,21.013875,uh-huh,B,b,u-4-1
sw2851B-ms98-a-0006,23.336250,23.633000,well,B,sd,u-6-1
sw2851B-ms98-a-0006,24.141375,24.512125,mostly,I,sd,u-6-1
sw2851B-ms98-a-0006,24.512125,24.682125,right,I,sd,u-6-1
sw2851B-ms98-a-0006,24.682125,24.982125,now,I,sd,u-6-1
sw2851B-ms98-a-0006,24.982125,25.152125,i'm,I,sd,u-6-1
sw2851B-ms98-a-0006,25.152125,25.444625,a,I,sd,u-6-1
sw2851B-ms98-a-0006,25.696875,25.989125,i,I,sd,u-6-1
sw2851B-ms98-a-0006,26.501250,26.622125,do,I,sd,u-6-1
sw2851B-ms98-a-0006,26.622125,26.662125,a,I,sd,u-6-1
sw2851B-ms98-a-0006,26.662125,26.802125,lot,I,sd,u-6-1
sw2851B-ms98-a-0006,26.802125,26.872125,of,I,sd,u-6-1
sw2851B-ms98-a-0006,26.872125,27.262125,sports,I,sd,u-6-1
sw2851B-ms98-a-0006,27.262125,27.352125,and,I,sd,u-6-1
sw2851B-ms98-a-0006,27.352125,27.562125,stuff,I,sd,u-6-1
sw2851B-ms98-a-0006,27.562125,27.712125,like,I,sd,u-6-1
sw2851B-ms98-a-0006,27.712125,27.902125,that,I,sd,u-6-1
sw2851B-ms98-a-0006,27.902125,28.082125,is,I,sd,u-6-1
sw2851B-ms98-a-0006,28.082125,28.272125,my,I,sd,u-6-1
sw2851B-ms98-a-0006,28.272125,28.652125,hobbies,I,sd,u-6-1
sw2851B-ms98-a-0006,28.652125,28.814125,and,I,sd,u-6-1
sw2851B-ms98-a-0006,29.296250,29.442125,do,I,sd,u-6-1
sw2851B-ms98-a-0006,29.442125,29.492125,a,I,sd,u-6-1
sw2851B-ms98-a-0006,29.492125,29.622125,lot,I,sd,u-6-1
sw2851B-ms98-a-0006,29.622125,29.702125,of,I,sd,u-6-1
sw2851B-ms98-a-0006,29.702125,29.882125,things,I,sd,u-6-1
sw2851B-ms98-a-0006,29.882125,29.992125,with,I,sd,u-6-1
sw2851B-ms98-a-0006,29.992125,30.092125,my,I,sd,u-6-1
sw2851B-ms98-a-0006,30.092125,30.502125,family,I,sd,u-6-1
sw2851B-ms98-a-0006,30.502125,30.612125,as,I,sd,u-6-1
sw2851B-ms98-a-0006,30.612125,30.782125,much,I,sd,u-6-1
sw2851B-ms98-a-0006,30.782125,30.905625,as,I,sd,u-6-1
sw2851B-ms98-a-0006,30.905625,31.350625,possible,I,sd,u-6-1
sw2851B-ms98-a-0007,32.054625,32.270750,we're,B,sd,u-6-2
sw2851B-ms98-a-0007,32.270750,32.485375,uh,I,sd,u-6-2
sw2851B-ms98-a-0007,33.076625,33.140750,we're,I,sd,u-6-2
sw2851B-ms98-a-0007,33.140750,33.300750,about,I,sd,u-6-2
sw2851B-ms98-a-0007,33.300750,33.370750,to,I,sd,u-6-2
sw2851B-ms98-a-0007,33.370750,33.570750,take,I,sd,u-6-2
sw2851B-ms98-a-0007,33.570750,33.630750,the,I,sd,u-6-2
sw2851B-ms98-a-0007,33.630750,33.990750,kids,I,sd,u-6-2
sw2851B-ms98-a-0007,33.990750,34.376625,to,I,sd,u-6-2
sw2851B-ms98-a-0007,34.376625,34.632750,go,I,sd,u-6-2
sw2851B-ms98-a-0007,34.632750,34.840750,roller,I,sd,u-6-2
sw2851B-ms98-a-0007,34.840750,35.150750,skating,I,sd,u-6-2
sw2851B-ms98-a-0007,35.150750,35.240750,and,I,sd,u-6-2
sw2851B-ms98-a-0007,35.240750,35.270750,a,I,sd,u-6-2
sw2851B-ms98-a-0007,35.270750,35.560750,birthday,I,sd,u-6-2
sw2851B-ms98-a-0007,35.560750,35.870750,party,I,sd,u-6-2
sw2851B-ms98-a-0007,35.870750,35.990750,and,I,sd,u-6-2
sw2851B-ms98-a-0007,35.990750,36.280750,stuff,I,sd,u-6-2
sw2851B-ms98-a-0007,36.280750,36.549375,so,B,%,u-8-1
sw2851B-ms98-a-0008,37.305000,37.711125,yeah,B,b,u-10-1
sw2851B-ms98-a-0008,38.491750,38.875750,yeah,B,aa,u-12-1
sw2851B-ms98-a-0008,39.060250,39.341625,fun,B,sv,u-12-2
sw2851B-ms98-a-0008,39.341625,39.441625,for,I,sv,u-12-2
sw2851B-ms98-a-0008,39.441625,39.768250,them,I,sv,u-12-2
sw2851B-ms98-a-0009,41.088875,41.308875,uh,B,sd,u-14-1
sw2851B-ms98-a-0009,41.308875,41.408875,i've,I,sd,u-14-1
sw2851B-ms98-a-0009,41.408875,41.672000,got,I,sd,u-14-1
sw2851B-ms98-a-0009,41.672000,41.818875,a,I,sd,u-14-1
sw2851B-ms98-a-0009,41.818875,41.988875,little,I,sd,u-14-1
sw2851B-ms98-a-0009,41.988875,42.188875,girl,I,sd,u-14-1
sw2851B-ms98-a-0009,42.188875,42.298875,who's,I,sd,u-14-1
sw2851B-ms98-a-0009,42.298875,42.638875,six,I,sd,u-14-1
sw2851B-ms98-a-0009,42.638875,42.728875,and,I,sd,u-14-1
sw2851B-ms98-a-0009,42.728875,42.758875,a,I,sd,u-14-1
sw2851B-ms98-a-0009,42.758875,42.928875,little,I,sd,u-14-1
sw2851B-ms98-a-0009,42.928875,43.108875,girl,I,sd,u-14-1
sw2851B-ms98-a-0009,43.108875,43.328875,that's,I,sd,u-14-1
sw2851B-ms98-a-0009,43.328875,43.648875,three,I,sd,u-14-1
sw2851B-ms98-a-0011,46.609125,46.946375,yeah,B,aa,u-16-1
sw2851B-ms98-a-0011,47.582000,47.734000,well,B,sd,u-16-2
sw2851B-ms98-a-0011,47.734000,47.969500,uh,I,sd,u-16-2
sw2851B-ms98-a-0011,48.237000,48.437750,this,I,sd,u-16-2
sw2851B-ms98-a-0011,48.437750,48.517750,is,I,sd,u-16-2
sw2851B-ms98-a-0011,48.517750,48.587750,a,I,sd,u-16-2
sw2851B-ms98-a-0011,48.587750,48.957750,friend's,I,sd,u-16-2
sw2851B-ms98-a-0011,48.957750,49.277750,party,I,sd,u-16-2
sw2851B-ms98-a-0011,49.277750,49.427750,and,B,sd,u-16-3
sw2851B-ms98-a-0011,49.427750,49.648000,they,I,sd,u-16-3
sw2851B-ms98-a-0011,49.873875,50.099250,they,I,sd,u-16-3
sw2851B-ms98-a-0011,50.099250,50.315250,rented,I,sd,u-16-3
sw2851B-ms98-a-0011,50.462125,50.629250,or,B,%,u-16-4
sw2851B-ms98-a-0011,50.806250,50.877750,you,I,%,u-16-4
sw2851B-ms98-a-0011,50.877750,51.007750,know,I,%,u-16-4
sw2851B-ms98-a-0011,51.007750,51.193000,they,I,%,u-16-4
sw2851B-ms98-a-0011,51.335500,51.474875,the,B,%,u-16-5
sw2851B-ms98-a-0011,51.474875,51.847250,party,I,%,u-16-5
sw2851B-ms98-a-0011,52.054375,52.228000,they,B,sd,u-16-6
sw2851B-ms98-a-0011,52.401250,52.716000,uh,I,sd,u-16-6
sw2851B-ms98-a-0011,52.716000,53.247750,just,I,sd,u-16-6
sw2851B-ms98-a-0011,53.247750,53.437750,rent,I,sd,u-16-6
sw2851B-ms98-a-0011,53.437750,53.827750,skates,I,sd,u-16-6
sw2851B-ms98-a-0011,53.827750,53.917750,and,I,sd,u-16-6
sw2851B-ms98-a-0011,53.917750,54.177750,stuff,I,sd,u-16-6
sw2851B-ms98-a-0011,54.177750,54.257750,for,I,sd,u-16-6
sw2851B-ms98-a-0011,54.257750,54.327750,the,I,sd,u-16-6
sw2851B-ms98-a-0011,54.327750,54.662125,kids,I,sd,u-16-6
sw2851B-ms98-a-0011,54.662125,54.902750,so,B,sd,u-18-1
sw2851B-ms98-a-0011,55.584500,55.878875,uh,I,sd,u-18-1
sw2851B-ms98-a-0011,56.248000,56.499750,they're,B,+,u-20-1
sw2851B-ms98-a-0011,56.499750,56.637750,they're,B,+,u-22-1
sw2851B-ms98-a-0011,56.637750,56.827750,looking,I,+,u-22-1
sw2851B-ms98-a-0011,56.827750,57.117750,forward,I,+,u-22-1
sw2851B-ms98-a-0011,57.117750,57.207750,to,I,+,u-22-1
sw2851B-ms98-a-0011,57.207750,57.350625,it,I,+,u-22-1
sw2851B-ms98-a-0013,59.484875,59.817625,yeah,B,b,u-24-1
sw2851B-ms98-a-0013,59.971750,60.174500,yeah,B,b,u-26-1
sw2851B-ms98-a-0013,60.174500,60.497250,uh-huh,B,%,u-26-2
sw2851B-ms98-a-0014,62.146250,62.419125,yeah,B,b,u-28-1
sw2851B-ms98-a-0014,63.241375,63.514375,so,B,%,u-28-2
sw2851B-ms98-a-0014,63.642500,63.889000,uh,I,%,u-28-2
sw2851B-ms98-a-0014,63.889000,64.079000,how,B,qw,u-30-1
sw2851B-ms98-a-0014,64.079000,64.219000,long,I,qw,u-30-1
sw2851B-ms98-a-0014,64.219000,64.309000,have,I,qw,u-30-1
sw2851B-ms98-a-0014,64.309000,64.409000,you,I,qw,u-30-1
sw2851B-ms98-a-0014,64.409000,64.609000,lived,I,qw,u-30-1
sw2851B-ms98-a-0014,64.609000,64.689000,in,I,qw,u-30-1
sw2851B-ms98-a-0014,64.689000,64.879000,North,I,qw,u-30-1
sw2851B-ms98-a-0014,64.879000,65.357125,Carolina,I,qw,u-30-1
sw2851B-ms98-a-0015,66.626625,66.864875,really,B,bh,u-32-1
sw2851B-ms98-a-0017,70.581750,70.761750,oh,B,b,u-34-1
sw2851B-ms98-a-0017,70.761750,71.086500,uh-huh,B,b,u-34-2
sw2851B-ms98-a-0019,76.739875,77.042125,uh-huh,B,b,u-36-1
sw2851B-ms98-a-0021,80.377625,80.687375,uh-huh,B,b,u-38-1
sw2851B-ms98-a-0022,82.120875,82.407875,uh-huh,B,b,u-40-1
sw2851B-ms98-a-0024,84.066125,84.342125,yeah,B,b,u-42-1
sw2851B-ms98-a-0026,87.207375,87.513250,uh-huh,B,b,u-44-1
sw2851B-ms98-a-0028,90.950000,91.226250,really,B,bh,u-46-1
sw2851B-ms98-a-0029,92.196625,92.419125,w[as]-,O,,
sw2851B-ms98-a-0029,92.419125,92.572375,uh,B,%,u-48-1
sw2851B-ms98-a-0029,92.655375,92.752875,did,B,qy,u-48-2
sw2851B-ms98-a-0029,92.752875,92.852875,you,I,qy,u-48-2
sw2851B-ms98-a-0029,92.852875,93.042875,like,I,qy,u-48-2
sw2851B-ms98-a-0029,93.042875,93.502875,Oklahoma,I,qy,u-48-2
sw2851B-ms98-a-0029,93.502875,93.632875,while,B,+,u-50-1
sw2851B-ms98-a-0029,93.632875,93.712875,you,I,+,u-50-1
sw2851B-ms98-a-0029,93.712875,93.812875,were,I,+,u-50-1
sw2851B-ms98-a-0029,93.812875,93.972500,there,I,+,u-50-1
sw2851B-ms98-a-0031,95.961250,96.202375,um,B,qw,u-52-1
sw2851B-ms98-a-0031,96.414250,96.490875,what,I,qw,u-52-1
sw2851B-ms98-a-0031,96.490875,96.590875,did,I,qw,u-52-1
sw2851B-ms98-a-0031,96.590875,96.660875,you,I,qw,u-52-1
sw2851B-ms98-a-0031,96.660875,96.761625,all,I,qw,u-52-1
sw2851B-ms98-a-0031,96.761625,97.010500,do,I,qw,u-52-1
sw2851B-ms98-a-0033,100.978750,101.340250,uh-huh,B,b,u-54-1
sw2851B-ms98-a-0034,103.082750,103.391625,uh-huh,B,b,u-56-1
sw2851B-ms98-a-0036,113.203000,113.544250,uh-huh,B,b,u-58-1
sw2851B-ms98-a-0038,117.622750,118.035125,really,B,bh,u-60-1
sw2851B-ms98-a-0039,119.208875,119.338875,so,B,qy,u-62-1
sw2851B-ms98-a-0039,119.338875,119.532000,is,I,qy,u-62-1
sw2851B-ms98-a-0039,119.638750,119.978500,uh,I,qy,u-62-1
sw2851B-ms98-a-0039,119.978500,120.138875,is,I,qy,u-62-1
sw2851B-ms98-a-0039,120.138875,120.228875,he,I,qy,u-62-1
sw2851B-ms98-a-0039,120.228875,120.578875,working,I,qy,u-62-1
sw2851B-ms98-a-0039,120.578875,120.778875,there,I,qy,u-62-1
sw2851B-ms98-a-0039,120.778875,121.058875,then,I,qy,u-62-1
sw2851B-ms98-a-0039,121.058875,121.268875,or,B,%,u-62-2
sw2851B-ms98-a-0041,124.954500,125.117500,oh,B,b,u-64-1
sw2851B-ms98-a-0041,125.117500,125.380750,uh-huh,I,b,u-64-1
sw2851B-ms98-a-0043,128.906250,129.266250,uh-huh,B,b,u-66-1
sw2851B-ms98-a-0045,131.249375,131.528250,oh,B,b,u-68-1
sw2851B-ms98-a-0045,131.528250,131.900000,yeah,I,b,u-68-1
sw2851B-ms98-a-0046,133.126875,133.516875,yeah,B,b,u-70-1
sw2851B-ms98-a-0047,135.009875,135.311125,yeah,B,b,u-72-1
sw2851B-ms98-a-0047,135.966500,136.078750,well,B,qw^t,u-72-2
sw2851B-ms98-a-0047,136.078750,136.168750,how,I,qw^t,u-72-2
sw2851B-ms98-a-0047,136.168750,136.305250,did,I,qw^t,u-72-2
sw2851B-ms98-a-0047,136.388125,136.538750,how,I,qw^t,u-72-2
sw2851B-ms98-a-0047,136.538750,136.658750,did,I,qw^t,u-72-2
sw2851B-ms98-a-0047,136.658750,136.748750,you,I,qw^t,u-72-2
sw2851B-ms98-a-0047,136.748750,136.952875,get,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.058375,137.381750,uh,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.472125,137.698750,hooked,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.698750,137.808750,up,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.808750,137.908750,with,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.908750,137.968750,the,I,qw^t,u-72-2
sw2851B-ms98-a-0047,137.968750,138.228750,TI,I,qw^t,u-72-2
sw2851B-ms98-a-0047,138.228750,138.738750,switchboard,I,qw^t,u-72-2
sw2851B-ms98-a-0047,138.738750,138.947625,thing,I,qw^t,u-72-2
sw2851B-ms98-a-0049,144.598125,144.942250,uh-huh,B,b,u-74-1
sw2851B-ms98-a-0051,149.524000,149.756625,oh,B,b,u-76-1
sw2851B-ms98-a-0051,149.756625,149.816625,i,I,b,u-76-1
sw2851B-ms98-a-0051,149.816625,150.083875,see,I,b,u-76-1
sw2851B-ms98-a-0051,150.284125,150.387000,i,B,b,u-78-1
sw2851B-ms98-a-0051,150.387000,150.656625,see,I,b,u-78-1
sw2851B-ms98-a-0053,154.998875,155.392000,uh-huh,B,b,u-80-1
sw2851B-ms98-a-0053,156.028875,156.111750,well,O,,
sw2851B-ms98-a-0053,156.111750,156.207250,i,O,,
sw2851B-ms98-a-0054,157.103125,157.282875,my,B,sd^t,u-80-3
sw2851B-ms98-a-0054,157.282875,157.506250,wife,I,sd^t,u-80-3
sw2851B-ms98-a-0054,157.506250,157.636250,has,I,sd^t,u-80-3
sw2851B-ms98-a-0054,157.636250,157.946250,talked,I,sd^t,u-80-3
sw2851B-ms98-a-0054,157.946250,158.116250,more,I,sd^t,u-80-3
sw2851B-ms98-a-0054,158.116250,158.206250,than,I,sd^t,u-80-3
sw2851B-ms98-a-0054,158.206250,158.296250,i,I,sd^t,u-80-3
sw2851B-ms98-a-0054,158.296250,158.614250,have,I,sd^t,u-80-3
sw2851B-ms98-a-0054,158.614250,158.980875,uh,I,sd^t,u-80-3
sw2851B-ms98-a-0054,158.980875,159.196250,she's,B,sd^t,u-80-4
sw2851B-ms98-a-0054,159.196250,159.446250,talked,I,sd^t,u-80-4
sw2851B-ms98-a-0054,159.446250,159.566250,to,I,sd^t,u-80-4
sw2851B-ms98-a-0054,159.566250,159.892125,four,I,sd^t,u-80-4
sw2851B-ms98-a-0054,159.892125,160.086250,five,I,sd^t,u-80-4
sw2851B-ms98-a-0054,160.086250,160.326250,different,I,sd^t,u-80-4
sw2851B-ms98-a-0054,160.326250,160.546250,people,I,sd^t,u-80-4
sw2851B-ms98-a-0054,160.546250,160.606250,it,B,sd^t,u-80-5
sw2851B-ms98-a-0054,160.606250,160.826250,seems,I,sd^t,u-80-5
sw2851B-ms98-a-0054,160.826250,160.985875,like,I,sd^t,u-80-5
sw2851B-ms98-a-0054,161.419000,161.556250,she,I,sd^t,u-80-5
sw2851B-ms98-a-0054,161.556250,161.776250,hasn't,I,sd^t,u-80-5
sw2851B-ms98-a-0054,161.776250,161.956250,talked,I,sd^t,u-80-5
sw2851B-ms98-a-0054,161.956250,162.016250,to,I,sd^t,u-80-5
sw2851B-ms98-a-0054,162.016250,162.366250,anybody,I,sd^t,u-80-5
sw2851B-ms98-a-0054,162.366250,162.526250,from,I,sd^t,u-80-5
sw2851B-ms98-a-0054,162.526250,162.896250,Dallas,I,sd^t,u-80-5
sw2851B-ms98-a-0054,162.896250,163.026250,in,B,sd^t,u-80-6
sw2851B-ms98-a-0054,163.026250,163.316250,fact,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.316250,163.466250,she's,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.466250,163.656250,talked,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.656250,163.716250,to,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.716250,163.756250,a,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.756250,163.926250,couple,I,sd^t,u-80-6
sw2851B-ms98-a-0054,163.926250,164.006250,of,I,sd^t,u-80-6
sw2851B-ms98-a-0054,164.006250,164.286250,people,I,sd^t,u-80-6
sw2851B-ms98-a-0054,164.286250,164.436250,from,I,sd^t,u-80-6
sw2851B-ms98-a-0054,164.436250,164.636250,North,I,sd^t,u-80-6
sw2851B-ms98-a-0054,164.636250,165.046250,Carolina,I,sd^t,u-80-6
sw2851B-ms98-a-0054,165.046250,165.076250,i,I,sd^t,u-80-6
sw2851B-ms98-a-0054,165.076250,165.405250,think,I,sd^t,u-80-6
sw2851B-ms98-a-0054,166.023000,166.374375,yeah,B,ny,u-82-1
sw2851B-ms98-a-0055,167.522375,167.607250,her,B,sd,u-84-1
sw2851B-ms98-a-0055,167.607250,167.831500,name's,I,sd,u-84-1
sw2851B-ms98-a-0055,167.831500,168.205375,Tina,I,sd,u-84-1
sw2851B-ms98-a-0056,169.768500,170.100500,yeah,B,b,u-86-1
sw2851B-ms98-a-0058,172.193125,172.475000,uh-huh,B,b,u-88-1
sw2851B-ms98-a-0058,172.608625,172.747625,w[ell]-,O,,
sw2851B-ms98-a-0058,173.213875,173.494750,uh,B,sd^t,u-88-3
sw2851B-ms98-a-0058,173.607750,173.813375,the,I,sd^t,u-88-3
sw2851B-ms98-a-0058,173.985625,174.106125,the,I,sd^t,u-88-3
sw2851B-ms98-a-0058,174.106125,174.306625,call,I,sd^t,u-88-3
sw2851B-ms98-a-0058,174.306625,174.426625,was,I,sd^t,u-88-3
sw2851B-ms98-a-0058,174.426625,174.836625,probably,I,sd^t,u-88-3
sw2851B-ms98-a-0058,174.836625,175.056625,for,I,sd^t,u-88-3
sw2851B-ms98-a-0058,175.056625,175.256625,her,I,sd^t,u-88-3
sw2851B-ms98-a-0058,175.256625,175.346625,they,B,sd^t,u-88-4
sw2851B-ms98-a-0058,175.346625,175.576625,wouldn't,I,sd^t,u-88-4
sw2851B-ms98-a-0058,175.576625,175.846625,accept,I,sd^t,u-88-4
sw2851B-ms98-a-0058,175.846625,176.076625,my,I,sd^t,u-88-4
sw2851B-ms98-a-0058,176.076625,176.332375,uh,I,sd^t,u-88-4
sw2851B-ms98-a-0058,176.332375,176.506625,T,I,sd^t,u-88-4
sw2851B-ms98-a-0058,176.506625,176.576625,I,I,sd^t,u-88-4
sw2851B-ms98-a-0058,176.576625,176.766625,N,I,sd^t,u-88-4
sw2851B-ms98-a-0058,176.766625,177.046625,number,I,sd^t,u-88-4
sw2851B-ms98-a-0058,177.046625,177.376000,so,B,sd^t,u-88-5
sw2851B-ms98-a-0058,177.376000,177.566625,we,I,sd^t,u-88-5
sw2851B-ms98-a-0058,177.566625,177.776625,put,I,sd^t,u-88-5
