sw3012A-ms98-a-0002,1.695500,2.285500,hello,B,fp,u-2-1
sw3012A-ms98-a-0004,5.945250,6.235250,i'm,B,fp,u-4-1
sw3012A-ms98-a-0004,6.235250,6.795250,Nola,I,fp,u-4-1
sw3012A-ms98-a-0004,6.795250,6.965250,and,B,sd,u-4-2
sw3012A-ms98-a-0004,6.965250,7.065250,i'm,I,sd,u-4-2
sw3012A-ms98-a-0004,7.065250,7.185250,in,I,sd,u-4-2
sw3012A-ms98-a-0004,7.185250,7.766250,Plano,I,sd,u-4-2
sw3012A-ms98-a-0005,9.483125,10.352000,[laughter],O,,
sw3012A-ms98-a-0007,16.505375,17.045375,yeah,B,ny,u-8-1
sw3012A-ms98-a-0007,17.045375,17.315375,no,O,,
sw3012A-ms98-a-0007,17.315375,17.525375,did,B,qy^t,u-8-2
sw3012A-ms98-a-0007,17.525375,17.645375,you,I,qy^t,u-8-2
sw3012A-ms98-a-0007,17.645375,17.955375,push,I,qy^t,u-8-2
sw3012A-ms98-a-0007,17.955375,18.323250,one,I,qy^t,u-8-2
sw3012A-ms98-a-0007,19.020125,19.205375,oh,B,bk,u-10-1
sw3012A-ms98-a-0007,19.205375,19.678750,okay,I,bk,u-10-1
sw3012A-ms98-a-0007,20.243750,20.588000,okay,B,b,u-12-1
sw3012A-ms98-a-0007,20.588000,20.765000,well,O,,
sw3012A-ms98-a-0007,20.765000,21.046125,th[en]-,O,,
sw3012A-ms98-a-0007,21.046125,21.208000,i,B,sd,u-12-2
sw3012A-ms98-a-0007,21.208000,21.485375,think,I,sd,u-12-2
sw3012A-ms98-a-0007,21.485375,21.685375,it,O,,
sw3012A-ms98-a-0007,22.095375,22.245375,i,B,sd^t,u-12-3
sw3012A-ms98-a-0007,22.245375,22.535375,just,I,sd^t,u-12-3
sw3012A-ms98-a-0007,22.535375,22.895375,started,I,sd^t,u-12-3
sw3012A-ms98-a-0007,22.895375,23.135375,doing,I,sd^t,u-12-3
sw3012A-ms98-a-0007,23.135375,23.345375,this,I,sd^t,u-12-3
sw3012A-ms98-a-0007,23.345375,23.435375,so,B,sd^t,u-12-4
sw3012A-ms98-a-0007,23.435375,23.525375,i,I,sd^t,u-12-4
sw3012A-ms98-a-0007,23.525375,23.715375,don't,I,sd^t,u-12-4
sw3012A-ms98-a-0007,23.715375,23.815375,know,I,sd^t,u-12-4
sw3012A-ms98-a-0007,23.815375,23.975375,too,I,sd^t,u-12-4
sw3012A-ms98-a-0007,23.975375,24.185375,much,I,sd^t,u-12-4
sw3012A-ms98-a-0007,24.185375,24.475375,about,I,sd^t,u-12-4
sw3012A-ms98-a-0007,24.475375,24.605375,it,I,sd^t,u-12-4
sw3012A-ms98-a-0008,26.127000,26.287000,oh,B,b,u-14-1
sw3012A-ms98-a-0008,26.287000,26.747000,okay,I,b,u-14-1
sw3012A-ms98-a-0010,33.398625,34.031375,uh-huh,B,b,u-16-1
sw3012A-ms98-a-0012,37.935750,38.315750,that'll,O,,
sw3012A-ms98-a-0012,38.315750,38.465750,be,B,aa,u-18-1
sw3012A-ms98-a-0012,38.465750,38.957375,fine,I,aa,u-18-1
sw3012A-ms98-a-0014,42.032500,42.602500,hi,B,fp,u-20-1
sw3012A-ms98-a-0016,99.193750,99.653750,yeah,B,b,u-22-1
sw3012A-ms98-a-0018,140.470250,140.950250,yeah,B,b^r,u-24-1
sw3012A-ms98-a-0020,155.763500,156.376250,yeah,B,b^r,u-26-1
sw3012A-ms98-a-0022,159.037250,159.407250,well,B,aap,u-28-1
sw3012A-ms98-a-0022,159.407250,159.567250,i,I,aap,u-28-1
sw3012A-ms98-a-0022,160.397250,160.807250,i,I,aap,u-28-1
sw3012A-ms98-a-0022,160.807250,160.980000,i,I,aap,u-28-1
sw3012A-ms98-a-0022,160.980000,161.227250,think,I,aap,u-28-1
sw3012A-ms98-a-0022,161.227250,161.717250,overall,I,aap,u-28-1
sw3012A-ms98-a-0022,161.717250,161.997250,that's,I,aap,u-28-1
sw3012A-ms98-a-0022,161.997250,162.177250,right,I,aap,u-28-1
sw3012A-ms98-a-0022,162.177250,162.207250,i,B,sv,u-28-2
sw3012A-ms98-a-0022,162.207250,162.427250,think,I,sv,u-28-2
sw3012A-ms98-a-0022,162.427250,162.607250,it's,I,sv,u-28-2
sw3012A-ms98-a-0022,162.607250,162.837250,kind,I,sv,u-28-2
sw3012A-ms98-a-0022,162.837250,162.907250,of,I,sv,u-28-2
sw3012A-ms98-a-0022,162.907250,163.307250,sad,I,sv,u-28-2
sw3012A-ms98-a-0022,163.307250,163.557250,though,I,sv,u-28-2
sw3012A-ms98-a-0022,163.557250,163.767250,that,I,sv,u-28-2
sw3012A-ms98-a-0022,164.327250,164.527250,for,I,sv,u-28-2
sw3012A-ms98-a-0022,164.527250,165.577250,generations,I,sv,u-28-2
sw3012A-ms98-a-0022,165.577250,165.817250,they've,I,sv,u-28-2
sw3012A-ms98-a-0022,165.817250,165.987250,been,I,sv,u-28-2
sw3012A-ms98-a-0022,165.987250,166.514000,taught,I,sv,u-28-2
sw3012A-ms98-a-0022,166.642000,166.787250,to,I,sv,u-28-2
sw3012A-ms98-a-0022,166.787250,167.057250,hate,I,sv,u-28-2
sw3012A-ms98-a-0022,167.057250,167.277250,each,I,sv,u-28-2
sw3012A-ms98-a-0022,167.277250,167.707250,other,I,sv,u-28-2
sw3012A-ms98-a-0023,168.362625,168.522625,and,B,%,u-30-1
sw3012A-ms98-a-0023,168.522625,168.852625,that's,I,%,u-30-1
sw3012A-ms98-a-0023,168.852625,169.142625,i[f]-,I,%,u-30-1
sw3012A-ms98-a-0023,169.142625,169.295000,you,I,%,u-30-1
sw3012A-ms98-a-0023,169.295000,169.585000,know,I,%,u-30-1
sw3012A-ms98-a-0023,169.585000,169.862625,if,B,%,u-30-2
sw3012A-ms98-a-0023,171.322625,171.872625,somewhere,B,sv,u-30-3
sw3012A-ms98-a-0023,171.872625,172.072625,in,I,sv,u-30-3
sw3012A-ms98-a-0023,172.072625,172.505750,there,I,sv,u-30-3
sw3012A-ms98-a-0023,173.711375,174.242625,someone's,I,sv,u-30-3
sw3012A-ms98-a-0023,174.242625,174.412625,going,I,sv,u-30-3
sw3012A-ms98-a-0023,174.412625,174.522625,to,I,sv,u-30-3
sw3012A-ms98-a-0023,174.522625,174.742625,have,I,sv,u-30-3
sw3012A-ms98-a-0023,174.742625,174.892625,to,I,sv,u-30-3
sw3012A-ms98-a-0023,174.892625,175.422625,learn,I,sv,u-30-3
sw3012A-ms98-a-0023,175.422625,175.502625,a,I,sv,u-30-3
sw3012A-ms98-a-0023,175.502625,175.942625,different,I,sv,u-30-3
sw3012A-ms98-a-0023,175.942625,176.392625,way,I,sv,u-30-3
sw3012A-ms98-a-0024,177.951500,178.101500,you,B,sv,u-32-1
sw3012A-ms98-a-0024,178.101500,178.446750,know,I,sv,u-32-1
sw3012A-ms98-a-0024,178.643500,178.813000,a[nd]-,I,sv,u-32-1
sw3012A-ms98-a-0024,178.813000,179.191500,an,I,sv,u-32-1
sw3012A-ms98-a-0024,179.191500,179.660250,i,I,sv,u-32-1
sw3012A-ms98-a-0024,180.010500,180.297000,i,I,sv,u-32-1
sw3012A-ms98-a-0024,180.297000,180.721500,think,I,sv,u-32-1
sw3012A-ms98-a-0024,180.721500,181.351500,that,I,sv,u-32-1
sw3012A-ms98-a-0024,182.431500,182.991500,um,I,sv,u-32-1
sw3012A-ms98-a-0026,185.388625,185.708625,true,B,sv,u-32-2
sw3012A-ms98-a-0026,185.708625,185.838625,we,I,sv,u-32-2
sw3012A-ms98-a-0026,185.838625,186.028625,do,I,sv,u-32-2
sw3012A-ms98-a-0026,186.028625,186.238625,have,I,sv,u-32-2
sw3012A-ms98-a-0026,186.238625,187.178625,completely,I,sv,u-32-2
sw3012A-ms98-a-0026,187.178625,187.809000,different,I,sv,u-32-2
sw3012A-ms98-a-0026,188.008625,188.358625,ways,I,sv,u-32-2
sw3012A-ms98-a-0026,188.358625,188.508625,of,I,sv,u-32-2
sw3012A-ms98-a-0026,188.508625,188.888625,looking,I,sv,u-32-2
sw3012A-ms98-a-0026,188.888625,189.018625,at,I,sv,u-32-2
sw3012A-ms98-a-0026,189.018625,189.508625,things,I,sv,u-32-2
sw3012A-ms98-a-0026,189.758625,189.848625,at,I,sv,u-32-2
sw3012A-ms98-a-0026,189.848625,189.908625,a,I,sv,u-32-2
sw3012A-ms98-a-0026,189.908625,190.128625,lot,I,sv,u-32-2
sw3012A-ms98-a-0026,190.128625,190.218625,of,I,sv,u-32-2
sw3012A-ms98-a-0026,190.218625,190.777000,things,I,sv,u-32-2
sw3012A-ms98-a-0027,191.295625,191.895625,but,B,sv,u-32-3
sw3012A-ms98-a-0027,191.895625,192.275625,uh,I,sv,u-32-3
sw3012A-ms98-a-0027,192.275625,192.425625,at,I,sv,u-32-3
sw3012A-ms98-a-0027,192.425625,192.515625,the,I,sv,u-32-3
sw3012A-ms98-a-0027,192.515625,192.865625,same,I,sv,u-32-3
sw3012A-ms98-a-0027,192.865625,193.135625,time,I,sv,u-32-3
sw3012A-ms98-a-0027,193.135625,193.195625,i,I,sv,u-32-3
sw3012A-ms98-a-0027,193.195625,193.445625,think,I,sv,u-32-3
sw3012A-ms98-a-0027,193.445625,193.625625,there,I,sv,u-32-3
sw3012A-ms98-a-0027,193.625625,193.815625,are,I,sv,u-32-3
sw3012A-ms98-a-0027,193.815625,193.855625,a,I,sv,u-32-3
sw3012A-ms98-a-0027,193.855625,194.105625,lot,I,sv,u-32-3
sw3012A-ms98-a-0027,194.105625,194.332625,of,I,sv,u-32-3
sw3012A-ms98-a-0027,194.886375,195.115625,there,I,sv,u-32-3
sw3012A-ms98-a-0027,195.115625,195.375625,is,I,sv,u-32-3
sw3012A-ms98-a-0027,195.375625,195.455625,a,I,sv,u-32-3
sw3012A-ms98-a-0027,195.455625,195.625625,lot,I,sv,u-32-3
sw3012A-ms98-a-0027,195.625625,195.745625,of,I,sv,u-32-3
sw3012A-ms98-a-0027,195.745625,195.955625,good,I,sv,u-32-3
sw3012A-ms98-a-0027,195.955625,196.215625,that,I,sv,u-32-3
sw3012A-ms98-a-0027,196.215625,196.415625,the,I,sv,u-32-3
sw3012A-ms98-a-0027,197.005625,197.465625,United,I,sv,u-32-3
sw3012A-ms98-a-0027,197.465625,197.945625,States,I,sv,u-32-3
sw3012A-ms98-a-0027,197.945625,198.105625,and,I,sv,u-32-3
sw3012A-ms98-a-0027,198.105625,198.325625,other,I,sv,u-32-3
sw3012A-ms98-a-0027,198.325625,199.348000,countries,I,sv,u-32-3
sw3012A-ms98-a-0027,200.204375,200.645625,can,I,sv,u-32-3
sw3012A-ms98-a-0027,200.645625,201.250125,do,I,sv,u-32-3
sw3012A-ms98-a-0027,201.886625,202.115625,as,I,sv,u-32-3
sw3012A-ms98-a-0027,202.115625,202.415625,far,I,sv,u-32-3
sw3012A-ms98-a-0027,202.415625,202.811625,as,I,sv,u-32-3
