sw3045A-ms98-a-0001,1.170000,1.616250,okay,B,o,u-1-1
sw3045A-ms98-a-0001,1.966500,2.319375,um,B,qy,u-1-2
sw3045A-ms98-a-0001,2.319375,2.430000,do,I,qy,u-1-2
sw3045A-ms98-a-0001,2.430000,2.580000,you,I,qy,u-1-2
sw3045A-ms98-a-0001,2.580000,2.740000,own,I,qy,u-1-2
sw3045A-ms98-a-0001,2.740000,2.790000,a,I,qy,u-1-2
sw3045A-ms98-a-0001,2.790000,3.220000,PC,I,qy,u-1-2
sw3045A-ms98-a-0001,3.220000,3.400000,by,I,qy,u-1-2
sw3045A-ms98-a-0001,3.400000,3.490000,the,I,qy,u-1-2
sw3045A-ms98-a-0001,3.490000,3.720000,way,I,qy,u-1-2
sw3045A-ms98-a-0001,3.720000,3.860000,i'm,B,qy^d,u-1-3
sw3045A-ms98-a-0001,3.860000,4.120000,guessing,I,qy^d,u-1-3
sw3045A-ms98-a-0001,4.120000,4.190000,you,I,qy^d,u-1-3
sw3045A-ms98-a-0001,4.190000,4.687875,probably,I,qy^d,u-1-3
sw3045A-ms98-a-0001,4.687875,5.272250,do,I,qy^d,u-1-3
sw3045A-ms98-a-0003,12.562750,12.957500,oh,B,bk,u-3-1
sw3045A-ms98-a-0003,13.778625,14.040750,i,B,bk,u-5-1
sw3045A-ms98-a-0003,14.040750,14.476750,see,I,bk,u-5-1
sw3045A-ms98-a-0005,17.562000,18.052000,right,B,b,u-7-1
sw3045A-ms98-a-0005,18.466250,18.991500,uh-huh,B,b,u-9-1
sw3045A-ms98-a-0005,18.991500,19.254750,uh-huh,B,b^r,u-9-2
sw3045A-ms98-a-0005,19.461875,19.790750,and,B,qw,u-9-3
sw3045A-ms98-a-0005,19.790750,20.050750,what,I,qw,u-9-3
sw3045A-ms98-a-0005,20.050750,20.310750,kinds,I,qw,u-9-3
sw3045A-ms98-a-0005,20.310750,20.390750,of,I,qw,u-9-3
sw3045A-ms98-a-0005,20.390750,20.610750,things,I,qw,u-9-3
sw3045A-ms98-a-0005,20.610750,20.730750,do,I,qw,u-9-3
sw3045A-ms98-a-0005,20.730750,20.860750,you,I,qw,u-9-3
sw3045A-ms98-a-0005,20.860750,21.100750,use,I,qw,u-9-3
sw3045A-ms98-a-0005,21.100750,21.210750,it,I,qw,u-9-3
sw3045A-ms98-a-0005,21.210750,21.340750,for,I,qw,u-9-3
sw3045A-ms98-a-0005,21.340750,21.603625,when,I,qw,u-9-3
sw3045A-ms98-a-0005,21.603625,21.960750,when,I,qw,u-9-3
sw3045A-ms98-a-0005,21.960750,22.060750,you,I,qw,u-9-3
sw3045A-ms98-a-0005,22.060750,22.288875,u[se]-,I,qw,u-9-3
sw3045A-ms98-a-0005,22.288875,22.540750,when,I,qw,u-9-3
sw3045A-ms98-a-0005,22.540750,22.670750,you,I,qw,u-9-3
sw3045A-ms98-a-0005,22.670750,22.800750,go,I,qw,u-9-3
sw3045A-ms98-a-0005,22.800750,22.940750,to,I,qw,u-9-3
sw3045A-ms98-a-0005,22.940750,23.080750,their,I,qw,u-9-3
sw3045A-ms98-a-0005,23.080750,23.300750,hou[ses]-,I,qw,u-9-3
sw3045A-ms98-a-0005,23.300750,23.650750,houses,I,qw,u-9-3
sw3045A-ms98-a-0005,23.650750,23.790750,to,I,qw,u-9-3
sw3045A-ms98-a-0005,23.790750,24.028500,uh,I,qw,u-9-3
sw3045A-ms98-a-0005,24.028500,24.277750,use,I,qw,u-9-3
sw3045A-ms98-a-0005,24.277750,24.735875,them,I,qw,u-9-3
sw3045A-ms98-a-0007,34.418625,34.922875,yeah,B,b,u-11-1
sw3045A-ms98-a-0009,40.743375,41.522750,oh,B,b,u-13-1
sw3045A-ms98-a-0011,47.282375,47.807125,uh-huh,B,b,u-15-1
sw3045A-ms98-a-0013,53.187375,53.667750,um-hum,B,b,u-17-1
sw3045A-ms98-a-0015,57.904375,58.849375,great,B,ba,u-19-1
sw3045A-ms98-a-0015,59.674500,60.160500,yeah,B,b,u-21-1
sw3045A-ms98-a-0017,65.874000,66.160125,oh,B,b,u-23-1
sw3045A-ms98-a-0017,66.160125,67.128750,sure,I,b,u-23-1
sw3045A-ms98-a-0019,76.235000,76.783125,yeah,B,b,u-25-1
sw3045A-ms98-a-0021,83.825375,84.749125,uh-huh,B,b,u-27-1
sw3045A-ms98-a-0023,89.376375,89.866125,um-hum,B,b,u-29-1
sw3045A-ms98-a-0025,91.245375,91.706125,yeah,B,b,u-31-1
sw3045A-ms98-a-0025,91.869750,92.045000,well,B,sv,u-31-2
sw3045A-ms98-a-0025,92.045000,92.195000,i,I,sv,u-31-2
sw3045A-ms98-a-0025,92.195000,92.465000,tell,I,sv,u-31-2
sw3045A-ms98-a-0025,92.465000,92.675000,you,I,sv,u-31-2
sw3045A-ms98-a-0025,92.675000,92.955000,once,I,sv,u-31-2
sw3045A-ms98-a-0025,92.955000,93.025000,you,I,sv,u-31-2
sw3045A-ms98-a-0025,93.025000,93.215000,get,I,sv,u-31-2
sw3045A-ms98-a-0025,93.215000,93.385000,used,I,sv,u-31-2
sw3045A-ms98-a-0025,93.385000,93.505000,to,I,sv,u-31-2
sw3045A-ms98-a-0025,93.505000,93.785000,having,I,sv,u-31-2
sw3045A-ms98-a-0025,93.785000,93.965000,them,I,sv,u-31-2
sw3045A-ms98-a-0025,93.965000,94.155000,you,I,sv,u-31-2
sw3045A-ms98-a-0025,94.155000,94.543500,you,I,sv,u-31-2
sw3045A-ms98-a-0025,94.543500,94.785000,get,I,sv,u-31-2
sw3045A-ms98-a-0025,94.785000,95.195000,spoiled,I,sv,u-31-2
sw3045A-ms98-a-0025,95.195000,95.461250,really,I,sv,u-31-2
sw3045A-ms98-a-0025,95.461250,95.957000,quickly,I,sv,u-31-2
sw3045A-ms98-a-0025,96.420250,96.880000,um,B,b,u-33-1
sw3045A-ms98-a-0027,101.265500,101.781625,huh,O,,
sw3045A-ms98-a-0029,104.198000,104.805500,uh-huh,B,b,u-37-1
sw3045A-ms98-a-0031,109.522625,110.002625,yeah,B,b,u-39-1
sw3045A-ms98-a-0033,112.817375,113.482375,right,B,b,u-41-1
sw3045A-ms98-a-0035,118.943875,119.543875,yeah,B,b,u-43-1
sw3045A-ms98-a-0035,119.543875,119.946375,yeah,B,b^r,u-43-2
sw3045A-ms98-a-0035,120.244000,120.735250,um,B,sd,u-43-3
sw3045A-ms98-a-0035,120.953625,121.123500,i,I,sd,u-43-3
sw3045A-ms98-a-0035,121.123500,121.519000,kn[ow]-,I,sd,u-43-3
sw3045A-ms98-a-0035,121.519000,121.873875,i'm,I,sd,u-43-3
sw3045A-ms98-a-0035,121.873875,122.043875,a,I,sd,u-43-3
sw3045A-ms98-a-0035,122.043875,122.333875,a,I,sd,u-43-3
sw3045A-ms98-a-0035,122.333875,122.703875,writer,I,sd,u-43-3
sw3045A-ms98-a-0035,122.703875,122.943875,by,I,sd,u-43-3
sw3045A-ms98-a-0035,122.943875,123.533875,profession,I,sd,u-43-3
sw3045A-ms98-a-0035,123.533875,124.023875,and,B,sd,u-43-4
sw3045A-ms98-a-0035,124.023875,124.263875,uh,I,sd,u-43-4
sw3045A-ms98-a-0035,124.263875,124.733875,when,I,sd,u-43-4
sw3045A-ms98-a-0035,124.733875,124.903875,when,I,sd,u-43-4
sw3045A-ms98-a-0035,124.903875,125.143875,i,I,sd,u-43-4
sw3045A-ms98-a-0035,125.143875,125.323875,was,I,sd,u-43-4
sw3045A-ms98-a-0035,125.323875,125.793875,first,I,sd,u-43-4
sw3045A-ms98-a-0035,125.793875,125.943875,here,I,sd,u-43-4
sw3045A-ms98-a-0035,125.943875,126.303875,in,I,sd,u-43-4
sw3045A-ms98-a-0035,126.303875,126.433875,in,I,sd,u-43-4
sw3045A-ms98-a-0035,126.433875,126.903875,Dallas,I,sd,u-43-4
sw3045A-ms98-a-0035,126.903875,127.003875,or,I,sd,u-43-4
sw3045A-ms98-a-0035,127.003875,127.233875,in,I,sd,u-43-4
sw3045A-ms98-a-0035,127.233875,127.663250,Plano,I,sd,u-43-4
sw3045A-ms98-a-0036,128.111625,128.634875,um,I,sd,u-43-4
sw3045A-ms98-a-0036,128.634875,128.795000,and,I,sd,u-43-4
sw3045A-ms98-a-0036,128.795000,128.935000,was,I,sd,u-43-4
sw3045A-ms98-a-0036,128.935000,129.385000,finally,I,sd,u-43-4
sw3045A-ms98-a-0036,129.385000,129.555000,able,I,sd,u-43-4
sw3045A-ms98-a-0036,129.555000,129.715000,to,I,sd,u-43-4
sw3045A-ms98-a-0036,129.715000,130.045000,this,I,sd,u-43-4
sw3045A-ms98-a-0036,130.045000,130.199375,is,I,sd,u-43-4
sw3045A-ms98-a-0036,130.199375,130.405000,oh,I,sd,u-43-4
sw3045A-ms98-a-0036,130.405000,130.575000,been,I,sd,u-43-4
sw3045A-ms98-a-0036,130.575000,130.745000,like,I,sd,u-43-4
sw3045A-ms98-a-0036,130.745000,131.145000,fourteen,I,sd,u-43-4
