sw3090B-ms98-a-0003,5.895375,6.302875,no,B,nn,u-2-1
sw3090B-ms98-a-0003,6.302875,6.377375,i,B,sd^e,u-2-2
sw3090B-ms98-a-0003,6.377375,6.519875,don't,I,sd^e,u-2-2
sw3090B-ms98-a-0003,6.519875,6.759875,use,I,sd^e,u-2-2
sw3090B-ms98-a-0003,6.759875,6.789875,a,I,sd^e,u-2-2
sw3090B-ms98-a-0003,6.789875,7.139875,family,I,sd^e,u-2-2
sw3090B-ms98-a-0003,7.139875,7.479875,budget,I,sd^e,u-2-2
sw3090B-ms98-a-0003,7.479875,7.659875,my,B,sd,u-2-3
sw3090B-ms98-a-0003,7.659875,8.159875,father,I,sd,u-2-3
sw3090B-ms98-a-0003,8.159875,8.545250,who's,I,sd,u-2-3
sw3090B-ms98-a-0003,8.831500,9.109875,very,I,sd,u-2-3
sw3090B-ms98-a-0003,9.109875,9.439875,old,I,sd,u-2-3
sw3090B-ms98-a-0003,9.439875,9.579875,has,I,sd,u-2-3
sw3090B-ms98-a-0003,9.579875,9.889875,kept,I,sd,u-2-3
sw3090B-ms98-a-0003,9.889875,10.159875,one,I,sd,u-2-3
sw3090B-ms98-a-0003,10.159875,10.559875,his,I,sd,u-2-3
sw3090B-ms98-a-0003,10.559875,11.099875,entire,I,sd,u-2-3
sw3090B-ms98-a-0003,11.099875,11.589875,life,I,sd,u-2-3
sw3090B-ms98-a-0003,11.589875,11.799875,and,B,sv,u-4-1
sw3090B-ms98-a-0003,11.799875,11.879875,i,I,sv,u-4-1
sw3090B-ms98-a-0003,11.879875,12.380375,probably,I,sv,u-4-1
sw3090B-ms98-a-0003,12.380375,12.659000,re[belled]-,I,sv,u-4-1
sw3090B-ms98-a-0003,12.659000,13.179875,rebelled,I,sv,u-4-1
sw3090B-ms98-a-0003,13.179875,13.579875,against,I,sv,u-4-1
sw3090B-ms98-a-0003,13.579875,13.709875,it,I,sv,u-4-1
sw3090B-ms98-a-0003,13.709875,13.935375,and,O,,
sw3090B-ms98-a-0003,14.112375,14.409875,probably,B,sv,u-6-1
