sw4353A-ms98-a-0001,0.673000,1.480000,huh,B,b,u-2-1
sw4353A-ms98-a-0001,1.480000,1.747625,um,O,,
sw4353A-ms98-a-0001,1.966125,2.050000,do,B,qy,u-2-2
sw4353A-ms98-a-0001,2.050000,2.290000,y'all,I,qy,u-2-2
sw4353A-ms98-a-0001,2.290000,2.530000,have,I,qy,u-2-2
sw4353A-ms98-a-0001,2.530000,2.600000,a,I,qy,u-2-2
sw4353A-ms98-a-0001,2.600000,3.027125,budget,I,qy,u-2-2
sw4353A-ms98-a-0003,10.239000,10.588000,um-hum,B,b,u-4-1
sw4353A-ms98-a-0005,26.513250,26.894250,yeah,B,b,u-6-1
sw4353A-ms98-a-0007,33.215125,33.552250,um-hum,B,b,u-8-1
sw4353A-ms98-a-0009,39.730250,40.052375,yeah,B,b,u-10-1
sw4353A-ms98-a-0009,40.462125,40.738750,it's,B,%,u-10-2
sw4353A-ms98-a-0009,40.738750,41.043375,um,I,%,u-10-2
sw4353A-ms98-a-0011,43.683875,43.916875,yeah,B,b,u-12-1
sw4353A-ms98-a-0011,43.916875,44.106875,i,B,%,u-12-2
sw4353A-ms98-a-0011,44.106875,44.616875,usually,I,%,u-12-2
sw4353A-ms98-a-0011,44.616875,44.797625,uh,I,%,u-12-2
sw4353A-ms98-a-0011,45.400250,45.476875,my,B,sd,u-12-3
sw4353A-ms98-a-0011,45.476875,45.906875,wife,I,sd,u-12-3
sw4353A-ms98-a-0011,45.906875,46.497375,handles,I,sd,u-12-3
sw4353A-ms98-a-0011,46.625375,46.696875,a,I,sd,u-12-3
sw4353A-ms98-a-0011,46.696875,46.906875,lot,I,sd,u-12-3
sw4353A-ms98-a-0011,46.906875,47.016875,of,I,sd,u-12-3
sw4353A-ms98-a-0011,47.016875,47.086875,the,I,sd,u-12-3
sw4353A-ms98-a-0011,47.086875,47.316875,day,I,sd,u-12-3
sw4353A-ms98-a-0011,47.316875,47.396875,to,I,sd,u-12-3
sw4353A-ms98-a-0011,47.396875,47.744375,day,I,sd,u-12-3
sw4353A-ms98-a-0011,48.311000,49.118000,finances,I,sd,u-12-3
sw4353A-ms98-a-0011,49.588375,49.696875,and,B,sv,u-12-4
sw4353A-ms98-a-0011,49.696875,49.756875,of,I,sv,u-12-4
sw4353A-ms98-a-0011,49.756875,50.096875,course,I,sv,u-12-4
sw4353A-ms98-a-0011,50.096875,50.236875,we're,I,sv,u-12-4
sw4353A-ms98-a-0011,50.236875,50.406875,the,I,sv,u-12-4
sw4353A-ms98-a-0011,50.406875,50.686875,like,I,sv,u-12-4
sw4353A-ms98-a-0011,50.686875,50.926875,ever[ybody]-,I,sv,u-12-4
sw4353A-ms98-a-0011,50.926875,51.116875,like,I,sv,u-12-4
sw4353A-ms98-a-0011,51.116875,51.166875,a,I,sv,u-12-4
sw4353A-ms98-a-0011,51.166875,51.326875,lot,I,sv,u-12-4
sw4353A-ms98-a-0011,51.326875,51.396875,of,I,sv,u-12-4
sw4353A-ms98-a-0011,51.396875,51.646875,people,I,sv,u-12-4
sw4353A-ms98-a-0011,51.646875,51.776875,we,B,sd,u-12-5
sw4353A-ms98-a-0011,51.776875,51.956875,just,I,sd,u-12-5
sw4353A-ms98-a-0011,51.956875,52.416875,scramble,I,sd,u-12-5
sw4353A-ms98-a-0011,52.416875,52.646875,through,I,sd,u-12-5
sw4353A-ms98-a-0011,52.646875,52.976875,month,I,sd,u-12-5
sw4353A-ms98-a-0011,52.976875,53.086875,to,I,sd,u-12-5
sw4353A-ms98-a-0011,53.086875,53.506875,month,I,sd,u-12-5
sw4353A-ms98-a-0011,53.506875,53.639250,you,I,sd,u-12-5
sw4353A-ms98-a-0011,53.639250,53.826000,know,I,sd,u-12-5
sw4353A-ms98-a-0011,54.549125,54.926875,and,B,%,u-14-1
sw4353A-ms98-a-0011,54.926875,55.213875,uh,I,%,u-14-1
sw4353A-ms98-a-0013,57.646375,57.857625,uh,B,sd,u-16-1
sw4353A-ms98-a-0013,57.857625,57.987625,we,I,sd,u-16-1
sw4353A-ms98-a-0013,57.987625,58.097625,have,I,sd,u-16-1
sw4353A-ms98-a-0013,58.097625,58.157625,a,I,sd,u-16-1
sw4353A-ms98-a-0013,58.157625,58.377625,two,I,sd,u-16-1
sw4353A-ms98-a-0013,58.377625,58.906375,income,I,sd,u-16-1
sw4353A-ms98-a-0013,59.230250,59.467625,uh,B,+,u-18-1
sw4353A-ms98-a-0013,59.467625,59.797625,family,I,+,u-18-1
sw4353A-ms98-a-0013,59.797625,59.977625,she,B,sd,u-18-2
sw4353A-ms98-a-0013,59.977625,60.257625,also,I,sd,u-18-2
sw4353A-ms98-a-0013,60.257625,60.628125,works,I,sd,u-18-2
sw4353A-ms98-a-0014,61.263500,61.466500,and,B,sd,u-20-1
sw4353A-ms98-a-0014,61.466500,61.772500,uh,I,sd,u-20-1
sw4353A-ms98-a-0014,61.919875,62.046500,but,I,sd,u-20-1
sw4353A-ms98-a-0014,62.046500,62.418375,she,I,sd,u-20-1
sw4353A-ms98-a-0014,62.990875,63.226500,she,I,sd,u-20-1
sw4353A-ms98-a-0014,63.226500,63.716500,enjoys,I,sd,u-20-1
sw4353A-ms98-a-0014,63.716500,63.876500,it,I,sd,u-20-1
sw4353A-ms98-a-0014,63.876500,63.976500,you,O,,
sw4353A-ms98-a-0014,63.976500,64.056500,know,O,,
sw4353A-ms98-a-0014,64.056500,64.256500,and,B,sd,u-20-2
sw4353A-ms98-a-0014,64.256500,64.406500,and,I,sd,u-20-2
sw4353A-ms98-a-0014,64.406500,64.626500,she's,I,sd,u-20-2
sw4353A-ms98-a-0014,64.626500,64.886500,good,I,sd,u-20-2
sw4353A-ms98-a-0014,64.886500,65.056500,at,I,sd,u-20-2
sw4353A-ms98-a-0014,65.056500,65.374875,it,I,sd,u-20-2
sw4353A-ms98-a-0014,65.374875,65.710125,um,B,%,u-20-3
sw4353A-ms98-a-0014,65.849500,66.076500,if,I,%,u-20-3
sw4353A-ms98-a-0014,66.076500,66.401875,it's,I,%,u-20-3
sw4353A-ms98-a-0014,66.537500,66.686500,if,I,%,u-20-3
sw4353A-ms98-a-0014,66.686500,66.994375,it's,I,%,u-20-3
sw4353A-ms98-a-0014,66.994375,67.136500,i,B,sd,u-20-4
sw4353A-ms98-a-0014,67.136500,67.226500,am,I,sd,u-20-4
sw4353A-ms98-a-0014,67.226500,67.456500,kind,I,sd,u-20-4
sw4353A-ms98-a-0014,67.456500,67.666500,of,I,sd,u-20-4
sw4353A-ms98-a-0014,67.666500,67.981875,uh,I,sd,u-20-4
sw4353A-ms98-a-0015,68.776125,69.284625,uh,I,sd,u-20-4
