sw2511B-ms98-a-0002,5.668625,6.018625,um-hum,B,b,u-2-1
sw2511B-ms98-a-0004,55.066000,55.473500,um-hum,O,,
sw2511B-ms98-a-0004,56.563125,57.217750,[laughter],O,,
sw2511B-ms98-a-0006,78.406625,78.706625,well,B,sd,u-4-1
sw2511B-ms98-a-0006,78.706625,78.976625,i,I,sd,u-4-1
sw2511B-ms98-a-0006,78.976625,79.483875,uh,I,sd,u-4-1
sw2511B-ms98-a-0006,79.868000,80.296875,i,I,sd,u-4-1
sw2511B-ms98-a-0007,81.465625,81.909125,have,I,sd,u-4-1
sw2511B-ms98-a-0007,82.025875,82.215625,a,I,sd,u-4-1
sw2511B-ms98-a-0007,82.215625,82.485625,long,I,sd,u-4-1
sw2511B-ms98-a-0007,82.485625,83.085625,experience,I,sd,u-4-1
sw2511B-ms98-a-0007,83.085625,83.215125,with,I,sd,u-4-1
sw2511B-ms98-a-0007,83.215125,83.682125,cars,I,sd,u-4-1
sw2511B-ms98-a-0007,83.682125,84.085625,i,B,sd,u-4-2
sw2511B-ms98-a-0007,84.085625,84.266875,uh,I,sd,u-4-2
sw2511B-ms98-a-0007,85.182125,85.375625,when,I,sd,u-4-2
sw2511B-ms98-a-0007,85.375625,85.425625,i,I,sd,u-4-2
sw2511B-ms98-a-0007,85.425625,85.695625,was,I,sd,u-4-2
sw2511B-ms98-a-0007,85.695625,86.101875,younger,I,sd,u-4-2
sw2511B-ms98-a-0007,86.320375,86.605625,uh,I,sd,u-4-2
sw2511B-ms98-a-0007,86.605625,86.855625,my,I,sd,u-4-2
sw2511B-ms98-a-0007,86.855625,87.135625,brother,I,sd,u-4-2
sw2511B-ms98-a-0007,87.135625,87.265625,had,I,sd,u-4-2
sw2511B-ms98-a-0007,87.265625,87.315625,a,I,sd,u-4-2
sw2511B-ms98-a-0007,87.315625,87.825625,Corvette,I,sd,u-4-2
sw2511B-ms98-a-0007,87.825625,87.955625,and,B,sd,u-4-3
sw2511B-ms98-a-0007,87.955625,88.025625,i,I,sd,u-4-3
sw2511B-ms98-a-0007,88.025625,88.225625,bought,I,sd,u-4-3
sw2511B-ms98-a-0007,88.225625,88.275625,a,I,sd,u-4-3
sw2511B-ms98-a-0007,88.275625,88.884625,Corvette,I,sd,u-4-3
sw2511B-ms98-a-0007,88.884625,89.139875,and,B,sd,u-4-4
sw2511B-ms98-a-0008,89.463875,89.643875,when,I,sd,u-4-4
sw2511B-ms98-a-0008,89.643875,89.733875,you,I,sd,u-4-4
sw2511B-ms98-a-0008,89.733875,89.863875,have,I,sd,u-4-4
