sw2461B-ms98-a-0002,3.603250,4.133250,okay,B,b,u-2-1
sw2461B-ms98-a-0004,8.734750,9.574750,fantastic,B,ba,u-4-1
sw2461B-ms98-a-0004,10.264750,10.334750,o[ne]-,O,,
sw2461B-ms98-a-0004,10.334750,10.634750,one,B,sd,u-4-2
sw2461B-ms98-a-0004,10.634750,10.834750,thing,I,sd,u-4-2
sw2461B-ms98-a-0004,10.834750,11.034750,that,I,sd,u-4-2
sw2461B-ms98-a-0004,11.224750,11.484750,pops,I,sd,u-4-2
sw2461B-ms98-a-0004,11.484750,11.624750,into,I,sd,u-4-2
sw2461B-ms98-a-0004,11.624750,11.774750,my,I,sd,u-4-2
sw2461B-ms98-a-0004,11.774750,12.084750,mind,I,sd,u-4-2
sw2461B-ms98-a-0004,12.084750,12.224750,real,I,sd,u-4-2
sw2461B-ms98-a-0004,12.224750,12.624750,quick,I,sd,u-4-2
sw2461B-ms98-a-0004,12.624750,12.824750,is,I,sd,u-4-2
sw2461B-ms98-a-0004,12.824750,13.604750,uh,I,sd,u-4-2
sw2461B-ms98-a-0004,13.604750,13.989250,about_1,I,sd,u-4-2
sw2461B-ms98-a-0004,13.989250,14.181375,the,I,sd,u-4-2
sw2461B-ms98-a-0004,14.181375,14.374750,uh,I,sd,u-4-2
sw2461B-ms98-a-0004,14.374750,15.154000,funding,I,sd,u-4-2
sw2461B-ms98-a-0004,15.278375,15.504750,of,I,sd,u-4-2
sw2461B-ms98-a-0004,15.504750,15.774750,the,I,sd,u-4-2
sw2461B-ms98-a-0004,15.774750,15.914750,the,I,sd,u-4-2
sw2461B-ms98-a-0004,15.914750,16.264750,school,I,sd,u-4-2
sw2461B-ms98-a-0004,16.264750,16.654750,system,I,sd,u-4-2
sw2461B-ms98-a-0004,16.654750,16.844750,right,I,sd,u-4-2
sw2461B-ms98-a-0004,16.844750,17.252000,now,I,sd,u-4-2
sw2461B-ms98-a-0004,17.685125,18.344750,evidently,B,sv,u-6-1
sw2461B-ms98-a-0004,18.344750,18.504750,uh,I,sv,u-6-1
sw2461B-ms98-a-0004,18.504750,18.954750,that's,I,sv,u-6-1
sw2461B-ms98-a-0004,18.954750,19.164750,that's,I,sv,u-6-1
sw2461B-ms98-a-0004,19.164750,19.334750,a,I,sv,u-6-1
sw2461B-ms98-a-0004,19.334750,19.634750,big,I,sv,u-6-1
sw2461B-ms98-a-0004,19.634750,20.234750,problem,I,sv,u-6-1
sw2461B-ms98-a-0006,25.343250,25.783250,right,B,b,u-8-1
sw2461B-ms98-a-0008,36.196875,36.426875,oh,B,b,u-10-1
sw2461B-ms98-a-0008,36.426875,36.926875,Lord,I,b,u-10-1
sw2461B-ms98-a-0008,36.926875,36.996875,i,I,b,u-10-1
sw2461B-ms98-a-0008,36.996875,37.396875,mean,I,b,u-10-1
sw2461B-ms98-a-0008,37.396875,37.846875,yeah,I,b,u-10-1
sw2461B-ms98-a-0008,37.846875,38.056875,and,O,,
sw2461B-ms98-a-0008,38.146875,38.316875,you,B,sd,u-10-2
sw2461B-ms98-a-0008,38.316875,38.516875,talk,I,sd,u-10-2
sw2461B-ms98-a-0008,38.516875,38.826875,about,I,sd,u-10-2
sw2461B-ms98-a-0008,39.016875,39.586875,stress,I,sd,u-10-2
sw2461B-ms98-a-0008,39.586875,39.736875,and,I,sd,u-10-2
sw2461B-ms98-a-0008,39.736875,40.266875,pressure,I,sd,u-10-2
sw2461B-ms98-a-0008,40.266875,40.326875,i,B,o,u-10-3
sw2461B-ms98-a-0008,40.326875,40.506875,tell,I,o,u-10-3
sw2461B-ms98-a-0008,40.506875,40.636875,you,I,o,u-10-3
sw2461B-ms98-a-0008,40.636875,41.006875,what,I,o,u-10-3
sw2461B-ms98-a-0008,41.106875,41.466875,it's,B,%,u-10-4
sw2461B-ms98-a-0008,41.466875,41.866875,uh,I,%,u-10-4
sw2461B-ms98-a-0010,45.450125,45.740875,do,B,%,u-12-1
sw2461B-ms98-a-0010,45.971375,46.633500,right,B,b,u-12-2
sw2461B-ms98-a-0012,50.170375,51.029500,exactly,B,aa,u-14-1
sw2461B-ms98-a-0012,51.490125,51.980375,and,B,%,u-14-2
sw2461B-ms98-a-0012,51.980375,52.040375,uh,O,,
sw2461B-ms98-a-0013,53.709250,54.428625,[laughter],O,,
sw2461B-ms98-a-0014,55.552625,55.844250,that's,B,aa,u-16-1
sw2461B-ms98-a-0014,55.844250,56.344250,right,I,aa,u-16-1
sw2461B-ms98-a-0014,56.644250,56.744250,and,B,sv,u-16-2
sw2461B-ms98-a-0014,56.744250,56.864250,then,I,sv,u-16-2
sw2461B-ms98-a-0014,56.864250,57.144250,they,I,sv,u-16-2
sw2461B-ms98-a-0014,57.144250,57.394250,uh,I,sv,u-16-2
sw2461B-ms98-a-0014,57.394250,57.804250,poof,I,sv,u-16-2
sw2461B-ms98-a-0014,57.804250,57.924250,it,I,sv,u-16-2
sw2461B-ms98-a-0014,57.924250,58.294250,off,I,sv,u-16-2
sw2461B-ms98-a-0014,58.294250,58.414250,you,I,sv,u-16-2
sw2461B-ms98-a-0014,58.414250,58.624250,know,I,sv,u-16-2
sw2461B-ms98-a-0014,58.624250,58.824250,just,I,sv,u-16-2
sw2461B-ms98-a-0014,58.824250,59.024250,like,I,sv,u-16-2
sw2461B-ms98-a-0014,59.024250,59.624250,Tarpley,I,sv,u-16-2
sw2461B-ms98-a-0014,60.214250,60.574250,but,B,%,u-18-1
