sw3233B-ms98-a-0003,14.054500,14.452125,um-hum,B,b,u-2-1
sw3233B-ms98-a-0005,33.859000,34.129000,oh,B,^h,u-4-1
sw3233B-ms98-a-0005,34.129000,34.539000,goodness,I,^h,u-4-1
sw3233B-ms98-a-0005,34.539000,34.699000,well,B,^h,u-4-2
sw3233B-ms98-a-0005,34.699000,34.789000,i,I,^h,u-4-2
sw3233B-ms98-a-0005,34.789000,34.909000,was,I,^h,u-4-2
sw3233B-ms98-a-0005,34.909000,35.029000,an,I,^h,u-4-2
sw3233B-ms98-a-0005,35.029000,35.279000,English,I,^h,u-4-2
sw3233B-ms98-a-0005,35.279000,35.529000,major,I,^h,u-4-2
sw3233B-ms98-a-0005,35.529000,35.659000,so,B,sd,u-4-3
sw3233B-ms98-a-0005,35.659000,35.719000,i,I,sd,u-4-3
sw3233B-ms98-a-0005,35.719000,35.909000,like,I,sd,u-4-3
sw3233B-ms98-a-0005,35.909000,36.019000,to,I,sd,u-4-3
sw3233B-ms98-a-0005,36.019000,36.229000,read,I,sd,u-4-3
sw3233B-ms98-a-0005,36.229000,36.770125,period,I,sd,u-4-3
sw3233B-ms98-a-0006,37.763125,38.233125,uh,B,sd,u-6-1
sw3233B-ms98-a-0006,38.233125,39.043125,lately,I,sd,u-6-1
sw3233B-ms98-a-0006,39.043125,39.303125,i've,I,sd,u-6-1
sw3233B-ms98-a-0006,39.303125,39.716375,been,I,sd,u-6-1
sw3233B-ms98-a-0006,40.157125,40.323125,on,I,sd,u-6-1
sw3233B-ms98-a-0006,40.323125,40.403125,the,I,sd,u-6-1
sw3233B-ms98-a-0006,40.403125,40.643125,whole,I,sd,u-6-1
sw3233B-ms98-a-0006,40.643125,40.953125,very,I,sd,u-6-1
sw3233B-ms98-a-0006,40.953125,41.707375,practical,I,sd,u-6-1
sw3233B-ms98-a-0007,42.458125,42.918125,and,B,sd,u-6-2
sw3233B-ms98-a-0007,42.918125,43.088125,uh,I,sd,u-6-2
sw3233B-ms98-a-0007,43.088125,43.378125,i'm,I,sd,u-6-2
sw3233B-ms98-a-0007,43.378125,44.017750,trying,I,sd,u-6-2
sw3233B-ms98-a-0007,44.383125,44.848125,uh,I,sd,u-6-2
sw3233B-ms98-a-0007,44.968125,45.228125,to,I,sd,u-6-2
sw3233B-ms98-a-0007,45.228125,45.612000,to,I,sd,u-6-2
sw3233B-ms98-a-0007,45.612000,45.804000,uh,I,sd,u-6-2
sw3233B-ms98-a-0007,45.804000,46.108125,furnish,I,sd,u-6-2
sw3233B-ms98-a-0007,46.108125,46.198125,a,I,sd,u-6-2
sw3233B-ms98-a-0007,46.198125,46.630875,home,I,sd,u-6-2
sw3233B-ms98-a-0008,47.489750,47.819750,so,B,sd,u-8-1
sw3233B-ms98-a-0008,47.819750,48.109750,i've,I,sd,u-8-1
sw3233B-ms98-a-0008,48.109750,48.789250,been,I,sd,u-8-1
sw3233B-ms98-a-0009,49.720500,50.230500,looking,I,sd,u-8-1
sw3233B-ms98-a-0009,50.230500,50.490500,at,I,sd,u-8-1
sw3233B-ms98-a-0009,50.490500,50.630500,i'm,I,sd,u-8-1
sw3233B-ms98-a-0009,50.630500,50.790500,not,I,sd,u-8-1
sw3233B-ms98-a-0009,50.790500,50.920500,sure,I,sd,u-8-1
sw3233B-ms98-a-0009,50.920500,51.210500,reading,I,sd,u-8-1
sw3233B-ms98-a-0009,51.210500,51.330500,is,I,sd,u-8-1
sw3233B-ms98-a-0009,51.330500,51.400500,the,I,sd,u-8-1
sw3233B-ms98-a-0009,51.400500,51.670500,word,I,sd,u-8-1
sw3233B-ms98-a-0009,51.670500,51.850500,but,I,sd,u-8-1
sw3233B-ms98-a-0009,51.850500,52.180500,looking,I,sd,u-8-1
sw3233B-ms98-a-0009,52.180500,52.330500,at,I,sd,u-8-1
sw3233B-ms98-a-0009,52.330500,52.710500,books,I,sd,u-8-1
sw3233B-ms98-a-0009,52.710500,53.060500,on,I,sd,u-8-1
sw3233B-ms98-a-0009,53.060500,53.344000,uh,I,sd,u-8-1
sw3233B-ms98-a-0009,53.988000,54.960500,antiques,I,sd,u-8-1
sw3233B-ms98-a-0009,54.960500,55.150500,and,I,sd,u-8-1
sw3233B-ms98-a-0009,55.150500,55.970500,paintings,I,sd,u-8-1
sw3233B-ms98-a-0009,55.970500,56.300500,and,I,sd,u-8-1
sw3233B-ms98-a-0009,56.300500,56.662000,uh,I,sd,u-8-1
sw3233B-ms98-a-0009,57.287250,57.690500,interior,I,sd,u-8-1
sw3233B-ms98-a-0009,57.690500,58.420500,decoration,I,sd,u-8-1
sw3233B-ms98-a-0009,58.420500,59.081000,hints,I,sd,u-8-1
sw3233B-ms98-a-0010,59.863375,60.283375,and,B,+,u-10-1
sw3233B-ms98-a-0010,60.283375,60.593375,uh,I,+,u-10-1
sw3233B-ms98-a-0010,60.743375,61.033375,lots,I,+,u-10-1
sw3233B-ms98-a-0010,61.033375,61.123375,of,I,+,u-10-1
sw3233B-ms98-a-0010,61.123375,61.393375,books,I,+,u-10-1
sw3233B-ms98-a-0010,61.393375,61.533375,on,I,+,u-10-1
sw3233B-ms98-a-0010,61.533375,62.073375,plants,I,+,u-10-1
sw3233B-ms98-a-0010,62.073375,62.327750,and,I,+,u-10-1
sw3233B-ms98-a-0010,62.327750,62.753375,and,I,+,u-10-1
sw3233B-ms98-a-0010,62.753375,63.053375,and,I,+,u-10-1
sw3233B-ms98-a-0010,63.053375,63.553375,gardens,I,+,u-10-1
sw3233B-ms98-a-0010,63.553375,63.993375,because,I,+,u-10-1
sw3233B-ms98-a-0010,63.993375,64.113375,we,I,+,u-10-1
sw3233B-ms98-a-0010,64.113375,64.483375,started,I,+,u-10-1
sw3233B-ms98-a-0010,64.483375,64.513375,a,I,+,u-10-1
sw3233B-ms98-a-0010,64.513375,65.013375,garden,I,+,u-10-1
sw3233B-ms98-a-0011,65.933750,66.073750,and,B,+,u-12-1
sw3233B-ms98-a-0011,66.073750,66.270250,things,I,+,u-12-1
sw3233B-ms98-a-0011,66.383875,66.613750,things,I,+,u-12-1
sw3233B-ms98-a-0011,66.613750,66.843750,like,I,+,u-12-1
sw3233B-ms98-a-0011,66.843750,67.263750,that,I,+,u-12-1
sw3233B-ms98-a-0011,67.263750,67.383750,and,O,,
sw3233B-ms98-a-0011,67.383750,67.473750,so,B,sd,u-12-2
sw3233B-ms98-a-0011,67.473750,67.573750,i've,I,sd,u-12-2
sw3233B-ms98-a-0011,67.573750,67.663750,been,I,sd,u-12-2
sw3233B-ms98-a-0011,67.663750,67.973750,doing,I,sd,u-12-2
sw3233B-ms98-a-0011,67.973750,68.403750,very,I,sd,u-12-2
sw3233B-ms98-a-0011,68.403750,69.226250,little,I,sd,u-12-2
sw3233B-ms98-a-0011,69.226250,69.648000,reading,I,sd,u-12-2
sw3233B-ms98-a-0011,69.648000,70.042375,except,I,sd,u-12-2
sw3233B-ms98-a-0011,70.042375,70.302250,i-,I,sd,u-12-2
sw3233B-ms98-a-0011,70.302250,70.423750,i,I,sd,u-12-2
sw3233B-ms98-a-0011,70.423750,70.633750,did,I,sd,u-12-2
sw3233B-ms98-a-0011,70.633750,70.973750,finally,I,sd,u-12-2
sw3233B-ms98-a-0011,70.973750,71.163750,dip,I,sd,u-12-2
sw3233B-ms98-a-0011,71.163750,71.333750,into,I,sd,u-12-2
sw3233B-ms98-a-0011,71.333750,71.383750,a,I,sd,u-12-2
sw3233B-ms98-a-0011,71.383750,71.643750,couple,I,sd,u-12-2
sw3233B-ms98-a-0011,71.643750,71.713750,of,I,sd,u-12-2
sw3233B-ms98-a-0011,71.713750,72.455875,biographies,I,sd,u-12-2
sw3233B-ms98-a-0012,73.199625,73.919625,um,I,sd,u-12-2
sw3233B-ms98-a-0012,73.919625,74.159625,all,I,sd,u-12-2
sw3233B-ms98-a-0012,74.159625,74.339625,of,I,sd,u-12-2
sw3233B-ms98-a-0012,74.339625,74.819625,sort,I,sd,u-12-2
sw3233B-ms98-a-0012,74.819625,74.889625,of,I,sd,u-12-2
sw3233B-ms98-a-0012,74.889625,75.309625,literary,I,sd,u-12-2
sw3233B-ms98-a-0012,75.309625,75.749625,figures,I,sd,u-12-2
