sw2220B-ms98-a-0002,7.739000,8.075500,um-hum,B,b,u-2-1
sw2220B-ms98-a-0004,12.023125,12.273125,yeah,B,ny,u-4-1
sw2220B-ms98-a-0004,12.273125,13.383125,[laughter],O,,
sw2220B-ms98-a-0006,19.818125,20.360125,uh-huh,B,b,u-6-1
sw2220B-ms98-a-0006,20.962875,21.116625,so,B,bf,u-6-2
sw2220B-ms98-a-0006,21.116625,21.296625,you,I,bf,u-6-2
sw2220B-ms98-a-0006,21.296625,21.556625,like,I,bf,u-6-2
sw2220B-ms98-a-0006,21.556625,21.839625,[vocalized-noise],I,bf,u-6-2
sw2220B-ms98-a-0006,21.839625,21.975250,a,I,bf,u-6-2
sw2220B-ms98-a-0006,22.111375,22.228125,a,I,bf,u-6-2
sw2220B-ms98-a-0006,22.228125,22.816625,variety,I,bf,u-6-2
sw2220B-ms98-a-0006,23.376625,23.636625,sort,B,bf,u-8-1
sw2220B-ms98-a-0006,23.636625,23.756625,of,I,bf,u-8-1
sw2220B-ms98-a-0006,23.756625,24.206625,easy,I,bf,u-8-1
sw2220B-ms98-a-0006,24.206625,24.576625,listening,I,bf,u-8-1
sw2220B-ms98-a-0006,24.576625,24.756625,because_1,I,bf,u-8-1
sw2220B-ms98-a-0006,24.756625,24.881750,y[ou]-,I,bf,u-8-1
sw2220B-ms98-a-0006,25.156625,25.296625,you,I,bf,u-8-1
sw2220B-ms98-a-0006,25.296625,25.486625,like,I,bf,u-8-1
sw2220B-ms98-a-0006,25.796625,26.336625,country,I,bf,u-8-1
sw2220B-ms98-a-0006,26.336625,26.566625,but,B,%,u-8-2
sw2220B-ms98-a-0006,26.626625,26.865625,then,I,%,u-8-2
sw2220B-ms98-a-0008,28.759875,29.040625,um,B,b,u-10-1
sw2220B-ms98-a-0010,32.978750,33.338375,oh,B,b,u-12-1
sw2220B-ms98-a-0010,33.338375,33.720500,uh-huh,I,b,u-12-1
sw2220B-ms98-a-0010,34.202500,34.580000,yeah,B,b,u-12-2
sw2220B-ms98-a-0010,34.580000,34.890000,i-,O,,
sw2220B-ms98-a-0010,34.890000,34.920000,i,B,sd,u-12-3
sw2220B-ms98-a-0010,34.920000,35.250000,like,I,sd,u-12-3
sw2220B-ms98-a-0010,35.250000,35.420000,some,I,sd,u-12-3
sw2220B-ms98-a-0010,35.420000,35.550000,of,I,sd,u-12-3
sw2220B-ms98-a-0010,35.550000,35.680000,his,I,sd,u-12-3
sw2220B-ms98-a-0010,35.680000,36.130000,songs,I,sd,u-12-3
sw2220B-ms98-a-0010,36.130000,36.360000,though,I,sd,u-12-3
sw2220B-ms98-a-0010,36.360000,36.626250,they're,B,sv,u-12-4
sw2220B-ms98-a-0010,36.961500,37.110000,they're,I,sv,u-12-4
sw2220B-ms98-a-0010,37.110000,37.330000,not,I,sv,u-12-4
sw2220B-ms98-a-0010,37.330000,37.728000,so,I,sv,u-12-4
sw2220B-ms98-a-0011,38.341125,38.501125,they're,I,sv,u-12-4
sw2220B-ms98-a-0011,38.501125,38.671125,not,I,sv,u-12-4
sw2220B-ms98-a-0011,38.701125,38.871125,so,I,sv,u-12-4
sw2220B-ms98-a-0011,38.871125,39.461125,sad,I,sv,u-12-4
sw2220B-ms98-a-0011,39.461125,39.971125,country,I,sv,u-12-4
sw2220B-ms98-a-0011,39.971125,40.165250,all,I,sv,u-12-4
sw2220B-ms98-a-0011,40.165250,40.267000,the,I,sv,u-12-4
sw2220B-ms98-a-0011,40.267000,40.571125,time,I,sv,u-12-4
sw2220B-ms98-a-0011,40.571125,40.711125,they're,B,sv,u-12-5
sw2220B-ms98-a-0011,40.711125,40.961125,just,I,sv,u-12-5
sw2220B-ms98-a-0011,40.961125,41.191125,kind,I,sv,u-12-5
sw2220B-ms98-a-0011,41.191125,41.331125,of,I,sv,u-12-5
sw2220B-ms98-a-0011,41.331125,41.801125,sweet,I,sv,u-12-5
sw2220B-ms98-a-0011,41.801125,42.311125,sometimes,I,sv,u-12-5
sw2220B-ms98-a-0011,42.931125,43.011125,you,B,sv,u-14-1
sw2220B-ms98-a-0011,43.011125,43.265750,know,I,sv,u-14-1
sw2220B-ms98-a-0011,43.729125,43.804125,i,I,sv,u-14-1
sw2220B-ms98-a-0011,43.804125,43.891125,mean,I,sv,u-14-1
sw2220B-ms98-a-0011,43.891125,44.001125,they're,I,sv,u-14-1
sw2220B-ms98-a-0011,44.001125,44.221125,not,I,sv,u-14-1
sw2220B-ms98-a-0011,44.221125,44.401125,th[e]-,I,sv,u-14-1
sw2220B-ms98-a-0011,44.401125,44.491125,the,I,sv,u-14-1
sw2220B-ms98-a-0011,44.491125,44.981125,typical,I,sv,u-14-1
sw2220B-ms98-a-0011,44.981125,45.461125,country,I,sv,u-14-1
sw2220B-ms98-a-0011,45.461125,45.661125,where,I,sv,u-14-1
sw2220B-ms98-a-0011,45.661125,45.781125,they're,I,sv,u-14-1
sw2220B-ms98-a-0011,45.781125,46.171125,just,I,sv,u-14-1
sw2220B-ms98-a-0011,46.171125,46.291125,you,I,sv,u-14-1
sw2220B-ms98-a-0011,46.291125,46.576875,know,I,sv,u-14-1
sw2220B-ms98-a-0011,47.085375,47.328500,my,I,sv,u-14-1
sw2220B-ms98-a-0011,47.328500,47.711125,wife,I,sv,u-14-1
sw2220B-ms98-a-0011,47.711125,48.011125,left,I,sv,u-14-1
sw2220B-ms98-a-0011,48.011125,48.171125,me,I,sv,u-14-1
sw2220B-ms98-a-0011,48.171125,48.301125,my,I,sv,u-14-1
sw2220B-ms98-a-0011,48.301125,48.731125,dog,I,sv,u-14-1
sw2220B-ms98-a-0011,48.731125,49.061125,left,I,sv,u-14-1
sw2220B-ms98-a-0011,49.061125,49.321125,me,I,sv,u-14-1
sw2220B-ms98-a-0011,49.321125,49.431125,you,I,sv,u-14-1
sw2220B-ms98-a-0011,49.431125,49.786750,know,I,sv,u-14-1
sw2220B-ms98-a-0011,49.888500,50.551125,[laughter],O,,
sw2220B-ms98-a-0012,51.601250,51.901250,yeah,B,aa,u-16-1
sw2220B-ms98-a-0012,51.901250,52.061250,my,B,aa^m,u-16-2
sw2220B-ms98-a-0012,52.061250,52.481250,truck's,I,aa^m,u-16-2
sw2220B-ms98-a-0012,52.481250,52.931250,broken,I,aa^m,u-16-2
sw2220B-ms98-a-0012,52.931250,53.171250,down,I,aa^m,u-16-2
sw2220B-ms98-a-0012,53.171250,53.261250,and,B,aa,u-16-3
sw2220B-ms98-a-0012,53.261250,53.361250,my,I,aa,u-16-3
sw2220B-ms98-a-0012,53.361250,53.741250,house,I,aa,u-16-3
sw2220B-ms98-a-0012,53.741250,53.951250,just,I,aa,u-16-3
sw2220B-ms98-a-0012,53.951250,54.351250,burned,I,aa,u-16-3
sw2220B-ms98-a-0012,54.351250,54.731250,down,I,aa,u-16-3
sw2220B-ms98-a-0012,54.731250,54.981250,you,I,aa,u-16-3
sw2220B-ms98-a-0012,54.981250,55.181375,know,I,aa,u-16-3
sw2220B-ms98-a-0012,55.734750,56.056500,but,B,%,u-18-1
sw2220B-ms98-a-0014,60.063125,60.823125,no,B,nn,u-20-1
sw2220B-ms98-a-0016,63.720250,64.163625,uh-huh,B,b,u-22-1
sw2220B-ms98-a-0017,65.636500,65.841000,are,B,qy,u-24-1
sw2220B-ms98-a-0017,65.841000,66.085375,d[o]-,I,qy,u-24-1
sw2220B-ms98-a-0017,66.085375,66.327000,you,I,qy,u-24-1
sw2220B-ms98-a-0017,66.425375,66.525375,do,I,qy,u-24-1
sw2220B-ms98-a-0017,66.525375,66.615375,you,I,qy,u-24-1
sw2220B-ms98-a-0017,66.615375,66.905375,play,I,qy,u-24-1
sw2220B-ms98-a-0017,66.905375,66.975375,the,I,qy,u-24-1
sw2220B-ms98-a-0017,66.975375,67.535375,piano,I,qy,u-24-1
sw2220B-ms98-a-0017,67.535375,67.655375,is,B,%,u-24-2
sw2220B-ms98-a-0017,67.905375,67.985375,or,B,qrr,u-24-3
sw2220B-ms98-a-0017,67.985375,68.055375,you,I,qrr,u-24-3
sw2220B-ms98-a-0017,68.055375,68.245375,just,I,qrr,u-24-3
sw2220B-ms98-a-0017,68.245375,68.565375,like,I,qrr,u-24-3
sw2220B-ms98-a-0017,68.565375,68.815375,it,I,qrr,u-24-3
sw2220B-ms98-a-0018,70.009625,71.152000,[laughter],O,,
sw2220B-ms98-a-0018,71.152000,71.632875,[laughter-yeah],O,,
sw2220B-ms98-a-0020,82.794875,83.503000,[laughter],O,,
sw2220B-ms98-a-0022,89.005875,89.358625,yeah,B,b,u-32-1
sw2220B-ms98-a-0022,89.661125,89.785500,it,B,sv,u-32-2
sw2220B-ms98-a-0022,89.785500,90.008625,must,I,sv,u-32-2
sw2220B-ms98-a-0022,90.008625,90.158625,be,I,sv,u-32-2
sw2220B-ms98-a-0022,90.158625,90.568625,fun,I,sv,u-32-2
sw2220B-ms98-a-0022,90.568625,90.638625,to,I,sv,u-32-2
sw2220B-ms98-a-0022,90.638625,90.768625,be,I,sv,u-32-2
sw2220B-ms98-a-0022,90.768625,90.978625,able,I,sv,u-32-2
sw2220B-ms98-a-0022,90.978625,91.068625,to,I,sv,u-32-2
sw2220B-ms98-a-0022,91.068625,91.428625,play,I,sv,u-32-2
sw2220B-ms98-a-0022,91.428625,91.648625,it,I,sv,u-32-2
sw2220B-ms98-a-0022,91.648625,91.898625,and,B,sv,u-32-3
sw2220B-ms98-a-0022,91.988625,92.108625,you,I,sv,u-32-3
sw2220B-ms98-a-0022,92.108625,92.278625,know,I,sv,u-32-3
sw2220B-ms98-a-0022,92.278625,92.398625,if,I,sv,u-32-3
sw2220B-ms98-a-0022,92.398625,92.498625,you,I,sv,u-32-3
sw2220B-ms98-a-0022,92.498625,92.718625,can,I,sv,u-32-3
sw2220B-ms98-a-0022,93.278625,93.498625,play,I,sv,u-32-3
sw2220B-ms98-a-0022,93.498625,93.888625,tunes,I,sv,u-32-3
sw2220B-ms98-a-0022,93.888625,93.978625,that,I,sv,u-32-3
sw2220B-ms98-a-0022,93.978625,94.248625,people,I,sv,u-32-3
sw2220B-ms98-a-0022,94.248625,94.448625,can,I,sv,u-32-3
sw2220B-ms98-a-0022,94.448625,94.768625,sing,I,sv,u-32-3
sw2220B-ms98-a-0022,94.768625,95.128625,along,I,sv,u-32-3
sw2220B-ms98-a-0022,95.128625,95.278625,to,I,sv,u-32-3
sw2220B-ms98-a-0022,95.278625,95.508625,it'd,I,sv,u-32-3
sw2220B-ms98-a-0022,95.508625,95.718625,be,I,sv,u-32-3
sw2220B-ms98-a-0023,96.608625,96.758625,that'd,I,sv,u-32-3
sw2220B-ms98-a-0023,96.758625,96.838625,be,I,sv,u-32-3
sw2220B-ms98-a-0023,96.838625,97.088625,kind,I,sv,u-32-3
sw2220B-ms98-a-0023,97.088625,97.178625,of,I,sv,u-32-3
sw2220B-ms98-a-0023,97.178625,97.437875,fun,I,sv,u-32-3
sw2220B-ms98-a-0023,97.437875,97.625750,i,I,sv,u-32-3
sw2220B-ms98-a-0023,97.625750,98.138625,think,I,sv,u-32-3
sw2220B-ms98-a-0024,98.837875,99.441625,[laughter],O,,
sw2220B-ms98-a-0024,100.008625,100.224500,because_1,O,,
sw2220B-ms98-a-0024,100.224500,100.314500,i,B,sd,u-34-1
sw2220B-ms98-a-0024,100.314500,100.504500,mean,I,sd,u-34-1
sw2220B-ms98-a-0024,100.504500,100.634500,i,I,sd,u-34-1
sw2220B-ms98-a-0024,100.634500,100.854500,play,I,sd,u-34-1
sw2220B-ms98-a-0024,100.854500,100.954500,the,I,sd,u-34-1
sw2220B-ms98-a-0024,100.954500,101.514500,flute,I,sd,u-34-1
sw2220B-ms98-a-0024,101.514500,101.874500,and,B,sd,u-34-2
sw2220B-ms98-a-0025,102.525125,102.845125,not,I,sd,u-34-2
sw2220B-ms98-a-0025,102.845125,103.125125,many,I,sd,u-34-2
sw2220B-ms98-a-0025,103.125125,103.385125,things,I,sd,u-34-2
sw2220B-ms98-a-0025,103.385125,103.515125,you,I,sd,u-34-2
sw2220B-ms98-a-0025,103.515125,103.705125,can,I,sd,u-34-2
sw2220B-ms98-a-0025,103.705125,104.095125,play,I,sd,u-34-2
sw2220B-ms98-a-0025,104.095125,104.419250,that'll,I,sd,u-34-2
sw2220B-ms98-a-0025,104.513500,104.705125,you,I,sd,u-34-2
sw2220B-ms98-a-0025,104.705125,104.775125,know,I,sd,u-34-2
sw2220B-ms98-a-0025,104.775125,105.125125,people,I,sd,u-34-2
sw2220B-ms98-a-0025,105.125125,105.245125,will,I,sd,u-34-2
sw2220B-ms98-a-0025,105.245125,105.445125,sit,I,sd,u-34-2
sw2220B-ms98-a-0025,105.445125,105.575125,there,I,sd,u-34-2
sw2220B-ms98-a-0025,105.575125,105.695125,and,I,sd,u-34-2
sw2220B-ms98-a-0025,105.755125,105.945125,sing,I,sd,u-34-2
sw2220B-ms98-a-0025,105.945125,106.285125,along,I,sd,u-34-2
sw2220B-ms98-a-0025,106.285125,106.405125,to,I,sd,u-34-2
sw2220B-ms98-a-0025,106.405125,106.605125,and,B,sd,u-34-3
sw2220B-ms98-a-0025,106.605125,106.695125,you,I,sd,u-34-3
sw2220B-ms98-a-0025,106.695125,107.015125,can't,I,sd,u-34-3
sw2220B-ms98-a-0025,107.015125,107.265125,sing,I,sd,u-34-3
sw2220B-ms98-a-0025,107.265125,107.965125,along,I,sd,u-34-3
sw2220B-ms98-a-0025,107.965125,108.179750,either,I,sd,u-34-3
sw2220B-ms98-a-0025,108.261375,108.558500,so,B,%,u-34-4
sw2220B-ms98-a-0026,109.285875,109.565875,but,I,%,u-34-4
sw2220B-ms98-a-0026,109.565875,109.819500,um,I,%,u-34-4
sw2220B-ms98-a-0026,109.819500,109.989875,i,I,%,u-34-4
sw2220B-ms98-a-0026,109.989875,110.268875,like,I,%,u-34-4
sw2220B-ms98-a-0026,110.325375,110.385875,a,I,%,u-34-4
sw2220B-ms98-a-0026,110.385875,110.663750,lot,I,%,u-34-4
sw2220B-ms98-a-0026,110.735375,110.985875,uh,I,%,u-34-4
sw2220B-ms98-a-0026,110.985875,111.119750,i,B,sd,u-34-5
sw2220B-ms98-a-0026,111.119750,111.413500,like,I,sd,u-34-5
sw2220B-ms98-a-0026,111.413500,111.945875,classical,I,sd,u-34-5
