sw3439B-ms98-a-0002,1.294375,1.838500,yes,B,ny,u-2-1
sw3439B-ms98-a-0004,9.226875,9.758250,okay,B,b,u-4-1
sw3439B-ms98-a-0004,9.758250,9.912250,how,B,b^m,u-4-2
sw3439B-ms98-a-0004,9.912250,10.012250,do,I,b^m,u-4-2
sw3439B-ms98-a-0004,10.012250,10.172250,i,I,b^m,u-4-2
sw3439B-ms98-a-0004,10.172250,10.432250,make,I,b^m,u-4-2
sw3439B-ms98-a-0004,10.432250,10.592250,use,I,b^m,u-4-2
sw3439B-ms98-a-0004,10.592250,10.692250,of,I,b^m,u-4-2
sw3439B-ms98-a-0004,10.692250,11.022250,credit,I,b^m,u-4-2
sw3439B-ms98-a-0004,11.022250,11.646375,cards,I,b^m,u-4-2
sw3439B-ms98-a-0004,12.276125,12.842750,um,B,^h,u-6-1
sw3439B-ms98-a-0005,13.778500,13.955000,let's,I,^h,u-6-1
sw3439B-ms98-a-0005,13.955000,14.094750,see,I,^h,u-6-1
sw3439B-ms98-a-0005,14.094750,14.232875,i,B,sd,u-6-2
sw3439B-ms98-a-0005,14.232875,14.549875,carry,I,sd,u-6-2
sw3439B-ms98-a-0005,14.549875,14.619875,a,I,sd,u-6-2
sw3439B-ms98-a-0005,14.619875,14.839875,lot,I,sd,u-6-2
sw3439B-ms98-a-0005,14.839875,14.919875,of,I,sd,u-6-2
sw3439B-ms98-a-0005,14.919875,15.159875,credit,I,sd,u-6-2
sw3439B-ms98-a-0005,15.159875,15.449875,cards,I,sd,u-6-2
sw3439B-ms98-a-0005,15.449875,15.639875,with,I,sd,u-6-2
sw3439B-ms98-a-0005,15.639875,15.769875,me,I,sd,u-6-2
sw3439B-ms98-a-0005,15.769875,16.079875,mostly,I,sd,u-6-2
sw3439B-ms98-a-0005,16.079875,16.369875,because,I,sd,u-6-2
sw3439B-ms98-a-0005,16.369875,16.439875,i,I,sd,u-6-2
sw3439B-ms98-a-0005,16.439875,16.629875,don't,I,sd,u-6-2
sw3439B-ms98-a-0005,16.629875,16.789875,ever,I,sd,u-6-2
sw3439B-ms98-a-0005,16.789875,16.999875,have,I,sd,u-6-2
sw3439B-ms98-a-0005,16.999875,17.767500,cash,I,sd,u-6-2
sw3439B-ms98-a-0006,18.478125,19.333500,and,B,%,u-8-1
sw3439B-ms98-a-0006,19.741625,19.832000,i,I,%,u-8-1
sw3439B-ms98-a-0006,19.832000,19.938625,don['t]-,I,%,u-8-1
sw3439B-ms98-a-0006,19.938625,20.018625,i,I,%,u-8-1
sw3439B-ms98-a-0006,20.018625,20.188625,do,B,qy,u-8-2
sw3439B-ms98-a-0006,20.188625,20.308625,you,I,qy,u-8-2
sw3439B-ms98-a-0006,20.308625,20.518625,work,I,qy,u-8-2
sw3439B-ms98-a-0006,20.518625,20.618625,for,I,qy,u-8-2
sw3439B-ms98-a-0006,20.618625,20.958625,Texas,I,qy,u-8-2
