sw2836B-ms98-a-0002,18.578875,18.937250,um-hum,B,b,u-2-1
sw2836B-ms98-a-0004,22.052750,22.932750,uh,B,h,u-4-1
sw2836B-ms98-a-0004,22.932750,23.062750,well,I,h,u-4-1
sw2836B-ms98-a-0004,23.062750,23.092750,i,I,h,u-4-1
sw2836B-ms98-a-0004,23.092750,23.232750,don't,I,h,u-4-1
sw2836B-ms98-a-0004,23.232750,23.572750,actually,I,h,u-4-1
sw2836B-ms98-a-0004,23.572750,23.732750,live,I,h,u-4-1
sw2836B-ms98-a-0004,23.732750,23.842750,in,I,h,u-4-1
sw2836B-ms98-a-0004,23.842750,23.912750,the,I,h,u-4-1
sw2836B-ms98-a-0004,23.912750,24.306125,city,I,h,u-4-1
sw2836B-ms98-a-0004,24.306125,24.690375,but,B,aap,u-4-2
sw2836B-ms98-a-0004,24.690375,24.952750,uh,I,aap,u-4-2
sw2836B-ms98-a-0004,24.952750,25.152750,i'd,I,aap,u-4-2
sw2836B-ms98-a-0004,25.632750,26.254875,probably,I,aap,u-4-2
sw2836B-ms98-a-0004,26.254875,26.530375,say,I,aap,u-4-2
sw2836B-ms98-a-0004,26.530375,27.077000,that's,I,aap,u-4-2
sw2836B-ms98-a-0004,27.382125,27.763625,roughly,I,aap,u-4-2
sw2836B-ms98-a-0004,27.763625,28.121500,right,I,aap,u-4-2
sw2836B-ms98-a-0004,28.121500,28.282750,i,B,sv,u-4-3
sw2836B-ms98-a-0004,28.282750,28.672750,mean,I,sv,u-4-3
sw2836B-ms98-a-0005,29.623875,30.033875,crimes,I,sv,u-4-3
sw2836B-ms98-a-0005,30.033875,30.363875,against,I,sv,u-4-3
sw2836B-ms98-a-0005,30.363875,30.890125,property,I,sv,u-4-3
sw2836B-ms98-a-0005,31.153750,31.403875,seem,I,sv,u-4-3
sw2836B-ms98-a-0005,31.403875,31.603875,to,I,sv,u-4-3
sw2836B-ms98-a-0005,31.603875,31.983875,outnumber,I,sv,u-4-3
sw2836B-ms98-a-0005,31.983875,32.313875,crimes,I,sv,u-4-3
sw2836B-ms98-a-0005,32.313875,32.673875,against,I,sv,u-4-3
sw2836B-ms98-a-0005,32.673875,33.093875,life,I,sv,u-4-3
sw2836B-ms98-a-0005,33.093875,33.383875,but,B,sv,u-4-4
sw2836B-ms98-a-0005,33.383875,33.556375,i,I,sv,u-4-4
sw2836B-ms98-a-0005,33.903875,34.043875,i,I,sv,u-4-4
sw2836B-ms98-a-0005,34.043875,34.283875,think,I,sv,u-4-4
sw2836B-ms98-a-0005,34.283875,34.553875,with,I,sv,u-4-4
sw2836B-ms98-a-0005,34.553875,34.693875,the,I,sv,u-4-4
sw2836B-ms98-a-0005,34.693875,35.053875,current,I,sv,u-4-4
sw2836B-ms98-a-0005,35.053875,35.263875,war,I,sv,u-4-4
sw2836B-ms98-a-0005,35.263875,35.393875,on,I,sv,u-4-4
sw2836B-ms98-a-0005,35.393875,35.962625,drugs,I,sv,u-4-4
sw2836B-ms98-a-0006,36.313000,36.513000,and,I,sv,u-4-4
sw2836B-ms98-a-0006,36.513000,36.573000,all,I,sv,u-4-4
sw2836B-ms98-a-0006,36.573000,36.673000,this,I,sv,u-4-4
sw2836B-ms98-a-0006,36.673000,36.823000,kind,I,sv,u-4-4
sw2836B-ms98-a-0006,36.823000,36.883000,of,I,sv,u-4-4
sw2836B-ms98-a-0006,36.883000,37.113000,stuff,I,sv,u-4-4
sw2836B-ms98-a-0006,37.113000,37.243000,i'd,I,sv,u-4-4
sw2836B-ms98-a-0006,37.243000,37.393000,say,I,sv,u-4-4
sw2836B-ms98-a-0006,37.393000,37.903000,probably,I,sv,u-4-4
sw2836B-ms98-a-0006,37.903000,38.173000,the,I,sv,u-4-4
sw2836B-ms98-a-0006,38.485625,38.863000,police,I,sv,u-4-4
sw2836B-ms98-a-0006,38.863000,39.393000,department,I,sv,u-4-4
sw2836B-ms98-a-0006,39.393000,39.523000,would,I,sv,u-4-4
sw2836B-ms98-a-0006,39.523000,39.913000,claim,I,sv,u-4-4
sw2836B-ms98-a-0006,39.913000,40.203000,the,I,sv,u-4-4
sw2836B-ms98-a-0006,40.203000,40.443000,number,I,sv,u-4-4
sw2836B-ms98-a-0006,40.443000,40.643000,one,I,sv,u-4-4
sw2836B-ms98-a-0006,40.643000,41.443000,crimes,I,sv,u-4-4
sw2836B-ms98-a-0006,41.443000,41.863000,crimes,I,sv,u-4-4
sw2836B-ms98-a-0006,41.863000,41.923000,are,I,sv,u-4-4
sw2836B-ms98-a-0006,41.923000,42.333000,probably,I,sv,u-4-4
sw2836B-ms98-a-0006,42.333000,43.083000,solicitation,I,sv,u-4-4
sw2836B-ms98-a-0006,43.083000,43.143000,of,I,sv,u-4-4
sw2836B-ms98-a-0006,43.143000,44.061250,prostitution,I,sv,u-4-4
sw2836B-ms98-a-0006,44.514875,45.158875,um,I,sv,u-4-4
sw2836B-ms98-a-0006,45.158875,45.639000,and,I,sv,u-4-4
sw2836B-ms98-a-0006,45.947875,46.183000,sale,I,sv,u-4-4
sw2836B-ms98-a-0006,46.183000,46.273000,of,I,sv,u-4-4
sw2836B-ms98-a-0006,46.273000,46.802125,drugs,I,sv,u-4-4
sw2836B-ms98-a-0008,52.473500,52.793500,um-hum,B,b,u-6-1
sw2836B-ms98-a-0010,62.630500,63.430500,uh,B,sd,u-8-1
sw2836B-ms98-a-0010,63.430500,63.670500,where,I,sd,u-8-1
sw2836B-ms98-a-0010,63.670500,63.710500,i,I,sd,u-8-1
sw2836B-ms98-a-0010,63.710500,63.960500,live,I,sd,u-8-1
sw2836B-ms98-a-0010,63.960500,64.260500,no,I,sd,u-8-1
sw2836B-ms98-a-0010,64.260500,64.440500,it's,I,sd,u-8-1
sw2836B-ms98-a-0010,64.440500,64.650500,it's,I,sd,u-8-1
sw2836B-ms98-a-0010,64.650500,64.800500,not,I,sd,u-8-1
sw2836B-ms98-a-0010,64.800500,64.890500,so,I,sd,u-8-1
sw2836B-ms98-a-0010,64.890500,65.240500,bad,I,sd,u-8-1
sw2836B-ms98-a-0010,65.240500,65.306625,i,B,sd,u-8-2
sw2836B-ms98-a-0010,65.306625,65.419625,mean,I,sd,u-8-2
sw2836B-ms98-a-0010,65.419625,65.490500,i,I,sd,u-8-2
sw2836B-ms98-a-0010,65.490500,65.740500,can,I,sd,u-8-2
sw2836B-ms98-a-0010,66.130500,66.490500,basically,I,sd,u-8-2
sw2836B-ms98-a-0010,66.490500,66.680500,leave,I,sd,u-8-2
sw2836B-ms98-a-0010,66.680500,66.800500,my,I,sd,u-8-2
sw2836B-ms98-a-0010,66.800500,67.030500,front,I,sd,u-8-2
sw2836B-ms98-a-0010,67.030500,67.230500,door,I,sd,u-8-2
