sw3208A-ms98-a-0001,0.013500,0.496375,okay,B,o,u-1-1
sw3208A-ms98-a-0001,0.496375,0.710000,well,B,sd,u-1-2
sw3208A-ms98-a-0001,0.710000,1.423375,basically,I,sd,u-1-2
sw3208A-ms98-a-0001,1.423375,1.933500,i,I,sd,u-1-2
sw3208A-ms98-a-0001,2.664125,2.829750,am,I,sd,u-1-2
sw3208A-ms98-a-0001,2.829750,3.000000,a,I,sd,u-1-2
sw3208A-ms98-a-0001,3.000000,3.380000,mother,I,sd,u-1-2
sw3208A-ms98-a-0001,3.380000,3.481750,of,I,sd,u-1-2
sw3208A-ms98-a-0001,3.481750,3.564625,a,I,sd,u-1-2
sw3208A-ms98-a-0001,3.564625,3.860000,three,I,sd,u-1-2
sw3208A-ms98-a-0001,3.860000,4.050000,year,I,sd,u-1-2
sw3208A-ms98-a-0001,4.050000,4.260000,old,I,sd,u-1-2
sw3208A-ms98-a-0001,4.260000,4.440000,so,B,sd,u-3-1
sw3208A-ms98-a-0001,4.440000,4.540000,i,I,sd,u-3-1
sw3208A-ms98-a-0001,4.540000,4.681750,c[an]-,I,sd,u-3-1
sw3208A-ms98-a-0001,4.824875,5.030000,kind,I,sd,u-3-1
sw3208A-ms98-a-0001,5.030000,5.130000,of,I,sd,u-3-1
sw3208A-ms98-a-0001,5.130000,5.530000,relate,I,sd,u-3-1
sw3208A-ms98-a-0001,5.530000,5.700000,to,I,sd,u-3-1
sw3208A-ms98-a-0001,5.700000,6.080000,trying,I,sd,u-3-1
sw3208A-ms98-a-0001,6.080000,6.170000,to,I,sd,u-3-1
sw3208A-ms98-a-0001,6.170000,6.560000,find,I,sd,u-3-1
sw3208A-ms98-a-0001,6.560000,6.620000,a,I,sd,u-3-1
sw3208A-ms98-a-0001,6.620000,6.810000,good,I,sd,u-3-1
sw3208A-ms98-a-0001,6.810000,7.020000,day,I,sd,u-3-1
sw3208A-ms98-a-0001,7.020000,7.370000,care,I,sd,u-3-1
sw3208A-ms98-a-0001,7.370000,7.750000,because,I,sd,u-3-1
sw3208A-ms98-a-0001,7.750000,7.970000,it's,I,sd,u-3-1
sw3208A-ms98-a-0001,7.970000,8.251000,uh,I,sd,u-3-1
sw3208A-ms98-a-0002,8.704875,9.106250,extremely,I,sd,u-3-1
sw3208A-ms98-a-0002,9.106250,9.385500,hard,I,sd,u-3-1
sw3208A-ms98-a-0002,9.385500,9.595500,thing,I,sd,u-3-1
sw3208A-ms98-a-0002,9.595500,9.705500,to,I,sd,u-3-1
sw3208A-ms98-a-0002,9.705500,9.974375,do,I,sd,u-3-1
sw3208A-ms98-a-0002,9.974375,10.241750,to,I,sd,u-3-1
sw3208A-ms98-a-0002,10.241750,10.605500,trust,I,sd,u-3-1
sw3208A-ms98-a-0002,10.605500,10.905500,somebody,I,sd,u-3-1
sw3208A-ms98-a-0002,10.905500,11.165500,else,I,sd,u-3-1
sw3208A-ms98-a-0002,11.165500,11.285500,with,I,sd,u-3-1
sw3208A-ms98-a-0002,11.285500,11.395500,your,I,sd,u-3-1
sw3208A-ms98-a-0002,11.395500,12.025500,child,I,sd,u-3-1
sw3208A-ms98-a-0002,12.025500,12.417250,uh,I,sd,u-3-1
sw3208A-ms98-a-0002,12.586750,12.935500,trust,I,sd,u-3-1
sw3208A-ms98-a-0002,12.935500,13.115500,their,I,sd,u-3-1
sw3208A-ms98-a-0002,13.115500,13.835500,emotional,I,sd,u-3-1
sw3208A-ms98-a-0002,13.835500,13.935500,and,I,sd,u-3-1
sw3208A-ms98-a-0002,13.935500,14.045500,their,I,sd,u-3-1
sw3208A-ms98-a-0002,14.045500,14.748500,safety,I,sd,u-3-1
sw3208A-ms98-a-0002,14.748500,14.870375,and,I,sd,u-3-1
sw3208A-ms98-a-0002,15.488125,15.675500,all,B,+,u-5-1
sw3208A-ms98-a-0002,15.675500,15.805500,the,I,+,u-5-1
sw3208A-ms98-a-0002,15.805500,16.155500,rest,I,+,u-5-1
sw3208A-ms98-a-0002,16.155500,16.276125,of,I,+,u-5-1
sw3208A-ms98-a-0002,16.276125,16.735500,that,I,+,u-5-1
sw3208A-ms98-a-0002,16.735500,17.324500,and,B,sd,u-5-2
sw3208A-ms98-a-0002,17.324500,17.539500,uh,I,sd,u-5-2
sw3208A-ms98-a-0002,17.950000,18.135500,i've,I,sd,u-5-2
sw3208A-ms98-a-0002,18.135500,18.265500,been,I,sd,u-5-2
sw3208A-ms98-a-0002,18.265500,18.535500,pretty,I,sd,u-5-2
sw3208A-ms98-a-0002,18.535500,19.215500,selective,I,sd,u-5-2
sw3208A-ms98-a-0002,19.215500,19.385500,and,B,sd,u-5-3
sw3208A-ms98-a-0002,19.385500,19.515500,what,I,sd,u-5-3
sw3208A-ms98-a-0002,19.515500,19.715500,i'm,I,sd,u-5-3
sw3208A-ms98-a-0002,19.715500,20.065000,finding,I,sd,u-5-3
sw3208A-ms98-a-0002,20.065000,20.312250,is,I,sd,u-5-3
sw3208A-ms98-a-0002,20.493000,20.638625,with,I,sd,u-5-3
sw3208A-ms98-a-0002,20.971125,21.339750,um,I,sd,u-5-3
sw3208A-ms98-a-0003,21.562125,21.717125,day,I,sd,u-5-3
sw3208A-ms98-a-0003,21.717125,22.054000,cares,I,sd,u-5-3
sw3208A-ms98-a-0003,22.054000,22.251250,that,I,sd,u-5-3
sw3208A-ms98-a-0003,22.251250,22.351250,are,I,sd,u-5-3
sw3208A-ms98-a-0003,22.351250,22.644000,like,I,sd,u-5-3
sw3208A-ms98-a-0003,22.644000,22.870000,day,I,sd,u-5-3
sw3208A-ms98-a-0003,22.870000,23.211250,care,I,sd,u-5-3
sw3208A-ms98-a-0003,23.211250,23.881250,centers,I,sd,u-5-3
sw3208A-ms98-a-0003,23.881250,24.244250,like,I,sd,u-5-3
sw3208A-ms98-a-0003,24.707500,24.854250,for,I,sd,u-5-3
sw3208A-ms98-a-0003,24.854250,25.321250,instance,I,sd,u-5-3
sw3208A-ms98-a-0003,25.321250,25.805000,uh,I,sd,u-5-3
sw3208A-ms98-a-0003,25.805000,26.271250,Learning,I,sd,u-5-3
sw3208A-ms98-a-0003,26.271250,26.931250,Tree,I,sd,u-5-3
sw3208A-ms98-a-0003,26.931250,27.091250,or,I,sd,u-5-3
sw3208A-ms98-a-0003,27.091250,28.321250,KinderCare,I,sd,u-5-3
sw3208A-ms98-a-0003,28.321250,28.441250,and,I,sd,u-5-3
sw3208A-ms98-a-0003,28.441250,28.611250,all,I,sd,u-5-3
sw3208A-ms98-a-0003,28.611250,28.691250,of,I,sd,u-5-3
sw3208A-ms98-a-0003,28.691250,28.921250,that,I,sd,u-5-3
sw3208A-ms98-a-0003,28.921250,29.031250,what,B,sd@,u-7-1
sw3208A-ms98-a-0003,29.031250,29.201250,i,I,sd@,u-7-1
sw3208A-ms98-a-0003,29.201250,29.471250,find,I,sd@,u-7-1
sw3208A-ms98-a-0003,29.471250,29.641250,is,I,sd@,u-7-1
sw3208A-ms98-a-0003,29.641250,29.881250,that,I,sd@,u-7-1
sw3208A-ms98-a-0003,29.881250,30.031250,they're,I,sd@,u-7-1
sw3208A-ms98-a-0003,30.031250,30.441250,highly,I,sd@,u-7-1
sw3208A-ms98-a-0003,30.441250,31.211250,structured,I,sd@,u-7-1
sw3208A-ms98-a-0003,31.211250,31.794125,highly,I,sd@,u-7-1
sw3208A-ms98-a-0003,31.865750,32.840625,organized,I,sd@,u-7-1
sw3208A-ms98-a-0004,33.579125,34.005875,almost,I,sd@,u-7-1
sw3208A-ms98-a-0004,34.005875,34.401375,too,I,sd@,u-7-1
sw3208A-ms98-a-0004,34.401375,34.773375,rigid,I,sd@,u-7-1
sw3208A-ms98-a-0004,34.773375,34.975250,for,I,sd@,u-7-1
sw3208A-ms98-a-0004,34.975250,35.075250,the,I,sd@,u-7-1
sw3208A-ms98-a-0004,35.075250,35.685250,children,I,sd@,u-7-1
sw3208A-ms98-a-0004,35.685250,35.885250,if,I,sd@,u-7-1
sw3208A-ms98-a-0004,35.885250,36.035250,you,I,sd@,u-7-1
sw3208A-ms98-a-0004,36.035250,36.365250,bring,I,sd@,u-7-1
sw3208A-ms98-a-0004,36.365250,36.415250,a,I,sd@,u-7-1
sw3208A-ms98-a-0004,36.415250,36.815250,child,I,sd@,u-7-1
sw3208A-ms98-a-0004,36.815250,36.935250,in,I,sd@,u-7-1
sw3208A-ms98-a-0004,36.935250,37.033000,at,I,sd@,u-7-1
sw3208A-ms98-a-0004,37.033000,37.153500,a,I,sd@,u-7-1
sw3208A-ms98-a-0004,37.153500,37.387875,certain,I,sd@,u-7-1
sw3208A-ms98-a-0004,37.525625,38.118750,time,I,sd@,u-7-1
sw3208A-ms98-a-0005,38.769125,39.143000,uh,B,+,u-9-1
sw3208A-ms98-a-0005,39.143000,39.400250,like,I,+,u-9-1
sw3208A-ms98-a-0005,39.400250,39.715000,nap,I,+,u-9-1
sw3208A-ms98-a-0005,39.715000,40.015000,time,I,+,u-9-1
sw3208A-ms98-a-0005,40.015000,40.115000,or,I,+,u-9-1
sw3208A-ms98-a-0005,40.115000,40.565000,whatever,I,+,u-9-1
sw3208A-ms98-a-0005,40.565000,41.125000,time,I,+,u-9-1
sw3208A-ms98-a-0005,41.125000,41.425000,uh,I,+,u-9-1
