sw3238A-ms98-a-0002,0.589500,1.009500,hello,B,fp,u-1-1
sw3238A-ms98-a-0003,2.008250,2.513000,hi,B,fp,u-3-1
sw3238A-ms98-a-0003,3.838125,3.979250,my,B,fp,u-5-1
sw3238A-ms98-a-0003,3.979250,4.159250,name's,I,fp,u-5-1
sw3238A-ms98-a-0003,4.159250,4.419250,Gail,I,fp,u-5-1
sw3238A-ms98-a-0003,4.419250,4.549250,i'm,B,fp,u-5-2
sw3238A-ms98-a-0003,4.549250,4.869250,calling,I,fp,u-5-2
sw3238A-ms98-a-0003,4.869250,5.049250,from,I,fp,u-5-2
sw3238A-ms98-a-0003,5.049250,5.696000,Texas,I,fp,u-5-2
sw3238A-ms98-a-0005,7.820375,8.096750,oh,B,ba,u-7-1
sw3238A-ms98-a-0005,8.624625,8.762250,what,I,ba,u-7-1
sw3238A-ms98-a-0005,8.762250,8.874250,a,I,ba,u-7-1
sw3238A-ms98-a-0005,8.874250,9.192250,deal,I,ba,u-7-1
sw3238A-ms98-a-0006,9.850625,9.990625,hm,O,,
sw3238A-ms98-a-0006,9.990625,10.190625,took,B,sd,u-9-1
sw3238A-ms98-a-0006,10.190625,10.370625,long,I,sd,u-9-1
sw3238A-ms98-a-0006,10.370625,10.540625,enough,I,sd,u-9-1
sw3238A-ms98-a-0006,10.540625,10.630625,to,I,sd,u-9-1
sw3238A-ms98-a-0006,10.630625,10.920625,find,I,sd,u-9-1
sw3238A-ms98-a-0006,10.920625,11.130625,you,I,sd,u-9-1
sw3238A-ms98-a-0006,11.130625,11.603375,[laughter],O,,
sw3238A-ms98-a-0007,12.435875,12.962875,yeah,B,ny,u-11-1
sw3238A-ms98-a-0007,12.962875,13.182875,seems,B,sv^e,u-11-2
sw3238A-ms98-a-0007,13.182875,13.332875,like,I,sv^e,u-11-2
sw3238A-ms98-a-0007,13.332875,13.422875,they,I,sv^e,u-11-2
sw3238A-ms98-a-0007,13.422875,13.632875,take,I,sv^e,u-11-2
sw3238A-ms98-a-0007,13.632875,13.992875,forever,I,sv^e,u-11-2
sw3238A-ms98-a-0007,13.992875,14.122875,any,I,sv^e,u-11-2
sw3238A-ms98-a-0007,14.122875,14.422875,more,I,sv^e,u-11-2
sw3238A-ms98-a-0007,14.422875,14.712875,but,B,qy^t,u-11-3
sw3238A-ms98-a-0007,15.372875,15.657875,um,I,qy^t,u-11-3
sw3238A-ms98-a-0007,15.966750,16.202875,so,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.202875,16.392875,did,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.392875,16.472875,you,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.472875,16.632875,hear,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.632875,16.752875,what,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.752875,16.822875,the,I,qy^t,u-11-3
sw3238A-ms98-a-0007,16.822875,17.162875,topic,I,qy^t,u-11-3
sw3238A-ms98-a-0007,17.162875,17.472875,was,I,qy^t,u-11-3
sw3238A-ms98-a-0007,17.953875,18.097000,did,B,qy^t,u-13-1
sw3238A-ms98-a-0007,18.097000,18.232875,she,I,qy^t,u-13-1
sw3238A-ms98-a-0007,18.232875,18.402875,tell,I,qy^t,u-13-1
sw3238A-ms98-a-0007,18.402875,18.512875,you,I,qy^t,u-13-1
sw3238A-ms98-a-0007,18.512875,18.792875,okay,B,%,u-13-2
sw3238A-ms98-a-0008,19.520000,19.810000,great,B,ba,u-15-1
sw3238A-ms98-a-0008,19.810000,20.000000,well,B,qy^d^t,u-15-2
sw3238A-ms98-a-0008,20.000000,20.160000,if,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,20.160000,20.310000,you're,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,20.310000,20.670000,ready,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,20.670000,20.970000,then,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,20.970000,21.177875,uh,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,21.336000,21.500000,i'll,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,21.500000,21.700000,just,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,21.700000,21.800000,go,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,21.800000,22.000000,ahead,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,22.000000,22.140000,and,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,22.140000,22.490000,start,I,qy^d^t,u-15-2
sw3238A-ms98-a-0008,23.318000,23.479625,okay,B,bk^m,u-17-1
sw3238A-ms98-a-0008,23.479625,23.620000,hold,B,ad,u-17-2
sw3238A-ms98-a-0008,23.620000,23.770000,on,I,ad,u-17-2
sw3238A-ms98-a-0010,25.963500,26.418625,okay,B,%,u-17-3
sw3238A-ms98-a-0010,27.085375,27.171125,well,B,sd^t,u-17-4
sw3238A-ms98-a-0010,27.171125,27.241125,i,I,sd^t,u-17-4
sw3238A-ms98-a-0010,27.241125,27.421125,guess,I,sd^t,u-17-4
sw3238A-ms98-a-0010,27.421125,27.511125,we're,I,sd^t,u-17-4
sw3238A-ms98-a-0010,27.511125,27.761125,supposed,I,sd^t,u-17-4
sw3238A-ms98-a-0010,27.761125,27.851125,to,I,sd^t,u-17-4
sw3238A-ms98-a-0010,27.851125,28.031125,talk,I,sd^t,u-17-4
sw3238A-ms98-a-0010,28.031125,28.311125,about,I,sd^t,u-17-4
sw3238A-ms98-a-0010,28.311125,28.441125,the,I,sd^t,u-17-4
sw3238A-ms98-a-0010,28.441125,28.901125,changing,I,sd^t,u-17-4
sw3238A-ms98-a-0010,28.901125,29.181125,roles,I,sd^t,u-17-4
sw3238A-ms98-a-0010,29.181125,29.341125,of,I,sd^t,u-17-4
sw3238A-ms98-a-0010,29.341125,29.851125,women,I,sd^t,u-17-4
sw3238A-ms98-a-0011,31.274125,31.674125,seems,B,sv,u-19-1
sw3238A-ms98-a-0011,31.674125,32.044125,like,I,sv,u-19-1
sw3238A-ms98-a-0011,32.044125,32.524375,um,I,sv,u-19-1
sw3238A-ms98-a-0012,33.464625,33.584625,to,I,sv,u-19-1
sw3238A-ms98-a-0012,33.584625,33.990000,me,I,sv,u-19-1
sw3238A-ms98-a-0012,34.088000,34.534625,everything,I,sv,u-19-1
sw3238A-ms98-a-0012,34.534625,34.674625,is,I,sv,u-19-1
sw3238A-ms98-a-0012,34.674625,34.964375,just,I,sv,u-19-1
sw3238A-ms98-a-0013,35.926000,36.336000,changing,I,sv,u-19-1
sw3238A-ms98-a-0013,36.336000,36.596000,so,I,sv,u-19-1
sw3238A-ms98-a-0013,36.596000,36.926000,much,I,sv,u-19-1
sw3238A-ms98-a-0013,36.926000,37.302625,that,I,sv,u-19-1
sw3238A-ms98-a-0013,37.396875,37.626000,it's,I,sv,u-19-1
sw3238A-ms98-a-0013,37.626000,38.066000,almost,I,sv,u-19-1
sw3238A-ms98-a-0013,38.066000,38.546000,like,I,sv,u-19-1
sw3238A-ms98-a-0013,38.546000,38.919875,um,I,sv,u-19-1
sw3238A-ms98-a-0014,39.797125,39.946125,you,I,sv,u-19-1
sw3238A-ms98-a-0014,39.946125,40.198625,can't,I,sv,u-19-1
sw3238A-ms98-a-0014,40.198625,40.418625,keep,I,sv,u-19-1
sw3238A-ms98-a-0014,40.418625,40.578625,up,I,sv,u-19-1
sw3238A-ms98-a-0014,40.578625,40.728625,with,I,sv,u-19-1
sw3238A-ms98-a-0014,40.728625,41.101625,things,I,sv,u-19-1
sw3238A-ms98-a-0015,41.889500,42.119500,any,I,sv,u-19-1
sw3238A-ms98-a-0015,42.119500,42.419500,more,I,sv,u-19-1
sw3238A-ms98-a-0015,42.419500,42.573875,and,B,sv,u-19-2
sw3238A-ms98-a-0015,43.014625,43.529500,everything,I,sv,u-19-2
sw3238A-ms98-a-0015,43.529500,43.829500,is,I,sv,u-19-2
sw3238A-ms98-a-0015,43.829500,44.069500,uh,I,sv,u-19-2
sw3238A-ms98-a-0015,44.069500,44.316875,there,I,sv,u-19-2
sw3238A-ms98-a-0015,44.686000,45.169500,everyone's,I,sv,u-19-2
sw3238A-ms98-a-0015,45.169500,45.619500,striving,I,sv,u-19-2
sw3238A-ms98-a-0015,45.619500,45.799500,so,I,sv,u-19-2
sw3238A-ms98-a-0015,45.799500,46.049500,much,I,sv,u-19-2
sw3238A-ms98-a-0015,46.049500,46.159500,to,I,sv,u-19-2
sw3238A-ms98-a-0015,46.159500,46.379500,make,I,sv,u-19-2
sw3238A-ms98-a-0015,46.379500,46.539500,it,I,sv,u-19-2
sw3238A-ms98-a-0015,46.539500,46.879500,equal,I,sv,u-19-2
sw3238A-ms98-a-0015,46.879500,47.289500,between,I,sv,u-19-2
sw3238A-ms98-a-0015,47.289500,47.429500,men,I,sv,u-19-2
sw3238A-ms98-a-0015,47.429500,47.619500,and,I,sv,u-19-2
sw3238A-ms98-a-0015,47.619500,48.104750,women,I,sv,u-19-2
sw3238A-ms98-a-0015,48.104750,48.326875,i,B,sd,u-19-3
