sw3804B-ms98-a-0002,1.228125,2.077250,yeah,B,ny,u-2-1
sw3804B-ms98-a-0004,4.582500,4.792500,yeah,O,,
sw3804B-ms98-a-0004,4.792500,5.110625,well,B,sd,u-4-1
sw3804B-ms98-a-0004,5.110625,5.392500,i've,I,sd,u-4-1
sw3804B-ms98-a-0004,5.392500,5.632500,had,I,sd,u-4-1
sw3804B-ms98-a-0004,5.632500,5.886750,them_1,I,sd,u-4-1
sw3804B-ms98-a-0004,5.886750,6.262500,uh,I,sd,u-4-1
sw3804B-ms98-a-0004,6.262500,6.442500,where,I,sd,u-4-1
sw3804B-ms98-a-0004,6.442500,6.612500,i've,I,sd,u-4-1
sw3804B-ms98-a-0004,6.612500,6.972500,served,I,sd,u-4-1
sw3804B-ms98-a-0004,6.972500,7.145375,up,I,sd,u-4-1
sw3804B-ms98-a-0004,7.145375,7.640125,to,I,sd,u-4-1
sw3804B-ms98-a-0004,7.979125,8.402500,twelve,I,sd,u-4-1
sw3804B-ms98-a-0004,8.402500,8.542500,to,I,sd,u-4-1
sw3804B-ms98-a-0004,8.542500,9.132500,sixteen,I,sd,u-4-1
sw3804B-ms98-a-0004,9.132500,9.802250,people,I,sd,u-4-1
sw3804B-ms98-a-0004,10.220250,10.825625,um,B,sd,u-6-1
sw3804B-ms98-a-0004,10.825625,11.092500,and,I,sd,u-6-1
sw3804B-ms98-a-0004,11.092500,11.202500,i,I,sd,u-6-1
sw3804B-ms98-a-0004,11.202500,11.492500,had,I,sd,u-6-1
sw3804B-ms98-a-0004,11.492500,11.832500,help,I,sd,u-6-1
sw3804B-ms98-a-0004,11.832500,12.102500,with,I,sd,u-6-1
sw3804B-ms98-a-0004,12.102500,12.363500,them_1,O,,
sw3804B-ms98-a-0004,12.725125,13.373250,um,B,sd,u-6-2
sw3804B-ms98-a-0004,13.902500,14.436375,and,I,sd,u-6-2
sw3804B-ms98-a-0005,15.401750,15.831375,part,I,sd,u-6-2
sw3804B-ms98-a-0005,15.831375,15.991375,of,I,sd,u-6-2
sw3804B-ms98-a-0005,15.991375,16.131375,them_1,I,sd,u-6-2
sw3804B-ms98-a-0005,16.131375,16.381375,i,I,sd,u-6-2
sw3804B-ms98-a-0005,16.381375,16.903250,did,I,sd,u-6-2
sw3804B-ms98-a-0005,16.903250,17.201375,were,I,sd,u-6-2
sw3804B-ms98-a-0005,17.201375,17.451375,like,I,sd,u-6-2
sw3804B-ms98-a-0005,17.451375,17.531375,a,I,sd,u-6-2
sw3804B-ms98-a-0005,17.531375,17.821375,buffet,I,sd,u-6-2
sw3804B-ms98-a-0005,17.821375,19.111375,and,B,%,u-8-1
sw3804B-ms98-a-0005,19.111375,19.471625,uh,I,%,u-8-1
sw3804B-ms98-a-0005,19.660000,19.896375,it,I,%,u-8-1
sw3804B-ms98-a-0005,20.103500,20.321375,i,B,sd,u-8-2
sw3804B-ms98-a-0005,20.321375,20.781375,had,I,sd,u-8-2
sw3804B-ms98-a-0005,20.781375,21.144125,uh,I,sd,u-8-2
sw3804B-ms98-a-0006,22.239000,22.598375,just,I,sd,u-8-2
sw3804B-ms98-a-0006,22.598375,23.092625,different,I,sd,u-8-2
sw3804B-ms98-a-0006,23.092625,23.428375,uh,I,sd,u-8-2
sw3804B-ms98-a-0006,23.428375,23.918375,side,I,sd,u-8-2
sw3804B-ms98-a-0006,23.918375,24.328375,dishes,I,sd,u-8-2
sw3804B-ms98-a-0006,24.328375,24.478375,and,I,sd,u-8-2
sw3804B-ms98-a-0006,24.478375,25.408375,appetizers,I,sd,u-8-2
sw3804B-ms98-a-0006,25.408375,25.652875,and,B,sd,u-8-3
sw3804B-ms98-a-0006,26.093625,26.368375,one,I,sd,u-8-3
sw3804B-ms98-a-0006,26.368375,26.468375,of,I,sd,u-8-3
sw3804B-ms98-a-0006,26.468375,26.628375,them_1,I,sd,u-8-3
sw3804B-ms98-a-0006,26.628375,26.887875,that,I,sd,u-8-3
sw3804B-ms98-a-0006,27.290875,27.548375,that,I,sd,u-8-3
sw3804B-ms98-a-0006,27.548375,27.798375,i'd,I,sd,u-8-3
sw3804B-ms98-a-0006,27.798375,28.458375,remembered,I,sd,u-8-3
sw3804B-ms98-a-0006,28.458375,28.868375,was,I,sd,u-8-3
sw3804B-ms98-a-0006,28.868375,29.190125,uh,I,sd,u-8-3
sw3804B-ms98-a-0007,30.734750,31.423250,some,I,sd,u-8-3
sw3804B-ms98-a-0007,31.423250,31.980500,uh,I,sd,u-8-3
sw3804B-ms98-a-0007,31.980500,32.709750,sausage,I,sd,u-8-3
sw3804B-ms98-a-0007,32.709750,32.839750,hors,I,sd,u-8-3
sw3804B-ms98-a-0007,32.839750,33.519250,d'oeuvres,I,sd,u-8-3
sw3804B-ms98-a-0007,33.767875,34.239750,and,B,ad,u-8-4
sw3804B-ms98-a-0007,34.239750,34.660625,uh,I,ad,u-8-4
sw3804B-ms98-a-0008,35.708375,36.431750,anyhow,I,ad,u-8-4
sw3804B-ms98-a-0008,36.880000,37.218375,uh,I,ad,u-8-4
sw3804B-ms98-a-0008,37.218375,37.748375,you,I,ad,u-8-4
sw3804B-ms98-a-0008,37.748375,38.332375,take,I,ad,u-8-4
sw3804B-ms98-a-0008,38.332375,39.116000,uh,I,ad,u-8-4
sw3804B-ms98-a-0008,39.345750,39.508375,a,I,ad,u-8-4
sw3804B-ms98-a-0008,39.508375,40.115250,couple,I,ad,u-8-4
sw3804B-ms98-a-0008,40.115250,40.553125,of,I,ad,u-8-4
sw3804B-ms98-a-0008,40.553125,40.930250,uh,I,ad,u-8-4
sw3804B-ms98-a-0009,41.870500,42.220500,cups,I,ad,u-8-4
sw3804B-ms98-a-0009,42.220500,42.400500,of,I,ad,u-8-4
sw3804B-ms98-a-0009,42.400500,43.250125,Bisquick,I,ad,u-8-4
sw3804B-ms98-a-0009,43.623875,44.230250,and,B,+,u-10-1
sw3804B-ms98-a-0009,44.230250,44.764500,uh,I,+,u-10-1
sw3804B-ms98-a-0010,45.618875,46.528750,sausage,I,+,u-10-1
sw3804B-ms98-a-0010,46.528750,46.650625,oh,I,+,u-10-1
sw3804B-ms98-a-0010,46.650625,47.040625,like,I,+,u-10-1
sw3804B-ms98-a-0010,47.040625,47.297375,a,I,+,u-10-1
sw3804B-ms98-a-0010,47.297375,47.573125,a,I,+,u-10-1
sw3804B-ms98-a-0010,47.573125,48.080625,Owens,I,+,u-10-1
sw3804B-ms98-a-0010,48.080625,48.530625,mild,I,+,u-10-1
sw3804B-ms98-a-0010,48.530625,48.650625,you,B,sv,u-10-2
sw3804B-ms98-a-0010,48.650625,48.892375,can,I,sv,u-10-2
sw3804B-ms98-a-0010,48.892375,49.110625,i,I,sv,u-10-2
sw3804B-ms98-a-0010,49.110625,49.350625,guess,I,sv,u-10-2
sw3804B-ms98-a-0010,49.350625,49.420625,you,I,sv,u-10-2
sw3804B-ms98-a-0010,49.420625,49.580625,could,I,sv,u-10-2
sw3804B-ms98-a-0010,49.580625,49.800625,use,I,sv,u-10-2
sw3804B-ms98-a-0010,49.800625,49.900625,the,I,sv,u-10-2
sw3804B-ms98-a-0010,49.900625,50.210625,hot,I,sv,u-10-2
sw3804B-ms98-a-0010,50.210625,50.340625,if,I,sv,u-10-2
sw3804B-ms98-a-0010,50.340625,50.460625,you,I,sv,u-10-2
sw3804B-ms98-a-0010,50.460625,50.770625,wanted,I,sv,u-10-2
sw3804B-ms98-a-0010,50.770625,51.280625,to,I,sv,u-10-2
sw3804B-ms98-a-0010,51.280625,53.010500,yeah,B,aa,u-12-1
sw3804B-ms98-a-0010,53.010500,53.415000,and,B,ad,u-14-1
sw3804B-ms98-a-0010,53.415000,53.749875,uh,I,ad,u-14-1
sw3804B-ms98-a-0010,54.371000,54.782750,you,I,ad,u-14-1
sw3804B-ms98-a-0011,55.147875,55.407875,put,I,ad,u-14-1
sw3804B-ms98-a-0011,55.407875,55.667875,that,I,ad,u-14-1
sw3804B-ms98-a-0011,55.667875,56.037250,in,I,ad,u-14-1
sw3804B-ms98-a-0011,56.037250,56.217875,and,B,ad,u-14-2
sw3804B-ms98-a-0011,56.217875,56.497875,then,I,ad,u-14-2
sw3804B-ms98-a-0011,56.497875,56.707875,you,I,ad,u-14-2
sw3804B-ms98-a-0011,56.707875,56.947875,get,I,ad,u-14-2
sw3804B-ms98-a-0011,56.947875,57.227875,some,I,ad,u-14-2
sw3804B-ms98-a-0011,57.227875,57.427875,real,I,ad,u-14-2
sw3804B-ms98-a-0011,57.427875,57.977875,sharp,I,ad,u-14-2
sw3804B-ms98-a-0011,57.977875,58.287875,cheddar,I,ad,u-14-2
sw3804B-ms98-a-0011,58.287875,59.012500,cheese,I,ad,u-14-2
sw3804B-ms98-a-0011,59.448125,59.622125,and,B,+,u-16-1
sw3804B-ms98-a-0011,59.622125,59.877875,put,I,+,u-16-1
sw3804B-ms98-a-0011,59.877875,60.177875,that,I,+,u-16-1
sw3804B-ms98-a-0011,60.177875,60.660250,in,I,+,u-16-1
sw3804B-ms98-a-0011,61.021875,61.747875,and,I,+,u-16-1
sw3804B-ms98-a-0011,61.747875,61.807875,a,I,+,u-16-1
sw3804B-ms98-a-0011,61.807875,62.047875,little,I,+,u-16-1
sw3804B-ms98-a-0011,62.047875,62.247875,bit,I,+,u-16-1
sw3804B-ms98-a-0011,62.247875,62.327875,of,I,+,u-16-1
sw3804B-ms98-a-0011,62.327875,62.934000,milk,I,+,u-16-1
sw3804B-ms98-a-0011,63.274625,63.884375,and,I,+,u-16-1
sw3804B-ms98-a-0012,64.127750,64.258000,m[ake]-,I,+,u-16-1
sw3804B-ms98-a-0012,64.258000,64.478000,make,I,+,u-16-1
sw3804B-ms98-a-0012,64.478000,64.578000,it,I,+,u-16-1
sw3804B-ms98-a-0012,64.578000,64.798000,all,I,+,u-16-1
sw3804B-ms98-a-0012,64.798000,65.480125,doughy,I,+,u-16-1
sw3804B-ms98-a-0012,65.480125,65.748000,and,B,sd,u-16-2
sw3804B-ms98-a-0012,65.748000,65.938000,then,I,sd,u-16-2
sw3804B-ms98-a-0012,65.938000,66.168000,like,I,sd,u-16-2
sw3804B-ms98-a-0012,66.168000,66.298000,i,I,sd,u-16-2
sw3804B-ms98-a-0012,66.298000,66.538000,just,I,sd,u-16-2
sw3804B-ms98-a-0012,66.538000,66.728000,put,I,sd,u-16-2
sw3804B-ms98-a-0012,66.728000,66.868000,them_1,I,sd,u-16-2
sw3804B-ms98-a-0012,66.868000,66.978000,in,I,sd,u-16-2
sw3804B-ms98-a-0012,66.978000,67.248000,little,I,sd,u-16-2
sw3804B-ms98-a-0012,67.248000,67.798000,balls,I,sd,u-16-2
sw3804B-ms98-a-0012,67.798000,68.080750,and,I,sd,u-16-2
sw3804B-ms98-a-0012,68.269000,68.486250,bake,I,sd,u-16-2
sw3804B-ms98-a-0012,68.486250,68.753125,them_1,I,sd,u-16-2
sw3804B-ms98-a-0012,69.001750,69.178000,for,I,sd,u-16-2
sw3804B-ms98-a-0012,69.178000,69.448000,about,I,sd,u-16-2
sw3804B-ms98-a-0012,69.448000,69.948000,fifteen,I,sd,u-16-2
sw3804B-ms98-a-0012,69.948000,70.591125,minutes,I,sd,u-16-2
sw3804B-ms98-a-0012,71.040875,71.258000,and,B,sv,u-18-1
sw3804B-ms98-a-0012,71.258000,71.488000,they,I,sv,u-18-1
sw3804B-ms98-a-0012,71.488000,71.728000,are,I,sv,u-18-1
sw3804B-ms98-a-0012,71.728000,72.368000,so,I,sv,u-18-1
sw3804B-ms98-a-0012,72.368000,73.365375,good,I,sv,u-18-1
sw3804B-ms98-a-0013,74.015625,75.058250,yeah,B,b,u-20-1
sw3804B-ms98-a-0013,75.058250,75.228250,it's,B,sd,u-22-1
sw3804B-ms98-a-0013,75.228250,75.518250,making,I,sd,u-22-1
sw3804B-ms98-a-0013,75.518250,75.668250,me,I,sd,u-22-1
sw3804B-ms98-a-0013,75.668250,76.130250,hungry,I,sd,u-22-1
sw3804B-ms98-a-0013,76.130250,76.338250,for,I,sd,u-22-1
sw3804B-ms98-a-0013,76.338250,76.488250,them_1,O,,
sw3804B-ms98-a-0013,76.488250,77.928250,[laughter],O,,
sw3804B-ms98-a-0013,77.928250,78.153125,right,B,+,u-24-1
sw3804B-ms98-a-0013,78.153125,78.289000,now,I,+,u-24-1
sw3804B-ms98-a-0014,79.138250,79.850125,have,B,bh,u-26-1
sw3804B-ms98-a-0014,79.850125,81.134000,you,I,bh,u-26-1
sw3804B-ms98-a-0014,81.134000,82.303250,yeah,B,b,u-28-1
sw3804B-ms98-a-0016,84.568500,85.170625,uh-huh,B,b,u-30-1
sw3804B-ms98-a-0018,87.562875,87.792875,i,B,sd,u-32-1
sw3804B-ms98-a-0018,87.792875,88.080375,i've,I,sd,u-32-1
sw3804B-ms98-a-0018,88.344000,88.351000,used,I,sd,u-32-1
sw3804B-ms98-a-0018,88.351000,88.581000,that,I,sd,u-32-1
sw3804B-ms98-a-0018,88.581000,88.831000,quite,I,sd,u-32-1
sw3804B-ms98-a-0018,88.831000,88.881000,a,I,sd,u-32-1
sw3804B-ms98-a-0018,88.881000,88.981000,bit,I,sd,u-32-1
sw3804B-ms98-a-0018,88.981000,89.341000,and,B,sv,u-32-2
sw3804B-ms98-a-0018,89.341000,89.551000,it,I,sv,u-32-2
sw3804B-ms98-a-0018,89.551000,89.731000,and,I,sv,u-32-2
