sw2871A-ms98-a-0002,1.287000,1.625375,okay,B,o,u-1-1
sw2871A-ms98-a-0003,2.447500,2.887125,okay,B,aa,u-3-1
sw2871A-ms98-a-0003,2.887125,3.404750,um,I,aa,u-3-1
sw2871A-ms98-a-0003,3.715750,3.840125,the,B,sd,u-3-2
sw2871A-ms98-a-0003,3.840125,4.084750,last,I,sd,u-3-2
sw2871A-ms98-a-0003,4.084750,4.314750,movie,I,sd,u-3-2
sw2871A-ms98-a-0003,4.314750,4.384750,i,I,sd,u-3-2
sw2871A-ms98-a-0003,4.384750,4.624750,saw,I,sd,u-3-2
sw2871A-ms98-a-0003,4.624750,4.784750,was,I,sd,u-3-2
sw2871A-ms98-a-0003,4.784750,4.874750,the,I,sd,u-3-2
sw2871A-ms98-a-0003,4.874750,5.154750,Five,I,sd,u-3-2
sw2871A-ms98-a-0003,5.154750,5.784750,Heartbeats,I,sd,u-3-2
sw2871A-ms98-a-0003,5.784750,5.994750,and,B,sd,u-3-3
sw2871A-ms98-a-0003,5.994750,6.064750,i,I,sd,u-3-3
sw2871A-ms98-a-0003,6.064750,6.354750,liked,I,sd,u-3-3
sw2871A-ms98-a-0003,6.354750,6.414750,it,I,sd,u-3-3
sw2871A-ms98-a-0003,6.414750,6.464750,a,I,sd,u-3-3
sw2871A-ms98-a-0003,6.464750,6.714750,lot,I,sd,u-3-3
sw2871A-ms98-a-0003,6.714750,6.974750,because,I,sd,u-3-3
sw2871A-ms98-a-0003,6.974750,7.064750,it,I,sd,u-3-3
sw2871A-ms98-a-0003,7.064750,7.224750,had,I,sd,u-3-3
sw2871A-ms98-a-0003,7.224750,7.264750,a,I,sd,u-3-3
sw2871A-ms98-a-0003,7.264750,7.404750,lot,I,sd,u-3-3
sw2871A-ms98-a-0003,7.404750,7.484750,of,I,sd,u-3-3
sw2871A-ms98-a-0003,7.484750,7.884750,music,I,sd,u-3-3
sw2871A-ms98-a-0003,7.884750,8.014750,in,I,sd,u-3-3
sw2871A-ms98-a-0003,8.014750,8.274750,it,I,sd,u-3-3
sw2871A-ms98-a-0004,9.329375,9.762750,yeah,B,ny,u-5-1
sw2871A-ms98-a-0004,9.842500,10.059375,it's,B,sd^e,u-5-2
sw2871A-ms98-a-0005,10.932000,11.232000,it's,B,+,u-7-1
