sw3821A-ms98-a-0002,0.700000,1.108750,well,B,o,u-1-1
sw3821A-ms98-a-0003,1.755875,1.973750,credit,I,o,u-1-1
sw3821A-ms98-a-0003,1.973750,2.371250,cards,I,o,u-1-1
sw3821A-ms98-a-0003,2.371250,3.172000,[laughter],O,,
sw3821A-ms98-a-0004,3.214500,4.009375,[laughter],O,,
sw3821A-ms98-a-0005,4.613500,4.753500,i'll,B,sd,u-3-1
sw3821A-ms98-a-0005,4.753500,4.883500,tell,I,sd,u-3-1
sw3821A-ms98-a-0005,4.883500,5.003500,you,I,sd,u-3-1
sw3821A-ms98-a-0005,5.003500,5.363250,what,I,sd,u-3-1
sw3821A-ms98-a-0005,5.791250,5.990875,i,I,sd,u-3-1
sw3821A-ms98-a-0005,6.136250,6.290750,i,I,sd,u-3-1
sw3821A-ms98-a-0005,6.290750,6.513500,can't,I,sd,u-3-1
sw3821A-ms98-a-0005,6.513500,6.663500,say,I,sd,u-3-1
sw3821A-ms98-a-0005,6.663500,6.703500,a,I,sd,u-3-1
sw3821A-ms98-a-0005,6.703500,6.843500,whole,I,sd,u-3-1
sw3821A-ms98-a-0005,6.843500,7.003500,lot,I,sd,u-3-1
sw3821A-ms98-a-0005,7.003500,7.183500,about,I,sd,u-3-1
sw3821A-ms98-a-0005,7.183500,7.403500,credit,I,sd,u-3-1
sw3821A-ms98-a-0005,7.403500,7.703500,cards,I,sd,u-3-1
sw3821A-ms98-a-0005,7.703500,8.083250,because_1,I,sd,u-3-1
sw3821A-ms98-a-0007,9.643375,9.921875,i,I,sd,u-3-1
sw3821A-ms98-a-0007,9.921875,10.257500,uh,I,sd,u-3-1
sw3821A-ms98-a-0007,10.533000,10.721875,tore,I,sd,u-3-1
sw3821A-ms98-a-0007,10.721875,10.961875,mine,I,sd,u-3-1
sw3821A-ms98-a-0007,10.961875,11.150625,up,I,sd,u-3-1
sw3821A-ms98-a-0009,14.426500,14.825500,yeah,B,b,u-5-1
sw3821A-ms98-a-0009,14.825500,15.534000,uh,B,sd,u-5-2
sw3821A-ms98-a-0009,15.850375,16.305250,i,I,sd,u-5-2
sw3821A-ms98-a-0009,16.305250,16.496500,got,I,sd,u-5-2
sw3821A-ms98-a-0009,16.496500,16.656500,in,I,sd,u-5-2
sw3821A-ms98-a-0009,16.656500,17.005750,some,I,sd,u-5-2
sw3821A-ms98-a-0009,17.156500,17.616500,problems,I,sd,u-5-2
sw3821A-ms98-a-0009,17.616500,17.931250,with,I,sd,u-5-2
sw3821A-ms98-a-0009,17.931250,18.417125,uh,I,sd,u-5-2
sw3821A-ms98-a-0010,19.450375,19.939750,financial,I,sd,u-5-2
sw3821A-ms98-a-0010,19.939750,20.299750,problems,I,sd,u-5-2
sw3821A-ms98-a-0010,20.299750,20.579750,because,I,sd,u-5-2
sw3821A-ms98-a-0010,20.579750,20.659750,of,I,sd,u-5-2
sw3821A-ms98-a-0010,20.659750,20.879750,credit,I,sd,u-5-2
sw3821A-ms98-a-0010,20.879750,21.169750,cards,I,sd,u-5-2
sw3821A-ms98-a-0010,21.169750,21.675625,so,B,sd,u-5-3
sw3821A-ms98-a-0010,21.675625,22.354375,i,I,sd,u-5-3
sw3821A-ms98-a-0011,23.626000,24.099875,uh,I,sd,u-5-3
sw3821A-ms98-a-0011,24.453875,25.036000,basically,I,sd,u-5-3
sw3821A-ms98-a-0011,25.036000,25.322250,just,I,sd,u-5-3
sw3821A-ms98-a-0011,25.533125,25.786000,got,I,sd,u-5-3
sw3821A-ms98-a-0011,25.786000,25.916000,rid,I,sd,u-5-3
sw3821A-ms98-a-0011,25.916000,25.996000,of,I,sd,u-5-3
sw3821A-ms98-a-0011,25.996000,26.306000,all,I,sd,u-5-3
sw3821A-ms98-a-0011,26.306000,26.516000,of,I,sd,u-5-3
sw3821A-ms98-a-0011,26.516000,26.636500,them,I,sd,u-5-3
sw3821A-ms98-a-0011,26.636500,26.862375,i,B,sd,u-7-1
sw3821A-ms98-a-0011,26.862375,27.038625,i,I,sd,u-7-1
sw3821A-ms98-a-0011,27.038625,27.316000,have,I,sd,u-7-1
sw3821A-ms98-a-0011,27.316000,27.613125,a,I,sd,u-7-1
sw3821A-ms98-a-0011,27.613125,27.745000,a,I,sd,u-7-1
sw3821A-ms98-a-0011,27.745000,28.150250,couple,I,sd,u-7-1
sw3821A-ms98-a-0011,28.786750,28.916000,i,B,sd,u-7-2
sw3821A-ms98-a-0011,28.916000,29.156000,have,I,sd,u-7-2
sw3821A-ms98-a-0011,29.156000,29.357875,a,I,sd,u-7-2
sw3821A-ms98-a-0011,29.357875,29.767750,uh,I,sd,u-7-2
sw3821A-ms98-a-0011,29.907125,30.166000,gas,I,sd,u-7-2
sw3821A-ms98-a-0011,30.166000,30.516000,card,I,sd,u-7-2
sw3821A-ms98-a-0011,30.516000,30.676000,that,I,sd,u-7-2
sw3821A-ms98-a-0011,30.676000,31.025500,i,I,sd,u-7-2
sw3821A-ms98-a-0011,31.217625,31.356000,that,I,sd,u-7-2
sw3821A-ms98-a-0011,31.356000,31.406000,i,I,sd,u-7-2
sw3821A-ms98-a-0011,31.406000,31.696000,use,I,sd,u-7-2
sw3821A-ms98-a-0011,31.696000,31.956000,just,I,sd,u-7-2
