sw2295B-ms98-a-0002,10.497875,10.827875,uh-huh,B,b,u-2-1
sw2295B-ms98-a-0004,15.550125,15.760125,how,B,qo,u-4-1
sw2295B-ms98-a-0004,15.760125,15.840125,do,I,qo,u-4-1
sw2295B-ms98-a-0004,15.840125,16.156500,you,I,qo,u-4-1
sw2295B-ms98-a-0004,16.412625,16.730125,feel,I,qo,u-4-1
sw2295B-ms98-a-0004,16.730125,17.150125,about,I,qo,u-4-1
sw2295B-ms98-a-0004,17.970125,18.310125,them,I,qo,u-4-1
sw2295B-ms98-a-0004,18.310125,18.360125,i,I,qo,u-4-1
sw2295B-ms98-a-0004,18.360125,18.570125,mean,I,qo,u-4-1
sw2295B-ms98-a-0004,18.570125,18.780125,since,I,qo,u-4-1
sw2295B-ms98-a-0004,18.780125,19.080125,you've,I,qo,u-4-1
sw2295B-ms98-a-0004,19.850125,20.040125,kind,B,+,u-6-1
sw2295B-ms98-a-0004,20.040125,20.100125,of,I,+,u-6-1
sw2295B-ms98-a-0004,20.100125,20.240125,been,I,+,u-6-1
sw2295B-ms98-a-0004,20.240125,20.640125,close,I,+,u-6-1
sw2295B-ms98-a-0004,20.640125,20.760125,to,I,+,u-6-1
sw2295B-ms98-a-0004,20.760125,21.090125,that,I,+,u-6-1
sw2295B-ms98-a-0006,32.684625,33.034625,uh-huh,B,b,u-8-1
sw2295B-ms98-a-0008,36.890625,37.160250,well,B,sd,u-10-1
sw2295B-ms98-a-0008,37.246500,37.410625,i've,I,sd,u-10-1
sw2295B-ms98-a-0008,37.410625,37.840625,had,I,sd,u-10-1
sw2295B-ms98-a-0008,38.290625,38.430625,a,I,sd,u-10-1
sw2295B-ms98-a-0008,38.510625,39.000625,touch,I,sd,u-10-1
sw2295B-ms98-a-0008,39.000625,39.190625,of,I,sd,u-10-1
sw2295B-ms98-a-0008,39.190625,40.030625,experience,I,sd,u-10-1
sw2295B-ms98-a-0008,40.030625,40.590625,my,B,sd,u-10-2
sw2295B-ms98-a-0008,40.590625,40.990625,um,I,sd,u-10-2
sw2295B-ms98-a-0008,41.270625,41.610625,dad,I,sd,u-10-2
