sw4858B-ms98-a-0002,10.271250,10.537500,uh-huh,B,b,u-2-1
sw4858B-ms98-a-0004,20.599375,21.044875,um-hum,B,b,u-4-1
sw4858B-ms98-a-0006,28.336250,28.656375,well,B,sd,u-6-1
sw4858B-ms98-a-0006,28.656375,29.046375,i'm,I,sd,u-6-1
sw4858B-ms98-a-0006,29.046375,29.291000,uh,I,sd,u-6-1
sw4858B-ms98-a-0007,31.820375,32.095125,i,I,sd,u-6-1
sw4858B-ms98-a-0007,32.095125,32.258875,i,I,sd,u-6-1
sw4858B-ms98-a-0007,32.258875,32.415125,was,I,sd,u-6-1
sw4858B-ms98-a-0007,32.490500,32.867625,just,I,sd,u-6-1
sw4858B-ms98-a-0007,32.867625,33.177625,uh,I,sd,u-6-1
sw4858B-ms98-a-0007,33.177625,33.347625,in,I,sd,u-6-1
sw4858B-ms98-a-0007,33.347625,33.538750,high,I,sd,u-6-1
sw4858B-ms98-a-0007,33.538750,33.796750,school,I,sd,u-6-1
sw4858B-ms98-a-0007,34.177625,34.299000,i,I,sd,u-6-1
sw4858B-ms98-a-0007,34.299000,34.570125,guess,I,sd,u-6-1
sw4858B-ms98-a-0007,34.570125,34.747625,when,I,sd,u-6-1
sw4858B-ms98-a-0007,34.747625,34.839500,it,I,sd,u-6-1
sw4858B-ms98-a-0007,35.152125,35.407625,when,I,sd,u-6-1
sw4858B-ms98-a-0007,35.407625,35.507625,it,I,sd,u-6-1
sw4858B-ms98-a-0007,35.507625,35.826500,ended,I,sd,u-6-1
sw4858B-ms98-a-0007,36.625000,36.857625,ended,B,%,u-8-1
sw4858B-ms98-a-0007,36.857625,36.917625,up,I,%,u-8-1
sw4858B-ms98-a-0007,36.917625,37.297625,being,I,%,u-8-1
sw4858B-ms98-a-0007,37.497625,37.597625,i,B,sd,u-8-2
sw4858B-ms98-a-0007,37.597625,37.747625,was,I,sd,u-8-2
sw4858B-ms98-a-0007,37.747625,37.837625,in,I,sd,u-8-2
sw4858B-ms98-a-0007,37.837625,37.907625,the,I,sd,u-8-2
sw4858B-ms98-a-0007,37.907625,38.417625,last,I,sd,u-8-2
sw4858B-ms98-a-0007,38.807625,39.193875,last,I,sd,u-8-2
sw4858B-ms98-a-0007,39.496000,39.965375,lottery,I,sd,u-8-2
sw4858B-ms98-a-0008,40.742875,40.827000,and,B,sd,u-10-1
sw4858B-ms98-a-0008,40.827000,40.936625,i,I,sd,u-10-1
sw4858B-ms98-a-0008,40.936625,41.086625,was,I,sd,u-10-1
sw4858B-ms98-a-0008,41.086625,41.296625,glad,I,sd,u-10-1
sw4858B-ms98-a-0008,41.296625,41.356625,it,I,sd,u-10-1
sw4858B-ms98-a-0008,41.356625,41.476625,was,I,sd,u-10-1
sw4858B-ms98-a-0008,41.476625,41.716625,over,I,sd,u-10-1
sw4858B-ms98-a-0008,41.716625,41.876625,by,I,sd,u-10-1
sw4858B-ms98-a-0008,41.876625,42.085250,then,I,sd,u-10-1
sw4858B-ms98-a-0008,42.857375,43.006625,i've,B,sd,u-12-1
sw4858B-ms98-a-0008,43.006625,43.316625,never,I,sd,u-12-1
sw4858B-ms98-a-0008,43.316625,43.536625,really,I,sd,u-12-1
sw4858B-ms98-a-0008,43.536625,43.826625,totally,I,sd,u-12-1
sw4858B-ms98-a-0008,43.826625,44.448500,understood,I,sd,u-12-1
sw4858B-ms98-a-0008,44.904250,45.166625,what,I,sd,u-12-1
sw4858B-ms98-a-0008,45.166625,45.276625,our,I,sd,u-12-1
sw4858B-ms98-a-0008,45.276625,45.676625,purpose,I,sd,u-12-1
sw4858B-ms98-a-0008,45.676625,45.984875,was,I,sd,u-12-1
sw4858B-ms98-a-0008,46.177000,46.466625,over,I,sd,u-12-1
sw4858B-ms98-a-0008,46.466625,46.686625,there,I,sd,u-12-1
sw4858B-ms98-a-0008,46.686625,46.866625,just,B,sd,u-12-2
sw4858B-ms98-a-0008,46.866625,47.516000,because,I,sd,u-12-2
sw4858B-ms98-a-0008,48.547250,48.646625,you,I,sd,u-12-2
sw4858B-ms98-a-0008,48.646625,48.906750,know,I,sd,u-12-2
sw4858B-ms98-a-0008,49.151625,49.296625,we,I,sd,u-12-2
sw4858B-ms98-a-0008,49.296625,49.676625,didn't,I,sd,u-12-2
sw4858B-ms98-a-0008,49.676625,49.982500,really,I,sd,u-12-2
sw4858B-ms98-a-0008,50.513500,50.616625,do,I,sd,u-12-2
sw4858B-ms98-a-0008,50.616625,50.956625,anything,I,sd,u-12-2
sw4858B-ms98-a-0008,52.116625,52.256625,when,I,sd,u-12-2
sw4858B-ms98-a-0008,52.256625,52.356625,we,I,sd,u-12-2
sw4858B-ms98-a-0008,52.356625,52.546625,went,I,sd,u-12-2
sw4858B-ms98-a-0008,52.546625,52.786625,over,I,sd,u-12-2
sw4858B-ms98-a-0008,52.786625,52.866625,it,I,sd,u-12-2
sw4858B-ms98-a-0008,52.866625,53.126625,seems,I,sd,u-12-2
sw4858B-ms98-a-0008,53.126625,53.350375,like,I,sd,u-12-2
sw4858B-ms98-a-0009,54.543625,54.627625,you,B,%,u-14-1
sw4858B-ms98-a-0009,54.627625,54.707625,know,I,%,u-14-1
sw4858B-ms98-a-0009,54.707625,54.940500,we,I,%,u-14-1
sw4858B-ms98-a-0009,55.046000,55.500125,um,I,%,u-14-1
sw4858B-ms98-a-0009,57.302250,57.557625,those,B,%,u-14-2
sw4858B-ms98-a-0009,57.557625,57.847625,people,I,%,u-14-2
sw4858B-ms98-a-0009,57.847625,57.967625,that,I,%,u-14-2
sw4858B-ms98-a-0009,57.967625,58.047625,i,I,%,u-14-2
sw4858B-ms98-a-0009,58.047625,58.427500,know,I,%,u-14-2
sw4858B-ms98-a-0009,58.804250,58.907625,i,B,sd,u-14-3
sw4858B-ms98-a-0009,58.907625,59.167625,worked,I,sd,u-14-3
sw4858B-ms98-a-0009,59.167625,59.297625,with,I,sd,u-14-3
sw4858B-ms98-a-0009,59.297625,59.657625,several,I,sd,u-14-3
sw4858B-ms98-a-0009,59.657625,59.767625,that,I,sd,u-14-3
sw4858B-ms98-a-0009,59.767625,59.937625,were,I,sd,u-14-3
sw4858B-ms98-a-0009,59.937625,60.147625,over,I,sd,u-14-3
sw4858B-ms98-a-0009,60.147625,60.397625,there,I,sd,u-14-3
sw4858B-ms98-a-0009,60.397625,60.658500,and,B,sd,u-14-4
sw4858B-ms98-a-0010,62.083000,62.322750,for,I,sd,u-14-4
sw4858B-ms98-a-0010,62.322750,62.512750,some,I,sd,u-14-4
sw4858B-ms98-a-0010,62.512750,62.662750,of,I,sd,u-14-4
sw4858B-ms98-a-0010,62.662750,62.872750,them,I,sd,u-14-4
sw4858B-ms98-a-0010,62.872750,62.967375,it,I,sd,u-14-4
sw4858B-ms98-a-0010,62.967375,63.174500,was,I,sd,u-14-4
sw4858B-ms98-a-0010,64.202750,64.372750,just,I,sd,u-14-4
sw4858B-ms98-a-0010,64.372750,64.522750,kind,I,sd,u-14-4
sw4858B-ms98-a-0010,64.522750,64.809000,of,I,sd,u-14-4
sw4858B-ms98-a-0010,65.411625,65.626750,i,I,sd,u-14-4
sw4858B-ms98-a-0010,65.626750,65.805625,don't,I,sd,u-14-4
sw4858B-ms98-a-0010,65.805625,65.916750,know,I,sd,u-14-4
sw4858B-ms98-a-0010,65.916750,66.000500,not,I,sd,u-14-4
sw4858B-ms98-a-0010,66.000500,66.133000,so,I,sd,u-14-4
sw4858B-ms98-a-0010,66.133000,66.272375,much,I,sd,u-14-4
sw4858B-ms98-a-0010,66.272375,66.342750,a,I,sd,u-14-4
sw4858B-ms98-a-0010,66.342750,66.752750,holiday,I,sd,u-14-4
sw4858B-ms98-a-0010,66.752750,66.852750,i,B,sd,u-14-5
sw4858B-ms98-a-0010,66.852750,67.012750,guess,I,sd,u-14-5
sw4858B-ms98-a-0010,67.012750,67.182750,that's,I,sd,u-14-5
sw4858B-ms98-a-0010,67.182750,67.332750,how,I,sd,u-14-5
sw4858B-ms98-a-0010,67.332750,67.565375,they,I,sd,u-14-5
sw4858B-ms98-a-0010,67.806375,68.072750,tend,I,sd,u-14-5
sw4858B-ms98-a-0010,68.072750,68.152750,to,I,sd,u-14-5
sw4858B-ms98-a-0010,68.152750,68.472750,talk,I,sd,u-14-5
sw4858B-ms98-a-0010,68.472750,68.822750,about,I,sd,u-14-5
sw4858B-ms98-a-0010,68.822750,68.885125,it,I,sd,u-14-5
sw4858B-ms98-a-0011,69.735500,70.126250,but,I,sd,u-14-5
sw4858B-ms98-a-0011,70.126250,70.286250,that,I,sd,u-14-5
sw4858B-ms98-a-0011,70.286250,70.406250,they,I,sd,u-14-5
sw4858B-ms98-a-0011,70.406250,70.792125,just,I,sd,u-14-5
sw4858B-ms98-a-0011,71.018125,71.144375,kind,I,sd,u-14-5
sw4858B-ms98-a-0011,71.144375,71.246250,of,I,sd,u-14-5
sw4858B-ms98-a-0011,71.246250,71.466250,lived,I,sd,u-14-5
sw4858B-ms98-a-0011,71.466250,71.646250,out,I,sd,u-14-5
sw4858B-ms98-a-0011,71.646250,71.726250,in,I,sd,u-14-5
sw4858B-ms98-a-0011,71.726250,71.816250,the,I,sd,u-14-5
sw4858B-ms98-a-0011,71.816250,72.176250,woods,I,sd,u-14-5
sw4858B-ms98-a-0011,72.176250,72.432625,and,B,sd,u-14-6
sw4858B-ms98-a-0011,73.344125,73.546250,every,I,sd,u-14-6
sw4858B-ms98-a-0011,73.546250,73.716250,now,I,sd,u-14-6
sw4858B-ms98-a-0011,73.716250,73.806250,and,I,sd,u-14-6
sw4858B-ms98-a-0011,73.806250,73.936250,then,I,sd,u-14-6
sw4858B-ms98-a-0011,73.936250,74.106250,they'd,I,sd,u-14-6
sw4858B-ms98-a-0011,74.106250,74.276250,go,I,sd,u-14-6
sw4858B-ms98-a-0011,74.276250,74.396250,and,I,sd,u-14-6
sw4858B-ms98-a-0011,74.396250,74.616250,shoot,I,sd,u-14-6
