sw2476B-ms98-a-0002,0.967750,1.427750,okay,B,o,u-1-1
sw2476B-ms98-a-0002,1.427750,1.904250,[laughter],O,,
sw2476B-ms98-a-0004,8.291875,8.473875,i'm,B,sd,u-3-1
sw2476B-ms98-a-0004,8.473875,8.733875,twenty,I,sd,u-3-1
sw2476B-ms98-a-0004,8.733875,9.073875,nine,I,sd,u-3-1
sw2476B-ms98-a-0004,9.073875,9.788750,[laughter],O,,
sw2476B-ms98-a-0006,13.188250,13.892625,right,B,b,u-5-1
sw2476B-ms98-a-0006,14.246750,14.402750,and,B,sd,u-5-2
sw2476B-ms98-a-0006,14.402750,14.452750,i,I,sd,u-5-2
sw2476B-ms98-a-0006,14.452750,14.732750,have,I,sd,u-5-2
sw2476B-ms98-a-0006,14.732750,14.862750,i,I,sd,u-5-2
sw2476B-ms98-a-0006,14.862750,15.082750,mean,I,sd,u-5-2
sw2476B-ms98-a-0006,15.082750,15.252750,i've,I,sd,u-5-2
sw2476B-ms98-a-0006,15.252750,15.562750,seen,I,sd,u-5-2
sw2476B-ms98-a-0006,15.562750,15.822750,some,I,sd,u-5-2
sw2476B-ms98-a-0006,15.822750,16.122750,change,I,sd,u-5-2
sw2476B-ms98-a-0006,16.122750,16.312750,like,B,sd,u-5-3
sw2476B-ms98-a-0006,16.312750,16.412750,i,I,sd,u-5-3
sw2476B-ms98-a-0006,16.412750,16.950250,know,I,sd,u-5-3
sw2476B-ms98-a-0006,16.950250,17.493125,um,I,sd,u-5-3
sw2476B-ms98-a-0007,18.053625,18.163625,when,I,sd,u-5-3
sw2476B-ms98-a-0007,18.163625,18.370000,i,I,sd,u-5-3
sw2476B-ms98-a-0007,18.370000,18.610625,was,I,sd,u-5-3
sw2476B-ms98-a-0007,18.729875,19.173625,young,I,sd,u-5-3
sw2476B-ms98-a-0007,19.173625,19.543625,most,I,sd,u-5-3
sw2476B-ms98-a-0007,19.543625,20.003625,mothers,I,sd,u-5-3
sw2476B-ms98-a-0007,20.003625,20.253625,pretty,I,sd,u-5-3
sw2476B-ms98-a-0007,20.253625,20.763625,much,I,sd,u-5-3
sw2476B-ms98-a-0007,20.763625,21.258000,were,I,sd,u-5-3
sw2476B-ms98-a-0007,21.258000,22.066125,housewives,I,sd,u-5-3
sw2476B-ms98-a-0007,22.322250,22.743625,and,B,+,u-7-1
sw2476B-ms98-a-0007,22.743625,22.933625,stayed,I,+,u-7-1
sw2476B-ms98-a-0007,22.933625,23.013625,at,I,+,u-7-1
sw2476B-ms98-a-0007,23.013625,23.163625,home,I,+,u-7-1
sw2476B-ms98-a-0007,23.163625,23.283625,with,I,+,u-7-1
sw2476B-ms98-a-0007,23.283625,23.353625,the,I,+,u-7-1
sw2476B-ms98-a-0007,23.353625,23.863625,kids,I,+,u-7-1
sw2476B-ms98-a-0007,23.863625,24.003625,and,B,sv,u-9-1
sw2476B-ms98-a-0007,24.003625,24.093625,to,I,sv,u-9-1
sw2476B-ms98-a-0007,24.093625,24.373625,me,I,sv,u-9-1
sw2476B-ms98-a-0007,24.373625,24.483625,it,I,sv,u-9-1
sw2476B-ms98-a-0007,24.483625,24.843625,seems,I,sv,u-9-1
sw2476B-ms98-a-0007,24.843625,25.229375,like,I,sv,u-9-1
sw2476B-ms98-a-0008,25.663250,25.830500,it's,I,sv,u-9-1
sw2476B-ms98-a-0008,25.830500,26.144250,almost,I,sv,u-9-1
sw2476B-ms98-a-0008,26.144250,26.270500,the,I,sv,u-9-1
sw2476B-ms98-a-0008,26.270500,26.730500,opposite,I,sv,u-9-1
sw2476B-ms98-a-0008,26.730500,27.150500,now,I,sv,u-9-1
sw2476B-ms98-a-0008,27.150500,27.605375,where,I,sv,u-9-1
sw2476B-ms98-a-0008,27.869125,28.140500,the,I,sv,u-9-1
sw2476B-ms98-a-0008,28.140500,28.700500,the,I,sv,u-9-1
sw2476B-ms98-a-0008,28.700500,28.980500,woman,I,sv,u-9-1
sw2476B-ms98-a-0008,28.980500,29.110500,is,I,sv,u-9-1
sw2476B-ms98-a-0008,29.110500,29.700500,working,I,sv,u-9-1
sw2476B-ms98-a-0008,29.700500,30.238250,and,I,sv,u-9-1
sw2476B-ms98-a-0008,30.430250,30.750500,and,B,+,u-11-1
sw2476B-ms98-a-0008,30.750500,30.910500,they,I,+,u-11-1
sw2476B-ms98-a-0008,30.910500,31.120500,you,I,+,u-11-1
sw2476B-ms98-a-0008,31.120500,31.334625,know,I,+,u-11-1
sw2476B-ms98-a-0008,31.519125,31.695375,take,I,+,u-11-1
sw2476B-ms98-a-0008,31.695375,31.853500,the,I,+,u-11-1
sw2476B-ms98-a-0008,31.853500,32.210500,children,I,+,u-11-1
sw2476B-ms98-a-0008,32.210500,32.310500,to,I,+,u-11-1
sw2476B-ms98-a-0008,32.310500,32.700500,child,I,+,u-11-1
sw2476B-ms98-a-0008,32.700500,33.150500,care,I,+,u-11-1
sw2476B-ms98-a-0008,33.150500,33.280500,or,B,h,u-13-1
sw2476B-ms98-a-0008,33.280500,33.510500,maybe,I,h,u-13-1
sw2476B-ms98-a-0008,33.510500,33.600500,they,I,h,u-13-1
sw2476B-ms98-a-0008,33.600500,33.850500,work,I,h,u-13-1
sw2476B-ms98-a-0008,33.850500,34.470500,part-time,I,h,u-13-1
sw2476B-ms98-a-0008,34.470500,34.586750,or,I,h,u-13-1
sw2476B-ms98-a-0008,34.586750,34.995625,something,I,h,u-13-1
sw2476B-ms98-a-0009,35.802875,35.951625,so,B,sv,u-15-1
sw2476B-ms98-a-0009,35.951625,36.099500,that,I,sv,u-15-1
sw2476B-ms98-a-0009,36.099500,36.309500,seems,I,sv,u-15-1
sw2476B-ms98-a-0009,36.309500,36.389500,to,I,sv,u-15-1
sw2476B-ms98-a-0009,36.389500,36.489500,be,I,sv,u-15-1
sw2476B-ms98-a-0009,36.489500,36.539500,a,I,sv,u-15-1
sw2476B-ms98-a-0009,36.539500,36.769500,pretty,I,sv,u-15-1
sw2476B-ms98-a-0009,36.769500,36.939500,big,I,sv,u-15-1
sw2476B-ms98-a-0009,36.939500,37.499500,change,I,sv,u-15-1
sw2476B-ms98-a-0011,45.905125,46.360750,um-hum,B,b,u-17-1
sw2476B-ms98-a-0012,47.215250,47.694750,yeah,B,b,u-19-1
sw2476B-ms98-a-0012,47.861125,48.330875,right,B,b,u-19-2
sw2476B-ms98-a-0014,58.704750,59.215625,uh-huh,B,b,u-21-1
sw2476B-ms98-a-0016,68.968750,69.461875,um-hum,B,b,u-23-1
sw2476B-ms98-a-0018,76.110250,76.566000,um-hum,B,aa,u-25-1
sw2476B-ms98-a-0018,76.841125,77.227250,oh,B,aa,u-25-2
sw2476B-ms98-a-0018,77.227250,77.467250,that's,I,aa,u-25-2
sw2476B-ms98-a-0018,77.467250,78.023125,true,I,aa,u-25-2
sw2476B-ms98-a-0018,78.023125,78.337250,that's,B,aa^r,u-25-3
sw2476B-ms98-a-0018,78.337250,78.705750,true,I,aa^r,u-25-3
sw2476B-ms98-a-0020,82.245000,82.871125,um-hum,B,b,u-27-1
sw2476B-ms98-a-0022,85.427375,85.920250,um-hum,B,b,u-29-1
sw2476B-ms98-a-0024,97.921750,98.395750,um-hum,O,,
sw2476B-ms98-a-0026,105.498500,106.018500,right,B,b,u-31-1
sw2476B-ms98-a-0027,106.752625,106.839875,well,B,sv,u-31-2
sw2476B-ms98-a-0027,106.839875,106.919875,i,I,sv,u-31-2
sw2476B-ms98-a-0027,106.919875,107.049875,know,I,sv,u-31-2
sw2476B-ms98-a-0027,107.049875,107.119875,the,I,sv,u-31-2
sw2476B-ms98-a-0027,107.119875,107.579875,choice,I,sv,u-31-2
sw2476B-ms98-a-0027,107.579875,107.990500,to,I,sv,u-31-2
sw2476B-ms98-a-0027,107.990500,108.229875,either,I,sv,u-31-2
sw2476B-ms98-a-0027,108.229875,108.579875,work,I,sv,u-31-2
sw2476B-ms98-a-0027,108.579875,108.639875,or,I,sv,u-31-2
sw2476B-ms98-a-0027,108.639875,108.729875,to,I,sv,u-31-2
sw2476B-ms98-a-0027,108.729875,108.929875,be,I,sv,u-31-2
sw2476B-ms98-a-0027,108.929875,108.979875,a,I,sv,u-31-2
sw2476B-ms98-a-0027,108.979875,109.439875,mother,I,sv,u-31-2
sw2476B-ms98-a-0027,109.439875,109.589875,is,I,sv,u-31-2
sw2476B-ms98-a-0027,109.589875,110.119875,probably,I,sv,u-31-2
sw2476B-ms98-a-0027,110.119875,110.369875,pretty,I,sv,u-31-2
sw2476B-ms98-a-0027,110.369875,110.949875,difficult,I,sv,u-31-2
sw2476B-ms98-a-0027,110.949875,111.169875,because,I,sv,u-31-2
sw2476B-ms98-a-0027,111.169875,111.259875,i,I,sv,u-31-2
sw2476B-ms98-a-0027,111.259875,111.519875,think,I,sv,u-31-2
sw2476B-ms98-a-0027,111.519875,111.829875,women,I,sv,u-31-2
sw2476B-ms98-a-0027,111.829875,112.057625,just,I,sv,u-31-2
sw2476B-ms98-a-0027,112.181875,112.689875,naturally,I,sv,u-31-2
sw2476B-ms98-a-0027,112.689875,112.909875,tend,I,sv,u-31-2
sw2476B-ms98-a-0027,112.909875,113.009875,to,I,sv,u-31-2
sw2476B-ms98-a-0027,113.009875,113.359875,have,I,sv,u-31-2
sw2476B-ms98-a-0027,113.359875,113.733625,those,I,sv,u-31-2
sw2476B-ms98-a-0027,114.046250,114.629875,instincts,I,sv,u-31-2
sw2476B-ms98-a-0027,114.629875,114.789875,that,I,sv,u-31-2
sw2476B-ms98-a-0027,114.789875,115.099875,you,I,sv,u-31-2
sw2476B-ms98-a-0027,115.099875,115.189875,you,I,sv,u-31-2
sw2476B-ms98-a-0027,115.189875,115.644375,know,I,sv,u-31-2
sw2476B-ms98-a-0027,115.644375,115.779875,you,I,sv,u-31-2
sw2476B-ms98-a-0027,115.779875,116.228625,protected,I,sv,u-31-2
sw2476B-ms98-a-0027,116.480875,116.579875,the,I,sv,u-31-2
sw2476B-ms98-a-0027,116.579875,117.129875,children,I,sv,u-31-2
sw2476B-ms98-a-0027,117.129875,117.289875,and,B,+,u-33-1
sw2476B-ms98-a-0027,117.289875,117.455375,you,I,+,u-33-1
sw2476B-ms98-a-0028,117.841250,117.900750,you,I,+,u-33-1
sw2476B-ms98-a-0028,117.900750,118.070750,want,I,+,u-33-1
sw2476B-ms98-a-0028,118.070750,118.140750,to,I,+,u-33-1
sw2476B-ms98-a-0028,118.140750,118.260750,be,I,+,u-33-1
sw2476B-ms98-a-0028,118.260750,118.390750,with,I,+,u-33-1
sw2476B-ms98-a-0028,118.390750,118.450750,the,I,+,u-33-1
sw2476B-ms98-a-0028,118.450750,119.091500,children,I,+,u-33-1
sw2476B-ms98-a-0028,119.091500,119.466625,yet,B,sd(^q),u-33-2
sw2476B-ms98-a-0028,119.903500,120.080750,there's,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,120.080750,120.240750,so,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,120.240750,120.775250,many,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,120.775250,121.350750,material,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,121.350750,121.790750,things,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,121.790750,122.035250,to,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,122.035250,122.250750,be,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,122.250750,122.520750,had,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,122.520750,122.770750,out,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,122.770750,123.020750,there,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.020750,123.170750,that,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.170750,123.240750,a,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.240750,123.410750,lot,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.410750,123.470750,of,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.470750,123.700750,people,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.700750,123.920750,think,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,123.920750,124.090750,oh,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,124.090750,124.280500,but,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,124.608250,124.740750,if,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,124.740750,124.820750,we,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,124.820750,125.070750,both,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.070750,125.370750,work,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.370750,125.480750,we,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.480750,125.620750,can,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.620750,125.730750,get,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.730750,125.780750,a,I,sd(^q),u-33-2
sw2476B-ms98-a-0028,125.780750,125.980750,really,I,sd(^q),u-33-2
