sw2060A-ms98-a-0002,1.054625,1.344625,okay,B,o,u-1-1
sw2060A-ms98-a-0004,6.113375,6.513375,uh-huh,B,b,u-3-1
sw2060A-ms98-a-0006,18.131500,18.419750,uh-huh,B,b,u-5-1
sw2060A-ms98-a-0008,21.925375,22.102250,well,B,qw,u-7-1
sw2060A-ms98-a-0008,22.102250,22.333625,why,I,qw,u-7-1
sw2060A-ms98-a-0008,22.333625,22.487125,was,I,qw,u-7-1
sw2060A-ms98-a-0008,22.487125,23.358250,CNN,I,qw,u-7-1
sw2060A-ms98-a-0008,23.358250,23.456250,the,I,qw,u-7-1
sw2060A-ms98-a-0008,23.456250,23.650250,on[ly]-,O,,
sw2060A-ms98-a-0008,23.755750,23.880250,of,B,sv,u-7-2
sw2060A-ms98-a-0008,23.880250,24.179500,course,I,sv,u-7-2
sw2060A-ms98-a-0008,24.179500,24.288750,i,I,sv,u-7-2
sw2060A-ms98-a-0008,24.288750,24.540250,think,I,sv,u-7-2
sw2060A-ms98-a-0008,24.990250,25.397250,Saddam,I,sv,u-7-2
sw2060A-ms98-a-0008,25.397250,25.975875,Hussein,I,sv,u-7-2
sw2060A-ms98-a-0008,26.130250,26.450250,only,I,sv,u-7-2
sw2060A-ms98-a-0008,26.450250,26.930250,allowed,I,sv,u-7-2
sw2060A-ms98-a-0008,26.930250,27.636500,CNN,I,sv,u-7-2
sw2060A-ms98-a-0008,27.636500,27.994250,to,I,sv,u-7-2
sw2060A-ms98-a-0008,28.470250,29.180500,broadcast,I,sv,u-7-2
sw2060A-ms98-a-0008,29.180500,29.316125,it,I,sv,u-7-2
sw2060A-ms98-a-0008,29.316125,29.450250,is,B,qy,u-7-3
sw2060A-ms98-a-0008,29.450250,29.620250,that,I,qy,u-7-3
sw2060A-ms98-a-0008,29.620250,29.850250,not,I,qy,u-7-3
sw2060A-ms98-a-0008,29.850250,30.330250,true,I,qy,u-7-3
sw2060A-ms98-a-0010,32.208625,32.333500,it,B,sv,u-9-1
sw2060A-ms98-a-0010,32.333500,32.484875,was,I,sv,u-9-1
sw2060A-ms98-a-0010,32.484875,33.084875,unusual,I,sv,u-9-1
sw2060A-ms98-a-0010,33.084875,33.314875,not,I,sv,u-9-1
sw2060A-ms98-a-0010,33.314875,33.441125,to,I,sv,u-9-1
sw2060A-ms98-a-0010,33.441125,33.693500,have,I,sv,u-9-1
sw2060A-ms98-a-0010,33.693500,33.871000,the,I,sv,u-9-1
sw2060A-ms98-a-0010,33.871000,34.262625,different,I,sv,u-9-1
sw2060A-ms98-a-0010,34.262625,35.004875,sources,I,sv,u-9-1
sw2060A-ms98-a-0010,35.004875,35.168875,you,I,sv,u-9-1
