sw3398A-ms98-a-0003,2.685500,3.239500,hi,B,fp,u-2-1
sw3398A-ms98-a-0003,3.746000,4.027125,my,B,fp,u-4-1
sw3398A-ms98-a-0003,4.027125,4.307125,name,I,fp,u-4-1
sw3398A-ms98-a-0003,4.307125,4.487125,is,I,fp,u-4-1
sw3398A-ms98-a-0003,4.487125,4.607125,uh,I,fp,u-4-1
sw3398A-ms98-a-0003,4.607125,4.967125,Donna,I,fp,u-4-1
sw3398A-ms98-a-0003,4.967125,5.628000,Donahue,I,fp,u-4-1
sw3398A-ms98-a-0003,6.095125,6.457125,and,B,fp,u-4-2
sw3398A-ms98-a-0003,6.457125,6.627125,i,I,fp,u-4-2
sw3398A-ms98-a-0003,6.627125,6.777125,live,I,fp,u-4-2
sw3398A-ms98-a-0003,6.777125,6.857125,in,I,fp,u-4-2
sw3398A-ms98-a-0003,6.857125,7.237125,Plano,I,fp,u-4-2
sw3398A-ms98-a-0003,7.237125,8.056500,Texas,I,fp,u-4-2
sw3398A-ms98-a-0005,11.243125,11.643250,oh,B,b,u-6-1
sw3398A-ms98-a-0005,11.643250,12.334000,okay,I,b,u-6-1
sw3398A-ms98-a-0005,12.798875,13.320625,um,B,qy,u-6-2
sw3398A-ms98-a-0005,13.320625,13.440625,do,I,qy,u-6-2
sw3398A-ms98-a-0005,13.440625,13.570625,you,I,qy,u-6-2
sw3398A-ms98-a-0005,13.570625,13.810625,wanna,I,qy,u-6-2
sw3398A-ms98-a-0005,13.810625,14.080625,start,I,qy,u-6-2
sw3398A-ms98-a-0005,14.080625,14.140625,or,B,qrr,u-6-3
sw3398A-ms98-a-0005,14.140625,14.292250,w[ould]-,I,qrr,u-6-3
sw3398A-ms98-a-0005,14.292250,14.495750,should,I,qrr,u-6-3
sw3398A-ms98-a-0005,14.495750,14.775875,i,I,qrr,u-6-3
sw3398A-ms98-a-0005,14.890750,15.270625,start,I,qrr,u-6-3
sw3398A-ms98-a-0006,16.006500,16.731875,okay,B,aa,u-8-1
sw3398A-ms98-a-0006,16.731875,17.038375,um,I,aa,u-8-1
sw3398A-ms98-a-0006,17.313375,17.543125,i,B,sd,u-8-2
sw3398A-ms98-a-0006,17.543125,17.656500,would,I,sd,u-8-2
sw3398A-ms98-a-0006,17.656500,18.111125,say,I,sd,u-8-2
sw3398A-ms98-a-0006,18.111125,18.296500,that,I,sd,u-8-2
sw3398A-ms98-a-0006,18.446500,18.636500,our,I,sd,u-8-2
sw3398A-ms98-a-0006,18.636500,19.188500,home,I,sd,u-8-2
sw3398A-ms98-a-0006,19.188500,19.531250,is,I,sd,u-8-2
sw3398A-ms98-a-0006,19.531250,19.626500,a,I,sd,u-8-2
sw3398A-ms98-a-0006,19.626500,19.936500,very,I,sd,u-8-2
sw3398A-ms98-a-0006,19.936500,20.366500,typical,I,sd,u-8-2
sw3398A-ms98-a-0006,20.366500,20.836500,home,I,sd,u-8-2
sw3398A-ms98-a-0006,20.836500,21.185875,for,I,sd,u-8-2
sw3398A-ms98-a-0006,21.185875,21.298875,the,I,sd,u-8-2
sw3398A-ms98-a-0006,21.298875,21.636500,area,I,sd,u-8-2
sw3398A-ms98-a-0006,21.636500,21.816500,that,I,sd,u-8-2
sw3398A-ms98-a-0006,21.816500,21.936500,we,I,sd,u-8-2
sw3398A-ms98-a-0006,21.936500,22.136500,live,I,sd,u-8-2
sw3398A-ms98-a-0006,22.136500,22.339000,in,I,sd,u-8-2
sw3398A-ms98-a-0007,22.814875,22.994625,we,B,sd,u-8-3
sw3398A-ms98-a-0007,22.994625,23.420875,have,I,sd,u-8-3
sw3398A-ms98-a-0007,23.420875,23.694875,um,I,sd,u-8-3
sw3398A-ms98-a-0007,24.064875,24.294875,three,I,sd,u-8-3
sw3398A-ms98-a-0007,24.294875,24.959375,children,I,sd,u-8-3
sw3398A-ms98-a-0007,25.460375,26.083000,and,B,sd,u-8-4
sw3398A-ms98-a-0007,26.083000,26.374875,um,I,sd,u-8-4
sw3398A-ms98-a-0007,26.374875,26.484875,they,I,sd,u-8-4
sw3398A-ms98-a-0007,26.484875,26.974875,attend,I,sd,u-8-4
sw3398A-ms98-a-0007,26.974875,27.034875,the,I,sd,u-8-4
sw3398A-ms98-a-0007,27.034875,27.404875,public,I,sd,u-8-4
