sw2260B-ms98-a-0002,8.381875,8.932375,okay,B,aa,u-2-1
sw2260B-ms98-a-0004,60.370500,60.458375,well,O,,
sw2260B-ms98-a-0004,60.458375,60.508375,i,B,aa*,u-4-1
sw2260B-ms98-a-0004,60.508375,60.738375,have,I,aa*,u-4-1
sw2260B-ms98-a-0004,60.738375,60.878375,to,I,aa*,u-4-1
sw2260B-ms98-a-0004,60.878375,61.299375,agree,I,aa*,u-4-1
sw2260B-ms98-a-0004,61.299375,61.707500,that,I,aa*,u-4-1
sw2260B-ms98-a-0004,61.707500,62.860500,[laughter],O,,
sw2260B-ms98-a-0004,62.860500,63.027000,and,B,aa,u-6-1
sw2260B-ms98-a-0004,63.027000,63.230375,and,I,aa,u-6-1
sw2260B-ms98-a-0004,63.230375,63.408375,you're,I,aa,u-6-1
sw2260B-ms98-a-0004,63.408375,63.803500,right,I,aa,u-6-1
sw2260B-ms98-a-0004,64.015625,64.128625,i,B,sv,u-6-2
sw2260B-ms98-a-0004,64.128625,64.298375,mean,I,sv,u-6-2
sw2260B-ms98-a-0004,64.298375,64.691000,we,I,sv,u-6-2
sw2260B-ms98-a-0004,65.018625,65.128375,you,I,sv,u-6-2
sw2260B-ms98-a-0004,65.128375,65.298375,know,I,sv,u-6-2
sw2260B-ms98-a-0004,65.298375,65.408375,we,I,sv,u-6-2
sw2260B-ms98-a-0004,65.408375,65.638375,do,I,sv,u-6-2
sw2260B-ms98-a-0004,65.638375,65.798375,have,I,sv,u-6-2
sw2260B-ms98-a-0004,65.798375,65.888375,a,I,sv,u-6-2
sw2260B-ms98-a-0004,65.888375,66.098375,good,I,sv,u-6-2
sw2260B-ms98-a-0004,66.098375,66.518375,government,I,sv,u-6-2
sw2260B-ms98-a-0004,66.518375,66.618375,we,B,sv,u-6-3
sw2260B-ms98-a-0004,66.618375,66.828375,do,I,sv,u-6-3
sw2260B-ms98-a-0004,66.828375,66.978375,have,I,sv,u-6-3
sw2260B-ms98-a-0004,66.978375,67.038375,a,I,sv,u-6-3
sw2260B-ms98-a-0004,67.038375,67.218375,lot,I,sv,u-6-3
sw2260B-ms98-a-0004,67.218375,67.322000,of,I,sv,u-6-3
sw2260B-ms98-a-0004,67.322000,67.788875,things,I,sv,u-6-3
sw2260B-ms98-a-0005,68.420875,68.756875,that,I,sv,u-6-3
sw2260B-ms98-a-0005,69.056375,69.185750,you,I,sv,u-6-3
sw2260B-ms98-a-0005,69.185750,69.415750,know,I,sv,u-6-3
sw2260B-ms98-a-0005,69.415750,69.655750,show,I,sv,u-6-3
sw2260B-ms98-a-0005,69.655750,69.805750,that,I,sv,u-6-3
sw2260B-ms98-a-0005,69.805750,69.875750,the,I,sv,u-6-3
sw2260B-ms98-a-0005,69.875750,70.395750,taxes,I,sv,u-6-3
sw2260B-ms98-a-0005,70.395750,70.475750,are,I,sv,u-6-3
sw2260B-ms98-a-0005,70.475750,70.635750,there,I,sv,u-6-3
sw2260B-ms98-a-0005,70.635750,70.755750,to,I,sv,u-6-3
sw2260B-ms98-a-0005,70.755750,71.195750,support,I,sv,u-6-3
sw2260B-ms98-a-0005,71.195750,71.365750,but,B,sv,u-6-4
sw2260B-ms98-a-0005,71.365750,71.455750,i,I,sv,u-6-4
sw2260B-ms98-a-0005,71.455750,71.685750,do,I,sv,u-6-4
sw2260B-ms98-a-0005,71.685750,71.965750,think,I,sv,u-6-4
sw2260B-ms98-a-0005,71.965750,72.095750,they're,I,sv,u-6-4
sw2260B-ms98-a-0005,72.095750,72.845750,mismanaged,I,sv,u-6-4
sw2260B-ms98-a-0005,72.845750,72.935750,and,B,sv,u-6-5
sw2260B-ms98-a-0005,72.935750,73.025750,i,I,sv,u-6-5
sw2260B-ms98-a-0005,73.025750,73.365750,think,I,sv,u-6-5
sw2260B-ms98-a-0005,73.365750,73.565750,that,I,sv,u-6-5
sw2260B-ms98-a-0005,73.565750,74.095750,sometimes,I,sv,u-6-5
sw2260B-ms98-a-0005,74.095750,74.305750,it's,I,sv,u-6-5
sw2260B-ms98-a-0005,74.305750,74.515750,too,I,sv,u-6-5
sw2260B-ms98-a-0005,74.515750,74.885750,easy,I,sv,u-6-5
