sw3556B-ms98-a-0003,6.604750,6.990625,um-hum,B,b,u-2-1
sw3556B-ms98-a-0005,9.087500,9.475250,um-hum,B,b,u-4-1
sw3556B-ms98-a-0006,10.396000,10.630750,well,B,bk,u-4-2
sw3556B-ms98-a-0006,10.630750,11.060750,okay,I,bk,u-4-2
sw3556B-ms98-a-0006,11.060750,11.130750,uh,I,bk,u-4-2
sw3556B-ms98-a-0006,11.130750,11.450750,most,B,sd,u-4-3
sw3556B-ms98-a-0006,11.450750,11.630750,of,I,sd,u-4-3
sw3556B-ms98-a-0006,11.630750,11.990750,most,I,sd,u-4-3
sw3556B-ms98-a-0006,11.990750,12.330750,of,I,sd,u-4-3
sw3556B-ms98-a-0006,12.330750,12.620750,the,I,sd,u-4-3
sw3556B-ms98-a-0006,12.620750,12.720750,uh,I,sd,u-4-3
sw3556B-ms98-a-0006,13.093750,13.470750,commercial,I,sd,u-4-3
sw3556B-ms98-a-0006,13.470750,14.080750,television,I,sd,u-4-3
sw3556B-ms98-a-0006,14.080750,14.310750,these,I,sd,u-4-3
sw3556B-ms98-a-0006,14.310750,14.630750,days,I,sd,u-4-3
sw3556B-ms98-a-0006,14.630750,14.850750,i'm,I,sd,u-4-3
sw3556B-ms98-a-0006,14.850750,15.060750,just,I,sd,u-4-3
sw3556B-ms98-a-0006,15.060750,15.110750,a,I,sd,u-4-3
sw3556B-ms98-a-0006,15.110750,15.310750,little,I,sd,u-4-3
sw3556B-ms98-a-0006,15.310750,15.490750,bit,I,sd,u-4-3
sw3556B-ms98-a-0006,15.490750,15.840750,sick,I,sd,u-4-3
sw3556B-ms98-a-0006,15.840750,16.265625,of,I,sd,u-4-3
sw3556B-ms98-a-0007,17.197125,17.617625,uh,B,sd,u-4-4
sw3556B-ms98-a-0007,17.617625,17.737625,in,I,sd,u-4-4
sw3556B-ms98-a-0007,17.737625,17.977625,fact,I,sd,u-4-4
sw3556B-ms98-a-0007,17.977625,18.007625,i,I,sd,u-4-4
sw3556B-ms98-a-0007,18.007625,18.197625,don't,I,sd,u-4-4
sw3556B-ms98-a-0007,18.197625,18.437625,watch,I,sd,u-4-4
sw3556B-ms98-a-0007,18.437625,18.757625,hardly,I,sd,u-4-4
sw3556B-ms98-a-0007,18.757625,18.997000,any,I,sd,u-4-4
sw3556B-ms98-a-0007,18.997000,19.377625,uh,I,sd,u-4-4
sw3556B-ms98-a-0007,19.377625,19.897625,television,I,sd,u-4-4
sw3556B-ms98-a-0007,19.897625,20.017625,at,I,sd,u-4-4
sw3556B-ms98-a-0007,20.017625,20.476000,all,I,sd,u-4-4
sw3556B-ms98-a-0007,20.476000,20.827625,with,I,sd,u-4-4
sw3556B-ms98-a-0007,20.827625,20.897625,uh,I,sd,u-4-4
sw3556B-ms98-a-0007,20.897625,21.057625,my,I,sd,u-4-4
sw3556B-ms98-a-0007,21.057625,21.217625,other,I,sd,u-4-4
sw3556B-ms98-a-0007,21.217625,21.957625,activities,I,sd,u-4-4
sw3556B-ms98-a-0007,21.957625,22.180000,uh,B,sd,u-4-5
sw3556B-ms98-a-0008,22.670750,23.082250,between,I,sd,u-4-5
