sw4148B-ms98-a-0001,0.326500,0.646875,hi,B,fp,u-1-1
sw4148B-ms98-a-0003,17.082500,17.262500,yeah,B,aa,u-3-1
sw4148B-ms98-a-0003,17.262500,17.732500,actually,B,sd,u-3-2
sw4148B-ms98-a-0003,17.732500,17.838875,i,I,sd,u-3-2
sw4148B-ms98-a-0003,17.838875,17.989750,a[gree]-,I,sd,u-3-2
sw4148B-ms98-a-0003,18.227375,18.600250,i,I,sd,u-3-2
sw4148B-ms98-a-0003,18.600250,18.992500,agree,I,sd,u-3-2
sw4148B-ms98-a-0003,18.992500,19.114250,that,I,sd,u-3-2
sw4148B-ms98-a-0003,19.875125,20.062500,that's,I,sd,u-3-2
sw4148B-ms98-a-0003,20.062500,20.162500,an,I,sd,u-3-2
sw4148B-ms98-a-0003,20.162500,20.652500,interesting,I,sd,u-3-2
sw4148B-ms98-a-0003,20.652500,20.923250,thing,I,sd,u-3-2
sw4148B-ms98-a-0003,20.923250,21.226625,i,B,qy^g,u-3-3
sw4148B-ms98-a-0003,22.006250,22.173875,i,I,qy^g,u-3-3
sw4148B-ms98-a-0003,22.471500,22.792500,believe,I,qy^g,u-3-3
sw4148B-ms98-a-0003,22.792500,23.012500,that's,I,qy^g,u-3-3
sw4148B-ms98-a-0003,23.012500,23.258125,a,I,qy^g,u-3-3
sw4148B-ms98-a-0003,23.683750,23.942500,for,I,qy^g,u-3-3
sw4148B-ms98-a-0003,23.942500,24.072500,for,I,qy^g,u-3-3
sw4148B-ms98-a-0003,24.072500,24.567875,civil,I,qy^g,u-3-3
sw4148B-ms98-a-0003,24.801375,25.092500,suits,I,qy^g,u-3-3
sw4148B-ms98-a-0003,25.092500,25.252500,it's,I,qy^g,u-3-3
sw4148B-ms98-a-0003,25.252500,25.462500,not,I,qy^g,u-3-3
sw4148B-ms98-a-0003,25.462500,26.042500,unanimous,I,qy^g,u-3-3
sw4148B-ms98-a-0003,26.042500,26.244000,right,I,qy^g,u-3-3
sw4148B-ms98-a-0003,26.458625,26.632500,but,B,qy^d,u-3-4
sw4148B-ms98-a-0003,26.632500,27.004000,for,I,qy^d,u-3-4
sw4148B-ms98-a-0003,27.241375,27.352500,for,I,qy^d,u-3-4
sw4148B-ms98-a-0003,27.352500,27.912500,criminal,I,qy^d,u-3-4
sw4148B-ms98-a-0003,27.912500,28.290125,suits,I,qy^d,u-3-4
sw4148B-ms98-a-0003,28.576375,28.812500,it's,I,qy^d,u-3-4
sw4148B-ms98-a-0003,28.812500,29.252500,unanimous,I,qy^d,u-3-4
sw4148B-ms98-a-0003,29.252500,29.402500,by,I,qy^d,u-3-4
sw4148B-ms98-a-0003,29.402500,30.114250,federal,I,qy^d,u-3-4
sw4148B-ms98-a-0003,30.114250,30.496625,law,I,qy^d,u-3-4
sw4148B-ms98-a-0005,44.198750,44.368750,yeah,B,aa,u-5-1
sw4148B-ms98-a-0005,44.368750,44.528750,i,B,sd,u-5-2
