sw3313B-ms98-a-0002,2.869875,3.429250,yes,B,ny,u-2-1
sw3313B-ms98-a-0004,7.157375,7.494375,that's,B,sv,u-4-1
sw3313B-ms98-a-0004,7.494375,7.594375,a,I,sv,u-4-1
sw3313B-ms98-a-0004,7.594375,8.144375,rather,I,sv,u-4-1
sw3313B-ms98-a-0004,8.144375,8.374375,rather,I,sv,u-4-1
sw3313B-ms98-a-0004,8.374375,8.784375,broad,I,sv,u-4-1
sw3313B-ms98-a-0004,8.784375,9.194375,topic,I,sv,u-4-1
sw3313B-ms98-a-0004,9.194375,10.384375,[laughter],O,,
sw3313B-ms98-a-0006,12.850750,13.435375,yeah,B,b,u-6-1
sw3313B-ms98-a-0007,14.117000,14.446750,uh,B,sd,u-8-1
sw3313B-ms98-a-0007,14.446750,14.646750,we,I,sd,u-8-1
sw3313B-ms98-a-0007,14.646750,14.916750,live,I,sd,u-8-1
sw3313B-ms98-a-0007,14.916750,15.096750,in,I,sd,u-8-1
sw3313B-ms98-a-0007,15.096750,15.815250,Plano,I,sd,u-8-1
sw3313B-ms98-a-0007,16.304875,16.881250,um,B,qw,u-10-1
sw3313B-ms98-a-0007,16.881250,17.046750,and,I,qw,u-10-1
sw3313B-ms98-a-0007,17.046750,17.216750,where,I,qw,u-10-1
sw3313B-ms98-a-0007,17.216750,17.336750,are,I,qw,u-10-1
sw3313B-ms98-a-0007,17.336750,17.774750,you,I,qw,u-10-1
sw3313B-ms98-a-0008,18.948125,19.475750,uh-huh,B,b,u-12-1
sw3313B-ms98-a-0010,24.803125,25.844750,right,B,b,u-14-1
sw3313B-ms98-a-0010,25.844750,26.483125,right,B,b,u-16-1
sw3313B-ms98-a-0010,26.483125,26.683125,that,B,ba,u-16-2
sw3313B-ms98-a-0010,26.683125,26.783125,is,I,ba,u-16-2
sw3313B-ms98-a-0010,26.783125,27.043125,so,I,ba,u-16-2
sw3313B-ms98-a-0010,27.043125,27.955625,frightening,I,ba,u-16-2
