sw2652B-ms98-a-0003,13.509375,14.112125,um-hum,B,b,u-2-1
sw2652B-ms98-a-0005,16.107375,16.547375,yes,B,ny,u-4-1
sw2652B-ms98-a-0005,16.547375,16.847375,uh-huh,B,ny^r,u-4-2
sw2652B-ms98-a-0005,16.847375,17.107375,yeah,B,ny^r,u-4-3
sw2652B-ms98-a-0005,17.107375,17.221500,i,B,sd^e,u-4-4
sw2652B-ms98-a-0005,17.221500,17.424000,do,I,sd^e,u-4-4
sw2652B-ms98-a-0005,17.424000,17.789375,work,I,sd^e,u-4-4
sw2652B-ms98-a-0005,17.789375,18.194875,um,B,%,u-6-1
sw2652B-ms98-a-0006,18.717125,19.117125,and,I,%,u-6-1
sw2652B-ms98-a-0006,19.117125,19.217125,but,B,sd,u-6-2
sw2652B-ms98-a-0006,19.217125,19.307125,i,I,sd,u-6-2
sw2652B-ms98-a-0006,19.307125,19.557125,work,I,sd,u-6-2
sw2652B-ms98-a-0006,19.557125,19.637125,at,I,sd,u-6-2
sw2652B-ms98-a-0006,19.637125,19.697125,a,I,sd,u-6-2
sw2652B-ms98-a-0006,19.697125,20.487125,manufacturing,I,sd,u-6-2
sw2652B-ms98-a-0006,20.487125,20.967125,plant,I,sd,u-6-2
sw2652B-ms98-a-0006,20.967125,21.259875,so,B,sd,u-6-3
sw2652B-ms98-a-0006,21.259875,21.489625,i,I,sd,u-6-3
sw2652B-ms98-a-0006,21.489625,21.837125,wear,I,sd,u-6-3
sw2652B-ms98-a-0006,21.837125,21.901250,a,I,sd,u-6-3
sw2652B-ms98-a-0006,21.901250,22.036875,lot,I,sd,u-6-3
sw2652B-ms98-a-0006,22.036875,22.175125,of,I,sd,u-6-3
sw2652B-ms98-a-0006,22.269375,22.377125,blue,I,sd,u-6-3
sw2652B-ms98-a-0006,22.377125,22.847125,jeans,I,sd,u-6-3
sw2652B-ms98-a-0006,22.847125,23.177125,and,B,+,u-8-1
sw2652B-ms98-a-0006,23.177125,23.707125,T-shirts,O,,
sw2652B-ms98-a-0007,24.087875,24.216250,but,B,sd,u-10-1
sw2652B-ms98-a-0007,24.216250,24.832875,occasionally,I,sd,u-10-1
sw2652B-ms98-a-0007,24.832875,24.882875,i,I,sd,u-10-1
sw2652B-ms98-a-0007,24.882875,25.092875,[laughter-have],I,sd,u-10-1
sw2652B-ms98-a-0007,25.092875,25.195375,[laughter-to],I,sd,u-10-1
sw2652B-ms98-a-0007,25.195375,25.412875,[laughter-get],I,sd,u-10-1
sw2652B-ms98-a-0007,25.412875,25.862875,[laughter-dressed],I,sd,u-10-1
sw2652B-ms98-a-0007,25.862875,26.052875,up,I,sd,u-10-1
sw2652B-ms98-a-0007,26.052875,26.232875,and,I,sd,u-10-1
sw2652B-ms98-a-0007,26.232875,26.512750,wear,I,sd,u-10-1
sw2652B-ms98-a-0007,26.927000,27.242125,panty,I,sd,u-10-1
sw2652B-ms98-a-0007,27.242125,27.732875,hose,I,sd,u-10-1
sw2652B-ms98-a-0007,27.732875,27.861875,and,I,sd,u-10-1
sw2652B-ms98-a-0007,27.861875,27.971875,a,I,sd,u-10-1
sw2652B-ms98-a-0007,28.062250,28.702875,dress,I,sd,u-10-1
sw2652B-ms98-a-0007,28.702875,29.002875,and,B,+,u-12-1
sw2652B-ms98-a-0007,29.002875,29.172875,high,I,+,u-12-1
sw2652B-ms98-a-0007,29.172875,29.392875,heel,I,+,u-12-1
sw2652B-ms98-a-0007,29.392875,29.862875,shoes,I,+,u-12-1
sw2652B-ms98-a-0007,29.862875,29.929500,and,B,sd,u-12-2
sw2652B-ms98-a-0007,29.929500,30.046250,i,I,sd,u-12-2
sw2652B-ms98-a-0007,30.046250,30.264375,feel,I,sd,u-12-2
sw2652B-ms98-a-0007,30.407500,30.702875,really,I,sd,u-12-2
sw2652B-ms98-a-0007,30.702875,31.282875,uncomfortable,I,sd,u-12-2
sw2652B-ms98-a-0007,31.282875,31.562875,doing,I,sd,u-12-2
sw2652B-ms98-a-0007,31.562875,31.832875,that,I,sd,u-12-2
sw2652B-ms98-a-0007,31.832875,32.161375,and,B,sd,u-12-3
sw2652B-ms98-a-0007,32.492875,32.602875,in,B,+,u-14-1
sw2652B-ms98-a-0007,32.602875,32.662875,the,I,+,u-14-1
sw2652B-ms98-a-0007,32.662875,33.192875,plant,I,+,u-14-1
sw2652B-ms98-a-0007,33.192875,33.860000,so,I,+,u-14-1
sw2652B-ms98-a-0007,33.860000,34.176000,uh,I,+,u-14-1
sw2652B-ms98-a-0007,34.601625,34.778625,it's,I,+,u-14-1
sw2652B-ms98-a-0007,34.778625,34.908250,it's,I,+,u-14-1
sw2652B-ms98-a-0007,34.908250,35.010000,a,I,+,u-14-1
sw2652B-ms98-a-0007,35.010000,35.362875,problem,I,+,u-14-1
sw2652B-ms98-a-0007,35.362875,35.512875,for,I,+,u-14-1
sw2652B-ms98-a-0007,35.512875,35.832875,me,I,+,u-14-1
sw2652B-ms98-a-0008,36.150000,36.335500,but,B,sd,u-16-1
sw2652B-ms98-a-0008,36.335500,36.698500,normally,I,sd,u-16-1
sw2652B-ms98-a-0008,36.698500,36.796500,i,I,sd,u-16-1
sw2652B-ms98-a-0008,36.796500,37.006500,just,I,sd,u-16-1
sw2652B-ms98-a-0008,37.006500,37.116500,wear,I,sd,u-16-1
sw2652B-ms98-a-0008,37.116500,37.306500,blue,I,sd,u-16-1
sw2652B-ms98-a-0008,37.306500,37.576500,jeans,I,sd,u-16-1
sw2652B-ms98-a-0008,37.576500,37.686500,and,I,sd,u-16-1
sw2652B-ms98-a-0008,37.686500,37.716500,a,I,sd,u-16-1
sw2652B-ms98-a-0008,37.716500,38.246500,T-shirt,O,,
sw2652B-ms98-a-0008,38.246500,38.556500,very,B,sd,u-18-1
sw2652B-ms98-a-0008,38.556500,38.726500,very,I,sd,u-18-1
sw2652B-ms98-a-0008,38.726500,39.296500,comfortable,I,sd,u-18-1
sw2652B-ms98-a-0008,39.296500,39.386500,i,B,sd,u-18-2
sw2652B-ms98-a-0008,39.386500,39.766500,like,I,sd,u-18-2
sw2652B-ms98-a-0008,39.766500,39.906500,that,I,sd,u-18-2
sw2652B-ms98-a-0008,39.906500,40.046500,so,I,sd,u-18-2
sw2652B-ms98-a-0008,40.046500,40.226500,much,I,sd,u-18-2
sw2652B-ms98-a-0008,40.226500,40.406500,better,I,sd,u-18-2
sw2652B-ms98-a-0008,40.406500,40.526500,than,I,sd,u-18-2
sw2652B-ms98-a-0008,40.526500,40.726500,having,I,sd,u-18-2
sw2652B-ms98-a-0008,40.726500,40.796500,to,I,sd,u-18-2
sw2652B-ms98-a-0008,40.796500,40.936500,wear,I,sd,u-18-2
sw2652B-ms98-a-0008,40.936500,41.416500,dress,I,sd,u-18-2
sw2652B-ms98-a-0008,41.416500,42.066500,clothes,I,sd,u-18-2
sw2652B-ms98-a-0010,47.562125,48.214125,um-hum,B,b,u-20-1
sw2652B-ms98-a-0012,58.488000,59.029500,um-hum,B,b,u-22-1
sw2652B-ms98-a-0012,59.346000,59.798000,um-hum,B,b^r,u-22-2
sw2652B-ms98-a-0014,68.287750,68.874375,right,B,b,u-24-1
