sw3206A-ms98-a-0001,0.040000,0.172375,yeah,B,o,u-1-1
sw3206A-ms98-a-0001,0.289500,0.440000,are,B,qy^c,u-1-2
sw3206A-ms98-a-0001,0.440000,0.550000,you,I,qy^c,u-1-2
sw3206A-ms98-a-0001,0.550000,0.946250,there,I,qy^c,u-1-2
sw3206A-ms98-a-0002,1.411750,2.157750,okay,B,bk,u-3-1
sw3206A-ms98-a-0002,2.658625,2.771750,do,B,qy^t,u-3-2
sw3206A-ms98-a-0002,2.771750,3.021750,you,I,qy^t,u-3-2
sw3206A-ms98-a-0002,3.021750,3.231750,know,I,qy^t,u-3-2
sw3206A-ms98-a-0002,3.231750,3.311750,the,I,qy^t,u-3-2
sw3206A-ms98-a-0002,3.311750,4.131750,question,I,qy^t,u-3-2
sw3206A-ms98-a-0002,4.131750,4.341750,for,I,qy^t,u-3-2
sw3206A-ms98-a-0002,4.341750,4.931750,today,I,qy^t,u-3-2
sw3206A-ms98-a-0004,9.990125,10.192625,and,B,qw,u-5-1
sw3206A-ms98-a-0004,10.192625,10.417125,what,I,qw,u-5-1
sw3206A-ms98-a-0004,10.417125,10.587125,is,I,qw,u-5-1
sw3206A-ms98-a-0004,10.587125,10.797125,your,I,qw,u-5-1
sw3206A-ms98-a-0004,10.797125,11.207125,feeling,I,qw,u-5-1
sw3206A-ms98-a-0004,11.207125,11.327125,do,B,qy,u-5-2
sw3206A-ms98-a-0004,11.327125,11.437125,you,I,qy,u-5-2
sw3206A-ms98-a-0004,11.437125,11.677125,think,I,qy,u-5-2
sw3206A-ms98-a-0004,11.677125,11.947125,this,I,qy,u-5-2
sw3206A-ms98-a-0004,11.947125,12.587125,is,I,qy,u-5-2
sw3206A-ms98-a-0005,13.294750,13.799875,vital,I,qy,u-5-2
sw3206A-ms98-a-0005,13.799875,14.695750,importance,O,,
sw3206A-ms98-a-0007,16.283625,16.873625,okay,B,bk,u-7-1
sw3206A-ms98-a-0007,17.661250,17.854375,do,B,bh,u-7-2
sw3206A-ms98-a-0007,17.854375,18.108000,you,I,bh,u-7-2
sw3206A-ms98-a-0009,39.473625,39.663625,i,B,sd,u-9-1
sw3206A-ms98-a-0010,41.798125,42.078125,i[t]-,O,,
sw3206A-ms98-a-0010,42.078125,43.418125,[laughter],O,,
sw3206A-ms98-a-0010,43.418125,43.678125,i,B,+,u-11-1
sw3206A-ms98-a-0010,43.678125,44.008125,have,I,+,u-11-1
sw3206A-ms98-a-0010,44.008125,44.548125,worked,I,+,u-11-1
sw3206A-ms98-a-0010,44.548125,44.818125,in,I,+,u-11-1
sw3206A-ms98-a-0010,44.818125,45.118125,some,I,+,u-11-1
sw3206A-ms98-a-0010,45.118125,46.148125,campaigns,I,+,u-11-1
sw3206A-ms98-a-0010,46.148125,46.488125,and,B,aa,u-11-2
sw3206A-ms98-a-0010,46.488125,46.678125,it's,I,aa,u-11-2
sw3206A-ms98-a-0010,46.678125,46.758125,the,I,aa,u-11-2
sw3206A-ms98-a-0010,46.758125,47.218125,most,I,aa,u-11-2
sw3206A-ms98-a-0010,47.218125,48.248125,discouraging,I,aa,u-11-2
sw3206A-ms98-a-0010,48.248125,48.648125,thing,I,aa,u-11-2
sw3206A-ms98-a-0010,48.648125,48.788125,in,I,aa,u-11-2
sw3206A-ms98-a-0010,48.788125,48.858125,the,I,aa,u-11-2
sw3206A-ms98-a-0010,48.858125,49.228125,world,I,aa,u-11-2
sw3206A-ms98-a-0010,49.808125,50.098125,i'm,B,sd,u-11-3
sw3206A-ms98-a-0010,50.098125,50.668125,originally,I,sd,u-11-3
sw3206A-ms98-a-0010,50.668125,50.928125,from,I,sd,u-11-3
sw3206A-ms98-a-0010,50.928125,51.960625,Oklahoma,I,sd,u-11-3
sw3206A-ms98-a-0011,52.725375,53.215375,and,B,sd,u-11-4
sw3206A-ms98-a-0011,53.215375,53.605375,up,I,sd,u-11-4
sw3206A-ms98-a-0011,53.605375,54.035375,there,I,sd,u-11-4
sw3206A-ms98-a-0011,54.035375,54.425375,if,I,sd,u-11-4
sw3206A-ms98-a-0011,54.425375,54.625375,they,I,sd,u-11-4
sw3206A-ms98-a-0011,54.625375,55.135375,miss,I,sd,u-11-4
sw3206A-ms98-a-0011,55.235375,55.745375,three,I,sd,u-11-4
sw3206A-ms98-a-0011,55.745375,56.851375,elections,I,sd,u-11-4
sw3206A-ms98-a-0012,57.496375,57.676375,then,I,sd,u-11-4
sw3206A-ms98-a-0012,57.676375,57.846375,they,I,sd,u-11-4
sw3206A-ms98-a-0012,57.846375,58.156375,have,I,sd,u-11-4
sw3206A-ms98-a-0012,58.156375,58.336375,to,I,sd,u-11-4
sw3206A-ms98-a-0012,58.336375,59.366500,reregister,I,sd,u-11-4
sw3206A-ms98-a-0012,59.568375,59.856375,and,B,sd,u-11-5
sw3206A-ms98-a-0012,59.856375,60.046375,i,I,sd,u-11-5
sw3206A-ms98-a-0012,60.046375,60.246375,have,I,sd,u-11-5
sw3206A-ms98-a-0012,60.246375,60.716375,often,I,sd,u-11-5
sw3206A-ms98-a-0012,60.716375,61.156375,wondered,I,sd,u-11-5
sw3206A-ms98-a-0012,61.156375,61.418125,if,I,sd,u-11-5
sw3206A-ms98-a-0012,61.745875,61.916375,if,I,sd,u-11-5
sw3206A-ms98-a-0012,61.916375,62.386375,maybe,I,sd,u-11-5
sw3206A-ms98-a-0012,62.386375,62.706375,that,I,sd,u-11-5
sw3206A-ms98-a-0012,62.706375,62.946375,would,I,sd,u-11-5
sw3206A-ms98-a-0012,62.946375,63.376375,help,I,sd,u-11-5
sw3206A-ms98-a-0012,63.376375,63.456375,the,I,sd,u-11-5
sw3206A-ms98-a-0012,63.456375,64.336375,situation,I,sd,u-11-5
sw3206A-ms98-a-0012,64.336375,64.546375,i,B,sd,u-11-6
sw3206A-ms98-a-0012,64.546375,64.746375,don't,I,sd,u-11-6
sw3206A-ms98-a-0012,64.746375,65.116375,know,I,sd,u-11-6
sw3206A-ms98-a-0014,68.233875,68.554000,well,B,qy,u-13-1
sw3206A-ms98-a-0014,68.656250,68.915875,can,I,qy,u-13-1
sw3206A-ms98-a-0014,68.915875,69.045875,you,I,qy,u-13-1
sw3206A-ms98-a-0014,69.045875,69.325875,come,I,qy,u-13-1
sw3206A-ms98-a-0014,69.325875,69.585875,up,I,qy,u-13-1
sw3206A-ms98-a-0014,69.585875,69.815875,with,I,qy,u-13-1
sw3206A-ms98-a-0014,69.815875,70.405875,anything,I,qy,u-13-1
sw3206A-ms98-a-0014,70.405875,70.755875,else,I,qy,u-13-1
sw3206A-ms98-a-0014,70.755875,70.915875,that,I,qy,u-13-1
sw3206A-ms98-a-0014,70.915875,71.455875,maybe,I,qy,u-13-1
sw3206A-ms98-a-0015,72.861875,73.011875,we,I,qy,u-13-1
sw3206A-ms98-a-0015,73.011875,73.251875,could,I,qy,u-13-1
sw3206A-ms98-a-0015,73.251875,73.421875,do,I,qy,u-13-1
sw3206A-ms98-a-0015,73.421875,73.541875,to,I,qy,u-13-1
sw3206A-ms98-a-0015,73.541875,73.861875,these,I,qy,u-13-1
sw3206A-ms98-a-0015,73.861875,74.568375,people,I,qy,u-13-1
