sw2969B-ms98-a-0002,2.689375,3.419500,yes,B,ny,u-2-1
sw2969B-ms98-a-0004,5.420875,5.633250,oh,B,b,u-4-1
sw2969B-ms98-a-0004,5.633250,5.938500,well,I,b,u-4-1
sw2969B-ms98-a-0004,5.938500,6.459250,[laughter],O,,
sw2969B-ms98-a-0006,8.764125,8.824125,i,O,,
sw2969B-ms98-a-0006,8.824125,9.054125,heard,O,,
sw2969B-ms98-a-0006,9.054125,9.194125,that,O,,
sw2969B-ms98-a-0006,9.194125,9.394125,the,B,sd,u-6-1
sw2969B-ms98-a-0006,9.394125,9.704125,topic,I,sd,u-6-1
sw2969B-ms98-a-0006,9.704125,10.064125,today,I,sd,u-6-1
sw2969B-ms98-a-0006,10.064125,10.335500,was,I,sd,u-6-1
sw2969B-ms98-a-0006,10.610375,11.336750,gardening,I,sd,u-6-1
sw2969B-ms98-a-0006,11.577750,11.764125,and,B,+,u-8-1
sw2969B-ms98-a-0006,11.764125,12.074125,lawn,I,+,u-8-1
sw2969B-ms98-a-0006,12.074125,12.654500,care,I,+,u-8-1
sw2969B-ms98-a-0007,13.960125,14.791625,ooh,B,%,u-8-2
sw2969B-ms98-a-0007,14.791625,15.469000,[laughter],O,,
sw2969B-ms98-a-0009,23.699000,24.150375,oh,O,,
sw2969B-ms98-a-0011,26.015000,26.125000,you,B,qh,u-12-1
sw2969B-ms98-a-0011,26.125000,26.255000,know,I,qh,u-12-1
sw2969B-ms98-a-0011,26.255000,26.405000,what,I,qh,u-12-1
sw2969B-ms98-a-0011,26.405000,26.485000,it,B,sv,u-12-2
sw2969B-ms98-a-0011,26.485000,26.735000,seems,I,sv,u-12-2
sw2969B-ms98-a-0011,26.735000,26.885000,like,I,sv,u-12-2
sw2969B-ms98-a-0011,26.885000,27.105000,we,I,sv,u-12-2
sw2969B-ms98-a-0011,27.105000,27.235000,are,I,sv,u-12-2
sw2969B-ms98-a-0011,27.235000,27.355000,doing,I,sv,u-12-2
sw2969B-ms98-a-0011,27.355000,27.445000,it,I,sv,u-12-2
sw2969B-ms98-a-0011,27.445000,27.735000,here,I,sv,u-12-2
sw2969B-ms98-a-0011,27.735000,28.327875,forever,I,sv,u-12-2
sw2969B-ms98-a-0011,28.501125,28.625000,we,B,sd,u-12-3
sw2969B-ms98-a-0011,28.625000,28.895000,bought,I,sd,u-12-3
sw2969B-ms98-a-0011,28.895000,28.945000,a,I,sd,u-12-3
sw2969B-ms98-a-0011,28.945000,29.106625,a,I,sd,u-12-3
sw2969B-ms98-a-0011,29.818500,30.275000,large,I,sd,u-12-3
sw2969B-ms98-a-0011,30.275000,30.585000,house,I,sd,u-12-3
sw2969B-ms98-a-0011,30.585000,30.685000,that,I,sd,u-12-3
sw2969B-ms98-a-0011,30.685000,30.825000,was,I,sd,u-12-3
sw2969B-ms98-a-0011,30.825000,31.305000,completely,I,sd,u-12-3
sw2969B-ms98-a-0011,31.305000,32.165000,unlandscaped,I,sd,u-12-3
sw2969B-ms98-a-0011,32.165000,32.215000,i,B,sd,u-12-4
sw2969B-ms98-a-0011,32.215000,32.515000,mean,I,sd,u-12-4
sw2969B-ms98-a-0011,32.515000,32.595000,it,B,+,u-14-1
sw2969B-ms98-a-0011,32.595000,32.705000,it,I,+,u-14-1
sw2969B-ms98-a-0011,32.705000,33.095000,was,I,+,u-14-1
sw2969B-ms98-a-0011,33.095000,33.375000,pro[bably]-,I,+,u-14-1
sw2969B-ms98-a-0011,33.375000,33.745000,probably,I,+,u-14-1
sw2969B-ms98-a-0011,33.745000,33.955000,was,I,+,u-14-1
sw2969B-ms98-a-0012,34.861375,35.001375,up,I,+,u-14-1
sw2969B-ms98-a-0012,35.001375,35.101375,to,I,+,u-14-1
sw2969B-ms98-a-0012,35.101375,35.271375,your,I,+,u-14-1
sw2969B-ms98-a-0012,35.271375,35.771375,shoulder,I,+,u-14-1
sw2969B-ms98-a-0012,35.771375,36.011375,in,I,+,u-14-1
sw2969B-ms98-a-0012,36.011375,36.151375,in,I,+,u-14-1
sw2969B-ms98-a-0012,36.151375,36.821375,thistles,I,+,u-14-1
sw2969B-ms98-a-0012,36.821375,36.951375,that,B,sd,u-14-2
sw2969B-ms98-a-0012,36.951375,37.081375,was,I,sd,u-14-2
sw2969B-ms98-a-0012,37.081375,37.291375,all,I,sd,u-14-2
sw2969B-ms98-a-0012,37.291375,37.431375,that,I,sd,u-14-2
sw2969B-ms98-a-0012,37.431375,37.601375,was,I,sd,u-14-2
sw2969B-ms98-a-0012,37.601375,37.961375,there,I,sd,u-14-2
sw2969B-ms98-a-0012,37.961375,38.201375,and,B,sd,u-16-1
sw2969B-ms98-a-0012,38.201375,38.321375,we,I,sd,u-16-1
sw2969B-ms98-a-0012,38.321375,38.611375,hired,I,sd,u-16-1
sw2969B-ms98-a-0012,38.611375,38.641375,a,I,sd,u-16-1
sw2969B-ms98-a-0012,38.641375,39.161375,professional,I,sd,u-16-1
sw2969B-ms98-a-0012,39.161375,39.711375,landscaper,I,sd,u-16-1
sw2969B-ms98-a-0012,39.711375,39.831375,to,I,sd,u-16-1
sw2969B-ms98-a-0012,39.831375,40.061375,do,I,sd,u-16-1
sw2969B-ms98-a-0012,40.061375,40.320625,it,I,sd,u-16-1
sw2969B-ms98-a-0013,41.361625,41.481625,and,B,sd,u-16-2
