sw2932B-ms98-a-0003,7.033750,7.523375,okay,B,aa,u-2-1
sw2932B-ms98-a-0003,7.523375,7.596000,i,B,sd,u-2-2
sw2932B-ms98-a-0003,7.596000,7.726000,live,I,sd,u-2-2
sw2932B-ms98-a-0003,7.726000,7.926000,in,I,sd,u-2-2
sw2932B-ms98-a-0003,7.926000,8.555875,Plano,I,sd,u-2-2
sw2932B-ms98-a-0003,8.940125,9.151125,in,I,sd,u-2-2
sw2932B-ms98-a-0003,9.151125,9.402625,a,I,sd,u-2-2
sw2932B-ms98-a-0003,9.402625,9.694500,uh,I,sd,u-2-2
sw2932B-ms98-a-0003,9.694500,10.016000,four,I,sd,u-2-2
sw2932B-ms98-a-0003,10.016000,10.685625,bedroom,I,sd,u-2-2
sw2932B-ms98-a-0004,11.811250,12.025000,two,I,sd,u-2-2
sw2932B-ms98-a-0004,12.025000,12.445000,bath,I,sd,u-2-2
sw2932B-ms98-a-0004,12.445000,13.304250,house,I,sd,u-2-2
sw2932B-ms98-a-0004,13.424750,13.675000,which,I,sd,u-2-2
sw2932B-ms98-a-0004,13.675000,14.286500,is,I,sd,u-2-2
sw2932B-ms98-a-0004,14.341750,14.473500,the,I,sd,u-2-2
sw2932B-ms98-a-0004,14.473500,14.999250,area's,I,sd,u-2-2
sw2932B-ms98-a-0004,15.108500,15.695000,dominantly,I,sd,u-2-2
sw2932B-ms98-a-0004,15.695000,15.985000,three,I,sd,u-2-2
sw2932B-ms98-a-0004,15.985000,16.365000,bedroom,I,sd,u-2-2
sw2932B-ms98-a-0004,16.365000,16.545000,two,I,sd,u-2-2
sw2932B-ms98-a-0004,16.545000,16.989750,bath,I,sd,u-2-2
sw2932B-ms98-a-0005,18.019625,18.289625,so,B,sv,u-2-3
sw2932B-ms98-a-0005,18.289625,18.489625,i'm,I,sv,u-2-3
sw2932B-ms98-a-0005,18.489625,18.800250,just,I,sv,u-2-3
sw2932B-ms98-a-0005,18.800250,18.889625,a,I,sv,u-2-3
sw2932B-ms98-a-0005,18.889625,19.179625,little,I,sv,u-2-3
sw2932B-ms98-a-0005,19.179625,19.382375,bit,I,sv,u-2-3
sw2932B-ms98-a-0005,19.563250,19.929625,different,I,sv,u-2-3
sw2932B-ms98-a-0005,19.929625,20.049625,than,I,sv,u-2-3
sw2932B-ms98-a-0005,20.049625,20.659625,typical,I,sv,u-2-3
sw2932B-ms98-a-0006,21.793750,22.332500,uh,I,sv,u-2-3
sw2932B-ms98-a-0007,23.393625,23.441750,and,B,sd,u-2-4
sw2932B-ms98-a-0007,23.441750,23.521750,of,I,sd,u-2-4
sw2932B-ms98-a-0007,23.521750,24.036750,course,I,sd,u-2-4
sw2932B-ms98-a-0008,24.615750,24.675750,the,I,sd,u-2-4
sw2932B-ms98-a-0008,24.675750,25.065375,Plano,I,sd,u-2-4
sw2932B-ms98-a-0008,25.065375,25.325375,area,I,sd,u-2-4
sw2932B-ms98-a-0008,25.325375,25.475375,is,I,sd,u-2-4
sw2932B-ms98-a-0008,25.475375,25.985375,basically,I,sd,u-2-4
sw2932B-ms98-a-0008,25.985375,26.165375,with,I,sd,u-2-4
sw2932B-ms98-a-0008,26.165375,27.056000,alleyways,I,sd,u-2-4
sw2932B-ms98-a-0009,27.945125,28.096250,so,B,sv,u-2-5
sw2932B-ms98-a-0009,28.096250,28.536250,everything,I,sv,u-2-5
sw2932B-ms98-a-0009,28.536250,28.836250,around,I,sv,u-2-5
sw2932B-ms98-a-0009,28.836250,29.046250,here,I,sv,u-2-5
sw2932B-ms98-a-0009,29.046250,29.319875,is,I,sv,u-2-5
sw2932B-ms98-a-0010,30.267500,30.537500,set,I,sv,u-2-5
sw2932B-ms98-a-0010,30.537500,30.697500,up,I,sv,u-2-5
sw2932B-ms98-a-0010,30.697500,30.947500,that,I,sv,u-2-5
sw2932B-ms98-a-0010,30.947500,31.286250,way,I,sv,u-2-5
sw2932B-ms98-a-0011,32.762500,32.898250,which,I,sv,u-2-5
sw2932B-ms98-a-0011,32.898250,32.968250,i,I,sv,u-2-5
sw2932B-ms98-a-0011,32.968250,33.198250,think,I,sv,u-2-5
sw2932B-ms98-a-0011,33.198250,33.320250,is,I,sv,u-2-5
sw2932B-ms98-a-0011,33.320250,33.459375,l[ittle]-,I,sv,u-2-5
sw2932B-ms98-a-0011,33.741875,33.878250,a,I,sv,u-2-5
sw2932B-ms98-a-0011,33.878250,34.058250,little,I,sv,u-2-5
