sw4153B-ms98-a-0003,4.273250,4.690125,uh-huh,B,b,u-2-1
sw4153B-ms98-a-0005,11.851250,11.989000,hm,B,b^r,u-4-1
sw4153B-ms98-a-0007,22.790625,23.200500,um-hum,O,,
sw4153B-ms98-a-0009,31.065625,31.471750,yeah,B,b,u-6-1
sw4153B-ms98-a-0011,43.736625,44.010875,[vocalized-noise],O,,
sw4153B-ms98-a-0013,48.576500,48.702625,well,B,%,u-10-1
sw4153B-ms98-a-0013,48.702625,48.902250,that,I,%,u-10-1
sw4153B-ms98-a-0013,49.222375,49.292625,i,B,%,u-10-2
sw4153B-ms98-a-0013,49.292625,49.442625,know,I,%,u-10-2
sw4153B-ms98-a-0013,49.442625,49.939500,wh[at]-,O,,
sw4153B-ms98-a-0013,49.939500,50.192625,the,B,sd,u-10-3
sw4153B-ms98-a-0013,50.192625,50.452625,things,I,sd,u-10-3
sw4153B-ms98-a-0013,50.452625,50.572625,that,I,sd,u-10-3
sw4153B-ms98-a-0013,50.572625,50.772625,we,I,sd,u-10-3
sw4153B-ms98-a-0013,50.772625,51.022625,kind,I,sd,u-10-3
sw4153B-ms98-a-0013,51.022625,51.142625,of,I,sd,u-10-3
sw4153B-ms98-a-0013,51.142625,51.382625,looked,I,sd,u-10-3
sw4153B-ms98-a-0013,51.382625,51.602625,at,I,sd,u-10-3
sw4153B-ms98-a-0013,51.602625,51.820250,is,I,sd,u-10-3
sw4153B-ms98-a-0013,52.050000,52.312625,is,I,sd,u-10-3
sw4153B-ms98-a-0013,52.312625,52.442625,you,I,sd,u-10-3
sw4153B-ms98-a-0013,52.442625,52.752625,wanna,I,sd,u-10-3
sw4153B-ms98-a-0013,52.752625,52.992625,see,I,sd,u-10-3
sw4153B-ms98-a-0013,52.992625,53.182625,how,I,sd,u-10-3
sw4153B-ms98-a-0013,53.182625,53.509500,many,I,sd,u-10-3
sw4153B-ms98-a-0013,53.509500,53.952625,teachers,I,sd,u-10-3
sw4153B-ms98-a-0013,53.952625,54.067250,you,I,sd,u-10-3
sw4153B-ms98-a-0013,54.067250,54.472250,have,I,sd,u-10-3
sw4153B-ms98-a-0014,55.491125,55.826625,and,B,+,u-12-1
sw4153B-ms98-a-0014,55.826625,55.996625,and,I,+,u-12-1
sw4153B-ms98-a-0014,55.996625,56.126625,how,I,+,u-12-1
sw4153B-ms98-a-0014,56.126625,56.346625,many,I,+,u-12-1
sw4153B-ms98-a-0014,56.346625,56.656625,kids,I,+,u-12-1
sw4153B-ms98-a-0014,56.656625,56.796625,they,I,+,u-12-1
sw4153B-ms98-a-0014,56.796625,57.076625,have,I,+,u-12-1
sw4153B-ms98-a-0014,57.076625,57.206625,and,I,+,u-12-1
sw4153B-ms98-a-0014,57.206625,57.356625,how,I,+,u-12-1
sw4153B-ms98-a-0014,57.356625,57.476625,they,I,+,u-12-1
sw4153B-ms98-a-0014,57.476625,57.746625,break,I,+,u-12-1
sw4153B-ms98-a-0014,57.746625,57.856625,it,I,+,u-12-1
sw4153B-ms98-a-0014,57.856625,58.151125,up,I,+,u-12-1
sw4153B-ms98-a-0015,59.053500,59.305500,because,B,sv,u-14-1
sw4153B-ms98-a-0015,59.305500,59.685500,we,I,sv,u-14-1
sw4153B-ms98-a-0015,59.685500,60.014500,had,I,sv,u-14-1
sw4153B-ms98-a-0015,60.959000,61.065500,we,I,sv,u-14-1
sw4153B-ms98-a-0015,61.065500,61.245500,had,I,sv,u-14-1
sw4153B-ms98-a-0015,61.245500,61.565500,one,I,sv,u-14-1
sw4153B-ms98-a-0015,61.565500,61.675500,that,I,sv,u-14-1
sw4153B-ms98-a-0015,61.675500,61.975500,sounds,I,sv,u-14-1
sw4153B-ms98-a-0015,61.975500,62.215500,kind,I,sv,u-14-1
sw4153B-ms98-a-0015,62.215500,62.275500,of,I,sv,u-14-1
sw4153B-ms98-a-0015,62.275500,62.465500,like,I,sv,u-14-1
sw4153B-ms98-a-0015,62.465500,62.605500,what,I,sv,u-14-1
sw4153B-ms98-a-0015,62.605500,62.745500,you,I,sv,u-14-1
sw4153B-ms98-a-0015,62.745500,62.965500,were,I,sv,u-14-1
sw4153B-ms98-a-0015,62.965500,63.218375,in,I,sv,u-14-1
sw4153B-ms98-a-0016,63.695875,63.890250,it,B,sv,u-16-1
sw4153B-ms98-a-0016,63.890250,63.969750,it,I,sv,u-16-1
sw4153B-ms98-a-0016,63.969750,64.169750,was,I,sv,u-16-1
sw4153B-ms98-a-0016,64.169750,64.249750,a,I,sv,u-16-1
sw4153B-ms98-a-0016,64.249750,64.643250,really,I,sv,u-16-1
sw4153B-ms98-a-0016,64.643250,64.919750,good,I,sv,u-16-1
sw4153B-ms98-a-0016,64.919750,65.215375,one,I,sv,u-16-1
sw4153B-ms98-a-0016,65.810500,66.437375,and,B,sd,u-16-2
sw4153B-ms98-a-0016,66.821625,67.009750,in,I,sd,u-16-2
sw4153B-ms98-a-0016,67.009750,67.229750,fact,I,sd,u-16-2
sw4153B-ms98-a-0016,67.229750,67.309750,it,I,sd,u-16-2
sw4153B-ms98-a-0016,67.309750,67.539750,worked,I,sd,u-16-2
sw4153B-ms98-a-0016,67.539750,67.679750,out,I,sd,u-16-2
sw4153B-ms98-a-0016,67.679750,67.909750,for,I,sd,u-16-2
sw4153B-ms98-a-0016,67.909750,67.999750,us,I,sd,u-16-2
sw4153B-ms98-a-0016,67.999750,68.159750,because_1,I,sd,u-16-2
sw4153B-ms98-a-0016,68.159750,68.269750,my,I,sd,u-16-2
sw4153B-ms98-a-0016,68.269750,68.578250,wife,I,sd,u-16-2
sw4153B-ms98-a-0016,68.932375,69.144125,we,I,sd,u-16-2
sw4153B-ms98-a-0016,69.144125,69.349750,kind,I,sd,u-16-2
sw4153B-ms98-a-0016,69.349750,69.449750,of,I,sd,u-16-2
sw4153B-ms98-a-0016,69.449750,69.988250,bartered,I,sd,u-16-2
sw4153B-ms98-a-0016,70.485500,70.579750,my,B,sd,u-16-3
sw4153B-ms98-a-0016,70.579750,70.839750,wife,I,sd,u-16-3
sw4153B-ms98-a-0016,70.839750,70.989750,did,I,sd,u-16-3
sw4153B-ms98-a-0016,70.989750,71.369750,artwork,I,sd,u-16-3
sw4153B-ms98-a-0016,71.369750,71.659750,for,I,sd,u-16-3
sw4153B-ms98-a-0016,71.659750,71.769750,them_1,O,,
sw4153B-ms98-a-0016,71.769750,72.001375,and,B,sd,u-16-4
sw4153B-ms98-a-0016,72.683125,73.110875,then,I,sd,u-16-4
sw4153B-ms98-a-0016,73.472500,73.539750,you,I,sd,u-16-4
sw4153B-ms98-a-0016,73.539750,73.639750,know,I,sd,u-16-4
sw4153B-ms98-a-0016,73.639750,73.739750,so,I,sd,u-16-4
sw4153B-ms98-a-0016,73.739750,73.899750,we,I,sd,u-16-4
sw4153B-ms98-a-0016,73.899750,74.009750,got,I,sd,u-16-4
sw4153B-ms98-a-0016,74.009750,74.394250,our,I,sd,u-16-4
sw4153B-ms98-a-0017,75.268625,75.647625,uh,I,sd,u-16-4
sw4153B-ms98-a-0017,75.647625,75.907625,day,I,sd,u-16-4
sw4153B-ms98-a-0017,75.907625,76.187625,care,I,sd,u-16-4
sw4153B-ms98-a-0017,76.187625,76.777125,free,I,sd,u-16-4
sw4153B-ms98-a-0018,77.528375,78.004250,but,B,sd,u-18-1
sw4153B-ms98-a-0018,78.188875,78.405500,they,I,sd,u-18-1
sw4153B-ms98-a-0018,78.405500,78.625500,didn't,I,sd,u-18-1
sw4153B-ms98-a-0018,78.625500,78.795500,have,I,sd,u-18-1
sw4153B-ms98-a-0018,78.795500,79.005500,enough,I,sd,u-18-1
sw4153B-ms98-a-0018,79.005500,79.724625,teachers,I,sd,u-18-1
sw4153B-ms98-a-0019,80.384000,80.671500,and,B,%,u-18-2
sw4153B-ms98-a-0021,83.308250,83.728875,uh-huh,B,b,u-20-1
sw4153B-ms98-a-0023,91.392250,91.773375,um-hum,B,b^r,u-22-1
sw4153B-ms98-a-0025,103.361750,103.744250,um-hum,B,b^r,u-24-1
sw4153B-ms98-a-0027,111.670750,112.172625,hm,O,,
sw4153B-ms98-a-0029,114.641875,115.958625,[laughter],O,,
sw4153B-ms98-a-0031,118.926250,119.373125,yeah,B,b,u-30-1
sw4153B-ms98-a-0033,121.693250,121.869875,did,B,qy,u-32-1
sw4153B-ms98-a-0033,121.869875,122.042375,did,I,qy,u-32-1
sw4153B-ms98-a-0033,122.042375,122.162375,they,I,qy,u-32-1
sw4153B-ms98-a-0033,122.162375,122.622375,separate,I,qy,u-32-1
sw4153B-ms98-a-0033,122.622375,122.742375,them_1,I,qy,u-32-1
sw4153B-ms98-a-0033,122.742375,122.862375,by,I,qy,u-32-1
sw4153B-ms98-a-0033,122.862375,123.235375,age,I,qy,u-32-1
sw4153B-ms98-a-0033,123.235375,123.710375,group,I,qy,u-32-1
sw4153B-ms98-a-0034,124.606250,124.725625,because_1,O,,
sw4153B-ms98-a-0034,124.725625,124.895625,i'd,B,sv,u-34-1
sw4153B-ms98-a-0034,124.895625,125.085625,think,I,sv,u-34-1
sw4153B-ms98-a-0034,125.085625,125.175625,you,I,sv,u-34-1
sw4153B-ms98-a-0034,125.175625,125.255625,know,I,sv,u-34-1
sw4153B-ms98-a-0034,125.255625,125.345625,i,I,sv,u-34-1
sw4153B-ms98-a-0034,125.345625,125.615625,think,I,sv,u-34-1
sw4153B-ms98-a-0034,125.615625,125.885625,that's,I,sv,u-34-1
sw4153B-ms98-a-0034,125.885625,126.045625,one,I,sv,u-34-1
sw4153B-ms98-a-0034,126.045625,126.175625,thing,I,sv,u-34-1
sw4153B-ms98-a-0034,126.175625,126.265625,that,I,sv,u-34-1
sw4153B-ms98-a-0034,126.265625,126.365625,was,I,sv,u-34-1
sw4153B-ms98-a-0034,126.365625,126.992250,important,I,sv,u-34-1
sw4153B-ms98-a-0035,127.899250,128.033500,[vocalized-noise],O,,
sw4153B-ms98-a-0037,132.442625,132.980500,uh-huh,B,b,u-36-1
sw4153B-ms98-a-0039,144.571500,144.803000,yeah,B,b,u-38-1
sw4153B-ms98-a-0041,147.342125,147.432250,it,B,sv,u-40-1
sw4153B-ms98-a-0041,147.514375,147.669625,it,I,sv,u-40-1
sw4153B-ms98-a-0041,147.669625,147.885750,sound,I,sv,u-40-1
sw4153B-ms98-a-0041,148.149375,148.472500,yeah,B,%,u-40-2
sw4153B-ms98-a-0042,150.089750,150.183250,it,B,sv@,u-42-1
sw4153B-ms98-a-0042,150.183250,150.523250,sounds,I,sv@,u-42-1
sw4153B-ms98-a-0042,150.523250,150.683250,like,I,sv@,u-42-1
sw4153B-ms98-a-0042,150.683250,150.753250,to,I,sv@,u-42-1
sw4153B-ms98-a-0042,150.753250,150.943250,me,I,sv@,u-42-1
sw4153B-ms98-a-0042,150.943250,151.233125,your,I,sv@,u-42-1
sw4153B-ms98-a-0042,152.088125,152.406000,your,I,sv@,u-42-1
sw4153B-ms98-a-0042,152.669625,153.283250,concern,I,sv@,u-42-1
sw4153B-ms98-a-0042,153.283250,153.453250,would,I,sv@,u-42-1
sw4153B-ms98-a-0042,153.453250,153.603250,be,I,sv@,u-42-1
sw4153B-ms98-a-0042,153.603250,153.703250,to,I,sv@,u-42-1
sw4153B-ms98-a-0042,153.703250,153.923250,make,I,sv@,u-42-1
sw4153B-ms98-a-0042,153.923250,154.143250,sure,I,sv@,u-42-1
sw4153B-ms98-a-0042,154.143250,154.323250,that,I,sv@,u-42-1
sw4153B-ms98-a-0042,154.323250,154.413250,they,I,sv@,u-42-1
sw4153B-ms98-a-0042,154.413250,154.523250,are,I,sv@,u-42-1
sw4153B-ms98-a-0042,154.523250,154.963250,loving,I,sv@,u-42-1
sw4153B-ms98-a-0042,154.963250,155.400750,people,I,sv@,u-42-1
sw4153B-ms98-a-0043,156.251875,157.256500,[laughter],O,,
sw4153B-ms98-a-0043,157.256500,157.903750,affectionate,B,sv,u-46-1
