sw3158B-ms98-a-0003,7.950625,8.502000,um-hum,B,b,u-2-1
sw3158B-ms98-a-0005,15.411875,15.842000,um-hum,B,b,u-4-1
sw3158B-ms98-a-0006,17.486750,17.966750,oh,B,ba,u-6-1
sw3158B-ms98-a-0006,17.966750,18.576750,wow,I,ba,u-6-1
sw3158B-ms98-a-0006,18.576750,18.986750,that's,B,sd,u-6-2
sw3158B-ms98-a-0006,18.986750,19.086750,the,I,sd,u-6-2
sw3158B-ms98-a-0006,19.086750,19.396750,next,I,sd,u-6-2
sw3158B-ms98-a-0006,19.396750,19.876750,project,I,sd,u-6-2
sw3158B-ms98-a-0006,19.876750,20.016750,that,I,sd,u-6-2
sw3158B-ms98-a-0006,20.016750,20.206750,i'd,I,sd,u-6-2
sw3158B-ms98-a-0006,20.206750,20.436750,like,I,sd,u-6-2
sw3158B-ms98-a-0006,20.436750,20.586750,to,I,sd,u-6-2
sw3158B-ms98-a-0006,20.586750,20.806750,learn,I,sd,u-6-2
sw3158B-ms98-a-0006,20.806750,20.906750,to,I,sd,u-6-2
sw3158B-ms98-a-0006,20.906750,21.096750,do,I,sd,u-6-2
sw3158B-ms98-a-0006,21.096750,21.206750,i,B,sd,u-6-3
sw3158B-ms98-a-0006,21.206750,21.396750,do,I,sd,u-6-3
sw3158B-ms98-a-0006,21.396750,22.066750,mostly,I,sd,u-6-3
sw3158B-ms98-a-0006,22.066750,22.395625,hand,I,sd,u-6-3
sw3158B-ms98-a-0006,22.610250,23.206750,needlework,I,sd,u-6-3
sw3158B-ms98-a-0006,23.206750,23.446750,like,I,sd,u-6-3
sw3158B-ms98-a-0006,23.856750,24.146750,cross,I,sd,u-6-3
sw3158B-ms98-a-0006,24.146750,24.586750,stitch,I,sd,u-6-3
sw3158B-ms98-a-0006,24.586750,24.746750,and,I,sd,u-6-3
sw3158B-ms98-a-0006,24.746750,25.106750,crewel,I,sd,u-6-3
sw3158B-ms98-a-0006,25.106750,25.886750,embroidery,I,sd,u-6-3
sw3158B-ms98-a-0007,26.326000,26.696000,and,B,sd,u-6-4
sw3158B-ms98-a-0007,26.696000,26.866000,i'm,I,sd,u-6-4
sw3158B-ms98-a-0007,27.066000,27.216000,i'm,I,sd,u-6-4
sw3158B-ms98-a-0007,27.426000,27.826000,beginning,I,sd,u-6-4
sw3158B-ms98-a-0007,27.826000,27.886000,to,I,sd,u-6-4
sw3158B-ms98-a-0007,27.886000,27.994000,get,I,sd,u-6-4
sw3158B-ms98-a-0007,27.994000,28.043000,a,I,sd,u-6-4
sw3158B-ms98-a-0007,28.043000,28.229750,little,I,sd,u-6-4
sw3158B-ms98-a-0007,28.572500,28.896000,bored,I,sd,u-6-4
sw3158B-ms98-a-0007,28.896000,29.106000,with,I,sd,u-6-4
sw3158B-ms98-a-0007,29.106000,29.436000,cross,I,sd,u-6-4
sw3158B-ms98-a-0007,29.436000,29.866000,stitch,I,sd,u-6-4
sw3158B-ms98-a-0007,29.866000,29.956000,and,O,,
sw3158B-ms98-a-0007,29.956000,30.106000,was,B,sd,u-6-5
sw3158B-ms98-a-0007,30.106000,30.546000,thinking,I,sd,u-6-5
sw3158B-ms98-a-0007,30.546000,30.916000,maybe,I,sd,u-6-5
sw3158B-ms98-a-0007,30.916000,31.156000,need,I,sd,u-6-5
sw3158B-ms98-a-0007,31.156000,31.296000,to,I,sd,u-6-5
sw3158B-ms98-a-0007,31.296000,31.536000,learn,I,sd,u-6-5
sw3158B-ms98-a-0007,31.536000,31.646000,to,I,sd,u-6-5
sw3158B-ms98-a-0007,31.646000,32.146000,quilt,I,sd,u-6-5
sw3158B-ms98-a-0009,35.128625,35.258625,it,B,sv,u-8-1
sw3158B-ms98-a-0009,35.258625,35.438625,gets,I,sv,u-8-1
sw3158B-ms98-a-0009,35.498625,36.098625,boring,I,sv,u-8-1
sw3158B-ms98-a-0010,37.585625,38.205125,um-hum,B,b,u-10-1
sw3158B-ms98-a-0010,38.506375,39.173875,um-hum,O,,
sw3158B-ms98-a-0012,45.467875,45.697875,well,B,sv,u-12-1
sw3158B-ms98-a-0012,45.697875,45.827875,it,I,sv,u-12-1
sw3158B-ms98-a-0012,45.827875,46.327875,just,I,sv,u-12-1
sw3158B-ms98-a-0012,46.327875,46.677875,reaches,I,sv,u-12-1
sw3158B-ms98-a-0012,46.677875,46.727875,a,I,sv,u-12-1
