sw3382B-ms98-a-0003,6.085875,6.419250,um-hum,B,b,u-2-1
sw3382B-ms98-a-0005,8.200000,8.610000,um-hum,B,b,u-4-1
sw3382B-ms98-a-0007,10.358875,10.709375,um-hum,B,b,u-6-1
sw3382B-ms98-a-0008,11.538875,11.950750,um-hum,B,b,u-8-1
sw3382B-ms98-a-0008,12.320500,12.406000,yeah,O,,
sw3382B-ms98-a-0008,12.406000,12.536000,have,B,qy,u-8-2
sw3382B-ms98-a-0008,12.536000,12.636000,you,I,qy,u-8-2
sw3382B-ms98-a-0008,12.636000,12.812875,been,I,qy,u-8-2
sw3382B-ms98-a-0008,12.812875,13.297000,following,I,qy,u-8-2
sw3382B-ms98-a-0008,13.297000,13.415000,the,I,qy,u-8-2
sw3382B-ms98-a-0008,13.415000,13.807250,uh,I,qy,u-8-2
sw3382B-ms98-a-0008,14.146250,14.279625,the,I,qy,u-8-2
sw3382B-ms98-a-0008,14.279625,14.676000,progress,I,qy,u-8-2
sw3382B-ms98-a-0008,14.676000,14.756000,of,I,qy,u-8-2
sw3382B-ms98-a-0008,14.756000,14.856000,the,I,qy,u-8-2
sw3382B-ms98-a-0008,14.856000,15.362750,Hubble,I,qy,u-8-2
sw3382B-ms98-a-0008,15.362750,15.996000,space,I,qy,u-8-2
sw3382B-ms98-a-0008,15.996000,16.672500,telescope,O,,
sw3382B-ms98-a-0010,20.032125,20.312125,hum,O,,
sw3382B-ms98-a-0011,21.124125,21.524875,um-hum,B,b,u-10-1
sw3382B-ms98-a-0012,22.703125,23.169375,um-hum,B,b,u-12-1
sw3382B-ms98-a-0014,27.046875,27.511875,yeah,B,b,u-14-1
sw3382B-ms98-a-0014,27.862375,27.926875,i,B,sv,u-14-2
sw3382B-ms98-a-0014,27.926875,28.056875,think,I,sv,u-14-2
sw3382B-ms98-a-0014,28.056875,28.166875,it's,I,sv,u-14-2
sw3382B-ms98-a-0014,28.166875,28.386875,pretty,I,sv,u-14-2
sw3382B-ms98-a-0014,28.386875,28.786875,exciting,I,sv,u-14-2
sw3382B-ms98-a-0014,28.786875,28.966875,that,I,sv,u-14-2
sw3382B-ms98-a-0014,28.966875,29.116875,they,I,sv,u-14-2
sw3382B-ms98-a-0014,29.116875,29.396875,can,I,sv,u-14-2
sw3382B-ms98-a-0014,29.396875,29.673500,uh,I,sv,u-14-2
sw3382B-ms98-a-0014,29.993625,30.211125,it'd,O,,
sw3382B-ms98-a-0014,30.211125,30.296875,be,B,sv,u-14-3
sw3382B-ms98-a-0014,30.296875,30.806875,interesting,I,sv,u-14-3
sw3382B-ms98-a-0014,30.806875,30.866875,to,I,sv,u-14-3
sw3382B-ms98-a-0014,30.866875,31.086875,see,I,sv,u-14-3
sw3382B-ms98-a-0014,31.086875,31.226875,they,I,sv,u-14-3
sw3382B-ms98-a-0014,31.226875,31.396875,can,I,sv,u-14-3
sw3382B-ms98-a-0014,31.396875,31.946875,find,I,sv,u-14-3
sw3382B-ms98-a-0014,31.946875,32.206875,uh,I,sv,u-14-3
sw3382B-ms98-a-0014,32.206875,32.446875,other,I,sv,u-14-3
sw3382B-ms98-a-0014,32.446875,33.006875,planets,I,sv,u-14-3
sw3382B-ms98-a-0014,33.006875,33.176875,that,I,sv,u-14-3
sw3382B-ms98-a-0014,33.176875,33.422625,are,I,sv,u-14-3
sw3382B-ms98-a-0014,34.016875,34.216875,that'd,I,sv,u-14-3
sw3382B-ms98-a-0014,34.216875,34.316875,be,I,sv,u-14-3
sw3382B-ms98-a-0014,34.316875,34.546875,more,I,sv,u-14-3
sw3382B-ms98-a-0014,34.546875,35.287250,habitable,I,sv,u-14-3
sw3382B-ms98-a-0014,35.445375,35.556875,to,I,sv,u-14-3
sw3382B-ms98-a-0014,35.556875,35.885875,uh,I,sv,u-14-3
sw3382B-ms98-a-0014,36.089250,36.216875,you,I,sv,u-14-3
sw3382B-ms98-a-0014,36.216875,36.462750,know,I,sv,u-14-3
sw3382B-ms98-a-0014,37.046875,37.366875,uh,I,sv,u-14-3
sw3382B-ms98-a-0014,37.366875,37.946875,humans,I,sv,u-14-3
sw3382B-ms98-a-0014,37.946875,38.346875,and,B,%,u-14-4
sw3382B-ms98-a-0014,38.346875,38.604250,uh,I,%,u-14-4
sw3382B-ms98-a-0015,39.279000,39.389000,yeah,I,%,u-14-4
sw3382B-ms98-a-0015,39.389000,39.488750,i,B,sd,u-14-5
sw3382B-ms98-a-0015,39.488750,39.669000,think,I,sd,u-14-5
sw3382B-ms98-a-0015,39.669000,39.823375,i,I,sd,u-14-5
sw3382B-ms98-a-0015,39.823375,39.989000,would,I,sd,u-14-5
sw3382B-ms98-a-0015,39.989000,40.129000,be,I,sd,u-14-5
sw3382B-ms98-a-0015,40.129000,40.369000,very,I,sd,u-14-5
sw3382B-ms98-a-0015,40.369000,40.829000,interested,I,sd,u-14-5
sw3382B-ms98-a-0015,40.829000,40.949000,in,I,sd,u-14-5
sw3382B-ms98-a-0015,40.949000,41.269000,space,I,sd,u-14-5
sw3382B-ms98-a-0015,41.269000,41.549000,travel,I,sd,u-14-5
sw3382B-ms98-a-0015,41.549000,41.609000,in,I,sd,u-14-5
sw3382B-ms98-a-0015,41.609000,41.669000,the,I,sd,u-14-5
sw3382B-ms98-a-0015,41.669000,42.049000,future,I,sd,u-14-5
sw3382B-ms98-a-0015,42.049000,42.129000,if,I,sd,u-14-5
sw3382B-ms98-a-0015,42.299000,42.569000,it's,I,sd,u-14-5
sw3382B-ms98-a-0015,42.569000,42.749000,if,I,sd,u-14-5
sw3382B-ms98-a-0015,42.749000,42.989000,it,I,sd,u-14-5
sw3382B-ms98-a-0015,42.989000,43.089000,you,I,sd,u-14-5
sw3382B-ms98-a-0015,43.089000,43.199000,know,I,sd,u-14-5
sw3382B-ms98-a-0015,43.199000,43.479000,is,I,sd,u-14-5
sw3382B-ms98-a-0015,43.479000,43.639000,at,I,sd,u-14-5
sw3382B-ms98-a-0015,43.639000,43.809000,all,I,sd,u-14-5
sw3382B-ms98-a-0015,43.809000,44.534125,possible,I,sd,u-14-5
sw3382B-ms98-a-0017,48.929625,50.018125,[laughter],O,,
sw3382B-ms98-a-0018,52.429250,53.160375,[laughter],O,,
sw3382B-ms98-a-0019,53.738500,53.858500,well,B,sv,u-18-1
sw3382B-ms98-a-0019,53.858500,53.968500,we,I,sv,u-18-1
sw3382B-ms98-a-0019,53.968500,54.188500,know,I,sv,u-18-1
sw3382B-ms98-a-0019,54.188500,54.288500,if,I,sv,u-18-1
sw3382B-ms98-a-0019,54.288500,54.608500,the,I,sv,u-18-1
sw3382B-ms98-a-0019,54.608500,54.828500,they,I,sv,u-18-1
