sw3659B-ms98-a-0002,0.860250,1.363875,okay,B,b,u-2-1
sw3659B-ms98-a-0004,3.136875,3.445375,yeah,B,ny,u-4-1
sw3659B-ms98-a-0006,6.453000,6.623000,i'm,B,sd,u-6-1
sw3659B-ms98-a-0006,6.623000,6.723000,in,I,sd,u-6-1
sw3659B-ms98-a-0006,6.723000,7.303000,Richardson,I,sd,u-6-1
sw3659B-ms98-a-0008,10.726375,10.956375,yeah,B,ny,u-8-1
sw3659B-ms98-a-0008,10.956375,11.446375,Richardson,B,sd^e,u-8-2
sw3659B-ms98-a-0008,11.446375,11.746375,has,I,sd^e,u-8-2
sw3659B-ms98-a-0008,11.746375,12.166500,um,I,sd^e,u-8-2
sw3659B-ms98-a-0008,12.471625,12.596375,well,I,sd^e,u-8-2
sw3659B-ms98-a-0008,12.596375,12.706375,they,I,sd^e,u-8-2
sw3659B-ms98-a-0008,12.706375,12.956375,have,I,sd^e,u-8-2
sw3659B-ms98-a-0008,12.956375,13.046375,a,I,sd^e,u-8-2
sw3659B-ms98-a-0008,13.046375,13.516375,newspaper,I,sd^e,u-8-2
sw3659B-ms98-a-0008,13.516375,13.796375,pick,I,sd^e,u-8-2
sw3659B-ms98-a-0008,13.796375,14.030750,up,I,sd^e,u-8-2
sw3659B-ms98-a-0008,14.030750,14.356375,once,I,sd^e,u-8-2
sw3659B-ms98-a-0008,14.356375,14.436375,a,I,sd^e,u-8-2
sw3659B-ms98-a-0008,14.436375,14.636375,week,I,sd^e,u-8-2
sw3659B-ms98-a-0008,14.636375,15.096375,supposedly,I,sd^e,u-8-2
sw3659B-ms98-a-0008,15.096375,15.196375,if,I,sd^e,u-8-2
sw3659B-ms98-a-0008,15.196375,15.346375,it's,I,sd^e,u-8-2
sw3659B-ms98-a-0008,15.346375,15.656375,not,I,sd^e,u-8-2
sw3659B-ms98-a-0008,15.656375,16.146375,raining,I,sd^e,u-8-2
sw3659B-ms98-a-0009,16.549000,16.799000,and,B,sd,u-10-1
sw3659B-ms98-a-0009,16.799000,16.909000,they,I,sd,u-10-1
sw3659B-ms98-a-0009,16.909000,17.239000,also,I,sd,u-10-1
sw3659B-ms98-a-0009,17.239000,17.429000,have,I,sd,u-10-1
sw3659B-ms98-a-0009,17.429000,17.489000,a,I,sd,u-10-1
sw3659B-ms98-a-0009,17.489000,17.809000,couple,I,sd,u-10-1
sw3659B-ms98-a-0009,17.809000,17.956000,of,I,sd,u-10-1
sw3659B-ms98-a-0009,17.956000,18.429000,areas,I,sd,u-10-1
sw3659B-ms98-a-0009,18.429000,18.529000,where,I,sd,u-10-1
sw3659B-ms98-a-0009,18.529000,18.699000,you,I,sd,u-10-1
sw3659B-ms98-a-0009,18.699000,18.919000,can,I,sd,u-10-1
sw3659B-ms98-a-0009,18.919000,19.502000,take,I,sd,u-10-1
sw3659B-ms98-a-0009,19.502000,19.719000,uh,I,sd,u-10-1
sw3659B-ms98-a-0009,19.719000,20.159000,cans,I,sd,u-10-1
sw3659B-ms98-a-0009,20.159000,20.689000,plastic,I,sd,u-10-1
sw3659B-ms98-a-0009,20.689000,20.839000,and,I,sd,u-10-1
sw3659B-ms98-a-0009,20.839000,21.329000,paper,I,sd,u-10-1
sw3659B-ms98-a-0009,21.329000,21.719000,to,I,sd,u-10-1
sw3659B-ms98-a-0009,21.719000,22.109000,uh,I,sd,u-10-1
sw3659B-ms98-a-0009,22.109000,22.249000,you,I,sd,u-10-1
sw3659B-ms98-a-0009,22.249000,22.369000,know,I,sd,u-10-1
sw3659B-ms98-a-0009,22.369000,22.649000,dump,I,sd,u-10-1
sw3659B-ms98-a-0009,22.649000,22.819000,them,I,sd,u-10-1
sw3659B-ms98-a-0009,22.819000,23.089000,off,I,sd,u-10-1
sw3659B-ms98-a-0009,23.089000,23.289000,there,I,sd,u-10-1
sw3659B-ms98-a-0009,23.289000,23.379000,if,I,sd,u-10-1
sw3659B-ms98-a-0009,23.379000,23.509000,you,I,sd,u-10-1
sw3659B-ms98-a-0009,23.509000,23.839000,don't,I,sd,u-10-1
sw3659B-ms98-a-0009,23.839000,24.069000,uh,I,sd,u-10-1
sw3659B-ms98-a-0009,24.419000,24.569000,want,I,sd,u-10-1
sw3659B-ms98-a-0009,24.569000,24.639000,to,I,sd,u-10-1
sw3659B-ms98-a-0009,24.639000,24.839000,wait,I,sd,u-10-1
sw3659B-ms98-a-0009,24.839000,24.939000,and,I,sd,u-10-1
sw3659B-ms98-a-0009,24.939000,25.099000,have,I,sd,u-10-1
sw3659B-ms98-a-0009,25.099000,25.169000,a,I,sd,u-10-1
sw3659B-ms98-a-0009,25.169000,25.419000,pick,I,sd,u-10-1
sw3659B-ms98-a-0009,25.419000,25.589000,up,I,sd,u-10-1
sw3659B-ms98-a-0009,25.589000,25.819000,least,I,sd,u-10-1
sw3659B-ms98-a-0009,25.819000,25.889000,of,I,sd,u-10-1
sw3659B-ms98-a-0009,25.889000,26.249000,paper,I,sd,u-10-1
sw3659B-ms98-a-0009,26.249000,26.429000,but,B,sd,u-10-2
sw3659B-ms98-a-0009,26.429000,26.519000,they,I,sd,u-10-2
sw3659B-ms98-a-0009,26.519000,26.699000,don't,I,sd,u-10-2
sw3659B-ms98-a-0009,26.699000,26.879000,pick,I,sd,u-10-2
sw3659B-ms98-a-0009,26.879000,27.054500,up,I,sd,u-10-2
sw3659B-ms98-a-0009,27.054500,27.174125,the,I,sd,u-10-2
sw3659B-ms98-a-0009,27.174125,27.389000,other,I,sd,u-10-2
sw3659B-ms98-a-0009,27.389000,27.749000,items,I,sd,u-10-2
sw3659B-ms98-a-0009,27.749000,27.829000,they,B,sd,u-10-3
sw3659B-ms98-a-0009,27.829000,27.999000,don't,I,sd,u-10-3
sw3659B-ms98-a-0009,27.999000,28.159000,pick,I,sd,u-10-3
sw3659B-ms98-a-0009,28.159000,28.359000,up,I,sd,u-10-3
sw3659B-ms98-a-0009,28.359000,28.869000,cans,I,sd,u-10-3
sw3659B-ms98-a-0009,28.869000,29.109000,or,I,sd,u-10-3
sw3659B-ms98-a-0009,29.109000,29.179000,the,I,sd,u-10-3
sw3659B-ms98-a-0009,29.179000,29.820000,plastic,B,+,u-12-1
sw3659B-ms98-a-0010,31.531875,31.641875,i'm,B,no,u-14-1
sw3659B-ms98-a-0010,31.641875,31.851875,not,I,no,u-14-1
sw3659B-ms98-a-0010,31.851875,32.211875,sure,I,no,u-14-1
sw3659B-ms98-a-0010,32.211875,32.391875,they,B,sd,u-14-2
sw3659B-ms98-a-0010,32.391875,32.601875,only,I,sd,u-14-2
sw3659B-ms98-a-0010,32.601875,33.001875,started,I,sd,u-14-2
sw3659B-ms98-a-0010,33.001875,33.081875,to,I,sd,u-14-2
sw3659B-ms98-a-0010,33.081875,33.241875,do,I,sd,u-14-2
sw3659B-ms98-a-0010,33.241875,33.321875,the,I,sd,u-14-2
sw3659B-ms98-a-0010,33.321875,34.421375,newspaper,I,sd,u-14-2
sw3659B-ms98-a-0010,34.421375,34.891875,uh,I,sd,u-14-2
sw3659B-ms98-a-0010,34.891875,35.211875,late,I,sd,u-14-2
sw3659B-ms98-a-0010,35.211875,35.561875,last,I,sd,u-14-2
sw3659B-ms98-a-0010,35.561875,35.901875,year,I,sd,u-14-2
sw3659B-ms98-a-0010,35.901875,36.151875,just,B,sd,u-14-3
sw3659B-ms98-a-0010,36.151875,36.361875,try,I,sd,u-14-3
sw3659B-ms98-a-0010,36.361875,36.631875,like,I,sd,u-14-3
sw3659B-ms98-a-0010,36.631875,36.811875,a,I,sd,u-14-3
sw3659B-ms98-a-0010,36.811875,37.241875,trial,I,sd,u-14-3
sw3659B-ms98-a-0010,37.241875,37.887750,basis,I,sd,u-14-3
sw3659B-ms98-a-0010,38.411875,38.631875,and,B,+,u-16-1
sw3659B-ms98-a-0010,38.631875,38.851875,see,I,+,u-16-1
sw3659B-ms98-a-0010,38.851875,39.021875,how,I,+,u-16-1
sw3659B-ms98-a-0010,39.021875,39.111875,it,I,+,u-16-1
sw3659B-ms98-a-0010,39.111875,39.461875,goes,I,+,u-16-1
sw3659B-ms98-a-0010,39.461875,39.581875,so,I,+,u-16-1
sw3659B-ms98-a-0010,39.581875,39.661875,i,I,+,u-16-1
sw3659B-ms98-a-0010,39.661875,39.881875,don't,I,+,u-16-1
sw3659B-ms98-a-0010,39.881875,40.011875,know,I,+,u-16-1
sw3659B-ms98-a-0010,40.011875,40.111875,if,I,+,u-16-1
sw3659B-ms98-a-0010,40.111875,40.201875,they're,I,+,u-16-1
sw3659B-ms98-a-0010,40.201875,40.341875,going,I,+,u-16-1
sw3659B-ms98-a-0010,40.341875,40.401875,to,I,+,u-16-1
sw3659B-ms98-a-0010,40.401875,40.601875,pick,I,+,u-16-1
sw3659B-ms98-a-0010,40.601875,40.736125,up,I,+,u-16-1
sw3659B-ms98-a-0010,40.736125,40.881875,the,I,+,u-16-1
sw3659B-ms98-a-0010,40.881875,41.102125,other,I,+,u-16-1
sw3659B-ms98-a-0010,41.102125,41.560625,things,I,+,u-16-1
sw3659B-ms98-a-0011,42.095000,42.248875,what,B,qo,u-18-1
sw3659B-ms98-a-0011,42.248875,42.384250,about,I,qo,u-18-1
sw3659B-ms98-a-0011,42.384250,42.724250,you,I,qo,u-18-1
sw3659B-ms98-a-0012,44.938375,45.381000,um-hum,B,b,u-20-1
sw3659B-ms98-a-0014,49.948750,50.358750,um,B,%,u-22-1
sw3659B-ms98-a-0015,52.133750,52.953875,oh,B,b,u-24-1
sw3659B-ms98-a-0017,60.335625,60.525625,where,B,qw,u-26-1
sw3659B-ms98-a-0017,60.525625,60.585625,do,I,qw,u-26-1
sw3659B-ms98-a-0017,60.585625,60.675625,you,I,qw,u-26-1
sw3659B-ms98-a-0017,60.675625,60.985625,take,I,qw,u-26-1
sw3659B-ms98-a-0017,60.985625,61.205625,them,I,qw,u-26-1
sw3659B-ms98-a-0019,66.142625,66.643000,hm,B,%,u-28-1
sw3659B-ms98-a-0021,71.232750,71.724500,uh-huh,B,b,u-30-1
sw3659B-ms98-a-0021,72.402500,72.781750,uh-huh,B,b,u-32-1
sw3659B-ms98-a-0023,77.934375,78.565750,hm,B,%,u-34-1
sw3659B-ms98-a-0025,84.232625,85.998750,[laughter],O,,
sw3659B-ms98-a-0026,87.830375,88.619250,oh,O,,
sw3659B-ms98-a-0028,101.145875,101.364875,one,B,sd,u-40-1
sw3659B-ms98-a-0028,101.364875,101.491000,of,I,sd,u-40-1
sw3659B-ms98-a-0028,101.491000,101.561000,the,I,sd,u-40-1
sw3659B-ms98-a-0028,101.561000,101.871000,people,I,sd,u-40-1
sw3659B-ms98-a-0028,101.871000,102.081000,from,I,sd,u-40-1
sw3659B-ms98-a-0028,102.081000,102.241000,my,I,sd,u-40-1
sw3659B-ms98-a-0028,102.241000,103.111000,department,I,sd,u-40-1
sw3659B-ms98-a-0028,103.111000,103.231000,i,I,sd,u-40-1
sw3659B-ms98-a-0028,103.231000,103.631000,think,I,sd,u-40-1
sw3659B-ms98-a-0028,103.631000,103.851000,used,I,sd,u-40-1
sw3659B-ms98-a-0028,103.851000,103.951000,to,I,sd,u-40-1
sw3659B-ms98-a-0028,103.951000,104.191000,take,I,sd,u-40-1
sw3659B-ms98-a-0028,104.191000,104.251000,a,I,sd,u-40-1
sw3659B-ms98-a-0028,104.251000,104.561000,lot,I,sd,u-40-1
sw3659B-ms98-a-0028,104.561000,104.651000,of,I,sd,u-40-1
sw3659B-ms98-a-0028,104.651000,104.761000,the,I,sd,u-40-1
sw3659B-ms98-a-0028,104.761000,105.254125,stuff,I,sd,u-40-1
sw3659B-ms98-a-0028,105.254125,105.574375,to,I,sd,u-40-1
sw3659B-ms98-a-0028,105.574375,105.731000,a,I,sd,u-40-1
sw3659B-ms98-a-0028,105.731000,106.301000,recycling,I,sd,u-40-1
sw3659B-ms98-a-0028,106.301000,106.591000,center,I,sd,u-40-1
sw3659B-ms98-a-0028,106.591000,106.701000,that,I,sd,u-40-1
sw3659B-ms98-a-0028,106.701000,106.881000,was,I,sd,u-40-1
sw3659B-ms98-a-0028,106.881000,106.991000,for,I,sd,u-40-1
sw3659B-ms98-a-0028,106.991000,107.186500,the,I,sd,u-40-1
sw3659B-ms98-a-0028,107.337125,107.751000,benefit,I,sd,u-40-1
sw3659B-ms98-a-0028,107.751000,107.871000,of,I,sd,u-40-1
sw3659B-ms98-a-0028,107.871000,107.951000,the,I,sd,u-40-1
sw3659B-ms98-a-0028,107.951000,108.341000,Dallas,I,sd,u-40-1
sw3659B-ms98-a-0028,108.341000,108.892750,Shelter,I,sd,u-40-1
sw3659B-ms98-a-0029,109.919500,109.956750,i,B,sd,u-42-1
sw3659B-ms98-a-0029,109.956750,110.149500,think,I,sd,u-42-1
sw3659B-ms98-a-0029,110.149500,110.289500,that,I,sd,u-42-1
sw3659B-ms98-a-0029,110.289500,110.517750,was,I,sd,u-42-1
sw3659B-ms98-a-0029,110.517750,110.976500,closer,B,+,u-44-1
sw3659B-ms98-a-0029,110.976500,111.129500,to,I,+,u-44-1
sw3659B-ms98-a-0029,111.129500,112.169500,downtown,I,+,u-44-1
sw3659B-ms98-a-0029,112.169500,112.239500,uh,B,sd,u-44-2
sw3659B-ms98-a-0029,112.239500,112.539500,she's,I,sd,u-44-2
sw3659B-ms98-a-0029,112.539500,112.689500,not,I,sd,u-44-2
sw3659B-ms98-a-0029,112.689500,112.889500,here,I,sd,u-44-2
sw3659B-ms98-a-0029,112.889500,113.299500,anymore,I,sd,u-44-2
sw3659B-ms98-a-0029,113.299500,113.559500,but,B,%,u-46-1
sw3659B-ms98-a-0029,113.559500,113.727000,uh,I,%,u-46-1
sw3659B-ms98-a-0029,114.047125,114.503250,yeah,I,%,u-46-1
sw3659B-ms98-a-0031,119.486375,120.386375,oh,B,b,u-48-1
sw3659B-ms98-a-0032,121.512625,122.082625,yeah,B,b,u-50-1
sw3659B-ms98-a-0034,125.340500,125.465125,well,B,sd,u-52-1
sw3659B-ms98-a-0034,125.465125,126.105125,sometimes,I,sd,u-52-1
