sw3489B-ms98-a-0003,3.166875,3.601125,um-hum,B,b,u-2-1
sw3489B-ms98-a-0005,7.342875,7.512000,all,B,b,u-4-1
sw3489B-ms98-a-0005,7.512000,7.862000,right,I,b,u-4-1
sw3489B-ms98-a-0007,73.189000,73.339000,yeah,B,b,u-6-1
sw3489B-ms98-a-0007,73.339000,73.658375,uh,B,%,u-6-2
sw3489B-ms98-a-0007,73.658375,73.849000,i,I,%,u-6-2
sw3489B-ms98-a-0007,73.849000,74.340500,was,I,%,u-6-2
sw3489B-ms98-a-0007,74.340500,74.905500,read[ing]-,O,,
sw3489B-ms98-a-0007,75.485875,76.559000,[laughter],O,,
sw3489B-ms98-a-0007,76.559000,76.759000,my,B,b,u-8-1
sw3489B-ms98-a-0007,76.759000,77.249000,community,I,b,u-8-1
sw3489B-ms98-a-0007,77.249000,77.529000,that's,B,ba,u-8-2
sw3489B-ms98-a-0007,77.529000,78.023750,cute,I,ba,u-8-2
sw3489B-ms98-a-0007,78.441750,78.619000,i,B,sd,u-10-1
sw3489B-ms98-a-0007,78.619000,78.839000,live,I,sd,u-10-1
sw3489B-ms98-a-0007,78.839000,78.949000,in,I,sd,u-10-1
sw3489B-ms98-a-0007,78.949000,78.999000,a,I,sd,u-10-1
sw3489B-ms98-a-0007,78.999000,79.269000,place,I,sd,u-10-1
sw3489B-ms98-a-0007,79.269000,79.669000,called,I,sd,u-10-1
sw3489B-ms98-a-0007,79.669000,79.969000,Dye,I,sd,u-10-1
sw3489B-ms98-a-0007,79.969000,80.555000,Mound,I,sd,u-10-1
sw3489B-ms98-a-0008,81.420500,81.649500,or,B,sd,u-12-1
sw3489B-ms98-a-0008,81.649500,81.909500,Dye,I,sd,u-12-1
sw3489B-ms98-a-0008,81.909500,82.649500,Community,I,sd,u-12-1
sw3489B-ms98-a-0009,83.642250,83.946125,and,B,sd,u-14-1
sw3489B-ms98-a-0009,83.946125,84.036125,it's,I,sd,u-14-1
sw3489B-ms98-a-0009,84.036125,84.266125,not,I,sd,u-14-1
sw3489B-ms98-a-0009,84.266125,84.296125,a,I,sd,u-14-1
sw3489B-ms98-a-0009,84.296125,84.810125,city,I,sd,u-14-1
sw3489B-ms98-a-0009,85.556125,85.796125,not,I,sd,u-14-1
sw3489B-ms98-a-0009,85.796125,86.675875,incorporated,I,sd,u-14-1
sw3489B-ms98-a-0009,87.345000,87.516125,my,B,sd,u-14-2
sw3489B-ms98-a-0009,87.516125,87.926125,nearest,I,sd,u-14-2
sw3489B-ms98-a-0009,87.926125,88.346125,neighbor's,I,sd,u-14-2
sw3489B-ms98-a-0009,88.346125,88.876125,about,I,sd,u-14-2
sw3489B-ms98-a-0009,88.876125,88.906125,a,I,sd,u-14-2
sw3489B-ms98-a-0009,88.906125,89.156125,half,I,sd,u-14-2
sw3489B-ms98-a-0009,89.156125,89.206125,a,I,sd,u-14-2
sw3489B-ms98-a-0009,89.206125,89.586125,mile,I,sd,u-14-2
sw3489B-ms98-a-0009,89.586125,89.706125,at,I,sd,u-14-2
sw3489B-ms98-a-0009,89.706125,90.206125,least,I,sd,u-14-2
sw3489B-ms98-a-0009,90.206125,90.286125,i,B,sd,u-16-1
sw3489B-ms98-a-0009,90.286125,90.556125,can't,I,sd,u-16-1
sw3489B-ms98-a-0009,90.556125,90.716125,even,I,sd,u-16-1
sw3489B-ms98-a-0009,90.716125,90.896125,see,I,sd,u-16-1
sw3489B-ms98-a-0009,90.896125,91.096125,their,I,sd,u-16-1
sw3489B-ms98-a-0009,91.096125,91.711625,house,I,sd,u-16-1
sw3489B-ms98-a-0009,92.420625,93.106125,and,B,%,u-16-2
sw3489B-ms98-a-0009,93.106125,93.622375,uh,I,%,u-16-2
sw3489B-ms98-a-0011,95.494625,95.853875,yeah,B,b,u-18-1
sw3489B-ms98-a-0011,95.853875,95.903875,i,B,sd,u-18-2
sw3489B-ms98-a-0011,95.903875,96.303875,mean,I,sd,u-18-2
sw3489B-ms98-a-0011,96.303875,96.510750,uh,I,sd,u-18-2
sw3489B-ms98-a-0011,96.510750,96.743875,i'm,I,sd,u-18-2
sw3489B-ms98-a-0011,96.743875,96.903875,out,I,sd,u-18-2
sw3489B-ms98-a-0011,96.903875,97.283875,in,I,sd,u-18-2
sw3489B-ms98-a-0011,97.283875,97.463875,i'm,I,sd,u-18-2
sw3489B-ms98-a-0011,97.463875,97.748250,out,I,sd,u-18-2
sw3489B-ms98-a-0011,97.748250,98.323875,in,I,sd,u-18-2
sw3489B-ms98-a-0011,98.533875,98.623875,the,I,sd,u-18-2
sw3489B-ms98-a-0011,98.623875,99.411125,wilderness,I,sd,u-18-2
sw3489B-ms98-a-0011,99.942375,100.609625,literally,I,sd,u-18-2
