sw4927B-ms98-a-0001,0.139625,0.139625,okay,B,o,u-2-1
sw4927B-ms98-a-0001,0.701750,0.919250,uh,B,sv,u-2-2
sw4927B-ms98-a-0001,0.919250,1.590000,mandatory,I,sv,u-2-2
sw4927B-ms98-a-0001,1.590000,2.200000,service,I,sv,u-2-2
sw4927B-ms98-a-0001,2.200000,2.440000,yeah,I,sv,u-2-2
sw4927B-ms98-a-0001,2.440000,2.671250,i,I,sv,u-2-2
sw4927B-ms98-a-0001,2.870000,3.161375,don't,I,sv,u-2-2
sw4927B-ms98-a-0001,3.161375,3.420000,think,I,sv,u-2-2
sw4927B-ms98-a-0001,3.420000,3.600000,it's,I,sv,u-2-2
sw4927B-ms98-a-0001,3.600000,3.650000,a,I,sv,u-2-2
sw4927B-ms98-a-0001,3.650000,3.920000,good,I,sv,u-2-2
sw4927B-ms98-a-0001,3.920000,4.716250,idea,I,sv,u-2-2
sw4927B-ms98-a-0002,5.236875,5.446875,uh,I,sv,u-2-2
sw4927B-ms98-a-0002,5.446875,5.806875,because,B,sv,u-2-3
sw4927B-ms98-a-0002,5.806875,5.936875,we'd,I,sv,u-2-3
sw4927B-ms98-a-0002,5.936875,6.086875,have,I,sv,u-2-3
sw4927B-ms98-a-0002,6.086875,6.216875,to,I,sv,u-2-3
sw4927B-ms98-a-0002,6.216875,6.606875,change,I,sv,u-2-3
sw4927B-ms98-a-0002,6.606875,6.666875,the,I,sv,u-2-3
sw4927B-ms98-a-0002,6.666875,7.576875,Constitution,I,sv,u-2-3
sw4927B-ms98-a-0002,7.576875,7.758125,to,I,sv,u-2-3
sw4927B-ms98-a-0002,7.758125,8.025625,[vocalized-noise],I,sv,u-2-3
sw4927B-ms98-a-0002,8.025625,8.492750,to,I,sv,u-2-3
sw4927B-ms98-a-0002,8.492750,8.666000,uh,I,sv,u-2-3
sw4927B-ms98-a-0002,8.666000,9.227750,allow,I,sv,u-2-3
sw4927B-ms98-a-0002,9.566750,9.756875,uh,I,sv,u-2-3
sw4927B-ms98-a-0002,9.756875,10.536875,involuntary,I,sv,u-2-3
sw4927B-ms98-a-0002,10.536875,11.426875,servitude,I,sv,u-2-3
sw4927B-ms98-a-0002,11.426875,11.676750,uh,I,sv,u-2-3
sw4927B-ms98-a-0002,12.076000,12.386875,in,I,sv,u-2-3
sw4927B-ms98-a-0002,12.386875,12.786875,service,I,sv,u-2-3
sw4927B-ms98-a-0002,12.786875,12.916875,to,I,sv,u-2-3
sw4927B-ms98-a-0002,12.916875,12.996875,the,I,sv,u-2-3
sw4927B-ms98-a-0002,12.996875,13.601750,government,I,sv,u-2-3
sw4927B-ms98-a-0003,14.089875,14.287250,and,B,sv,u-2-4
sw4927B-ms98-a-0003,14.287250,14.421375,i'm,I,sv,u-2-4
sw4927B-ms98-a-0003,14.421375,14.661375,not,I,sv,u-2-4
sw4927B-ms98-a-0003,14.661375,14.991375,sure,I,sv,u-2-4
