sw3533A-ms98-a-0002,0.269875,0.799875,okay,B,o,u-1-1
sw3533A-ms98-a-0002,0.799875,1.029875,Miss,B,sd^t,u-1-2
sw3533A-ms98-a-0002,1.029875,1.389875,Nancy,I,sd^t,u-1-2
sw3533A-ms98-a-0002,1.389875,1.529875,we,I,sd^t,u-1-2
sw3533A-ms98-a-0002,1.529875,1.739875,should,I,sd^t,u-1-2
sw3533A-ms98-a-0002,1.739875,1.849875,be,I,sd^t,u-1-2
sw3533A-ms98-a-0002,1.849875,1.989875,in,I,sd^t,u-1-2
sw3533A-ms98-a-0002,1.989875,2.369875,business,I,sd^t,u-1-2
sw3533A-ms98-a-0002,2.369875,2.672625,now,I,sd^t,u-1-2
sw3533A-ms98-a-0002,2.966375,3.149875,did,B,qy^t,u-3-1
sw3533A-ms98-a-0002,3.149875,3.319875,you,I,qy^t,u-3-1
sw3533A-ms98-a-0002,3.319875,3.569875,hear,I,qy^t,u-3-1
sw3533A-ms98-a-0002,3.569875,3.772750,the,I,qy^t,u-3-1
sw3533A-ms98-a-0002,3.946000,4.399875,questions,I,qy^t,u-3-1
sw3533A-ms98-a-0002,4.399875,4.549875,that,I,qy^t,u-3-1
sw3533A-ms98-a-0002,4.549875,4.639875,the,I,qy^t,u-3-1
sw3533A-ms98-a-0002,4.639875,5.039875,lady,I,qy^t,u-3-1
sw3533A-ms98-a-0002,5.039875,5.283375,uh,I,qy^t,u-3-1
sw3533A-ms98-a-0002,5.551875,5.779875,brought,I,qy^t,u-3-1
sw3533A-ms98-a-0002,5.779875,6.049875,up,I,qy^t,u-3-1
sw3533A-ms98-a-0003,6.654625,7.044625,such,B,qy^d,u-5-1
sw3533A-ms98-a-0003,7.044625,7.234625,as,I,qy^d,u-5-1
sw3533A-ms98-a-0003,7.234625,7.344625,how,I,qy^d,u-5-1
sw3533A-ms98-a-0003,7.344625,7.564625,much,I,qy^d,u-5-1
sw3533A-ms98-a-0003,7.564625,7.992875,time,I,qy^d,u-5-1
sw3533A-ms98-a-0003,8.516500,8.854625,well,I,qy^d,u-5-1
sw3533A-ms98-a-0003,8.854625,8.954625,i'll,B,cc,u-5-2
sw3533A-ms98-a-0003,8.954625,9.204625,ask,I,cc,u-5-2
sw3533A-ms98-a-0003,9.204625,9.284625,how,B,qw,u-5-3
sw3533A-ms98-a-0003,9.284625,9.464625,much,I,qw,u-5-3
sw3533A-ms98-a-0003,9.464625,9.714625,time,I,qw,u-5-3
sw3533A-ms98-a-0003,9.714625,9.784625,do,I,qw,u-5-3
sw3533A-ms98-a-0003,9.784625,9.964625,you,I,qw,u-5-3
sw3533A-ms98-a-0003,9.964625,10.374625,spend,I,qw,u-5-3
sw3533A-ms98-a-0003,10.374625,10.524625,with,I,qw,u-5-3
sw3533A-ms98-a-0003,10.524625,10.684625,your,I,qw,u-5-3
sw3533A-ms98-a-0003,10.684625,11.024625,children,I,qw,u-5-3
sw3533A-ms98-a-0003,11.024625,11.134625,and,B,qw,u-5-4
sw3533A-ms98-a-0003,11.134625,11.194625,how,I,qw,u-5-4
sw3533A-ms98-a-0003,11.194625,11.384625,many,I,qw,u-5-4
sw3533A-ms98-a-0003,11.384625,11.484625,do,I,qw,u-5-4
sw3533A-ms98-a-0003,11.484625,11.594625,you,I,qw,u-5-4
sw3533A-ms98-a-0003,11.594625,11.984625,have,I,qw,u-5-4
sw3533A-ms98-a-0005,27.404625,27.794625,um-hum,B,b,u-7-1
sw3533A-ms98-a-0009,37.425000,37.525000,well,B,ba,u-9-1
sw3533A-ms98-a-0009,37.525000,37.745000,you're,I,ba,u-9-1
sw3533A-ms98-a-0009,37.745000,37.945000,very,I,ba,u-9-1
sw3533A-ms98-a-0009,37.945000,38.595000,fortunate,I,ba,u-9-1
sw3533A-ms98-a-0009,38.595000,38.675000,uh,B,%,u-9-2
sw3533A-ms98-a-0009,38.675000,39.015000,my,I,%,u-9-2
sw3533A-ms98-a-0009,39.015000,40.115000,[laughter],I,%,u-9-2
sw3533A-ms98-a-0009,40.115000,40.565000,my,I,%,u-9-2
sw3533A-ms98-a-0009,40.565000,40.941500,uh,I,%,u-9-2
sw3533A-ms98-a-0009,41.129875,41.295000,i,B,sd,u-9-3
sw3533A-ms98-a-0009,41.295000,41.495000,have,I,sd,u-9-3
sw3533A-ms98-a-0009,41.495000,41.755000,two,I,sd,u-9-3
sw3533A-ms98-a-0009,41.755000,42.308000,girls,I,sd,u-9-3
sw3533A-ms98-a-0009,42.402125,42.795500,and,I,sd,u-9-3
sw3533A-ms98-a-0009,42.795500,43.035000,a,I,sd,u-9-3
sw3533A-ms98-a-0009,43.035000,43.580625,son,I,sd,u-9-3
sw3533A-ms98-a-0009,44.145625,44.465000,and,B,sd,u-11-1
sw3533A-ms98-a-0009,44.465000,44.625000,my,I,sd,u-11-1
sw3533A-ms98-a-0009,44.625000,45.005750,oldest,I,sd,u-11-1
sw3533A-ms98-a-0009,45.005750,45.454000,daughter,I,sd,u-11-1
sw3533A-ms98-a-0009,45.454000,45.710125,lives,I,sd,u-11-1
sw3533A-ms98-a-0009,45.710125,45.849500,in,I,sd,u-11-1
sw3533A-ms98-a-0009,45.849500,46.535000,Amsterdam,I,sd,u-11-1
sw3533A-ms98-a-0009,46.535000,47.184500,Holland,I,sd,u-11-1
sw3533A-ms98-a-0010,48.000875,48.385375,[laughter-she's],O,,
sw3533A-ms98-a-0010,48.804375,49.000875,her,B,+,u-15-1
sw3533A-ms98-a-0010,49.000875,49.370875,husband,I,+,u-15-1
sw3533A-ms98-a-0010,49.370875,49.640875,builds,I,+,u-15-1
sw3533A-ms98-a-0010,49.640875,50.190875,pianos,I,+,u-15-1
sw3533A-ms98-a-0010,50.190875,50.410875,so,B,sd,u-15-2
sw3533A-ms98-a-0010,50.410875,50.651500,it's,I,sd,u-15-2
sw3533A-ms98-a-0010,50.783250,51.110875,kind,I,sd,u-15-2
sw3533A-ms98-a-0010,51.110875,51.190875,of,I,sd,u-15-2
sw3533A-ms98-a-0010,51.190875,51.460875,hard,I,sd,u-15-2
sw3533A-ms98-a-0010,51.460875,51.600875,for,I,sd,u-15-2
sw3533A-ms98-a-0010,51.600875,51.730875,us,I,sd,u-15-2
sw3533A-ms98-a-0010,51.730875,51.840875,to,I,sd,u-15-2
sw3533A-ms98-a-0010,51.840875,52.150875,visit,I,sd,u-15-2
sw3533A-ms98-a-0010,52.150875,52.280875,with,I,sd,u-15-2
sw3533A-ms98-a-0010,52.280875,52.560875,them,I,sd,u-15-2
sw3533A-ms98-a-0010,52.560875,52.680875,as,I,sd,u-15-2
sw3533A-ms98-a-0010,52.680875,52.810875,much,I,sd,u-15-2
sw3533A-ms98-a-0010,52.810875,52.870875,as,I,sd,u-15-2
sw3533A-ms98-a-0010,52.870875,52.960875,we'd,I,sd,u-15-2
sw3533A-ms98-a-0010,52.960875,53.130875,like,I,sd,u-15-2
sw3533A-ms98-a-0010,53.130875,53.374125,to,I,sd,u-15-2
sw3533A-ms98-a-0010,53.863875,54.100875,because_1,O,,
sw3533A-ms98-a-0010,54.350875,54.740875,we've,B,+,u-17-1
sw3533A-ms98-a-0010,54.740875,55.140875,we,I,+,u-17-1
sw3533A-ms98-a-0010,55.140875,55.390875,one,I,+,u-17-1
sw3533A-ms98-a-0010,55.390875,55.560875,thing,I,+,u-17-1
sw3533A-ms98-a-0010,55.560875,55.670875,we,I,+,u-17-1
sw3533A-ms98-a-0010,55.670875,55.820875,do,I,+,u-17-1
sw3533A-ms98-a-0010,55.820875,56.202625,have,I,+,u-17-1
sw3533A-ms98-a-0010,56.342000,56.740875,together,I,+,u-17-1
sw3533A-ms98-a-0010,56.740875,56.840875,is,I,+,u-17-1
sw3533A-ms98-a-0010,56.840875,56.930875,we're,I,+,u-17-1
sw3533A-ms98-a-0010,56.930875,57.200875,both,I,+,u-17-1
sw3533A-ms98-a-0010,57.200875,57.740875,musicians,I,+,u-17-1
sw3533A-ms98-a-0010,57.740875,57.830875,i,B,sd,u-17-2
sw3533A-ms98-a-0010,57.830875,58.080875,play,I,sd,u-17-2
sw3533A-ms98-a-0010,58.080875,58.330875,in,I,sd,u-17-2
sw3533A-ms98-a-0010,58.330875,58.630875,several,I,sd,u-17-2
sw3533A-ms98-a-0010,58.630875,59.020875,symphony,I,sd,u-17-2
sw3533A-ms98-a-0010,59.020875,59.500875,orchestras,I,sd,u-17-2
sw3533A-ms98-a-0010,59.500875,59.700875,and,B,sd,u-17-3
sw3533A-ms98-a-0010,59.700875,59.900875,she,B,+,u-19-1
sw3533A-ms98-a-0010,59.900875,60.140875,is,I,+,u-19-1
sw3533A-ms98-a-0010,60.140875,60.285250,uh,I,+,u-19-1
sw3533A-ms98-a-0011,61.059750,61.380250,a,I,+,u-19-1
sw3533A-ms98-a-0011,61.380250,61.523750,a,I,+,u-19-1
sw3533A-ms98-a-0011,61.523750,61.992375,concert,I,+,u-19-1
sw3533A-ms98-a-0011,62.139250,62.419750,uh,I,+,u-19-1
sw3533A-ms98-a-0011,62.419750,63.417625,harpsichordist,I,+,u-19-1
sw3533A-ms98-a-0011,63.809500,64.079750,and,B,+,u-21-1
sw3533A-ms98-a-0011,64.239750,64.679750,travels,I,+,u-21-1
sw3533A-ms98-a-0011,64.679750,65.049750,around,I,+,u-21-1
sw3533A-ms98-a-0011,65.049750,65.199750,good,I,+,u-21-1
sw3533A-ms98-a-0011,65.199750,65.389750,bit,I,+,u-21-1
sw3533A-ms98-a-0011,65.389750,65.509750,in,I,+,u-21-1
sw3533A-ms98-a-0011,65.509750,65.899750,Europe,I,+,u-21-1
sw3533A-ms98-a-0012,66.470000,66.890000,and,B,sd,u-23-1
sw3533A-ms98-a-0012,66.890000,67.150000,uh,I,sd,u-23-1
sw3533A-ms98-a-0012,67.150000,67.320000,her,I,sd,u-23-1
sw3533A-ms98-a-0012,67.320000,67.790000,husband,I,sd,u-23-1
sw3533A-ms98-a-0012,67.790000,68.321000,builds,I,sd,u-23-1
sw3533A-ms98-a-0012,68.776750,69.440000,forte,I,sd,u-23-1
sw3533A-ms98-a-0012,69.440000,70.210000,pianos,I,sd,u-23-1
sw3533A-ms98-a-0012,70.210000,70.430000,which,B,sd,u-23-2
sw3533A-ms98-a-0012,70.430000,70.620000,are,I,sd,u-23-2
sw3533A-ms98-a-0012,70.620000,71.370000,harpsichord,I,sd,u-23-2
sw3533A-ms98-a-0012,71.370000,71.660000,sized,I,sd,u-23-2
sw3533A-ms98-a-0012,71.660000,72.237875,pianos,I,sd,u-23-2
sw3533A-ms98-a-0013,72.816625,73.170500,and,B,sd,u-25-1
sw3533A-ms98-a-0013,73.170500,73.386000,uh,I,sd,u-25-1
sw3533A-ms98-a-0013,73.626375,73.860500,that's,I,sd,u-25-1
sw3533A-ms98-a-0013,73.860500,74.010500,why,I,sd,u-25-1
sw3533A-ms98-a-0013,74.010500,74.180500,they're,I,sd,u-25-1
sw3533A-ms98-a-0013,74.180500,74.380500,over,I,sd,u-25-1
sw3533A-ms98-a-0013,74.380500,74.587375,there,I,sd,u-25-1
sw3533A-ms98-a-0013,75.137375,75.270500,and,B,sd,u-25-2
sw3533A-ms98-a-0013,75.270500,75.450500,then,I,sd,u-25-2
sw3533A-ms98-a-0013,75.450500,75.590500,i,I,sd,u-25-2
sw3533A-ms98-a-0013,75.590500,75.810500,have,I,sd,u-25-2
sw3533A-ms98-a-0013,75.810500,76.220500,a,I,sd,u-25-2
sw3533A-ms98-a-0013,76.220500,76.280500,a,I,sd,u-25-2
sw3533A-ms98-a-0013,76.280500,76.670500,son,I,sd,u-25-2
sw3533A-ms98-a-0013,76.670500,76.880500,who,I,sd,u-25-2
