sw3770B-ms98-a-0003,5.051500,5.351875,yes,B,ny,u-3-1
sw3770B-ms98-a-0003,5.351875,5.481875,i,B,sd^e,u-3-2
sw3770B-ms98-a-0003,5.481875,5.801875,have,I,sd^e,u-3-2
sw3770B-ms98-a-0003,5.801875,5.901875,in,B,sd,u-3-3
sw3770B-ms98-a-0003,5.901875,6.321875,fact,I,sd,u-3-3
sw3770B-ms98-a-0003,6.321875,6.580125,uh,I,sd,u-3-3
sw3770B-ms98-a-0003,7.190250,7.451875,just,I,sd,u-3-3
sw3770B-ms98-a-0003,7.451875,7.491875,a,I,sd,u-3-3
sw3770B-ms98-a-0003,7.491875,7.661875,little,I,sd,u-3-3
sw3770B-ms98-a-0003,7.661875,7.981875,over,I,sd,u-3-3
sw3770B-ms98-a-0003,7.981875,8.171875,just,I,sd,u-3-3
sw3770B-ms98-a-0003,8.171875,8.211875,a,I,sd,u-3-3
sw3770B-ms98-a-0003,8.211875,8.381875,little,I,sd,u-3-3
sw3770B-ms98-a-0003,8.381875,8.611875,less,I,sd,u-3-3
sw3770B-ms98-a-0003,8.611875,8.701875,than,I,sd,u-3-3
sw3770B-ms98-a-0003,8.701875,8.731875,a,I,sd,u-3-3
sw3770B-ms98-a-0003,8.731875,8.941875,year,I,sd,u-3-3
sw3770B-ms98-a-0003,8.941875,9.381875,ago,I,sd,u-3-3
sw3770B-ms98-a-0003,9.381875,9.811875,uh,I,sd,u-3-3
sw3770B-ms98-a-0003,9.811875,9.991875,my,I,sd,u-3-3
sw3770B-ms98-a-0003,9.991875,10.821250,mother,I,sd,u-3-3
sw3770B-ms98-a-0003,11.149000,11.361875,went,I,sd,u-3-3
sw3770B-ms98-a-0003,11.361875,11.421875,to,I,sd,u-3-3
sw3770B-ms98-a-0003,11.421875,11.571875,be,I,sd,u-3-3
sw3770B-ms98-a-0003,11.571875,11.721875,with,I,sd,u-3-3
sw3770B-ms98-a-0003,11.721875,11.791875,the,I,sd,u-3-3
sw3770B-ms98-a-0003,11.791875,12.221875,Lord,I,sd,u-3-3
sw3770B-ms98-a-0003,12.221875,12.411875,and,B,sd,u-3-4
sw3770B-ms98-a-0003,12.411875,12.771875,we,I,sd,u-3-4
