sw2365A-ms98-a-0001,0.182875,0.535000,hi,B,fp,u-1-1
sw2365A-ms98-a-0003,30.833625,31.029750,you,B,qy,u-3-1
sw2365A-ms98-a-0003,31.029750,31.249750,didn't,I,qy,u-3-1
sw2365A-ms98-a-0003,31.249750,31.486500,try,I,qy,u-3-1
sw2365A-ms98-a-0003,31.486500,31.693875,we,O,,
sw2365A-ms98-a-0003,31.693875,32.549750,{rewallpapering},O,,
sw2365A-ms98-a-0003,32.549750,32.629750,you,B,%,u-3-2
sw2365A-ms98-a-0003,32.629750,33.019750,just,I,%,u-3-2
sw2365A-ms98-a-0003,33.019750,33.474750,uh,I,%,u-3-2
sw2365A-ms98-a-0005,35.721500,35.920875,did,B,qy,u-5-1
sw2365A-ms98-a-0005,35.920875,35.980875,you,I,qy,u-5-1
sw2365A-ms98-a-0005,35.980875,36.170875,use,I,qy,u-5-1
sw2365A-ms98-a-0005,36.170875,36.230875,a,I,qy,u-5-1
sw2365A-ms98-a-0005,36.230875,36.720875,textured,I,qy,u-5-1
sw2365A-ms98-a-0005,36.720875,37.050875,paint,I,qy,u-5-1
sw2365A-ms98-a-0005,37.050875,37.229500,or,B,%,u-5-2
sw2365A-ms98-a-0007,44.881375,45.304750,um,B,b,u-7-1
sw2365A-ms98-a-0009,47.170375,47.287125,well,B,qy,u-9-1
sw2365A-ms98-a-0009,47.287125,47.447125,did,I,qy,u-9-1
sw2365A-ms98-a-0009,47.447125,47.517125,you,I,qy,u-9-1
sw2365A-ms98-a-0009,47.517125,47.697125,get,I,qy,u-9-1
sw2365A-ms98-a-0009,47.697125,47.867125,good,I,qy,u-9-1
sw2365A-ms98-a-0009,47.867125,48.441250,results,I,qy,u-9-1
sw2365A-ms98-a-0011,56.836500,57.127375,yeah,B,b,u-13-1
sw2365A-ms98-a-0013,62.138625,62.362375,but,B,qy,u-15-1
sw2365A-ms98-a-0013,62.362375,62.552375,just,I,qy,u-15-1
sw2365A-ms98-a-0013,62.552375,62.822375,didn't,I,qy,u-15-1
sw2365A-ms98-a-0013,62.822375,62.952375,it,I,qy,u-15-1
sw2365A-ms98-a-0013,62.952375,63.272375,didn't,I,qy,u-15-1
sw2365A-ms98-a-0013,63.272375,63.372375,it,I,qy,u-15-1
