sw4829B-ms98-a-0003,5.763375,6.053875,uh-huh,B,b,u-2-1
sw4829B-ms98-a-0005,34.053250,34.825500,[laughter],O,,
sw4829B-ms98-a-0007,46.278500,46.460000,how,B,qw,u-6-1
sw4829B-ms98-a-0007,46.460000,46.547500,do,I,qw,u-6-1
sw4829B-ms98-a-0007,46.547500,46.757750,you,I,qw,u-6-1
sw4829B-ms98-a-0007,46.757750,46.877625,uh,I,qw,u-6-1
sw4829B-ms98-a-0007,46.877625,47.297625,how,I,qw,u-6-1
sw4829B-ms98-a-0007,47.297625,47.437625,uh,I,qw,u-6-1
sw4829B-ms98-a-0007,47.437625,47.607625,is,I,qw,u-6-1
sw4829B-ms98-a-0007,47.607625,48.247625,recycling,I,qw,u-6-1
sw4829B-ms98-a-0007,48.247625,48.527625,done,I,qw,u-6-1
sw4829B-ms98-a-0007,48.527625,48.627625,in,I,qw,u-6-1
sw4829B-ms98-a-0007,48.627625,48.817625,your,I,qw,u-6-1
sw4829B-ms98-a-0007,48.817625,49.437625,community,I,qw,u-6-1
sw4829B-ms98-a-0007,49.437625,49.636875,is,B,%,u-6-2
sw4829B-ms98-a-0009,52.091500,52.298000,uh-huh,B,b,u-8-1
sw4829B-ms98-a-0011,60.760625,61.012875,uh-huh,O,,
sw4829B-ms98-a-0013,63.094250,63.340500,right,B,b,u-10-1
sw4829B-ms98-a-0015,77.271375,77.511500,oh,B,b,u-12-1
sw4829B-ms98-a-0016,78.967250,79.320625,right,B,b,u-14-1
sw4829B-ms98-a-0016,80.036250,80.258500,over,B,sd,u-14-2
sw4829B-ms98-a-0016,80.258500,80.506125,here,I,sd,u-14-2
sw4829B-ms98-a-0016,80.506125,80.846125,they,I,sd,u-14-2
sw4829B-ms98-a-0016,80.846125,81.127375,um,I,sd,u-14-2
sw4829B-ms98-a-0016,81.357125,81.636125,have,I,sd,u-14-2
sw4829B-ms98-a-0016,81.636125,82.186125,several,I,sd,u-14-2
sw4829B-ms98-a-0016,82.186125,82.826125,private,I,sd,u-14-2
sw4829B-ms98-a-0016,82.826125,83.331000,companies,I,sd,u-14-2
sw4829B-ms98-a-0016,83.408250,83.496125,that,I,sd,u-14-2
sw4829B-ms98-a-0016,83.496125,83.586125,you,I,sd,u-14-2
sw4829B-ms98-a-0016,83.586125,83.726125,can,I,sd,u-14-2
sw4829B-ms98-a-0016,83.726125,84.256375,take,I,sd,u-14-2
sw4829B-ms98-a-0016,85.054875,85.506125,uh,I,sd,u-14-2
sw4829B-ms98-a-0016,85.506125,86.262875,recycled,I,sd,u-14-2
sw4829B-ms98-a-0016,87.145000,87.726125,materials,B,+,u-16-1
sw4829B-ms98-a-0016,87.726125,88.084000,to,I,+,u-16-1
sw4829B-ms98-a-0017,88.855500,89.083875,but,B,sd,u-16-2
sw4829B-ms98-a-0017,89.083875,89.453750,um,I,sd,u-16-2
sw4829B-ms98-a-0017,89.453750,89.594500,if,I,sd,u-16-2
sw4829B-ms98-a-0017,89.594500,89.801000,you,I,sd,u-16-2
sw4829B-ms98-a-0017,89.985500,90.174500,want,I,sd,u-16-2
sw4829B-ms98-a-0017,90.174500,90.234500,to,I,sd,u-16-2
sw4829B-ms98-a-0017,90.234500,90.464500,take,I,sd,u-16-2
sw4829B-ms98-a-0017,90.464500,90.594500,them,I,sd,u-16-2
sw4829B-ms98-a-0017,90.594500,90.794500,all,I,sd,u-16-2
sw4829B-ms98-a-0017,90.794500,90.934500,to,I,sd,u-16-2
sw4829B-ms98-a-0017,90.934500,91.134500,one,I,sd,u-16-2
sw4829B-ms98-a-0017,91.134500,91.651375,place,I,sd,u-16-2
sw4829B-ms98-a-0017,92.231375,92.354500,they,I,sd,u-16-2
sw4829B-ms98-a-0017,92.354500,92.826125,have,I,sd,u-16-2
sw4829B-ms98-a-0017,92.826125,93.403750,uh,I,sd,u-16-2
sw4829B-ms98-a-0017,93.537500,93.631625,the,I,sd,u-16-2
sw4829B-ms98-a-0017,93.631625,93.904500,first,I,sd,u-16-2
sw4829B-ms98-a-0017,93.904500,94.304500,Saturday,I,sd,u-16-2
sw4829B-ms98-a-0017,94.304500,94.414500,of,I,sd,u-16-2
sw4829B-ms98-a-0017,94.414500,94.634500,every,I,sd,u-16-2
sw4829B-ms98-a-0017,94.634500,95.834500,month,I,sd,u-16-2
sw4829B-ms98-a-0017,95.834500,95.944500,they,I,sd,u-16-2
sw4829B-ms98-a-0017,95.944500,96.124500,have,I,sd,u-16-2
sw4829B-ms98-a-0017,96.124500,96.414500,certain,I,sd,u-16-2
sw4829B-ms98-a-0017,96.414500,96.834500,places,I,sd,u-16-2
sw4829B-ms98-a-0017,96.834500,96.984500,that,I,sd,u-16-2
sw4829B-ms98-a-0017,96.984500,97.064500,you,I,sd,u-16-2
sw4829B-ms98-a-0017,97.064500,97.234500,can,I,sd,u-16-2
sw4829B-ms98-a-0017,97.234500,97.544500,drop,I,sd,u-16-2
sw4829B-ms98-a-0017,97.544500,97.624500,them_1,I,sd,u-16-2
sw4829B-ms98-a-0017,97.624500,97.984500,off,I,sd,u-16-2
sw4829B-ms98-a-0017,97.984500,98.194500,that's,B,sd,u-16-3
sw4829B-ms98-a-0017,98.194500,98.304500,what,I,sd,u-16-3
sw4829B-ms98-a-0017,98.304500,98.456250,i,I,sd,u-16-3
sw4829B-ms98-a-0017,98.456250,98.689750,do,I,sd,u-16-3
sw4829B-ms98-a-0017,99.362125,99.756250,um,B,sd,u-16-4
sw4829B-ms98-a-0018,100.910250,101.111500,and,I,sd,u-16-4
sw4829B-ms98-a-0018,101.111500,101.440875,i,I,sd,u-16-4
sw4829B-ms98-a-0018,101.557750,101.674375,i,I,sd,u-16-4
sw4829B-ms98-a-0018,101.674375,102.574250,recycle,I,sd,u-16-4
sw4829B-ms98-a-0018,102.660875,103.403375,aluminum,I,sd,u-16-4
sw4829B-ms98-a-0018,104.018250,104.743125,glass,I,sd,u-16-4
sw4829B-ms98-a-0019,105.598375,106.130375,um,I,sd,u-16-4
sw4829B-ms98-a-0020,107.933000,109.031625,newspapers,I,sd,u-16-4
sw4829B-ms98-a-0021,110.666625,110.929250,so,B,sv,u-18-1
sw4829B-ms98-a-0021,110.929250,111.171750,it's,I,sv,u-18-1
sw4829B-ms98-a-0021,111.171750,111.398625,nice,I,sv,u-18-1
sw4829B-ms98-a-0021,111.458875,111.551750,to,I,sv,u-18-1
sw4829B-ms98-a-0021,111.551750,111.964875,have,I,sv,u-18-1
sw4829B-ms98-a-0021,112.089250,112.211750,you,I,sv,u-18-1
sw4829B-ms98-a-0021,112.211750,112.361750,know,I,sv,u-18-1
sw4829B-ms98-a-0021,112.361750,112.651750,one,I,sv,u-18-1
sw4829B-ms98-a-0021,112.651750,113.111750,place,I,sv,u-18-1
sw4829B-ms98-a-0021,113.111750,113.261750,that,I,sv,u-18-1
sw4829B-ms98-a-0021,113.261750,113.361750,you,I,sv,u-18-1
sw4829B-ms98-a-0021,113.361750,113.481750,can,I,sv,u-18-1
sw4829B-ms98-a-0021,113.481750,113.791750,take,I,sv,u-18-1
sw4829B-ms98-a-0021,113.791750,113.901750,them,I,sv,u-18-1
sw4829B-ms98-a-0021,113.901750,114.071750,all,I,sv,u-18-1
