sw2527B-ms98-a-0002,0.860750,1.382625,okay,B,o,u-1-1
sw2527B-ms98-a-0004,6.493625,6.870000,well,B,sd,u-3-1
sw2527B-ms98-a-0004,6.870000,7.230750,there,I,sd,u-3-1
sw2527B-ms98-a-0004,7.230750,7.413625,there,I,sd,u-3-1
sw2527B-ms98-a-0004,7.413625,7.473625,are,I,sd,u-3-1
sw2527B-ms98-a-0004,7.473625,7.733625,quite,I,sd,u-3-1
sw2527B-ms98-a-0004,7.733625,7.773625,a,I,sd,u-3-1
sw2527B-ms98-a-0004,7.773625,8.153625,few,I,sd,u-3-1
sw2527B-ms98-a-0004,8.153625,8.547000,um,I,sd,u-3-1
sw2527B-ms98-a-0004,9.096875,9.503625,parks,I,sd,u-3-1
sw2527B-ms98-a-0004,9.503625,9.605125,i,I,sd,u-3-1
sw2527B-ms98-a-0004,9.605125,9.833625,guess,I,sd,u-3-1
sw2527B-ms98-a-0004,9.833625,10.133625,state,I,sd,u-3-1
sw2527B-ms98-a-0004,10.133625,10.623625,parks,I,sd,u-3-1
sw2527B-ms98-a-0004,10.623625,10.913625,and,B,sd,u-3-2
sw2527B-ms98-a-0004,11.685000,11.940875,there's,I,sd,u-3-2
sw2527B-ms98-a-0004,11.940875,11.989750,a,I,sd,u-3-2
sw2527B-ms98-a-0004,11.989750,12.273625,couple,I,sd,u-3-2
sw2527B-ms98-a-0004,12.273625,12.373625,of,I,sd,u-3-2
sw2527B-ms98-a-0004,12.373625,12.783625,national,I,sd,u-3-2
sw2527B-ms98-a-0004,12.783625,13.153625,parks,I,sd,u-3-2
sw2527B-ms98-a-0004,13.153625,13.273625,i,I,sd,u-3-2
sw2527B-ms98-a-0004,13.273625,13.573625,guess,I,sd,u-3-2
sw2527B-ms98-a-0004,13.573625,13.683625,that,I,sd,u-3-2
sw2527B-ms98-a-0004,13.683625,13.803625,you,I,sd,u-3-2
sw2527B-ms98-a-0004,13.803625,13.913625,can,I,sd,u-3-2
sw2527B-ms98-a-0004,13.913625,14.263625,camp,I,sd,u-3-2
sw2527B-ms98-a-0004,14.263625,14.533625,at,I,sd,u-3-2
sw2527B-ms98-a-0006,16.085875,16.455875,um,B,sd,u-5-1
sw2527B-ms98-a-0006,16.455875,16.765875,most,I,sd,u-5-1
sw2527B-ms98-a-0006,16.765875,16.855875,of,I,sd,u-5-1
sw2527B-ms98-a-0006,16.855875,16.925875,them_1,I,sd,u-5-1
sw2527B-ms98-a-0006,16.925875,17.085875,have,I,sd,u-5-1
