sw2521B-ms98-a-0001,0.640000,1.130875,okay,B,o,u-1-1
sw2521B-ms98-a-0003,4.435750,4.810000,guess,B,ad,u-3-1
sw2521B-ms98-a-0003,4.947625,5.045500,i,B,fx,u-3-2
sw2521B-ms98-a-0003,5.045500,5.275500,bet,I,fx,u-3-2
sw2521B-ms98-a-0003,5.275500,5.389750,you,I,fx,u-3-2
sw2521B-ms98-a-0003,5.389750,5.680500,can't,I,fx,u-3-2
sw2521B-ms98-a-0003,5.680500,6.185500,[laughter-guess],O,,
sw2521B-ms98-a-0005,7.315375,7.515375,you,B,aa,u-5-1
sw2521B-ms98-a-0005,7.515375,7.775375,got,I,aa,u-5-1
sw2521B-ms98-a-0005,7.775375,7.927125,it,I,aa,u-5-1
sw2521B-ms98-a-0006,8.286875,8.436875,and,B,co,u-7-1
sw2521B-ms98-a-0006,8.436875,8.486875,i,I,co,u-7-1
sw2521B-ms98-a-0006,8.486875,8.706875,want,I,co,u-7-1
sw2521B-ms98-a-0006,8.706875,8.786875,to,I,co,u-7-1
sw2521B-ms98-a-0006,8.786875,8.926875,tell,I,co,u-7-1
sw2521B-ms98-a-0006,8.926875,8.986875,you,I,co,u-7-1
sw2521B-ms98-a-0006,8.986875,9.356875,something,I,co,u-7-1
sw2521B-ms98-a-0007,9.592250,9.942250,they're,B,sv,u-9-1
sw2521B-ms98-a-0007,9.942250,10.069625,going,I,sv,u-9-1
sw2521B-ms98-a-0007,10.069625,10.204375,to,I,sv,u-9-1
sw2521B-ms98-a-0007,10.204375,10.492250,go,I,sv,u-9-1
sw2521B-ms98-a-0007,10.492250,10.992250,somewhere,I,sv,u-9-1
sw2521B-ms98-a-0007,10.992250,11.242250,pretty,I,sv,u-9-1
sw2521B-ms98-a-0007,11.242250,11.742250,shortly,I,sv,u-9-1
sw2521B-ms98-a-0009,12.430875,12.690875,yeah,B,ny,u-11-1
sw2521B-ms98-a-0009,12.690875,12.760875,i,B,sv,u-11-2
sw2521B-ms98-a-0009,12.760875,12.970875,think,I,sv,u-11-2
sw2521B-ms98-a-0009,12.970875,13.140875,they,I,sv,u-11-2
sw2521B-ms98-a-0009,13.140875,13.457250,are,I,sv,u-11-2
sw2521B-ms98-a-0009,13.728500,13.990875,because,I,sv,u-11-2
