sw2301B-ms98-a-0003,3.717750,3.923125,yes,B,ny,u-2-1
sw2301B-ms98-a-0003,3.923125,4.031250,i,B,sd^e,u-2-2
sw2301B-ms98-a-0003,4.031250,4.183500,do,I,sd^e,u-2-2
sw2301B-ms98-a-0003,4.183500,4.337500,i,B,sd,u-2-3
sw2301B-ms98-a-0003,4.337500,4.546000,keep,I,sd,u-2-3
sw2301B-ms98-a-0003,4.715500,5.018625,uh,I,sd,u-2-3
sw2301B-ms98-a-0003,5.775625,5.837750,i,I,sd,u-2-3
sw2301B-ms98-a-0003,5.837750,5.937750,have,I,sd,u-2-3
sw2301B-ms98-a-0003,5.937750,6.007750,an,I,sd,u-2-3
sw2301B-ms98-a-0003,6.007750,6.297750,American,I,sd,u-2-3
sw2301B-ms98-a-0003,6.297750,6.967750,Express,I,sd,u-2-3
sw2301B-ms98-a-0003,6.967750,7.117750,and,I,sd,u-2-3
sw2301B-ms98-a-0003,7.117750,7.177750,a,I,sd,u-2-3
sw2301B-ms98-a-0003,7.177750,7.487750,Visa,I,sd,u-2-3
sw2301B-ms98-a-0003,7.487750,7.787750,card,I,sd,u-2-3
sw2301B-ms98-a-0003,7.787750,7.877750,that,I,sd,u-2-3
sw2301B-ms98-a-0003,7.877750,7.907750,i,I,sd,u-2-3
sw2301B-ms98-a-0003,7.907750,8.177750,keep,I,sd,u-2-3
sw2301B-ms98-a-0003,8.177750,8.237750,you,I,sd,u-2-3
sw2301B-ms98-a-0003,8.237750,8.337750,know,I,sd,u-2-3
sw2301B-ms98-a-0003,8.337750,8.577750,kind,I,sd,u-2-3
sw2301B-ms98-a-0003,8.577750,8.647750,of,I,sd,u-2-3
sw2301B-ms98-a-0003,8.647750,8.957750,for,I,sd,u-2-3
sw2301B-ms98-a-0003,8.957750,9.487750,emergency,I,sd,u-2-3
sw2301B-ms98-a-0003,9.487750,9.907750,purposes,I,sd,u-2-3
sw2301B-ms98-a-0003,9.907750,9.971875,and,B,sd,u-2-4
sw2301B-ms98-a-0003,9.971875,10.062250,i,I,sd,u-2-4
sw2301B-ms98-a-0003,10.062250,10.267750,have,I,sd,u-2-4
sw2301B-ms98-a-0003,10.267750,10.327750,you,I,sd,u-2-4
sw2301B-ms98-a-0003,10.327750,10.457750,know,I,sd,u-2-4
sw2301B-ms98-a-0003,10.457750,10.527750,i,I,sd,u-2-4
sw2301B-ms98-a-0003,10.527750,10.757750,use,I,sd,u-2-4
sw2301B-ms98-a-0003,10.757750,10.807750,a,I,sd,u-2-4
sw2301B-ms98-a-0003,10.807750,11.287750,gasoline,I,sd,u-2-4
sw2301B-ms98-a-0003,11.287750,11.627750,credit,I,sd,u-2-4
sw2301B-ms98-a-0003,11.627750,11.897750,card,I,sd,u-2-4
sw2301B-ms98-a-0003,11.897750,12.027750,which,I,sd,u-2-4
sw2301B-ms98-a-0003,12.027750,12.087750,i,I,sd,u-2-4
sw2301B-ms98-a-0003,12.087750,12.257750,you,I,sd,u-2-4
sw2301B-ms98-a-0003,12.257750,12.347750,know,I,sd,u-2-4
sw2301B-ms98-a-0003,12.347750,12.557750,pay,I,sd,u-2-4
sw2301B-ms98-a-0003,12.557750,12.822750,off,I,sd,u-2-4
sw2301B-ms98-a-0003,13.003625,13.287750,every,B,+,u-4-1
sw2301B-ms98-a-0003,13.287750,13.477750,every,I,+,u-4-1
sw2301B-ms98-a-0003,13.477750,13.777125,month,I,+,u-4-1
sw2301B-ms98-a-0004,14.531500,14.624750,but,B,sd,u-6-1
sw2301B-ms98-a-0004,14.624750,15.047000,i've,I,sd,u-6-1
sw2301B-ms98-a-0004,15.678250,15.813750,i've,I,sd,u-6-1
sw2301B-ms98-a-0004,15.813750,16.117375,gotten,I,sd,u-6-1
sw2301B-ms98-a-0004,16.117375,16.377375,rid,I,sd,u-6-1
sw2301B-ms98-a-0004,16.377375,16.630500,of,I,sd,u-6-1
sw2301B-ms98-a-0004,16.630500,16.967375,all,I,sd,u-6-1
sw2301B-ms98-a-0004,16.967375,17.057375,of,I,sd,u-6-1
sw2301B-ms98-a-0004,17.057375,17.117375,the,I,sd,u-6-1
sw2301B-ms98-a-0004,17.117375,17.477375,credit,I,sd,u-6-1
sw2301B-ms98-a-0004,17.477375,17.757375,cards,I,sd,u-6-1
sw2301B-ms98-a-0004,17.757375,17.847375,you,I,sd,u-6-1
sw2301B-ms98-a-0004,17.847375,17.997375,know,I,sd,u-6-1
sw2301B-ms98-a-0004,17.997375,18.177375,that,I,sd,u-6-1
sw2301B-ms98-a-0004,18.177375,18.207375,i,I,sd,u-6-1
sw2301B-ms98-a-0004,18.207375,18.787375,possibly,I,sd,u-6-1
sw2301B-ms98-a-0004,18.787375,19.107375,could,I,sd,u-6-1
sw2301B-ms98-a-0004,19.477375,19.764125,and,B,sd,u-6-2
sw2301B-ms98-a-0004,20.464750,20.567375,my,I,sd,u-6-2
sw2301B-ms98-a-0004,20.567375,21.187375,balances,I,sd,u-6-2
sw2301B-ms98-a-0004,21.187375,21.357375,are,I,sd,u-6-2
sw2301B-ms98-a-0004,21.357375,21.957375,practically,I,sd,u-6-2
sw2301B-ms98-a-0004,21.957375,22.397375,zero,I,sd,u-6-2
sw2301B-ms98-a-0004,22.397375,22.497375,on,I,sd,u-6-2
sw2301B-ms98-a-0004,22.497375,22.557375,the,I,sd,u-6-2
sw2301B-ms98-a-0004,22.557375,22.807375,ones,I,sd,u-6-2
sw2301B-ms98-a-0004,22.807375,22.907375,that,I,sd,u-6-2
sw2301B-ms98-a-0004,22.907375,22.997375,i,I,sd,u-6-2
sw2301B-ms98-a-0004,22.997375,23.307375,have,I,sd,u-6-2
sw2301B-ms98-a-0005,24.646375,25.146375,especially,B,sd,u-6-3
sw2301B-ms98-a-0005,25.146375,25.526375,since,I,sd,u-6-3
sw2301B-ms98-a-0005,25.526375,25.696375,you,I,sd,u-6-3
sw2301B-ms98-a-0005,25.696375,25.926375,know,I,sd,u-6-3
sw2301B-ms98-a-0005,25.926375,26.356375,it's,I,sd,u-6-3
sw2301B-ms98-a-0005,26.426375,26.566375,no,I,sd,u-6-3
sw2301B-ms98-a-0005,26.566375,27.096375,longer,I,sd,u-6-3
sw2301B-ms98-a-0005,27.096375,27.296375,after,I,sd,u-6-3
sw2301B-ms98-a-0005,27.296375,27.546375,this,I,sd,u-6-3
sw2301B-ms98-a-0005,27.546375,27.866375,year,I,sd,u-6-3
sw2301B-ms98-a-0005,27.866375,27.976375,or,B,sd,u-6-4
sw2301B-ms98-a-0005,27.976375,28.186375,after,I,sd,u-6-4
sw2301B-ms98-a-0005,28.186375,28.526375,tax,I,sd,u-6-4
sw2301B-ms98-a-0005,28.526375,28.656375,year,I,sd,u-6-4
sw2301B-ms98-a-0005,28.656375,29.036375,nineteen,I,sd,u-6-4
sw2301B-ms98-a-0005,29.036375,29.306375,ninety,I,sd,u-6-4
sw2301B-ms98-a-0005,29.306375,29.500375,there's,I,sd,u-6-4
sw2301B-ms98-a-0005,29.628375,29.785250,there's,I,sd,u-6-4
sw2301B-ms98-a-0005,29.785250,29.936375,no,I,sd,u-6-4
sw2301B-ms98-a-0005,29.936375,30.556375,deductions,I,sd,u-6-4
sw2301B-ms98-a-0005,30.556375,30.782875,for,I,sd,u-6-4
sw2301B-ms98-a-0005,30.978750,31.026375,you,I,sd,u-6-4
sw2301B-ms98-a-0005,31.026375,31.106375,know,I,sd,u-6-4
sw2301B-ms98-a-0005,31.106375,31.426375,credit,I,sd,u-6-4
sw2301B-ms98-a-0005,31.426375,31.746500,card,I,sd,u-6-4
sw2301B-ms98-a-0005,31.923500,32.246375,interest,I,sd,u-6-4
sw2301B-ms98-a-0005,32.246375,32.376375,that,I,sd,u-6-4
sw2301B-ms98-a-0005,32.376375,32.446375,you,I,sd,u-6-4
sw2301B-ms98-a-0005,32.446375,32.766375,pay,I,sd,u-6-4
sw2301B-ms98-a-0005,33.566375,33.706375,so,B,%,u-8-1
sw2301B-ms98-a-0005,33.706375,33.906375,it's,I,%,u-8-1
sw2301B-ms98-a-0005,33.906375,33.966375,a,I,%,u-8-1
sw2301B-ms98-a-0006,35.119500,35.174000,you,I,%,u-8-1
sw2301B-ms98-a-0006,35.174000,35.295625,know,I,%,u-8-1
sw2301B-ms98-a-0006,35.295625,35.618125,gosh,I,%,u-8-1
sw2301B-ms98-a-0006,35.618125,35.882625,credit,B,sd,u-8-2
sw2301B-ms98-a-0006,35.882625,36.202625,cards,I,sd,u-8-2
sw2301B-ms98-a-0006,36.202625,36.415500,run,I,sd,u-8-2
sw2301B-ms98-a-0006,36.487125,36.672625,what,I,sd,u-8-2
sw2301B-ms98-a-0006,36.672625,37.132625,anywhere,I,sd,u-8-2
sw2301B-ms98-a-0006,37.132625,37.374750,from,I,sd,u-8-2
sw2301B-ms98-a-0006,37.785250,38.092625,up,I,sd,u-8-2
sw2301B-ms98-a-0006,38.092625,38.362625,to,I,sd,u-8-2
sw2301B-ms98-a-0006,38.362625,38.752625,eighteen,I,sd,u-8-2
sw2301B-ms98-a-0006,38.752625,39.162625,nineteen,I,sd,u-8-2
sw2301B-ms98-a-0006,39.162625,39.646625,percent,I,sd,u-8-2
sw2301B-ms98-a-0006,39.646625,39.756375,i,I,sd,u-8-2
sw2301B-ms98-a-0006,39.756375,40.052750,guess,I,sd,u-8-2
sw2301B-ms98-a-0007,40.987750,41.077750,it's,B,sv,u-10-1
sw2301B-ms98-a-0007,41.077750,41.356875,just,I,sv,u-10-1
sw2301B-ms98-a-0007,41.356875,41.403000,a,I,sv,u-10-1
sw2301B-ms98-a-0007,41.403000,41.637750,bad,I,sv,u-10-1
sw2301B-ms98-a-0007,41.637750,41.857750,deal,I,sv,u-10-1
sw2301B-ms98-a-0007,41.857750,42.067750,course,B,sv,u-10-2
sw2301B-ms98-a-0007,42.067750,42.177750,there,I,sv,u-10-2
sw2301B-ms98-a-0007,42.177750,42.267750,are,I,sv,u-10-2
sw2301B-ms98-a-0007,42.267750,42.847750,emergencies,I,sv,u-10-2
sw2301B-ms98-a-0007,42.847750,42.957750,you,I,sv,u-10-2
sw2301B-ms98-a-0007,42.957750,43.097750,know,I,sv,u-10-2
sw2301B-ms98-a-0007,43.097750,43.217750,that,I,sv,u-10-2
sw2301B-ms98-a-0007,43.217750,43.389125,you,I,sv,u-10-2
sw2301B-ms98-a-0007,43.626375,43.707750,you,I,sv,u-10-2
sw2301B-ms98-a-0007,43.707750,43.827750,know,I,sv,u-10-2
sw2301B-ms98-a-0007,43.827750,44.367750,probably,I,sv,u-10-2
sw2301B-ms98-a-0007,44.367750,44.487750,need,I,sv,u-10-2
sw2301B-ms98-a-0007,44.487750,44.577750,to,I,sv,u-10-2
sw2301B-ms98-a-0007,44.577750,44.799750,have,I,sv,u-10-2
sw2301B-ms98-a-0007,44.799750,44.863750,a,I,sv,u-10-2
sw2301B-ms98-a-0007,44.863750,45.228250,card,I,sv,u-10-2
sw2301B-ms98-a-0009,47.512125,47.716125,uh-huh,B,b,u-12-1
sw2301B-ms98-a-0009,47.826875,48.152500,that's,B,sv,u-12-2
sw2301B-ms98-a-0009,48.340750,48.512125,that's,I,sv,u-12-2
sw2301B-ms98-a-0009,48.512125,48.812125,probably,I,sv,u-12-2
sw2301B-ms98-a-0009,48.812125,49.182125,enough,I,sv,u-12-2
sw2301B-ms98-a-0011,50.718500,51.236250,absolutely,B,aa,u-14-1
sw2301B-ms98-a-0013,53.430250,53.562250,yeah,O,,
sw2301B-ms98-a-0013,53.680000,54.000000,it's,B,sv,u-16-1
sw2301B-ms98-a-0013,54.000000,54.226000,it's,I,sv,u-16-1
