sw4329B-ms98-a-0002,2.639875,2.966500,okay,B,b,u-2-1
sw4329B-ms98-a-0004,8.951250,9.377000,Saginaw,B,br^m,u-4-1
sw4329B-ms98-a-0006,19.220500,19.569250,really,B,bh,u-6-1
sw4329B-ms98-a-0007,20.799875,21.101500,the,B,%,u-8-1
sw4329B-ms98-a-0007,21.101500,21.436750,rec[ycling]-,O,,
sw4329B-ms98-a-0007,21.749250,21.881500,we,B,sd,u-8-2
sw4329B-ms98-a-0007,21.881500,22.061500,live,I,sd,u-8-2
sw4329B-ms98-a-0007,22.061500,22.161500,in,I,sd,u-8-2
sw4329B-ms98-a-0007,22.161500,22.651500,Plano,I,sd,u-8-2
sw4329B-ms98-a-0008,23.282750,23.902125,and,B,sd,u-8-3
sw4329B-ms98-a-0009,24.441750,24.538250,they,I,sd,u-8-3
sw4329B-ms98-a-0009,24.538250,24.928250,started,I,sd,u-8-3
sw4329B-ms98-a-0009,24.928250,25.118250,off,I,sd,u-8-3
sw4329B-ms98-a-0009,25.118250,25.798250,recycling,I,sd,u-8-3
sw4329B-ms98-a-0009,25.798250,26.358625,by,I,sd,u-8-3
sw4329B-ms98-a-0010,27.176250,27.608250,um,I,sd,u-8-3
sw4329B-ms98-a-0011,28.536750,28.802125,putting,I,sd,u-8-3
sw4329B-ms98-a-0011,28.802125,29.042125,the,I,sd,u-8-3
sw4329B-ms98-a-0011,29.042125,29.112125,i,B,sd,u-8-4
sw4329B-ms98-a-0011,29.112125,29.302125,think,I,sd,u-8-4
sw4329B-ms98-a-0011,29.302125,29.412125,at,I,sd,u-8-4
sw4329B-ms98-a-0011,29.412125,29.602125,each,I,sd,u-8-4
sw4329B-ms98-a-0011,29.602125,30.102125,Wal-Mart,I,sd,u-8-4
sw4329B-ms98-a-0011,30.102125,30.242125,they,I,sd,u-8-4
sw4329B-ms98-a-0011,30.242125,30.432125,had,I,sd,u-8-4
sw4329B-ms98-a-0011,30.432125,30.696375,some,I,sd,u-8-4
sw4329B-ms98-a-0011,30.801750,31.409625,recycling,I,sd,u-8-4
sw4329B-ms98-a-0012,32.332750,32.856875,dumpsters,I,sd,u-8-4
sw4329B-ms98-a-0012,32.856875,32.956875,and,I,sd,u-8-4
sw4329B-ms98-a-0012,32.956875,33.216875,things,I,sd,u-8-4
sw4329B-ms98-a-0012,33.216875,33.446875,like,I,sd,u-8-4
sw4329B-ms98-a-0012,33.446875,33.686875,that,I,sd,u-8-4
sw4329B-ms98-a-0012,33.686875,33.936875,which,I,sd,u-8-4
sw4329B-ms98-a-0012,33.936875,33.966875,i[t]-,I,sd,u-8-4
sw4329B-ms98-a-0012,33.966875,34.286875,now,I,sd,u-8-4
sw4329B-ms98-a-0012,34.286875,34.386875,i,B,sd,u-8-5
sw4329B-ms98-a-0012,34.386875,34.711750,guess,I,sd,u-8-5
sw4329B-ms98-a-0012,34.762625,34.984875,the,I,sd,u-8-5
sw4329B-ms98-a-0012,34.984875,35.296875,uh,I,sd,u-8-5
sw4329B-ms98-a-0012,35.296875,35.663750,city,I,sd,u-8-5
sw4329B-ms98-a-0012,35.663750,35.716500,h[as]-,I,sd,u-8-5
sw4329B-ms98-a-0012,36.026875,36.236875,has,I,sd,u-8-5
sw4329B-ms98-a-0012,36.236875,36.556875,bought,I,sd,u-8-5
sw4329B-ms98-a-0012,36.556875,37.084125,these,I,sd,u-8-5
sw4329B-ms98-a-0013,38.580625,38.794875,big,I,sd,u-8-5
sw4329B-ms98-a-0013,38.794875,39.064875,green,I,sd,u-8-5
sw4329B-ms98-a-0013,39.064875,39.414875,trash,I,sd,u-8-5
sw4329B-ms98-a-0013,39.414875,39.944875,cans,I,sd,u-8-5
sw4329B-ms98-a-0013,39.944875,40.284875,and,B,sd,u-8-6
sw4329B-ms98-a-0013,40.284875,40.574875,uh,I,sd,u-8-6
sw4329B-ms98-a-0014,41.612000,41.947500,we,I,sd,u-8-6
sw4329B-ms98-a-0014,42.180625,42.260250,they,I,sd,u-8-6
sw4329B-ms98-a-0014,42.260250,42.390250,have,I,sd,u-8-6
sw4329B-ms98-a-0014,42.390250,42.450250,a,I,sd,u-8-6
sw4329B-ms98-a-0014,42.450250,43.050250,recycling,I,sd,u-8-6
sw4329B-ms98-a-0014,43.050250,43.340250,truck,I,sd,u-8-6
sw4329B-ms98-a-0014,43.340250,43.450250,that,I,sd,u-8-6
sw4329B-ms98-a-0014,43.450250,43.740250,comes,I,sd,u-8-6
sw4329B-ms98-a-0014,43.740250,44.100250,around,I,sd,u-8-6
sw4329B-ms98-a-0014,44.100250,44.383875,now,I,sd,u-8-6
sw4329B-ms98-a-0015,45.112250,45.605125,and,B,sd,u-8-7
sw4329B-ms98-a-0015,45.605125,45.735125,you,I,sd,u-8-7
sw4329B-ms98-a-0015,45.735125,46.285125,separate,I,sd,u-8-7
sw4329B-ms98-a-0015,46.285125,46.405125,your,I,sd,u-8-7
sw4329B-ms98-a-0015,46.405125,47.015125,glass,I,sd,u-8-7
sw4329B-ms98-a-0015,47.015125,47.336375,and,I,sd,u-8-7
sw4329B-ms98-a-0016,47.999375,48.421875,paper,I,sd,u-8-7
sw4329B-ms98-a-0017,49.515000,50.077250,and,B,+,u-10-1
sw4329B-ms98-a-0017,50.077250,50.289250,uh,I,+,u-10-1
sw4329B-ms98-a-0017,50.352125,50.816500,aluminum,I,+,u-10-1
sw4329B-ms98-a-0018,51.639250,51.814375,and,B,sd,u-10-2
sw4329B-ms98-a-0018,51.814375,51.884375,you,I,sd,u-10-2
sw4329B-ms98-a-0018,51.884375,52.154375,set,I,sd,u-10-2
sw4329B-ms98-a-0018,52.154375,52.254375,it,I,sd,u-10-2
sw4329B-ms98-a-0018,52.254375,52.654375,out,I,sd,u-10-2
sw4329B-ms98-a-0018,52.654375,52.784375,and,B,sd,u-10-3
sw4329B-ms98-a-0018,52.784375,52.874375,they,I,sd,u-10-3
sw4329B-ms98-a-0018,52.874375,53.164375,pick,I,sd,u-10-3
sw4329B-ms98-a-0018,53.164375,53.254375,it,I,sd,u-10-3
sw4329B-ms98-a-0018,53.254375,53.484375,up,I,sd,u-10-3
sw4329B-ms98-a-0018,53.484375,53.594375,and,B,sv,u-10-4
sw4329B-ms98-a-0018,53.594375,53.658500,i[t]-,I,sv,u-10-4
sw4329B-ms98-a-0018,53.790250,53.904375,it,I,sv,u-10-4
sw4329B-ms98-a-0018,53.904375,54.154375,works,I,sv,u-10-4
sw4329B-ms98-a-0018,54.154375,54.324375,real,I,sv,u-10-4
sw4329B-ms98-a-0018,54.324375,54.564375,neat,I,sv,u-10-4
sw4329B-ms98-a-0018,54.564375,54.674375,they,B,sv,u-10-5
sw4329B-ms98-a-0018,54.674375,54.904375,seem,I,sv,u-10-5
sw4329B-ms98-a-0018,54.904375,54.974375,to,I,sv,u-10-5
sw4329B-ms98-a-0018,54.974375,55.064375,be,I,sv,u-10-5
sw4329B-ms98-a-0018,55.064375,55.294375,having,I,sv,u-10-5
sw4329B-ms98-a-0018,55.294375,55.354375,a,I,sv,u-10-5
sw4329B-ms98-a-0018,55.354375,55.554375,real,I,sv,u-10-5
sw4329B-ms98-a-0018,55.554375,55.704375,good,I,sv,u-10-5
sw4329B-ms98-a-0018,55.704375,56.468000,response,I,sv,u-10-5
sw4329B-ms98-a-0019,57.882375,58.127375,but,O,,
sw4329B-ms98-a-0021,70.934000,71.085375,did,B,qy,u-14-1
sw4329B-ms98-a-0021,71.085375,71.456750,they,I,qy,u-14-1
sw4329B-ms98-a-0022,71.994625,72.099875,did,I,qy,u-14-1
sw4329B-ms98-a-0022,72.099875,72.286000,they,I,qy,u-14-1
sw4329B-ms98-a-0022,72.510750,72.729875,like,I,qy,u-14-1
sw4329B-ms98-a-0022,72.729875,72.869875,on,I,qy,u-14-1
sw4329B-ms98-a-0022,72.869875,73.239875,bottles,I,qy,u-14-1
sw4329B-ms98-a-0022,73.239875,73.409875,did,I,qy,u-14-1
sw4329B-ms98-a-0022,73.409875,73.549875,they,I,qy,u-14-1
sw4329B-ms98-a-0022,73.549875,73.779875,give,I,qy,u-14-1
sw4329B-ms98-a-0022,73.779875,74.009875,you,I,qy,u-14-1
sw4329B-ms98-a-0022,74.009875,74.331625,a,I,qy,u-14-1
sw4329B-ms98-a-0023,74.945375,75.095750,so,I,qy,u-14-1
sw4329B-ms98-a-0023,75.095750,75.265750,many,I,qy,u-14-1
sw4329B-ms98-a-0023,75.265750,75.575750,cents,I,qy,u-14-1
sw4329B-ms98-a-0023,75.575750,75.935750,back,I,qy,u-14-1
sw4329B-ms98-a-0023,75.935750,76.165750,for,I,qy,u-14-1
sw4329B-ms98-a-0024,77.388375,77.503375,for,B,+,u-16-1
sw4329B-ms98-a-0024,77.503375,78.083375,cans,I,+,u-16-1
sw4329B-ms98-a-0024,78.083375,78.301500,even,B,%,u-16-2
sw4329B-ms98-a-0024,78.301500,78.430250,i've,O,,
sw4329B-ms98-a-0024,78.430250,78.680875,seen,O,,
sw4329B-ms98-a-0024,78.680875,78.845625,that,O,,
sw4329B-ms98-a-0024,78.845625,78.943375,i[n]-,O,,
sw4329B-ms98-a-0026,80.855375,81.166750,really,O,,
sw4329B-ms98-a-0028,90.856250,91.017500,no,B,nn,u-20-1
sw4329B-ms98-a-0028,91.017500,91.147500,i've,O,,
sw4329B-ms98-a-0028,91.147500,91.437500,just,B,sd^e,u-20-2
sw4329B-ms98-a-0028,91.437500,91.507500,i,I,sd^e,u-20-2
sw4329B-ms98-a-0028,91.507500,91.887500,noticed,I,sd^e,u-20-2
sw4329B-ms98-a-0028,91.887500,91.987500,in,O,,
sw4329B-ms98-a-0028,91.987500,92.477500,Iowa,B,sd,u-20-3
sw4329B-ms98-a-0028,92.477500,92.587500,and,I,sd,u-20-3
sw4329B-ms98-a-0028,92.587500,92.757500,other,I,sd,u-20-3
sw4329B-ms98-a-0028,92.757500,93.097500,cities,I,sd,u-20-3
sw4329B-ms98-a-0028,93.097500,93.317500,like,I,sd,u-20-3
sw4329B-ms98-a-0028,93.317500,93.517500,that,I,sd,u-20-3
sw4329B-ms98-a-0028,93.517500,93.667500,it's,I,sd,u-20-3
