sw3696B-ms98-a-0003,0.344500,0.728875,hi,B,fp,u-1-1
sw3696B-ms98-a-0005,4.167500,4.287500,yeah,B,b,u-3-1
sw3696B-ms98-a-0005,4.287500,4.327500,uh,O,,
sw3696B-ms98-a-0005,4.327500,4.807500,this,B,fp,u-3-2
sw3696B-ms98-a-0005,4.807500,5.042125,is,I,fp,u-3-2
sw3696B-ms98-a-0005,5.042125,5.297500,Jan,O,,
sw3696B-ms98-a-0005,5.297500,5.767500,Noak,O,,
sw3696B-ms98-a-0005,5.767500,5.827500,i'm,B,fp,u-3-3
sw3696B-ms98-a-0005,5.827500,5.897500,in,I,fp,u-3-3
sw3696B-ms98-a-0005,5.897500,6.479875,Dallas,I,fp,u-3-3
sw3696B-ms98-a-0007,16.541750,17.028250,okay,B,aa,u-5-1
sw3696B-ms98-a-0009,26.282500,26.494500,i,B,%,u-7-1
sw3696B-ms98-a-0011,42.451375,42.599250,how,B,qw,u-9-1
sw3696B-ms98-a-0011,42.599250,42.749625,big,I,qw,u-9-1
sw3696B-ms98-a-0011,42.749625,42.809625,a,I,qw,u-9-1
sw3696B-ms98-a-0011,42.809625,43.149625,family,I,qw,u-9-1
sw3696B-ms98-a-0011,43.149625,43.249625,do,I,qw,u-9-1
sw3696B-ms98-a-0011,43.249625,43.379625,you,I,qw,u-9-1
sw3696B-ms98-a-0011,43.379625,43.719125,have,I,qw,u-9-1
sw3696B-ms98-a-0013,78.362625,78.472625,did,B,qy,u-11-1
sw3696B-ms98-a-0013,78.472625,78.562625,you,I,qy,u-11-1
sw3696B-ms98-a-0013,78.562625,78.662625,have,I,qy,u-11-1
sw3696B-ms98-a-0013,78.662625,78.962625,people,I,qy,u-11-1
sw3696B-ms98-a-0013,78.962625,79.292625,coming,I,qy,u-11-1
sw3696B-ms98-a-0013,79.292625,79.619250,from,I,qy,u-11-1
sw3696B-ms98-a-0013,79.619250,79.882625,far,I,qy,u-11-1
sw3696B-ms98-a-0013,79.882625,80.172625,away,I,qy,u-11-1
sw3696B-ms98-a-0015,84.080000,84.290000,uh,O,,
sw3696B-ms98-a-0015,84.290000,84.760000,sometimes,B,%,u-13-1
sw3696B-ms98-a-0015,84.760000,85.060500,it's,O,,
sw3696B-ms98-a-0017,90.544375,90.644375,well,B,sv,u-15-1
sw3696B-ms98-a-0017,90.644375,90.724375,you,I,sv,u-15-1
sw3696B-ms98-a-0017,90.724375,91.041750,have,I,sv,u-15-1
sw3696B-ms98-a-0017,91.041750,91.244375,you,I,sv,u-15-1
